Time_s,Stream_ID,Mean_Kbyte_transfer,Std_Kbyte_transfer,Mean_Kbps,Std_Kbps,Mean_Latency_ms,Std_Latency_ms,Mean_Loss_pct,Std_Loss_pct
0,1,85.05,85.05,697.0,77.60584170451777,14.302,2.251224999861187,85.13904255187444,14.517672661401512
0,2,84.675,84.675,694.0,72.35099630735341,14.15375,2.439055196177406,85.4407842218195,13.491045564749323
0,3,87.925,87.925,720.5,53.89805191284745,14.1055,0.9166491513478134,94.05723648043704,3.175534484273296
0,4,83.975,83.975,688.0,72.01851613763412,14.4885,0.46282718156996777,91.92006033780515,7.28975045485282
0,5,85.75,85.75,703.0,76.98484699385112,14.00825,2.424656865757847,85.69072699054087,13.013442519301108
0,6,83.975,83.975,688.0,67.31022705849882,13.93325,2.1482278549229052,94.05004435122979,3.1085759511795663
0,7,85.05,85.05,697.0,6.0,14.1225,0.5822362063630196,91.90025698296945,7.519629045265052
0,8,81.825,81.825,670.5,47.0,14.3665,0.87263222493786,88.0790869517931,13.763981280453043
0,9,86.125,86.125,705.75,68.71377833690512,13.46025,2.1124990532542256,94.16013740850738,2.8731812413728535
0,10,85.4,85.4,700.0,6.928203230275509,16.514,2.9458195237771547,87.77498838416602,14.00820163477271
0,15,89.0,89.0,729.0,,14.498,,0.0,
1,1,82.9,82.9,679.0,72.81483365359011,14.7975,1.138575279314752,0.0,0.0
1,2,81.825,81.825,670.5,89.99814812909578,14.733,0.643795516190247,0.0,0.0
1,3,77.15,77.15,632.25,42.22459788638215,15.193750000000001,1.3814073439793213,0.0,0.0
1,4,77.15,77.15,632.25,42.22459788638215,15.64575,1.5303728031648565,0.0,0.0
1,5,84.325,84.325,691.0,77.60584170451776,14.37875,0.8286621245517781,0.0,0.0
1,6,87.575,87.575,717.5,47.00000000000001,14.9275,0.7574468078133721,0.0,0.0
1,7,76.775,76.775,629.5,43.370496884402876,15.55825,1.1212467391256928,0.0,0.0
1,8,78.95,78.95,647.0,54.270925303824825,15.216000000000001,1.1564425335196442,0.0,0.0
1,9,84.325,84.325,691.0,62.150355322127226,17.05675,4.62443238859286,0.0,0.0
1,10,79.675,79.675,652.75,41.242170974218446,15.751249999999999,1.377110834319446,0.0,0.0
1,11,78.95,78.95,647.0,66.46803743153546,24.3215,9.823834511024705,96.95895673909905,2.217956015734045
2,1,77.15,77.15,632.25,78.94460082868238,16.20175,1.6927709778151723,0.0,0.0
2,2,76.45,76.45,626.25,85.2540321627077,16.11125,1.7139598157483154,0.0,0.0
2,3,76.425,76.425,626.5,45.35416188179426,16.249,1.9825532359392872,0.0,0.0
