Time_ms,Now_us,Latency_us
0,1755784403017022,71460527
1042,1755784404058973,71460167
2120,1755784405137056,71460493
3196,1755784406212653,71460158
4241,1755784407257942,71460418
5272,1755784408289071,71460582
6299,1755784409315785,71460240
7324,1755784410341332,71460411
8350,1755784411366451,71461750
9374,1755784412390502,71460784
10399,1755784413416230,71460660
11430,1755784414446862,71460368
12455,1755784415472041,71460487
13488,1755784416504845,71460310
14514,1755784417531016,71461463
15542,1755784418559096,71460598
16569,1755784419585810,71460250
17634,1755784420650952,71460410
18711,1755784421727999,71460445
19799,1755784422815438,71460925
20869,1755784423885894,71460358
21941,1755784424958055,71460484
22997,1755784426014064,71460559
24045,1755784427062060,71460510
25125,1755784428141845,71460327
26203,1755784429220012,71460409
27288,1755784430305151,71460604
28352,1755784431369043,71460548
29419,1755784432436116,71460572
30478,1755784433495242,71460665
31516,1755784434533247,71460581
32609,1755784435625579,71461054
33688,1755784436705233,71460683
34740,1755784437757026,71461195
35777,1755784438794180,71460676
36812,1755784439829352,71460788
37850,1755784440867040,71460529
38893,1755784441909734,71461770
39943,1755784442960005,71460458
40989,1755784444006081,71460536
42028,1755784445045041,71460538
43055,1755784446072237,71461710
44124,1755784447140500,71461785
45200,1755784448217337,71460845
46278,1755784449294473,71461903
47329,1755784450345816,71462257
48374,1755784451390503,71460969
49414,1755784452431315,71460818
50453,1755784453470054,71461527
51489,1755784454506042,71460548
52539,1755784455555443,71460888
53576,1755784456593342,71461469
54635,1755784457652387,71460899
55698,1755784458714501,71460974
56732,1755784459748537,71461026
57775,1755784460791621,71461775
58821,1755784461837796,71461265
59859,1755784462875721,71461091
60905,1755784463921866,71461297
61946,1755784464963151,71462334
62989,1755784466005837,71461315
64029,1755784467045681,71461160
65071,1755784468087707,71461142
66111,1755784469127618,71461088
67149,1755784470165473,71463898
68184,1755784471201241,71461382
69217,1755784472233905,71461244
70253,1755784473270191,71461681
71295,1755784474311536,71462005
72331,1755784475348264,71464760
73369,1755784476385656,71463095
74410,1755784477426718,71461200
75445,1755784478461675,71462064
76480,1755784479496628,71461045
77519,1755784480535839,71461282
78555,1755784481572167,71461651
79582,1755784482599003,71461462
80609,1755784483625687,71461165
81643,1755784484659822,71461283
82676,1755784485692594,71461039
83713,1755784486729656,71462169
84752,1755784487768894,71461313
85793,1755784488809555,71461063
86834,1755784489851273,71461720
87870,1755784490887039,71461501
88897,1755784491913783,71461266
89923,1755784492939775,71462229
