Time_ms,Now_us,Latency_us
0,1755784932205545,71468070
1040,1755784933246234,71466828
2078,1755784934284197,71466758
3120,1755784935326399,71466941
4165,1755784936370727,71467331
5207,1755784937412545,71467123
6244,1755784938450350,71467362
7282,1755784939487841,71467165
8315,1755784940521501,71466973
9359,1755784941565118,71466711
10431,1755784942637450,71467004
11491,1755784943697474,71466996
12522,1755784944727556,71468145
13566,1755784945771761,71467220
14599,1755784946805311,71466871
15639,1755784947844956,71467485
16700,1755784948905876,71467359
17757,1755784949962561,71467150
18799,1755784951004536,71467101
19846,1755784952052525,71467075
20916,1755784953122476,71467067
21991,1755784954197493,71467057
23079,1755784955285447,71467046
24162,1755784956367592,71467058
25228,1755784957433684,71467242
26298,1755784958504492,71467381
27353,1755784959558586,71467984
28442,1755784960647734,71468120
29535,1755784961741073,71467602
30616,1755784962821911,71467507
31700,1755784963905706,71468250
32774,1755784964980269,71467731
33832,1755784966038239,71467656
34900,1755784967105618,71467200
35966,1755784968171856,71467453
37022,1755784969228520,71467100
38092,1755784970298150,71468948
39163,1755784971368554,71474114
40231,1755784972436678,71467199
41311,1755784973516748,71467289
42367,1755784974572941,71467477
43401,1755784975607091,71467620
44426,1755784976631962,71467502
45453,1755784977658602,71468185
46481,1755784978687493,71468049
47567,1755784979772605,71467189
48653,1755784980858884,71467424
49701,1755784981906581,71468130
50754,1755784982959927,71467527
51807,1755784984012894,71467394
52855,1755784985061160,71467577
53934,1755784986140243,71467848
55033,1755784987238797,71468341
56066,1755784988271690,71470286
57098,1755784989303926,71467497
58137,1755784990343340,71467862
59182,1755784991387528,71467860
60234,1755784992440120,71467603
61271,1755784993477186,71467782
62314,1755784994519692,71469230
63339,1755784995545487,71468050
64367,1755784996572742,71468333
65400,1755784997606317,71467898
66425,1755784998630532,71468081
67488,1755784999693539,71469140
68522,1755785000728273,71467854
69551,1755785001756823,71468351
70574,1755785002780512,71468028
71603,1755785003808839,71468224
72629,1755785004835267,71467803
73654,1755785005860243,71467832
74684,1755785006889660,71468235
75735,1755785007940823,71468369
76801,1755785009006733,71468247
77863,1755785010068647,71472674
78917,1755785011123306,71467786
79977,1755785012183440,71467999
81038,1755785013243669,71470275
82099,1755785014305084,71469669
83164,1755785015370141,71467741
84223,1755785016429516,71468061
85296,1755785017502239,71467784
86381,1755785018587179,71467772
87457,1755785019663047,71468621
88498,1755785020704421,71467953
89536,1755785021742525,71468071
