Time_ms,Now_us,Latency_us
0,1755783660491519,71450941
1050,1755783661541692,71451038
2097,1755783662588844,71450268
3140,1755783663631014,71450472
4187,1755783664678122,71450584
5227,1755783665718193,71450613
6270,1755783666761121,71450602
7316,1755783667807163,71450547
8357,1755783668847937,71450402
9385,1755783669876022,71450471
10426,1755783670917381,71450852
11491,1755783671982115,71451564
12554,1755783673045467,71450730
13604,1755783674095586,71450857
14647,1755783675138209,71451514
15697,1755783676188673,71451106
16734,1755783677225223,71451648
17788,1755783678279136,71451390
18849,1755783679340847,71451236
19934,1755783680425240,71450662
21001,1755783681492842,71451256
22063,1755783682554324,71450653
23124,1755783683615248,71450659
24190,1755783684681010,71451300
25266,1755783685757740,71451125
26321,1755783686812446,71450807
27370,1755783687861486,71450887
28421,1755783688912343,71450803
29463,1755783689954542,71450981
30508,1755783690999501,71450921
31551,1755783692042200,71452474
32620,1755783693111342,71450760
33685,1755783694176633,71451017
34743,1755783695234302,71450708
35810,1755783696301256,71450720
36878,1755783697369485,71450911
37959,1755783698450345,71450774
39036,1755783699527023,71453420
40085,1755783700576144,71451559
41125,1755783701616307,71451631
42166,1755783702657764,71452138
43213,1755783703704526,71451005
44263,1755783704753980,71453315
45301,1755783705791939,71451335
46367,1755783706857941,71451344
47434,1755783707925366,71451738
48504,1755783708995631,71451041
49579,1755783710070592,71450995
50649,1755783711140846,71451260
51746,1755783712237710,71451152
52817,1755783713307945,71451120
53896,1755783714387122,71451572
54975,1755783715465944,71451395
56025,1755783716516864,71451290
57067,1755783717557939,71451144
58127,1755783718618709,71451186
59157,1755783719648741,71451168
60194,1755783720685829,71451288
61242,1755783721732918,71451316
62296,1755783722787020,71451854
63336,1755783723827805,71451187
64368,1755783724859831,71451242
65407,1755783725898862,71452033
66467,1755783726958015,71451704
67538,1755783728029798,71451234
68631,1755783729122053,71451377
69711,1755783730202201,71451679
70782,1755783731273050,71451464
71884,1755783732375407,71453526
72977,1755783733468843,71451284
74010,1755783734500916,71451340
75056,1755783735547360,71451804
76083,1755783736574011,71451454
77140,1755783737631432,71451878
78189,1755783738680837,71451301
79246,1755783739737880,71454233
80303,1755783740794452,71452344
81383,1755783741874288,71451755
82409,1755783742900626,71452042
83436,1755783743927517,71451945
84463,1755783744953917,71451388
85488,1755783745979247,71451702
86514,1755783747005448,71451912
87586,1755783748076960,71452432
88638,1755783749129170,71451624
89689,1755783750180191,71451598
