Time_ms,Now_us,Latency_us
0,1755784309640151,71459379
1058,1755784310697933,71459108
2131,1755784311770777,71459142
3204,1755784312844469,71458838
4261,1755784313901031,71459393
5298,1755784314937618,71458996
6334,1755784315973824,71459156
7373,1755784317013307,71459398
8409,1755784318048688,71459058
9440,1755784319079791,71459086
10483,1755784320122577,71458960
11529,1755784321168686,71459892
12603,1755784322242836,71459101
13664,1755784323304518,71458882
14703,1755784324342927,71459257
15747,1755784325386751,71459013
16792,1755784326431998,71459325
17840,1755784327480283,71459664
18885,1755784328524602,71458964
19930,1755784329569595,71459606
20984,1755784330623798,71459121
22027,1755784331666587,71460923
23067,1755784332707018,71459343
24129,1755784333768807,71459166
25186,1755784334825904,71459205
26247,1755784335886950,71459252
27327,1755784336966936,71460255
28402,1755784338042075,71459400
29482,1755784339122299,71459653
30540,1755784340180030,71459404
31599,1755784341238866,71459207
32647,1755784342287091,71459403
33701,1755784343341288,71459604
34740,1755784344380179,71459520
35778,1755784345418258,71459313
36825,1755784346465084,71460306
37864,1755784347504145,71459465
38903,1755784348543171,71459554
39937,1755784349577125,71459440
41001,1755784350641084,71459453
42074,1755784351713841,71461091
43139,1755784352779481,71460472
44166,1755784353806472,71459828
45194,1755784354833678,71459998
46222,1755784355862469,71459774
47249,1755784356889137,71460422
48276,1755784357916478,71459804
49306,1755784358946174,71459539
50333,1755784359973240,71459561
51365,1755784361004792,71460172
52412,1755784362052307,71459690
53493,1755784363132734,71460073
54551,1755784364190773,71460153
55613,1755784365253309,71459675
56689,1755784366329309,71459676
57765,1755784367405368,71461636
58827,1755784368467353,71459673
59889,1755784369529315,71460642
60930,1755784370570511,71459881
61973,1755784371613493,71459841
63015,1755784372654608,71459935
64053,1755784373693369,71459735
65092,1755784374731699,71461068
66136,1755784375776330,71463662
67160,1755784376799575,71459882
68195,1755784377835313,71460679
69230,1755784378869958,71460281
70267,1755784379907492,71459774
71337,1755784380976804,71460134
72417,1755784382057428,71460386
73483,1755784383123478,71459849
74542,1755784384182339,71460591
75582,1755784385221709,71460067
76619,1755784386259349,71459721
77694,1755784387333595,71459929
78768,1755784388407757,71460970
79817,1755784389457218,71460481
80871,1755784390510699,71460046
81919,1755784391559220,71460317
82946,1755784392585965,71460274
83981,1755784393621222,71461509
85007,1755784394646716,71460088
86035,1755784395674637,71460010
87060,1755784396700538,71459819
88088,1755784397727659,71460014
89113,1755784398752994,71460371
