Time_ms,Now_us,Latency_us
0,1755783552211139,71449812
1049,1755783553260337,71449217
2082,1755783554293346,71448970
3114,1755783555325313,71448997
4156,1755783556367608,71449266
5187,1755783557398177,71448882
6228,1755783558439118,71448770
7276,1755783559487119,71448842
8384,1755783560595444,71449144
9489,1755783561700486,71449176
10553,1755783562764316,71448976
11604,1755783563815579,71449200
12661,1755783564872628,71450273
13709,1755783565920481,71449930
14791,1755783567002613,71450100
15852,1755783568063883,71449610
16906,1755783569117758,71449396
17964,1755783570175792,71449320
19031,1755783571242608,71449262
20080,1755783572291689,71449347
21116,1755783573327507,71449214
22148,1755783574359865,71449561
23183,1755783575394647,71449317
24214,1755783576425103,71449826
25250,1755783577461579,71452199
26283,1755783578494416,71449135
27317,1755783579528502,71449161
28352,1755783580563671,71449354
29397,1755783581608537,71450197
30434,1755783582645625,71449322
31503,1755783583714156,71449691
32558,1755783584769679,71450026
33610,1755783585821440,71449159
34664,1755783586875153,71449732
35709,1755783587920245,71449972
36755,1755783588966950,71449667
37797,1755783590008806,71449489
38851,1755783591061994,71449716
39916,1755783592127794,71450279
40994,1755783593205137,71449809
42036,1755783594247788,71449476
43080,1755783595291681,71449405
44117,1755783596328149,71449869
45156,1755783597367783,71449507
46191,1755783598402072,71449793
47228,1755783599438982,71449707
48253,1755783600464223,71449950
49280,1755783601491229,71450876
50346,1755783602557875,71449542
51405,1755783603616018,71450653
52447,1755783604658942,71449655
53476,1755783605687731,71449428
54521,1755783606732052,71449693
55583,1755783607794036,71449691
56643,1755783608854779,71450400
57711,1755783609922053,71449732
58788,1755783610999944,71449675
59857,1755783612068559,71450256
60911,1755783613122267,71449909
61971,1755783614182069,71449771
63032,1755783615243240,71449929
64123,1755783616334921,71449646
65167,1755783617378933,71451614
66201,1755783618412182,71449828
67238,1755783619449154,71449847
68266,1755783620477953,71449676
69302,1755783621513315,71449955
70343,1755783622554588,71450302
71368,1755783623579537,71450209
72409,1755783624620710,71450319
73453,1755783625664525,71450083
74493,1755783626704248,71449876
75532,1755783627743629,71450300
76574,1755783628785950,71450638
77618,1755783629829848,71451911
78657,1755783630868103,71449826
79714,1755783631925123,71449804
80759,1755783632970316,71450008
81791,1755783634002566,71450226
82822,1755783635033326,71450048
83865,1755783636076854,71450568
84910,1755783637121567,71451207
85980,1755783638191226,71450904
87043,1755783639254225,71449954
88072,1755783640283699,71450404
89098,1755783641309861,71450465
