Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,32893,62.00,20.287
0,5794,63.50,20.778
0,64248,52.50,17.179
0,33135,52.50,17.179
0,38070,63.50,20.778
4,16233,59.50,19.469
4,2609,56.50,18.487
4,65104,52.00,17.015
4,17950,55.50,18.160
4,1382,53.50,17.506
10,32893,62.00,20.287
10,5794,63.50,20.778
10,64248,52.50,17.179
10,33135,52.50,17.179
10,38070,63.50,20.778
14,16233,59.50,19.469
14,2609,56.50,18.487
14,65104,52.00,17.015
14,17950,55.50,18.160
14,1382,53.50,17.506
20,32893,62.00,20.287
20,5794,63.50,20.778
20,64248,52.50,17.179
20,33135,52.50,17.179
20,38070,63.50,20.778
24,16233,59.50,19.469
24,2609,56.50,18.487
24,65104,52.00,17.015
24,17950,55.50,18.160
24,1382,53.50,17.506
31,32893,62.00,20.287
31,5794,63.50,20.778
31,64248,52.50,17.179
31,33135,52.50,17.179
31,38070,63.50,20.778
33,16233,59.50,19.469
33,2609,56.50,18.487
33,65104,52.00,17.015
33,17950,55.50,18.160
33,1382,53.50,17.506
40,32893,62.00,20.287
40,5794,63.50,20.778
40,64248,52.50,17.179
40,33135,52.50,17.179
40,38070,63.50,20.778
43,16233,59.50,19.469
43,2609,56.50,18.487
43,65104,52.00,17.015
43,17950,55.50,18.160
43,1382,53.50,17.506
51,32893,62.00,20.287
51,5794,63.50,20.778
51,64248,52.50,17.179
51,33135,52.50,17.179
51,38070,63.50,20.778
54,16233,59.50,19.469
54,2609,56.50,18.487
54,65104,52.00,17.015
54,17950,55.50,18.160
54,1382,53.50,17.506
60,32893,62.00,20.287
60,5794,63.50,20.778
60,64248,52.50,17.179
60,33135,52.50,17.179
60,38070,63.50,20.778
63,16233,59.50,19.469
63,2609,56.50,18.487
63,65104,52.00,17.015
63,17950,55.50,18.160
63,1382,53.50,17.506
71,32893,62.00,20.287
71,5794,63.50,20.778
71,64248,52.50,17.179
71,33135,52.50,17.179
71,38070,63.50,20.778
74,16233,59.50,19.469
74,2609,56.50,18.487
74,65104,52.00,17.015
74,17950,55.50,18.160
74,1382,53.50,17.506
80,32893,62.00,20.287
80,5794,63.50,20.778
80,64248,52.50,17.179
80,33135,52.50,17.179
80,38070,63.50,20.778
84,16233,59.50,19.469
84,2609,56.50,18.487
84,65104,52.00,17.015
84,17950,55.50,18.160
84,1382,53.50,17.506
91,32893,62.00,20.287
91,5794,63.50,20.778
91,64248,52.50,17.179
91,33135,52.50,17.179
91,38070,63.50,20.778
94,16233,59.50,19.469
94,2609,56.50,18.487
94,65104,52.00,17.015
94,17950,55.50,18.160
94,1382,53.50,17.506
101,32893,62.00,20.287
101,5794,63.50,20.778
101,64248,52.50,17.179
101,33135,52.50,17.179
101,38070,63.50,20.778
104,16233,59.50,19.469
104,2609,56.50,18.487
104,65104,52.00,17.015
104,17950,55.50,18.160
104,1382,53.50,17.506
110,32893,62.00,20.287
110,5794,63.50,20.778
110,64248,52.50,17.179
110,33135,52.50,17.179
110,38070,63.50,20.778
114,16233,59.50,19.469
114,2609,56.50,18.487
114,65104,52.00,17.015
114,17950,55.50,18.160
114,1382,53.50,17.506
120,32893,62.00,20.287
120,5794,63.50,20.778
120,64248,52.50,17.179
120,33135,52.50,17.179
120,38070,63.50,20.778
125,16233,59.50,19.469
125,2609,56.50,18.487
125,65104,52.00,17.015
125,17950,55.50,18.160
125,1382,53.50,17.506
131,32893,62.00,20.287
131,5794,63.50,20.778
131,64248,52.50,17.179
131,33135,52.50,17.179
131,38070,63.50,20.778
134,16233,59.50,19.469
134,2609,56.50,18.487
134,65104,52.00,17.015
134,17950,55.50,18.160
134,1382,53.50,17.506
141,32893,62.00,20.287
141,5794,63.50,20.778
141,64248,52.50,17.179
141,33135,52.50,17.179
141,38070,63.50,20.778
145,16233,59.50,19.469
145,2609,56.50,18.487
145,65104,52.00,17.015
145,17950,55.50,18.160
145,1382,53.50,17.506
150,32893,62.00,20.287
150,5794,63.50,20.778
150,64248,52.50,17.179
150,33135,52.50,17.179
150,38070,63.50,20.778
153,16233,59.50,19.469
153,2609,56.50,18.487
153,65104,52.00,17.015
153,17950,55.50,18.160
153,1382,53.50,17.506
160,32893,62.00,20.287
160,5794,63.50,20.778
160,64248,52.50,17.179
160,33135,52.50,17.179
160,38070,63.50,20.778
167,16233,59.50,19.469
167,2609,56.50,18.487
167,65104,52.00,17.015
167,17950,55.50,18.160
167,1382,53.50,17.506
172,32893,62.00,20.287
172,5794,63.50,20.778
172,64248,52.50,17.179
172,33135,52.50,17.179
172,38070,63.50,20.778
174,16233,59.50,19.469
174,2609,56.50,18.487
174,65104,52.00,17.015
174,17950,55.50,18.160
174,1382,53.50,17.506
182,32893,62.00,20.287
182,5794,63.50,20.778
182,64248,52.50,17.179
182,33135,52.50,17.179
182,38070,63.50,20.778
185,16233,59.50,19.469
185,2609,56.50,18.487
185,65104,52.00,17.015
185,17950,55.50,18.160
185,1382,53.50,17.506
191,32893,62.00,20.287
191,5794,63.50,20.778
191,64248,52.50,17.179
191,33135,52.50,17.179
191,38070,63.50,20.778
194,16233,59.50,19.469
194,2609,56.50,18.487
194,65104,52.00,17.015
194,17950,55.50,18.160
194,1382,53.50,17.506
202,32893,62.00,20.287
202,5794,63.50,20.778
202,64248,52.50,17.179
202,33135,52.50,17.179
202,38070,63.50,20.778
205,16233,59.50,19.469
205,2609,56.50,18.487
205,65104,52.00,17.015
205,17950,55.50,18.160
205,1382,53.50,17.506
210,32893,62.00,20.287
210,5794,63.50,20.778
210,64248,52.50,17.179
210,33135,52.50,17.179
210,38070,63.50,20.778
214,16233,59.50,19.469
214,2609,56.50,18.487
214,65104,52.00,17.015
214,17950,55.50,18.160
214,1382,53.50,17.506
220,32893,62.00,20.287
220,5794,63.50,20.778
220,64248,52.50,17.179
220,33135,52.50,17.179
220,38070,63.50,20.778
224,16233,59.50,19.469
224,2609,56.50,18.487
224,65104,52.00,17.015
224,17950,55.50,18.160
224,1382,53.50,17.506
233,32893,62.00,20.287
233,5794,63.50,20.778
233,64248,52.50,17.179
233,33135,52.50,17.179
233,38070,63.50,20.778
235,16233,59.50,19.469
235,2609,56.50,18.487
235,65104,52.00,17.015
235,17950,55.50,18.160
235,1382,53.50,17.506
241,32893,62.00,20.287
241,5794,63.50,20.778
241,64248,52.50,17.179
241,33135,52.50,17.179
241,38070,63.50,20.778
244,16233,59.50,19.469
244,2609,56.50,18.487
244,65104,52.00,17.015
244,17950,55.50,18.160
244,1382,53.50,17.506
250,32893,62.00,20.287
250,5794,63.50,20.778
250,64248,52.50,17.179
250,33135,52.50,17.179
250,38070,63.50,20.778
256,16233,59.50,19.469
256,2609,56.50,18.487
256,65104,52.00,17.015
256,17950,55.50,18.160
256,1382,53.50,17.506
260,32893,62.00,20.287
260,5794,63.50,20.778
260,64248,52.50,17.179
260,33135,52.50,17.179
260,38070,63.50,20.778
264,16233,59.50,19.469
264,2609,56.50,18.487
264,65104,52.00,17.015
264,17950,55.50,18.160
264,1382,53.50,17.506
270,32893,62.00,20.287
270,5794,63.50,20.778
270,64248,52.50,17.179
270,33135,52.50,17.179
270,38070,63.50,20.778
273,16233,59.50,19.469
273,2609,56.50,18.487
273,65104,52.00,17.015
273,17950,55.50,18.160
273,1382,53.50,17.506
280,32893,62.00,20.287
280,5794,63.50,20.778
280,64248,52.50,17.179
280,33135,52.50,17.179
280,38070,63.50,20.778
284,16233,59.50,19.469
284,2609,56.50,18.487
284,65104,52.00,17.015
284,17950,55.50,18.160
284,1382,53.50,17.506
291,32893,62.00,20.287
