Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,32893,62.00,20.287
0,5794,63.50,20.778
0,64248,63.50,20.778
0,33135,52.50,17.179
0,38070,63.50,20.778
3,16233,59.50,19.469
3,2609,56.50,18.487
3,65104,52.00,17.015
3,17950,55.50,18.160
3,1382,53.50,17.506
10,32893,62.00,20.287
10,5794,63.50,20.778
10,64248,63.50,20.778
10,33135,52.50,17.179
10,38070,63.50,20.778
13,16233,59.50,19.469
13,2609,56.50,18.487
13,65104,52.00,17.015
13,17950,55.50,18.160
13,1382,53.50,17.506
20,32893,62.00,20.287
20,5794,63.50,20.778
20,64248,63.50,20.778
20,33135,52.50,17.179
20,38070,63.50,20.778
22,16233,59.50,19.469
22,2609,56.50,18.487
22,65104,52.00,17.015
22,17950,55.50,18.160
22,1382,53.50,17.506
31,32893,62.00,20.287
31,5794,63.50,20.778
31,64248,63.50,20.778
31,33135,52.50,17.179
31,38070,63.50,20.778
33,16233,59.50,19.469
33,2609,56.50,18.487
33,65104,52.00,17.015
33,17950,55.50,18.160
33,1382,53.50,17.506
41,32893,62.00,20.287
41,5794,63.50,20.778
41,64248,63.50,20.778
41,33135,52.50,17.179
41,38070,63.50,20.778
43,16233,59.50,19.469
43,2609,56.50,18.487
43,65104,52.00,17.015
43,17950,55.50,18.160
43,1382,53.50,17.506
50,32893,62.00,20.287
50,5794,63.50,20.778
50,64248,63.50,20.778
50,33135,52.50,17.179
50,38070,63.50,20.778
53,16233,59.50,19.469
53,2609,56.50,18.487
53,65104,52.00,17.015
53,17950,55.50,18.160
53,1382,53.50,17.506
60,32893,62.00,20.287
60,5794,63.50,20.778
60,64248,63.50,20.778
60,33135,52.50,17.179
60,38070,63.50,20.778
62,16233,59.50,19.469
62,2609,56.50,18.487
62,65104,52.00,17.015
62,17950,55.50,18.160
62,1382,53.50,17.506
70,32893,62.00,20.287
70,5794,63.50,20.778
70,64248,63.50,20.778
70,33135,52.50,17.179
70,38070,63.50,20.778
72,16233,59.50,19.469
72,2609,56.50,18.487
72,65104,52.00,17.015
72,17950,55.50,18.160
72,1382,53.50,17.506
80,32893,62.00,20.287
80,5794,63.50,20.778
80,64248,63.50,20.778
80,33135,52.50,17.179
80,38070,63.50,20.778
82,16233,59.50,19.469
82,2609,56.50,18.487
82,65104,52.00,17.015
82,17950,55.50,18.160
82,1382,53.50,17.506
91,32893,62.00,20.287
91,5794,63.50,20.778
91,64248,63.50,20.778
91,33135,52.50,17.179
91,38070,63.50,20.778
98,16233,59.50,19.469
98,2609,56.50,18.487
98,65104,52.00,17.015
98,17950,55.50,18.160
98,1382,53.50,17.506
101,32893,62.00,20.287
101,5794,63.50,20.778
101,64248,63.50,20.778
101,33135,52.50,17.179
101,38070,63.50,20.778
102,16233,59.50,19.469
102,2609,56.50,18.487
102,65104,52.00,17.015
102,17950,55.50,18.160
102,1382,53.50,17.506
110,32893,62.00,20.287
110,5794,63.50,20.778
110,64248,63.50,20.778
110,33135,52.50,17.179
110,38070,63.50,20.778
113,16233,59.50,19.469
113,2609,56.50,18.487
113,65104,52.00,17.015
113,17950,55.50,18.160
113,1382,53.50,17.506
120,32893,62.00,20.287
120,5794,63.50,20.778
120,64248,63.50,20.778
120,33135,52.50,17.179
120,38070,63.50,20.778
123,16233,59.50,19.469
123,2609,56.50,18.487
123,65104,52.00,17.015
123,17950,55.50,18.160
123,1382,53.50,17.506
130,32893,62.00,20.287
130,5794,63.50,20.778
130,64248,63.50,20.778
130,33135,52.50,17.179
130,38070,63.50,20.778
132,16233,59.50,19.469
132,2609,56.50,18.487
132,65104,52.00,17.015
132,17950,55.50,18.160
132,1382,53.50,17.506
140,32893,62.00,20.287
140,5794,63.50,20.778
140,64248,63.50,20.778
140,33135,52.50,17.179
140,38070,63.50,20.778
142,16233,59.50,19.469
142,2609,56.50,18.487
142,65104,52.00,17.015
142,17950,55.50,18.160
142,1382,53.50,17.506
150,32893,62.00,20.287
150,5794,63.50,20.778
150,64248,63.50,20.778
150,33135,52.50,17.179
150,38070,63.50,20.778
152,16233,59.50,19.469
152,2609,56.50,18.487
152,65104,52.00,17.015
152,17950,55.50,18.160
152,1382,53.50,17.506
160,32893,62.00,20.287
160,5794,63.50,20.778
160,64248,63.50,20.778
160,33135,52.50,17.179
160,38070,63.50,20.778
165,16233,59.50,19.469
165,2609,56.50,18.487
165,65104,52.00,17.015
165,17950,55.50,18.160
165,1382,53.50,17.506
171,32893,62.00,20.287
171,5794,63.50,20.778
171,64248,63.50,20.778
171,33135,52.50,17.179
171,38070,63.50,20.778
174,16233,59.50,19.469
174,2609,56.50,18.487
174,65104,52.00,17.015
174,17950,55.50,18.160
174,1382,53.50,17.506
182,32893,62.00,20.287
182,5794,63.50,20.778
182,64248,63.50,20.778
182,33135,52.50,17.179
182,38070,63.50,20.778
186,16233,59.50,19.469
186,2609,56.50,18.487
186,65104,52.00,17.015
186,17950,55.50,18.160
186,1382,53.50,17.506
191,32893,62.00,20.287
191,5794,63.50,20.778
191,64248,63.50,20.778
191,33135,52.50,17.179
191,38070,63.50,20.778
192,16233,59.50,19.469
192,2609,56.50,18.487
192,65104,52.00,17.015
192,17950,55.50,18.160
192,1382,53.50,17.506
200,32893,62.00,20.287
200,5794,63.50,20.778
200,64248,63.50,20.778
200,33135,52.50,17.179
200,38070,63.50,20.778
203,16233,59.50,19.469
203,2609,56.50,18.487
203,65104,52.00,17.015
203,17950,55.50,18.160
203,1382,53.50,17.506
210,32893,62.00,20.287
210,5794,63.50,20.778
210,64248,63.50,20.778
210,33135,52.50,17.179
210,38070,63.50,20.778
214,16233,59.50,19.469
214,2609,56.50,18.487
214,65104,52.00,17.015
214,17950,55.50,18.160
214,1382,53.50,17.506
220,32893,62.00,20.287
220,5794,63.50,20.778
220,64248,63.50,20.778
220,33135,52.50,17.179
220,38070,63.50,20.778
224,16233,59.50,19.469
224,2609,56.50,18.487
224,65104,52.00,17.015
224,17950,55.50,18.160
224,1382,53.50,17.506
230,32893,62.00,20.287
230,5794,63.50,20.778
230,64248,63.50,20.778
230,33135,52.50,17.179
230,38070,63.50,20.778
232,16233,59.50,19.469
232,2609,56.50,18.487
232,65104,52.00,17.015
232,17950,55.50,18.160
232,1382,53.50,17.506
240,32893,62.00,20.287
240,5794,63.50,20.778
240,64248,63.50,20.778
240,33135,52.50,17.179
240,38070,63.50,20.778
243,16233,59.50,19.469
243,2609,56.50,18.487
243,65104,52.00,17.015
243,17950,55.50,18.160
243,1382,53.50,17.506
250,32893,62.00,20.287
250,5794,63.50,20.778
250,64248,63.50,20.778
250,33135,52.50,17.179
250,38070,63.50,20.778
252,16233,59.50,19.469
252,2609,56.50,18.487
252,65104,52.00,17.015
252,17950,55.50,18.160
252,1382,53.50,17.506
260,32893,62.00,20.287
260,5794,63.50,20.778
260,64248,63.50,20.778
260,33135,52.50,17.179
260,38070,63.50,20.778
262,16233,59.50,19.469
262,2609,56.50,18.487
262,65104,52.00,17.015
262,17950,55.50,18.160
262,1382,53.50,17.506
269,32893,62.00,20.287
269,5794,63.50,20.778
269,64248,63.50,20.778
269,33135,52.50,17.179
269,38070,63.50,20.778
272,16233,59.50,19.469
272,2609,56.50,18.487
272,65104,52.00,17.015
272,17950,55.50,18.160
272,1382,53.50,17.506
280,32893,62.00,20.287
280,5794,63.50,20.778
280,64248,63.50,20.778
280,33135,52.50,17.179
280,38070,63.50,20.778
282,16233,59.50,19.469
282,2609,56.50,18.487
282,65104,52.00,17.015
282,17950,55.50,18.160
282,1382,53.50,17.506
290,32893,62.00,20.287
