Time_ms,UE_ID,Mean_SNR_dB,Std_SNR_dB,Mean_UL_SE_bit_per_s_Hz,Std_UL_SE_bit_per_s_Hz
1100,20945,59.39655172413793,5.357536931318659,19.435344827586206,1.7529846237582931
1100,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1100,30556,59.37931034482759,10.905155376843718,19.437689655172413,3.5287752641011316
1100,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1100,36997,63.5,0.0,20.778,0.0
1100,40252,56.0,0.0,18.324,0.0
1100,45898,63.5,0.0,20.778,0.0
1100,48787,63.5,0.0,20.778,0.0
1200,12169,63.5,0.0,20.778,0.0
1200,15599,52.5,0.0,17.179,0.0
1200,20945,60.27777777777778,5.069390293587381,19.723703703703702,1.6586748374905231
1200,22873,58.7037037037037,15.506362998694872,19.23611111111111,4.9753222418509155
1200,30556,59.44444444444444,11.228683508467649,19.459592592592593,3.6327692685339312
1200,33952,25.296296296296298,27.071223459628488,8.467629629629629,8.720994426132078
1200,36997,63.5,0.0,20.778,0.0
1200,40252,56.0,0.0,18.324,0.0
1200,45898,63.5,0.0,20.778,0.0
1200,48787,63.5,0.0,20.778,0.0
1300,12169,63.5,0.0,20.778,0.0
1300,15599,52.5,0.0,17.179,0.0
1300,20945,60.12068965517241,5.135060113039771,19.672310344827586,1.6801543105885133
1300,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1300,30556,60.53448275862069,10.65860738230137,19.815689655172413,3.4462559301306377
1300,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1300,36997,63.5,0.0,20.778,0.0
1300,40252,56.0,0.0,18.324,0.0
1300,45898,63.5,0.0,20.778,0.0
1300,48787,63.5,0.0,20.778,0.0
1400,12169,63.5,0.0,20.778,0.0
1400,15599,52.5,0.0,17.179,0.0
1400,20945,60.12068965517241,5.135060113039771,19.672310344827586,1.6801543105885133
1400,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1400,30556,60.87931034482759,10.584401572608925,19.92851724137931,3.4214096992393728
1400,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1400,36997,63.5,0.0,20.778,0.0
1400,40252,56.0,0.0,18.324,0.0
1400,45898,63.5,0.0,20.778,0.0
1400,48787,63.5,0.0,20.778,0.0
1500,12169,63.5,0.0,20.778,0.0
1500,15599,52.5,0.0,17.179,0.0
1500,20945,60.13793103448276,5.107586359881282,19.67796551724138,1.6711425621574567
1500,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1500,30556,60.55172413793103,10.647220317651495,19.821310344827587,3.4424852536612076
1500,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1500,36997,63.5,0.0,20.778,0.0
1500,40252,56.0,0.0,18.324,0.0
1500,45898,63.5,0.0,20.778,0.0
1500,48787,63.5,0.0,20.778,0.0
1600,12169,63.5,0.0,20.778,0.0
1600,15599,52.5,0.0,17.179,0.0
1600,20945,59.758620689655174,5.255304615432414,19.55386206896552,1.719470365385349
1600,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1600,30556,60.206896551724135,10.710073063459026,19.708482758620686,3.46356529378832
1600,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1600,36997,63.5,0.0,20.778,0.0
1600,40252,56.0,0.0,18.324,0.0
1600,45898,63.5,0.0,20.778,0.0
1600,48787,63.5,0.0,20.778,0.0
1700,12169,63.5,0.0,20.778,0.0
1700,15599,52.5,0.0,17.179,0.0
1700,20945,59.37931034482759,5.371311313047762,19.429758620689654,1.7574230455652229
1700,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1700,30556,58.60344827586207,14.48729696661923,19.191862068965516,4.681755399756881
1700,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1700,36997,63.5,0.0,20.778,0.0
1700,40252,56.0,0.0,18.324,0.0
1700,45898,63.5,0.0,20.778,0.0
1700,48787,63.5,0.0,20.778,0.0
1800,12169,63.5,0.0,20.778,0.0
1800,15599,52.5,0.0,17.179,0.0
1800,20945,59.37931034482759,5.371311313047762,19.429758620689654,1.7574230455652229
1800,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
1800,30556,58.258620689655174,14.485596719337142,19.07903448275862,4.681591865127247
1800,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
1800,36997,63.5,0.0,20.778,0.0
1800,40252,56.0,0.0,18.324,0.0
1800,45898,63.5,0.0,20.778,0.0
1800,48787,63.5,0.0,20.778,0.0
1900,12169,63.035714285714285,2.456769074559977,20.62607142857143,0.803930434090626
1900,15599,52.5,0.0,17.179,0.0
1900,20945,58.892857142857146,5.430294212848439,19.27057142857143,1.7767451187300947
1900,22873,58.875,15.243471583793697,19.29117857142857,4.891005085328474
1900,30556,59.67857142857143,10.968147726497149,19.53592857142857,3.54789587020534
1900,33952,24.625,26.801611684540337,8.251428571428571,8.634098998345312
1900,36997,63.5,0.0,20.778,0.0
1900,40252,56.0,0.0,18.324,0.0
1900,45898,63.5,0.0,20.778,0.0
1900,48787,63.5,0.0,20.778,0.0
2000,12169,63.05172413793103,2.4140393963016744,20.631310344827586,0.7899479686051784
2000,15599,52.5,0.0,17.179,0.0
2000,20945,59.05172413793103,5.4006362515153965,19.322551724137927,1.7670416274950889
2000,22873,59.03448275862069,14.993409882394259,19.342448275862065,4.810800865806372
2000,30556,59.810344827586206,10.79385886337975,19.578758620689655,3.4915909253025577
2000,33952,24.0,26.5329983228432,8.050137931034483,8.54752997205349
2000,36997,63.5,0.0,20.778,0.0
2000,40252,56.0,0.0,18.324,0.0
2000,45898,63.5,0.0,20.778,0.0
2000,48787,63.5,0.0,20.778,0.0
2100,12169,63.0,2.5495097567963927,20.614384615384612,0.8342780388778344
2100,15599,52.5,0.0,17.179,0.0
2100,20945,58.90384615384615,5.480910929342369,19.274192307692307,1.7932820641322609
2100,22873,58.51923076923077,15.78320675226094,19.17680769230769,5.064111989434914
2100,30556,55.13461538461539,17.976405476238956,18.067615384615383,5.808069752177037
2100,33952,26.01923076923077,27.340256315269162,8.700461538461537,8.80770896081731
2100,36997,63.5,0.0,20.778,0.0
2100,40252,56.0,0.0,18.324,0.0
2100,45898,63.5,0.0,20.778,0.0
2100,48787,63.5,0.0,20.778,0.0
2200,12169,63.01851851851852,2.501851166488378,20.62044444444444,0.818682681710889
2200,15599,52.5,0.0,17.179,0.0
2200,20945,57.888888888888886,5.525001450284066,18.942074074074075,1.8077386410380218
2200,22873,58.7037037037037,15.50636299869487,19.23611111111111,4.975322241850913
2200,30556,56.77777777777778,14.861109114146364,18.595666666666666,4.80336708826375
2200,33952,21.074074074074073,25.08474241435024,7.107333333333333,8.080581666991744
2200,36997,63.5,0.0,20.778,0.0
2200,40252,56.0,0.0,18.324,0.0
2200,45898,63.5,0.0,20.778,0.0
2200,48787,63.5,0.0,20.778,0.0
2300,12169,63.5,0.0,20.778,0.0
2300,15599,52.5,0.0,17.179,0.0
