Time_ms,UE_ID,Mean_SNR_dB,Std_SNR_dB,Mean_UL_SE_bit_per_s_Hz,Std_UL_SE_bit_per_s_Hz
7200,39736,63.5,0.0,20.778,0.0
7300,39736,63.5,0.0,20.778,0.0
7400,39736,63.5,0.0,20.778,0.0
7500,39736,63.5,0.0,20.778,0.0
7600,39736,63.5,0.0,20.778,0.0
7700,39736,63.5,0.0,20.778,0.0
7800,39736,63.5,0.0,20.778,0.0
7900,39736,63.5,0.0,20.778,0.0
8000,39736,63.5,0.0,20.778,0.0
8100,39736,63.5,0.0,20.778,0.0
8200,39736,63.5,0.0,20.778,0.0
8300,39736,63.5,0.0,20.778,0.0
8400,39736,63.5,0.0,20.778,0.0
8500,39736,63.5,0.0,20.778,0.0
8600,39736,63.5,0.0,20.778,0.0
8700,39736,63.5,0.0,20.778,0.0
8800,39736,63.5,0.0,20.778,0.0
8900,39736,63.5,0.0,20.778,0.0
9000,39736,63.5,0.0,20.778,0.0
9100,39736,63.5,0.0,20.778,0.0
9200,39736,63.5,0.0,20.778,0.0
9300,39736,63.5,0.0,20.778,0.0
9400,39736,63.5,0.0,20.778,0.0
9500,39736,63.5,0.0,20.778,0.0
9600,39736,63.5,0.0,20.778,0.0
9700,39736,63.5,0.0,20.778,0.0
9800,39736,63.5,0.0,20.778,0.0
9900,39736,61.05769230769231,12.453374581274685,20.01673076923077,3.881726662790076
10000,39736,61.38333333333333,11.593460800526016,20.11823333333333,3.6136908602332505
10100,39736,61.05769230769231,12.453374581274685,20.01673076923077,3.881726662790076
10200,39736,61.232142857142854,12.000372018042963,20.07110714285714,3.740525407135817
10300,39736,61.05769230769231,12.453374581274685,20.01673076923077,3.881726662790076
10400,39736,61.310344827586206,11.791653974242793,20.09548275862069,3.675467828538387
10500,39736,60.73913043478261,13.240665292624247,19.917434782608694,4.127125797431681
10600,39736,61.310344827586206,11.791653974242793,20.09548275862069,3.675467828538387
10700,39736,61.05769230769231,12.453374581274685,20.01673076923077,3.881726662790076
10800,39736,61.310344827586206,11.791653974242793,20.09548275862069,3.675467828538387
10900,39736,61.148148148148145,12.220580697847078,20.044925925925924,3.8091646260234207
11000,39736,63.5,0.0,20.778,0.0
11100,39736,63.5,0.0,20.778,0.0
11200,39736,63.5,0.0,20.778,0.0
11300,39736,63.5,0.0,20.778,0.0
11400,39736,63.5,0.0,20.778,0.0
11500,39736,63.5,0.0,20.778,0.0
11600,39736,63.5,0.0,20.778,0.0
11700,39736,63.5,0.0,20.778,0.0
11800,39736,63.5,0.0,20.778,0.0
11900,39736,63.5,0.0,20.778,0.0
12000,39736,63.5,0.0,20.778,0.0
12100,39736,63.5,0.0,20.778,0.0
12200,39736,63.5,0.0,20.778,0.0
12300,39736,63.5,0.0,20.778,0.0
12400,39736,63.5,0.0,20.778,0.0
12500,39736,63.5,0.0,20.778,0.0
12600,39736,63.5,0.0,20.778,0.0
12700,39736,63.5,0.0,20.778,0.0
12800,39736,63.5,0.0,20.778,0.0
12900,39736,63.5,0.0,20.778,0.0
13000,39736,63.5,0.0,20.778,0.0
13100,39736,63.5,0.0,20.778,0.0
13200,39736,63.5,0.0,20.778,0.0
13300,39736,63.5,0.0,20.778,0.0
13400,39736,63.5,0.0,20.778,0.0
13500,39736,63.5,0.0,20.778,0.0
13600,39736,63.5,0.0,20.778,0.0
13700,39736,63.5,0.0,20.778,0.0
13800,39736,63.5,0.0,20.778,0.0
13900,39736,63.5,0.0,20.778,0.0
14000,39736,63.5,0.0,20.778,0.0
14100,39736,63.5,0.0,20.778,0.0
14200,39736,63.5,0.0,20.778,0.0
14300,39736,63.5,0.0,20.778,0.0
14400,39736,63.5,0.0,20.778,0.0
14500,39736,63.5,0.0,20.778,0.0
14600,39736,63.5,0.0,20.778,0.0
14700,39736,63.5,0.0,20.778,0.0
14800,39736,63.5,0.0,20.778,0.0
14900,39736,63.5,0.0,20.778,0.0
15000,39736,63.5,0.0,20.778,0.0
15100,39736,63.5,0.0,20.778,0.0
15200,39736,63.5,0.0,20.778,0.0
15300,39736,63.5,0.0,20.778,0.0
15400,39736,63.5,0.0,20.778,0.0
15500,39736,63.5,0.0,20.778,0.0
15600,39736,63.5,0.0,20.778,0.0
15700,39736,63.5,0.0,20.778,0.0
15800,39736,63.5,0.0,20.778,0.0
15900,39736,63.5,0.0,20.778,0.0
16000,39736,63.5,0.0,20.778,0.0
16100,39736,63.5,0.0,20.778,0.0
16200,39736,63.5,0.0,20.778,0.0
16300,39736,63.5,0.0,20.778,0.0
16400,39736,63.5,0.0,20.778,0.0
16500,39736,63.5,0.0,20.778,0.0
16600,39736,63.5,0.0,20.778,0.0
16700,39736,63.5,0.0,20.778,0.0
16800,39736,63.5,0.0,20.778,0.0
16900,39736,63.5,0.0,20.778,0.0
17000,39736,63.5,0.0,20.778,0.0
17100,39736,63.5,0.0,20.778,0.0
17200,39736,63.5,0.0,20.778,0.0
17300,39736,63.5,0.0,20.778,0.0
17400,39736,63.5,0.0,20.778,0.0
17500,39736,63.5,0.0,20.778,0.0
17600,39736,63.5,0.0,20.778,0.0
17700,39736,63.5,0.0,20.778,0.0
17800,39736,63.5,0.0,20.778,0.0
17900,39736,63.5,0.0,20.778,0.0
18000,39736,63.5,0.0,20.778,0.0
18100,39736,63.5,0.0,20.778,0.0
18200,39736,63.5,0.0,20.778,0.0
18300,39736,63.5,0.0,20.778,0.0
18400,39736,63.5,0.0,20.778,0.0
18500,39736,63.5,0.0,20.778,0.0
18600,39736,63.5,0.0,20.778,0.0
18700,39736,63.5,0.0,20.778,0.0
18800,39736,63.5,0.0,20.778,0.0
18900,39736,63.5,0.0,20.778,0.0
19000,39736,63.5,0.0,20.778,0.0
19100,39736,63.5,0.0,20.778,0.0
19200,39736,63.5,0.0,20.778,0.0
19300,39736,63.5,0.0,20.778,0.0
19400,39736,63.5,0.0,20.778,0.0
19500,39736,63.5,0.0,20.778,0.0
19600,39736,63.5,0.0,20.778,0.0
19700,39736,63.5,0.0,20.778,0.0
19800,39736,63.5,0.0,20.778,0.0
19900,39736,63.5,0.0,20.778,0.0
20000,39736,63.5,0.0,20.778,0.0
20100,39736,63.5,0.0,20.778,0.0
20200,39736,63.5,0.0,20.778,0.0
20300,39736,63.5,0.0,20.778,0.0
20400,39736,63.5,0.0,20.778,0.0
20500,39736,63.5,0.0,20.778,0.0
20600,39736,63.5,0.0,20.778,0.0
20700,39736,63.5,0.0,20.778,0.0
20800,39736,63.5,0.0,20.778,0.0
20900,39736,63.5,0.0,20.778,0.0
21000,39736,63.5,0.0,20.778,0.0
21100,39736,63.5,0.0,20.778,0.0
21200,39736,63.5,0.0,20.778,0.0
21300,39736,63.5,0.0,20.778,0.0
21400,39736,63.5,0.0,20.778,0.0
21500,39736,63.5,0.0,20.778,0.0
21600,39736,63.5,0.0,20.778,0.0
21700,39736,63.5,0.0,20.778,0.0
21800,39736,63.5,0.0,20.778,0.0
21900,39736,63.5,0.0,20.778,0.0
22000,39736,63.5,0.0,20.778,0.0
22100,39736,63.5,0.0,20.778,0.0
22200,39736,63.5,0.0,20.778,0.0
22300,39736,63.5,0.0,20.778,0.0
22400,39736,63.5,0.0,20.778,0.0
22500,39736,63.5,0.0,20.778,0.0
22600,39736,63.5,0.0,20.778,0.0
22700,39736,63.5,0.0,20.778,0.0
22800,39736,63.5,0.0,20.778,0.0
22900,39736,63.5,0.0,20.778,0.0
23000,39736,63.5,0.0,20.778,0.0
23100,39736,63.5,0.0,20.778,0.0
23200,39736,63.5,0.0,20.778,0.0
23300,39736,63.5,0.0,20.778,0.0
23400,39736,63.5,0.0,20.778,0.0
23500,39736,63.5,0.0,20.778,0.0
23600,39736,63.5,0.0,20.778,0.0
23700,39736,63.5,0.0,20.778,0.0
23800,39736,63.5,0.0,20.778,0.0
23900,39736,63.5,0.0,20.778,0.0
24000,39736,63.5,0.0,20.778,0.0
24100,39736,63.5,0.0,20.778,0.0
24200,39736,63.5,0.0,20.778,0.0
24300,39736,63.5,0.0,20.778,0.0
24400,39736,63.5,0.0,20.778,0.0
24500,39736,63.5,0.0,20.778,0.0
24600,39736,63.5,0.0,20.778,0.0
24700,39736,63.5,0.0,20.778,0.0
24800,39736,63.5,0.0,20.778,0.0
24900,39736,63.5,0.0,20.778,0.0
25000,39736,63.5,0.0,20.778,0.0
25100,39736,63.5,0.0,20.778,0.0
25200,39736,63.5,0.0,20.778,0.0
25300,39736,63.5,0.0,20.778,0.0
25400,39736,63.5,0.0,20.778,0.0
25500,39736,63.5,0.0,20.778,0.0
25600,39736,63.5,0.0,20.778,0.0
25700,39736,63.5,0.0,20.778,0.0
25800,39736,63.5,0.0,20.778,0.0
25900,39736,63.5,0.0,20.778,0.0
26000,39736,63.5,0.0,20.778,0.0
26100,39736,63.5,0.0,20.778,0.0
26200,39736,63.5,0.0,20.778,0.0
26300,39736,63.5,0.0,20.778,0.0
26400,39736,63.5,0.0,20.778,0.0
26500,39736,63.5,0.0,20.778,0.0
26600,39736,63.5,0.0,20.778,0.0
26700,39736,63.5,0.0,20.778,0.0
26800,39736,63.5,0.0,20.778,0.0
26900,39736,63.5,0.0,20.778,0.0
27000,39736,63.5,0.0,20.778,0.0
27100,39736,63.5,0.0,20.778,0.0
27200,39736,63.5,0.0,20.778,0.0
27300,39736,63.5,0.0,20.778,0.0
27400,39736,63.5,0.0,20.778,0.0
27500,39736,63.5,0.0,20.778,0.0
27600,39736,63.5,0.0,20.778,0.0
27700,39736,63.5,0.0,20.778,0.0
27800,39736,63.5,0.0,20.778,0.0
27900,39736,63.5,0.0,20.778,0.0
28000,39736,63.5,0.0,20.778,0.0
28100,39736,63.5,0.0,20.778,0.0
28200,39736,63.5,0.0,20.778,0.0
28300,39736,63.5,0.0,20.778,0.0
28400,39736,63.5,0.0,20.778,0.0
28500,39736,63.5,0.0,20.778,0.0
28600,39736,63.5,0.0,20.778,0.0
28700,39736,63.5,0.0,20.778,0.0
28800,39736,63.5,0.0,20.778,0.0
28900,39736,63.5,0.0,20.778,0.0
29000,39736,63.5,0.0,20.778,0.0
29100,39736,63.5,0.0,20.778,0.0
29200,39736,63.5,0.0,20.778,0.0
29300,39736,63.5,0.0,20.778,0.0
29400,39736,63.5,0.0,20.778,0.0
29500,39736,63.5,0.0,20.778,0.0
29600,39736,63.5,0.0,20.778,0.0
29700,39736,63.5,0.0,20.778,0.0
29800,39736,63.5,0.0,20.778,0.0
29900,39736,63.5,0.0,20.778,0.0
30000,39736,63.5,0.0,20.778,0.0
30100,39736,63.5,0.0,20.778,0.0
30200,39736,63.5,0.0,20.778,0.0
30300,39736,63.5,0.0,20.778,0.0
30400,39736,63.5,0.0,20.778,0.0
30500,39736,63.5,0.0,20.778,0.0
30600,39736,63.5,0.0,20.778,0.0
30700,39736,63.5,0.0,20.778,0.0
30800,39736,63.5,0.0,20.778,0.0
30900,39736,63.5,0.0,20.778,0.0
31000,39736,63.5,0.0,20.778,0.0
31100,39736,63.5,0.0,20.778,0.0
31200,39736,63.5,0.0,20.778,0.0
31300,39736,63.5,0.0,20.778,0.0
31400,39736,63.5,0.0,20.778,0.0
31500,39736,63.5,0.0,20.778,0.0
31600,39736,63.5,0.0,20.778,0.0
31700,39736,63.5,0.0,20.778,0.0
31800,39736,63.5,0.0,20.778,0.0
31900,39736,63.5,0.0,20.778,0.0
32000,39736,63.5,0.0,20.778,0.0
32100,39736,63.5,0.0,20.778,0.0
32200,39736,63.5,0.0,20.778,0.0
32300,39736,63.5,0.0,20.778,0.0
32400,39736,63.5,0.0,20.778,0.0
32500,39736,63.5,0.0,20.778,0.0
32600,39736,63.5,0.0,20.778,0.0
32700,39736,63.5,0.0,20.778,0.0
32800,39736,63.5,0.0,20.778,0.0
32900,39736,63.5,0.0,20.778,0.0
33000,39736,63.5,0.0,20.778,0.0
33100,39736,63.5,0.0,20.778,0.0
33200,39736,63.5,0.0,20.778,0.0
33300,39736,63.5,0.0,20.778,0.0
33400,39736,63.5,0.0,20.778,0.0
33500,39736,63.5,0.0,20.778,0.0
33600,39736,63.5,0.0,20.778,0.0
33700,39736,63.5,0.0,20.778,0.0
33800,39736,63.5,0.0,20.778,0.0
33900,39736,63.5,0.0,20.778,0.0
34000,39736,63.5,0.0,20.778,0.0
34100,39736,63.5,0.0,20.778,0.0
34200,39736,63.5,0.0,20.778,0.0
34300,39736,63.5,0.0,20.778,0.0
34400,39736,63.5,0.0,20.778,0.0
34500,39736,63.5,0.0,20.778,0.0
34600,39736,63.5,0.0,20.778,0.0
34700,39736,63.5,0.0,20.778,0.0
34800,39736,63.5,0.0,20.778,0.0
34900,39736,63.5,0.0,20.778,0.0
35000,39736,63.5,0.0,20.778,0.0
35100,39736,63.5,0.0,20.778,0.0
35200,39736,63.5,0.0,20.778,0.0
35300,39736,63.5,0.0,20.778,0.0
35400,39736,63.5,0.0,20.778,0.0
35500,39736,63.5,0.0,20.778,0.0
35600,39736,63.5,0.0,20.778,0.0
35700,39736,63.5,0.0,20.778,0.0
35800,39736,63.5,0.0,20.778,0.0
35900,39736,63.5,0.0,20.778,0.0
36000,39736,63.5,0.0,20.778,0.0
36100,39736,63.5,0.0,20.778,0.0
36200,39736,63.5,0.0,20.778,0.0
36300,39736,63.5,0.0,20.778,0.0
36400,39736,63.5,0.0,20.778,0.0
36500,39736,63.5,0.0,20.778,0.0
36600,39736,63.5,0.0,20.778,0.0
36700,39736,63.5,0.0,20.778,0.0
36800,39736,63.5,0.0,20.778,0.0
36900,39736,63.5,0.0,20.778,0.0
37000,39736,63.5,0.0,20.778,0.0
37100,39736,63.5,0.0,20.778,0.0
37200,39736,63.5,0.0,20.778,0.0
37300,39736,63.5,0.0,20.778,0.0
37400,39736,63.5,0.0,20.778,0.0
37500,39736,63.5,0.0,20.778,0.0
37600,39736,63.5,0.0,20.778,0.0
37700,39736,63.5,0.0,20.778,0.0
37800,39736,63.5,0.0,20.778,0.0
37900,39736,63.5,0.0,20.778,0.0
38000,39736,63.5,0.0,20.778,0.0
38100,39736,63.5,0.0,20.778,0.0
38200,39736,63.5,0.0,20.778,0.0
38300,39736,63.5,0.0,20.778,0.0
38400,39736,63.5,0.0,20.778,0.0
38500,39736,63.5,0.0,20.778,0.0
38600,39736,63.5,0.0,20.778,0.0
38700,39736,63.5,0.0,20.778,0.0
38800,39736,63.5,0.0,20.778,0.0
38900,39736,63.5,0.0,20.778,0.0
39000,39736,63.5,0.0,20.778,0.0
39100,39736,63.5,0.0,20.778,0.0
39200,39736,63.5,0.0,20.778,0.0
39300,39736,63.5,0.0,20.778,0.0
39400,39736,63.5,0.0,20.778,0.0
39500,39736,63.5,0.0,20.778,0.0
39600,39736,63.5,0.0,20.778,0.0
39700,39736,63.5,0.0,20.778,0.0
39800,39736,63.5,0.0,20.778,0.0
39900,39736,63.5,0.0,20.778,0.0
40000,39736,63.5,0.0,20.778,0.0
40100,39736,63.5,0.0,20.778,0.0
40200,39736,63.5,0.0,20.778,0.0
40300,39736,63.5,0.0,20.778,0.0
40400,39736,63.5,0.0,20.778,0.0
40500,39736,63.5,0.0,20.778,0.0
40600,39736,63.5,0.0,20.778,0.0
40700,39736,63.5,0.0,20.778,0.0
40800,39736,63.5,0.0,20.778,0.0
40900,39736,63.5,0.0,20.778,0.0
41000,39736,63.5,0.0,20.778,0.0
41100,39736,63.5,0.0,20.778,0.0
41200,39736,63.5,0.0,20.778,0.0
41300,39736,63.5,0.0,20.778,0.0
41400,39736,63.5,0.0,20.778,0.0
41500,39736,63.5,0.0,20.778,0.0
41600,39736,63.5,0.0,20.778,0.0
41700,39736,63.5,0.0,20.778,0.0
41800,39736,63.5,0.0,20.778,0.0
41900,39736,63.5,0.0,20.778,0.0
42000,39736,63.5,0.0,20.778,0.0
42100,39736,63.5,0.0,20.778,0.0
42200,39736,63.5,0.0,20.778,0.0
42300,39736,63.5,0.0,20.778,0.0
42400,39736,63.5,0.0,20.778,0.0
42500,39736,63.5,0.0,20.778,0.0
42600,39736,63.5,0.0,20.778,0.0
42700,39736,63.5,0.0,20.778,0.0
42800,39736,63.5,0.0,20.778,0.0
42900,39736,63.5,0.0,20.778,0.0
43000,39736,63.5,0.0,20.778,0.0
43100,39736,63.5,0.0,20.778,0.0
43200,39736,63.5,0.0,20.778,0.0
43300,39736,63.5,0.0,20.778,0.0
43400,39736,63.5,0.0,20.778,0.0
43500,39736,63.5,0.0,20.778,0.0
43600,39736,63.5,0.0,20.778,0.0
43700,39736,63.5,0.0,20.778,0.0
43800,39736,63.5,0.0,20.778,0.0
43900,39736,63.5,0.0,20.778,0.0
44000,39736,63.5,0.0,20.778,0.0
44100,39736,63.5,0.0,20.778,0.0
44200,39736,63.5,0.0,20.778,0.0
44300,39736,63.5,0.0,20.778,0.0
44400,39736,63.5,0.0,20.778,0.0
44500,39736,63.5,0.0,20.778,0.0
44600,39736,63.5,0.0,20.778,0.0
44700,39736,63.5,0.0,20.778,0.0
44800,39736,63.5,0.0,20.778,0.0
44900,39736,63.5,0.0,20.778,0.0
45000,39736,63.5,0.0,20.778,0.0
45100,39736,63.5,0.0,20.778,0.0
45200,39736,63.5,0.0,20.778,0.0
45300,39736,63.5,0.0,20.778,0.0
45400,39736,63.5,0.0,20.778,0.0
45500,39736,63.5,0.0,20.778,0.0
45600,39736,63.5,0.0,20.778,0.0
45700,39736,63.5,0.0,20.778,0.0
45800,39736,63.5,0.0,20.778,0.0
45900,39736,63.5,0.0,20.778,0.0
46000,39736,63.5,0.0,20.778,0.0
46100,39736,63.5,0.0,20.778,0.0
46200,39736,63.5,0.0,20.778,0.0
46300,39736,63.5,0.0,20.778,0.0
46400,39736,63.5,0.0,20.778,0.0
46500,39736,63.5,0.0,20.778,0.0
46600,39736,63.5,0.0,20.778,0.0
46700,39736,63.5,0.0,20.778,0.0
46800,39736,63.5,0.0,20.778,0.0
46900,39736,63.5,0.0,20.778,0.0
47000,39736,63.5,0.0,20.778,0.0
47100,39736,63.5,0.0,20.778,0.0
47200,39736,63.5,0.0,20.778,0.0
47300,39736,63.5,0.0,20.778,0.0
47400,39736,63.5,0.0,20.778,0.0
47500,39736,63.5,0.0,20.778,0.0
47600,39736,63.5,0.0,20.778,0.0
47700,39736,63.5,0.0,20.778,0.0
47800,39736,63.5,0.0,20.778,0.0
47900,39736,63.5,0.0,20.778,0.0
48000,39736,63.5,0.0,20.778,0.0
48100,39736,63.5,0.0,20.778,0.0
48200,39736,63.5,0.0,20.778,0.0
48300,39736,63.5,0.0,20.778,0.0
48400,39736,63.5,0.0,20.778,0.0
48500,39736,63.5,0.0,20.778,0.0
48600,39736,63.5,0.0,20.778,0.0
48700,39736,63.5,0.0,20.778,0.0
48800,39736,63.5,0.0,20.778,0.0
48900,39736,63.5,0.0,20.778,0.0
49000,39736,63.5,0.0,20.778,0.0
49100,39736,63.5,0.0,20.778,0.0
49200,39736,63.5,0.0,20.778,0.0
49300,39736,63.5,0.0,20.778,0.0
49400,39736,63.5,0.0,20.778,0.0
49500,39736,63.5,0.0,20.778,0.0
49600,39736,63.5,0.0,20.778,0.0
49700,39736,63.5,0.0,20.778,0.0
49800,39736,63.5,0.0,20.778,0.0
49900,39736,63.5,0.0,20.778,0.0
50000,39736,63.5,0.0,20.778,0.0
50100,39736,63.5,0.0,20.778,0.0
50200,39736,63.5,0.0,20.778,0.0
50300,39736,63.5,0.0,20.778,0.0
50400,39736,63.5,0.0,20.778,0.0
50500,39736,63.5,0.0,20.778,0.0
50600,39736,63.5,0.0,20.778,0.0
50700,39736,63.5,0.0,20.778,0.0
50800,39736,63.5,0.0,20.778,0.0
50900,39736,63.5,0.0,20.778,0.0
51000,39736,63.5,0.0,20.778,0.0
51100,39736,63.5,0.0,20.778,0.0
51200,39736,63.5,0.0,20.778,0.0
51300,39736,63.5,0.0,20.778,0.0
51400,39736,63.5,0.0,20.778,0.0
51500,39736,63.5,0.0,20.778,0.0
51600,39736,63.5,0.0,20.778,0.0
51700,39736,63.5,0.0,20.778,0.0
51800,39736,63.5,0.0,20.778,0.0
51900,39736,63.5,0.0,20.778,0.0
52000,39736,63.5,0.0,20.778,0.0
52100,39736,63.5,0.0,20.778,0.0
52200,39736,63.5,0.0,20.778,0.0
52300,39736,63.5,0.0,20.778,0.0
52400,39736,63.5,0.0,20.778,0.0
52500,39736,63.5,0.0,20.778,0.0
52600,39736,63.5,0.0,20.778,0.0
52700,39736,63.5,0.0,20.778,0.0
52800,39736,63.5,0.0,20.778,0.0
52900,39736,63.5,0.0,20.778,0.0
53000,39736,63.5,0.0,20.778,0.0
53100,39736,63.5,0.0,20.778,0.0
53200,39736,63.5,0.0,20.778,0.0
53300,39736,63.5,0.0,20.778,0.0
53400,39736,63.5,0.0,20.778,0.0
53500,39736,63.5,0.0,20.778,0.0
53600,39736,63.5,0.0,20.778,0.0
53700,39736,63.5,0.0,20.778,0.0
53800,39736,63.5,0.0,20.778,0.0
53900,39736,63.5,0.0,20.778,0.0
54000,39736,63.5,0.0,20.778,0.0
54100,39736,63.5,0.0,20.778,0.0
54200,39736,63.5,0.0,20.778,0.0
54300,39736,63.5,0.0,20.778,0.0
54400,39736,63.5,0.0,20.778,0.0
54500,39736,63.5,0.0,20.778,0.0
54600,39736,63.5,0.0,20.778,0.0
54700,39736,63.5,0.0,20.778,0.0
54800,39736,63.5,0.0,20.778,0.0
54900,39736,63.5,0.0,20.778,0.0
55000,39736,63.5,0.0,20.778,0.0
55100,39736,63.5,0.0,20.778,0.0
55200,39736,63.5,0.0,20.778,0.0
55300,39736,63.5,0.0,20.778,0.0
55400,39736,63.5,0.0,20.778,0.0
55500,39736,63.5,0.0,20.778,0.0
55600,39736,63.5,0.0,20.778,0.0
55700,39736,63.5,0.0,20.778,0.0
55800,39736,63.5,0.0,20.778,0.0
55900,39736,63.5,0.0,20.778,0.0
56000,39736,63.5,0.0,20.778,0.0
56100,39736,63.5,0.0,20.778,0.0
56200,39736,63.5,0.0,20.778,0.0
56300,39736,63.5,0.0,20.778,0.0
56400,39736,63.5,0.0,20.778,0.0
56500,39736,63.5,0.0,20.778,0.0
56600,39736,63.5,0.0,20.778,0.0
56700,39736,63.5,0.0,20.778,0.0
56800,39736,63.5,0.0,20.778,0.0
56900,39736,63.5,0.0,20.778,0.0
57000,39736,63.5,0.0,20.778,0.0
57100,39736,63.5,0.0,20.778,0.0
57200,39736,63.5,0.0,20.778,0.0
57300,39736,63.5,0.0,20.778,0.0
57400,39736,63.5,0.0,20.778,0.0
57500,39736,63.5,0.0,20.778,0.0
57600,39736,63.5,0.0,20.778,0.0
57700,39736,63.5,0.0,20.778,0.0
57800,39736,63.5,0.0,20.778,0.0
57900,39736,63.5,0.0,20.778,0.0
58000,39736,63.5,0.0,20.778,0.0
58100,39736,63.5,0.0,20.778,0.0
58200,39736,63.5,0.0,20.778,0.0
58300,39736,63.5,0.0,20.778,0.0
58400,39736,63.5,0.0,20.778,0.0
58500,39736,63.5,0.0,20.778,0.0
58600,39736,63.5,0.0,20.778,0.0
58700,39736,63.5,0.0,20.778,0.0
58800,39736,63.5,0.0,20.778,0.0
58900,39736,63.5,0.0,20.778,0.0
59000,39736,63.5,0.0,20.778,0.0
59100,39736,63.5,0.0,20.778,0.0
59200,39736,63.5,0.0,20.778,0.0
59300,39736,63.5,0.0,20.778,0.0
59400,39736,63.5,0.0,20.778,0.0
59500,39736,63.5,0.0,20.778,0.0
59600,39736,63.5,0.0,20.778,0.0
59700,39736,63.5,0.0,20.778,0.0
59800,39736,63.5,0.0,20.778,0.0
59900,39736,63.5,0.0,20.778,0.0
60000,39736,63.5,0.0,20.778,0.0
60100,39736,63.5,0.0,20.778,0.0
60200,39736,63.5,0.0,20.778,0.0
60300,39736,63.5,0.0,20.778,0.0
60400,39736,63.5,0.0,20.778,0.0
60500,39736,63.5,0.0,20.778,0.0
60600,39736,63.5,0.0,20.778,0.0
60700,39736,63.5,0.0,20.778,0.0
60800,39736,63.5,0.0,20.778,0.0
60900,39736,63.5,0.0,20.778,0.0
61000,39736,63.5,0.0,20.778,0.0
61100,39736,63.5,0.0,20.778,0.0
61200,39736,63.5,0.0,20.778,0.0
61300,39736,63.5,0.0,20.778,0.0
61400,39736,63.5,0.0,20.778,0.0
61500,39736,63.5,0.0,20.778,0.0
61600,39736,63.5,0.0,20.778,0.0
61700,39736,63.5,0.0,20.778,0.0
61800,39736,63.5,0.0,20.778,0.0
61900,39736,63.5,0.0,20.778,0.0
62000,39736,63.5,0.0,20.778,0.0
62100,39736,63.5,0.0,20.778,0.0
62200,39736,63.5,0.0,20.778,0.0
62300,39736,63.5,0.0,20.778,0.0
