Time_ms,UE_ID,Mean_SE,Std_SE,Mean_UL_SE_bit_per_s_Hz,Std_UL_SE_bit_per_s_Hz
0,16233,62.96551724137931,2.0578906173806835,20.60310344827586,0.6733753258784546
0,32893,62.58383233532934,1.8174627277883675,20.478107784431135,0.5949161328960583
100,16233,62.96551724137931,2.0543271677506634,20.60310344827586,0.672209307123326
100,32893,62.54044117647059,1.8465637250371174,20.463904411764705,0.6044418593288178
200,16233,62.96551724137931,2.0543271677506634,20.60310344827586,0.672209307123326
200,32893,62.57654723127036,1.8203202512762273,20.475723127035828,0.5958514955844195
300,16233,62.984482758620686,2.0336104668405826,20.609310344827584,0.6654278797994646
300,32893,62.55350553505535,1.837343260880385,20.468180811808118,0.6014236940615141
400,16233,63.1551724137931,1.827810194899605,20.6651724137931,0.5980594957711503
400,32893,62.57395498392283,1.8221743793980703,20.474874598070738,0.5964584135229705
500,16233,63.1551724137931,1.827810194899605,20.6651724137931,0.5980594957711503
500,32893,62.5631970260223,1.8304285960846047,20.4713531598513,0.599160293785028
600,16233,63.327586206896555,1.3039457159939298,20.72158620689655,0.4266510382732135
600,32893,62.59134615384615,1.8093599396046767,20.480567307692308,0.5922638202305969
700,16233,63.5,0.0,20.778,0.0
700,32893,62.52973977695167,1.854061779252521,20.460401486988847,0.6068962224086571
800,16233,63.5,0.0,20.778,0.0
800,32893,62.58842443729903,1.8115385796950207,20.479610932475882,0.5929769617535066
900,16233,63.5,0.0,20.778,0.0
900,32893,62.55350553505535,1.8373432608803908,20.468180811808118,0.6014236940615135
1000,16233,63.5,0.0,20.778,0.0
1000,32893,62.57096774193548,1.8243575893565294,20.47389677419355,0.5971730509160394
1100,16233,63.5,0.0,20.778,0.0
1100,32893,62.57303370786517,1.8233302616970983,20.474573033707863,0.5968367723288498
1200,16233,63.5,0.0,20.778,0.0
1200,32893,62.43269230769231,1.9171644207722582,20.428634615384613,0.6275518203994546
1300,16233,63.5,0.0,20.778,0.0
1300,32893,62.513011152416354,1.8655402772372842,20.45492565055762,0.6106535174156719
1400,16233,63.5,0.0,20.778,0.0
1400,32893,62.57142857142857,1.8239758989835329,20.474047619047617,0.5970481109339435
1500,16233,63.5,0.0,20.778,0.0
1500,32893,62.56603773584906,1.8284311245870009,20.472283018867923,0.5985064547814786
1600,16233,63.5,0.0,20.778,0.0
1600,32893,62.57954545454545,1.818114727071313,20.476704545454545,0.5951295539946778
1700,16233,63.5,0.0,20.778,0.0
1700,32893,62.56043956043956,1.8323610083440975,20.47045054945055,0.5997928367313002
1800,16233,63.5,0.0,20.778,0.0
1800,32893,62.59120521172638,1.8095121341491107,20.480521172638436,0.5923136385781445
1900,16233,63.5,0.0,20.778,0.0
1900,32893,62.53690036900369,1.8490548099061037,20.46274538745387,0.6052572744425985
2000,16233,63.38620689655173,0.7842410378758592,20.740758620689654,0.25666070330482615
2000,32893,62.57987220447284,1.8178276649653526,20.476811501597442,0.5950355889986597
2100,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2100,32893,62.559701492537314,1.8329534262003164,20.470208955223878,0.5999867548429041
2200,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2200,32893,62.40819672131148,1.932180310076444,20.42061639344262,0.6324670214983559
2300,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2300,32893,62.411552346570396,1.9304792456074,20.421714801444043,0.6319102063954888
2400,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2400,32893,62.25407166123779,2.0168266104321475,20.3701661237785,0.6601745771481234
2500,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2500,32893,62.07720588235294,2.0962791464972073,20.31227205882353,0.6861820406200876
2600,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2600,32893,61.95631067961165,2.1397294662828488,20.272699029126215,0.7004047786299186
2700,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2700,32893,61.9384328358209,2.146100148968979,20.26684701492537,0.7024901154291766
2800,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2800,32893,61.94625407166124,2.1430562686338317,20.269407166123777,0.7014937519328066
2900,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
2900,32893,61.945454545454545,2.1437243481743518,20.269145454545452,0.701712436635737
3000,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
3000,32893,61.98543689320388,2.1298622493865063,20.282233009708737,0.6971749096325152
3100,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
3100,32893,61.911764705882355,2.15444477735586,20.25811764705882,0.7052215904544822
3200,16233,63.310344827586206,1.0052956071947825,20.715931034482757,0.32900583508192777
3200,32893,61.85436893203884,2.170826793492135,20.23933009708738,0.7105839704030914
3300,16233,63.272413793103446,1.0973060915864026,20.70351724137931,0.35911835724645746
3300,32893,61.910780669144984,2.1547922433873383,20.257795539033456,0.7053353276687884
3400,16233,63.12068965517241,1.3960843190309722,20.653862068965516,0.4569003225919537
3400,32893,61.95673076923077,2.139556904412087,20.27283653846154,0.700348293377554
3500,16233,63.12068965517241,1.3960843190309722,20.653862068965516,0.4569003225919537
3500,32893,62.139925373134325,2.070393038829569,20.332802238805968,0.6777086547102118
3600,16233,63.12068965517241,1.3960843190309722,20.653862068965516,0.4569003225919537
3600,32893,62.24920127795527,2.0191886383976763,20.368571884984025,0.6609477476355045
3700,16233,63.12068965517241,1.3960843190309722,20.653862068965516,0.4569003225919537
3700,32893,62.257462686567166,2.0156086381346694,20.37127611940298,0.6597758942160807
3800,16233,62.987931034482756,1.6009380453300184,20.610413793103447,0.5239433602898217
3800,32893,62.262135922330096,2.0127571952224343,20.372805825242718,0.6588425219028098
3900,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
3900,32893,62.27121771217712,2.008606941394572,20.375778597785974,0.6574840054831553
4000,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
4000,32893,62.41129032258065,1.9302652398109823,20.421629032258064,0.6318401551647943
4100,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
4100,32893,62.312267657992564,1.9871504355395477,20.3892156133829,0.6504605758999451
4200,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
4200,32893,62.26470588235294,2.0114906172724516,20.373647058823526,0.6584279287205166
4300,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
4300,32893,62.26086956521739,2.0137864753690864,20.372391304347826,0.6591794396041467
4400,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
4400,32893,62.24757281553398,2.0200381567146914,20.368038834951452,0.6612258232979414
4500,16233,62.93103448275862,1.6778845323791292,20.591793103448275,0.5491258469604413
4500,32893,62.27121771217712,2.00860694139457,20.375778597785974,0.657484005483156
4600,16233,62.89310344827586,1.7262337816316196,20.579379310344827,0.5649492376248919
4600,32893,62.24757281553398,2.020038156714689,20.368038834951452,0.6612258232979422
4700,16233,62.741379310344826,1.8998301219593363,20.529724137931034,0.6217625853685074
4700,32893,62.266666666666666,2.010936640226071,20.374288888888888,0.6582465935673334
4800,16233,62.741379310344826,1.8998301219593363,20.529724137931034,0.6217625853685074
4800,32893,62.26872964169381,2.0094383540091343,20.374964169381105,0.6577561545456547
4900,16233,62.741379310344826,1.8998301219593363,20.529724137931034,0.6217625853685074
4900,32893,62.24264705882353,2.0229178572697126,20.366426470588234,0.6621684452796183
5000,16233,62.608620689655176,2.030330949786372,20.486275862068965,0.66447194720281
5000,32893,62.33173076923077,1.9760754452256724,20.395586538461536,0.6468353624038699
5100,16233,62.55172413793103,2.0811596264498395,20.467655172413792,0.6811067868381265
5100,32893,62.446096654275095,1.9092942369264125,20.43302230483271,0.6249756468872448
5200,16233,62.55172413793103,2.0811596264498395,20.467655172413792,0.6811067868381265
5200,32893,62.41129032258065,1.9302652398109843,20.421629032258064,0.6318401551647951
5300,16233,62.55172413793103,2.0811596264498395,20.467655172413792,0.6811067868381265
