Time_ms,UE_ID,SNR_total_linear,Mean_UL_SE_bit_per_s_Hz
12800,UE0,1144471853.9708714,28.587433096419385
12900,UE0,1064649695.0006394,28.488345085963715
13000,UE0,1128055204.7085755,28.567631000903162
13100,UE0,1050567303.5001097,28.470095372832024
13200,UE0,1124372090.666163,28.563148783563
13300,UE0,1057933531.5849345,28.47967175107021
13400,UE0,1137227363.235155,28.578729894352847
13500,UE0,1087904245.0277488,28.517959212870036
13600,UE0,1149432571.1350274,28.59336095676783
13700,UE0,1084726932.0888517,28.51395052323546
13800,UE0,1158748993.2272115,28.604424893574638
13900,UE0,1091587359.0701613,28.52259142584751
14000,UE0,1147988178.231183,28.591637608691386
14100,UE0,1083932603.8541274,28.512946516138488
14200,UE0,1158387455.6893005,28.60399720275288
14300,UE0,1079599425.1425953,28.507456520592008
14400,UE0,1155354406.316008,28.600403907000267
14500,UE0,1078805096.907871,28.50644774325501
14600,UE0,1162070569.7317128,28.608348011106475
14700,UE0,1075916311.100183,28.50277278326738
14800,UE0,1158243192.123696,28.603826504921166
14900,UE0,1078949360.4734755,28.506631009625824
15000,UE0,1162070569.7317128,28.608348011106475
15100,UE0,1070138739.4848065,28.495393168897046
15200,UE0,1153404212.3086486,28.598088498993683
15300,UE0,1072233197.0577704,28.49807298488891
15400,UE0,1150082635.804147,28.59413586170514
15500,UE0,1087109916.7930245,28.516958139128697
15600,UE0,1150226899.3697515,28.594307770668873
15700,UE0,1086965653.22742,28.516776248566124
15800,UE0,1151671292.2735958,28.596027766645047
15900,UE0,1083282539.1850076,28.51212430626289
16000,UE0,1155354406.3160079,28.600403907000267
16100,UE0,1084871195.6544561,28.51413278916916
16200,UE0,1152971421.611835,28.59757412853281
16300,UE0,1093073385.515141,28.52445596170367
16400,UE0,1167604666.6488724,28.61485950044298
16500,UE0,1114598434.3990538,28.55118304298694
16600,UE0,1192922297.3833797,28.64426028291584
16700,UE0,1113199093.9282022,28.549461270064537
16800,UE0,1196544414.942459,28.64841546470656
16900,UE0,1150436824.3232293,28.594557885279244
17000,UE0,1231072418.8528252,28.687405062845095
17100,UE0,1168103118.7335594,28.615444469716298
17200,UE0,1231870165.9794059,28.688292911856525
17300,UE0,1162831348.2216983,28.609244989009284
17400,UE0,1236997672.9256625,28.693985859359877
17500,UE0,1176480949.0254145,28.62523927342831
17600,UE0,1244869702.1140025,28.702680221418976
17700,UE0,1176480949.0254145,28.62523927342831
17800,UE0,1239886458.7333505,28.69718282513828
17900,UE0,1164275741.1255422,28.61094635274718
18000,UE0,1228187051.9369936,28.684188996243012
18100,UE0,1162037019.986974,28.608308441554698
18200,UE0,1229631444.8408377,28.68579987823806
18300,UE0,1165070069.3602667,28.61188109998066
18400,UE0,1238586329.395111,28.695744918850274
18500,UE0,1171353442.0791583,28.619252847303237
18600,UE0,1244075373.8792782,28.701805413227017
18700,UE0,1178069605.494863,28.627088755737386
18800,UE0,1228837116.6061134,28.684914225446814
18900,UE0,1163625676.4564226,28.610180896928185
19000,UE0,1228187051.9369936,28.684188996243012
19100,UE0,1152070533.22567,28.596502805812662
19200,UE0,1222698007.4528265,28.678049925022957
19300,UE0,1148243155.6176531,28.591941987328184
19400,UE0,1223017911.4496014,28.67840846847682
19500,UE0,1143720660.907524,28.58653321110705
19600,UE0,1206620369.511945,28.659908462778237
19700,UE0,1130721124.7729278,28.570866209116637
19800,UE0,1195426763.8191032,28.64713467305635
19900,UE0,1140470337.5619254,28.58263269043327
20000,UE0,1194270898.0464683,28.64580882847383
20100,UE0,1119960309.7768996,28.557760437815574
20200,UE0,1174266671.3649578,28.622657284703916
20300,UE0,1126820736.758209,28.56613033038995
20400,UE0,1178888377.2076988,28.62804097978861
20500,UE0,1110788151.25032,28.546489721022077
20600,UE0,1161898092.5748413,28.608144574333846
20700,UE0,1091821727.5017505,28.522885659363535
20800,UE0,1150461267.8013406,28.594587005439333
20900,UE0,1109154442.347879,28.544472464401228
21000,UE0,1183032239.9206343,28.63285013337152
21100,UE0,1117494057.9904552,28.554739014741752
21200,UE0,1161177030.3643765,28.60729375444208
21300,UE0,1088599362.1298609,28.51883465357653
21400,UE0,1143555788.3870387,28.586335624383715
21500,UE0,1095296418.2209263,28.527240501489764
21600,UE0,1134338577.4274669,28.575243966719384
21700,UE0,1085521260.323576,28.51495379538308
21800,UE0,1150226899.3697515,28.594307770668873
21900,UE0,1089386852.580872,28.51982575552084
22000,UE0,1177065352.3066611,28.62591991433627
22100,UE0,1121964662.4838786,28.56021108802776
22200,UE0,1176738610.526173,28.625539407447324
22300,UE0,1104442631.639153,28.538637770753382
22400,UE0,1154921615.6191945,28.59989040493971
22500,UE0,1108920073.9162898,28.54418282934718
22600,UE0,1166115221.312036,28.613110040349653
22700,UE0,1099965189.3620167,28.533070186610857
22800,UE0,1161637779.0348995,28.607837477373533
22900,UE0,1099965189.3620164,28.533070186610857
23000,UE0,1166115221.312036,28.613110040349653
23100,UE0,1116792103.10463,28.55387782557215
23200,UE0,1181209215.0195966,28.630736503206727
23300,UE0,1111376069.0271645,28.54721493904941
23400,UE0,1201574979.2390177,28.65416555519786
23500,UE0,1125314196.9620895,28.56429668899186
23600,UE0,1206074947.7326508,28.659288796102434
23700,UE0,1120087478.8832211,28.557916053180577
23800,UE0,1193748002.4836698,28.645208615548984
23900,UE0,1121314597.814759,28.55941675728117
24000,UE0,1173888039.367764,28.62221528828765
24100,UE0,1132869741.0455115,28.573468100708844
24200,UE0,1203064424.5758543,28.655863418825316
24300,UE0,1139947441.999127,28.582004156563787
24400,UE0,1191365017.7794971,28.64246994005586
24500,UE0,1140235969.1303363,28.582351009214428
24600,UE0,1210936453.764194,28.664802213280755
24700,UE0,1153737887.476591,28.59848493919335
24800,UE0,1200347860.3074799,28.652765143332427
24900,UE0,1150157403.4586477,28.59422495986563
25000,UE0,1203669436.8119817,28.656552490247115
25100,UE0,1121486819.3540728,28.559627244042154
25200,UE0,1198036128.76221,28.650123057288326
25300,UE0,1116647839.5390253,28.55370076962319
25400,UE0,1171604265.7962031,28.619546296071814
25500,UE0,1137202919.7570434,28.578700435318076
25600,UE0,1198731245.864322,28.650918044680303
