Time_ms,UE_ID,Mean_SE,Std_SE,Mean_UL_SE_bit_per_s_Hz,Std_UL_SE_bit_per_s_Hz
0,1171,55.0,0.0,17.997,0.0
0,2959,34.0,0.0,11.126,0.0
0,5257,56.08620689655172,9.745025256066775,18.35251724137931,3.1871145102549794
0,8279,53.5,0.0,17.506,0.0
0,9290,7.0,0.0,2.549,0.0
0,12524,56.5,0.0,18.487,0.0
0,14002,54.172413793103445,2.550475663160577,17.725793103448275,0.8343826793893945
0,14350,61.56896551724138,3.2147098789644026,20.14613793103448,1.0518970184568546
0,14608,62.98275862068966,1.113895662437925,20.608689655172412,0.36456178228586605
0,18432,62.51724137931034,3.4807705392338097,20.456413793103447,1.1389852161727547
0,37624,60.37931034482759,4.810062318451726,19.756862068965514,1.5739105466534613
0,40142,58.0,0.0,18.978,0.0
0,46443,61.0,0.0,19.96,0.0
0,47098,52.327586206896555,3.536230494237384,17.122,1.1571644221976403
0,54141,63.5,0.0,20.778,0.0
0,54487,60.689655172413794,5.241342850534325,19.858344827586205,1.7151554964047104
0,55143,60.08620689655172,11.025189474819241,19.66206896551724,3.60300789947029
0,55839,56.98275862068966,2.0331307605894833,18.645310344827585,0.6653296231111031
0,55862,56.55172413793103,9.10979146263024,18.50444827586207,2.9808049797976053
0,59499,53.8448275862069,1.8569533817705193,17.618827586206898,0.6075951465153134
0,60232,35.5,0.0,11.616,0.0
0,62817,50.08620689655172,8.098797271285369,16.39403448275862,2.6229129319839184
1000,1171,55.0,0.0,17.997,0.0
1000,2959,34.0,0.0,11.126,0.0
1000,5257,57.793103448275865,8.867594738890698,18.910999999999998,2.899774005972582
1000,8279,53.5,0.0,17.506,0.0
1000,9290,7.0,0.0,2.549,0.0
1000,12524,56.5,0.0,18.487,0.0
1000,14002,54.310344827586206,2.6200251944789468,17.770931034482757,0.8571635504480748
1000,14350,60.96551724137931,3.570541761820803,19.948689655172412,1.1683120028316873
1000,14608,63.08620689655172,1.1882532612233312,20.642586206896553,0.38882207804391
1000,18432,63.224137931034484,1.2290109764748092,20.687724137931035,0.4021756809220601
1000,37624,61.10344827586207,4.4065278490812965,19.993793103448272,1.441903983808273
1000,40142,58.0,0.0,18.978,0.0
1000,46443,61.0,0.0,19.96,0.0
1000,47098,51.793103448275865,2.7823334290384447,16.94710344827586,0.9104462934198643
1000,54141,63.39655172413793,0.5570860145311562,20.74413793103448,0.18235282208986522
1000,54487,61.94827586206897,3.8157213032452226,20.270206896551723,1.248643446170693
1000,55143,60.5,11.059094512145714,19.797517241379307,3.6140723925539584
1000,55839,56.706896551724135,1.6119932281147111,18.55506896551724,0.5275099816953017
1000,55862,57.172413793103445,8.294012321795085,18.70748275862069,2.713935421653655
1000,59499,54.43103448275862,2.8275561694908236,17.810620689655174,0.9251457187844635
1000,60232,35.5,0.0,11.616,0.0
1000,62817,51.36206896551724,8.617772905583944,16.81148275862069,2.7935404011587885
2000,1171,55.0,0.0,17.997,0.0
2000,2959,34.0,0.0,11.126,0.0
2000,5257,56.87931034482759,10.97696872385688,18.61234482758621,3.5892285211236254
2000,8279,53.5,0.0,17.506,0.0
2000,9290,7.0,0.0,2.549,0.0
2000,12524,56.5,0.0,18.487,0.0
2000,14002,54.741379310344826,2.7045619187612977,17.91193103448276,0.8847483068661182
2000,14350,60.706896551724135,3.651118325202642,19.86406896551724,1.1946739522634413
2000,14608,63.08620689655172,1.1882532612233312,20.642586206896553,0.38882207804391
2000,18432,63.172413793103445,1.2483979882016047,20.670793103448275,0.40852455594233245
2000,37624,61.48275862068966,4.1024443032274975,20.117896551724137,1.3424352962547343
2000,40142,58.0,0.0,18.978,0.0
2000,46443,61.0,0.0,19.96,0.0
2000,47098,52.37931034482759,3.567349887756299,17.138896551724137,1.1673445551099413
2000,54141,63.39655172413793,0.5570860145311562,20.74413793103448,0.18235282208986522
2000,54487,62.706896551724135,2.743554919453796,20.518448275862067,0.8978095004034977
2000,55143,59.10344827586207,13.210777060486333,19.340896551724136,4.317998340375745
2000,55839,57.39655172413793,2.110261114280257,18.780758620689653,0.6906352487370085
2000,55862,58.293103448275865,7.562262087614617,19.0741724137931,2.4745219317355827
2000,59499,54.189655172413794,2.578807147775638,17.73165517241379,0.8437856987521883
2000,60232,35.5,0.0,11.616,0.0
2000,62817,51.36206896551724,8.617772905583944,16.81148275862069,2.7935404011587885
3000,1171,55.0,0.0,17.997,0.0
3000,2959,34.0,0.0,11.126,0.0
3000,5257,56.39655172413793,11.32268528090591,18.45441379310345,3.702460731124267
3000,8279,53.5,0.0,17.506,0.0
3000,9290,7.0,0.0,2.549,0.0
3000,12524,56.5,0.0,18.487,0.0
3000,14002,54.706896551724135,3.031139700141418,17.900655172413796,0.9916834631741147
3000,14350,60.98275862068966,3.5568915969582657,19.954310344827583,1.163878954906771
3000,14608,63.06896551724138,1.2372502484703318,20.63693103448276,0.40489089633015163
3000,18432,63.172413793103445,1.2483979882016047,20.670793103448275,0.40852455594233245
3000,37624,61.741379310344826,3.519386842028365,20.20248275862069,1.1517389839682064
3000,40142,58.0,0.0,18.978,0.0
3000,46443,61.0,0.0,19.96,0.0
3000,47098,51.91379310344828,2.8096420892972733,16.98658620689655,0.9193973382152252
3000,54141,63.39655172413793,0.5570860145311562,20.74413793103448,0.18235282208986522
3000,54487,62.741379310344826,2.2937052434526892,20.529758620689652,0.7505742399357782
3000,55143,59.05172413793103,13.195876539111296,19.32396551724138,4.313122017110432
3000,55839,57.293103448275865,2.1108446235169787,18.746931034482756,0.6907964312006883
3000,55862,58.41379310344828,8.414558987591986,19.113689655172415,2.7534153480391828
3000,59499,53.8448275862069,1.8569533817705184,17.618827586206898,0.6075951465153142
3000,60232,35.5,0.0,11.616,0.0
3000,62817,51.672413793103445,8.74058254644572,16.913034482758622,2.8339113994966465
4000,1171,55.0,0.0,17.997,0.0
4000,2959,34.0,0.0,11.126,0.0
4000,5257,56.672413793103445,9.661480829699974,18.544241379310346,3.1600925919433376
4000,8279,53.5,0.0,17.506,0.0
4000,9290,7.0,0.0,2.549,0.0
4000,12524,56.5,0.0,18.487,0.0
4000,14002,54.44827586206897,2.8608965489928817,17.81606896551724,0.9360340703137778
