Time_ms,UE_ID,Mean_SE,Std_SE,Mean_UL_SE_bit_per_s_Hz,Std_UL_SE_bit_per_s_Hz
800,30253,63.5,0.0,20.778,0.0
800,44140,11.0,0.0,3.7079999999999997,0.0
800,47289,63.5,0.0,20.778,0.0
800,49903,55.5,0.0,18.16,0.0
800,50583,63.5,0.0,20.778,0.0
800,59197,63.5,0.0,20.778,0.0
900,30253,63.5,0.0,20.778,0.0
900,44140,11.0,0.0,3.708,0.0
900,47289,63.5,0.0,20.778,0.0
900,49903,55.5,0.0,18.16,0.0
900,50583,63.5,0.0,20.778,0.0
900,59197,63.5,0.0,20.778,0.0
1000,30253,63.5,0.0,20.778,0.0
1000,44140,11.0,0.0,3.708,0.0
1000,47289,63.5,0.0,20.778,0.0
1000,49903,55.5,0.0,18.16,0.0
1000,50583,63.5,0.0,20.778,0.0
1000,59197,63.5,0.0,20.778,0.0
1100,30253,63.5,0.0,20.778,0.0
1100,44140,11.0,0.0,3.708,0.0
1100,47289,63.5,0.0,20.778,0.0
1100,49903,55.5,0.0,18.16,0.0
1100,50583,63.5,0.0,20.778,0.0
1100,59197,63.5,0.0,20.778,0.0
1200,30253,63.5,0.0,20.778,0.0
1200,44140,11.0,0.0,3.708,0.0
1200,47289,63.5,0.0,20.778,0.0
1200,49903,55.5,0.0,18.16,0.0
1200,50583,63.5,0.0,20.778,0.0
1200,59197,63.5,0.0,20.778,0.0
1300,30253,63.5,0.0,20.778,0.0
1300,44140,11.0,0.0,3.708,0.0
1300,47289,63.5,0.0,20.778,0.0
1300,49903,55.5,0.0,18.16,0.0
1300,50583,63.5,0.0,20.778,0.0
1300,59197,63.5,0.0,20.778,0.0
1400,30253,63.5,0.0,20.778,0.0
1400,44140,11.0,0.0,3.708,0.0
1400,47289,63.5,0.0,20.778,0.0
1400,49903,55.5,0.0,18.16,0.0
1400,50583,63.5,0.0,20.778,0.0
1400,59197,63.5,0.0,20.778,0.0
1500,30253,63.5,0.0,20.778,0.0
1500,44140,11.0,0.0,3.708,0.0
1500,47289,63.5,0.0,20.778,0.0
1500,49903,55.5,0.0,18.16,0.0
1500,50583,63.5,0.0,20.778,0.0
1500,59197,63.5,0.0,20.778,0.0
1600,30253,63.5,0.0,20.778,0.0
1600,44140,11.0,0.0,3.708,0.0
1600,47289,63.5,0.0,20.778,0.0
1600,49903,55.5,0.0,18.16,0.0
1600,50583,63.5,0.0,20.778,0.0
1600,59197,63.5,0.0,20.778,0.0
1700,30253,63.5,0.0,20.778,0.0
1700,44140,11.0,0.0,3.708,0.0
1700,47289,63.5,0.0,20.778,0.0
1700,49903,55.5,0.0,18.16,0.0
1700,50583,63.5,0.0,20.778,0.0
1700,59197,63.5,0.0,20.778,0.0
1800,30253,63.5,0.0,20.778,0.0
1800,44140,11.0,0.0,3.7079999999999997,0.0
1800,47289,63.5,0.0,20.778,0.0
1800,49903,55.5,0.0,18.16,0.0
1800,50583,63.5,0.0,20.778,0.0
1800,59197,63.5,0.0,20.778,0.0
1900,30253,63.5,0.0,20.778,0.0
1900,44140,11.0,0.0,3.708,0.0
1900,47289,63.5,0.0,20.778,0.0
1900,49903,55.5,0.0,18.16,0.0
1900,50583,63.5,0.0,20.778,0.0
1900,59197,63.5,0.0,20.778,0.0
2000,30253,63.5,0.0,20.778,0.0
2000,44140,11.0,0.0,3.708,0.0
2000,47289,63.5,0.0,20.778,0.0
2000,49903,55.5,0.0,18.16,0.0
2000,50583,63.5,0.0,20.778,0.0
2000,59197,63.5,0.0,20.778,0.0
2100,30253,63.5,0.0,20.778,0.0
2100,44140,11.0,0.0,3.708,0.0
2100,47289,63.5,0.0,20.778,0.0
2100,49903,55.5,0.0,18.16,0.0
2100,50583,63.5,0.0,20.778,0.0
2100,59197,63.5,0.0,20.778,0.0
2200,30253,63.5,0.0,20.778,0.0
2200,44140,11.0,0.0,3.7080000000000006,0.0
2200,47289,63.5,0.0,20.778,0.0
2200,49903,55.5,0.0,18.16,0.0
2200,50583,63.5,0.0,20.778,0.0
2200,59197,63.5,0.0,20.778,0.0
2300,30253,63.5,0.0,20.778,0.0
2300,44140,11.0,0.0,3.708,0.0
2300,47289,63.5,0.0,20.778,0.0
2300,49903,55.5,0.0,18.16,0.0
2300,50583,63.5,0.0,20.778,0.0
2300,59197,63.5,0.0,20.778,0.0
2400,30253,63.5,0.0,20.778,0.0
2400,44140,11.0,0.0,3.7079999999999997,0.0
2400,47289,63.5,0.0,20.778,0.0
2400,49903,55.5,0.0,18.16,0.0
2400,50583,63.5,0.0,20.778,0.0
2400,59197,63.5,0.0,20.778,0.0
2500,30253,63.5,0.0,20.778,0.0
2500,44140,11.0,0.0,3.708,0.0
2500,47289,63.5,0.0,20.778,0.0
2500,49903,55.5,0.0,18.16,0.0
2500,50583,63.5,0.0,20.778,0.0
2500,59197,63.5,0.0,20.778,0.0
2600,30253,63.5,0.0,20.778,0.0
2600,44140,11.0,0.0,3.708,0.0
2600,47289,63.5,0.0,20.778,0.0
2600,49903,55.5,0.0,18.16,0.0
2600,50583,63.5,0.0,20.778,0.0
2600,59197,63.5,0.0,20.778,0.0
2700,30253,63.5,0.0,20.778,0.0
2700,44140,11.0,0.0,3.708,0.0
2700,47289,63.5,0.0,20.778,0.0
2700,49903,55.5,0.0,18.16,0.0
2700,50583,63.5,0.0,20.778,0.0
2700,59197,63.5,0.0,20.778,0.0
2800,30253,63.5,0.0,20.778,0.0
2800,44140,11.0,0.0,3.708,0.0
2800,47289,63.5,0.0,20.778,0.0
2800,49903,55.5,0.0,18.16,0.0
2800,50583,63.5,0.0,20.778,0.0
2800,59197,63.5,0.0,20.778,0.0
2900,30253,63.5,0.0,20.778,0.0
2900,44140,11.0,0.0,3.708,0.0
2900,47289,63.5,0.0,20.778,0.0
2900,49903,55.5,0.0,18.16,0.0
2900,50583,63.5,0.0,20.778,0.0
2900,59197,63.5,0.0,20.778,0.0
3000,30253,63.5,0.0,20.778,0.0
3000,44140,11.0,0.0,3.7079999999999997,0.0
3000,47289,63.5,0.0,20.778,0.0
3000,49903,55.5,0.0,18.16,0.0
3000,50583,63.5,0.0,20.778,0.0
3000,59197,63.5,0.0,20.778,0.0
3100,30253,63.5,0.0,20.778,0.0
3100,44140,11.0,0.0,3.708,0.0
3100,47289,63.5,0.0,20.778,0.0
3100,49903,55.5,0.0,18.16,0.0
3100,50583,63.5,0.0,20.778,0.0
3100,59197,63.5,0.0,20.778,0.0
3200,30253,63.5,0.0,20.778,0.0
3200,44140,11.0,0.0,3.708,0.0
3200,47289,63.5,0.0,20.778,0.0
3200,49903,55.5,0.0,18.16,0.0
3200,50583,63.5,0.0,20.778,0.0
3200,59197,63.5,0.0,20.778,0.0
3300,30253,63.5,0.0,20.778,0.0
3300,44140,11.0,0.0,3.708,0.0
3300,47289,63.5,0.0,20.778,0.0
3300,49903,55.5,0.0,18.16,0.0
3300,50583,63.5,0.0,20.778,0.0
3300,59197,63.5,0.0,20.778,0.0
3400,30253,63.5,0.0,20.778,0.0
3400,44140,11.0,0.0,3.708,0.0
3400,47289,63.5,0.0,20.778,0.0
3400,49903,55.5,0.0,18.16,0.0
3400,50583,63.5,0.0,20.778,0.0
3400,59197,63.5,0.0,20.778,0.0
3500,30253,63.5,0.0,20.778,0.0
3500,44140,11.0,0.0,3.708,0.0
3500,47289,63.5,0.0,20.778,0.0
3500,49903,55.5,0.0,18.16,0.0
3500,50583,63.5,0.0,20.778,0.0
3500,59197,63.5,0.0,20.778,0.0
3600,30253,63.5,0.0,20.778,0.0
3600,44140,11.0,0.0,3.708,0.0
3600,47289,63.5,0.0,20.778,0.0
3600,49903,55.5,0.0,18.16,0.0
3600,50583,63.5,0.0,20.778,0.0
3600,59197,63.5,0.0,20.778,0.0
3700,30253,63.5,0.0,20.778,0.0
3700,44140,11.0,0.0,3.708,0.0
3700,47289,63.5,0.0,20.778,0.0
3700,49903,55.5,0.0,18.16,0.0
3700,50583,63.5,0.0,20.778,0.0
3700,59197,63.5,0.0,20.778,0.0
3800,30253,63.5,0.0,20.778,0.0
3800,44140,11.0,0.0,3.708,0.0
3800,47289,63.5,0.0,20.778,0.0
3800,49903,55.5,0.0,18.16,0.0
3800,50583,63.5,0.0,20.778,0.0
3800,59197,63.5,0.0,20.778,0.0
3900,30253,63.5,0.0,20.778,0.0
3900,44140,11.0,0.0,3.708,0.0
3900,47289,63.5,0.0,20.778,0.0
3900,49903,55.5,0.0,18.16,0.0
3900,50583,63.5,0.0,20.778,0.0
3900,59197,63.5,0.0,20.778,0.0
4000,30253,63.5,0.0,20.778,0.0
4000,44140,11.0,0.0,3.708,0.0
4000,47289,63.5,0.0,20.778,0.0
4000,49903,55.5,0.0,18.16,0.0
4000,50583,63.5,0.0,20.778,0.0
4000,59197,63.5,0.0,20.778,0.0
4100,30253,63.5,0.0,20.778,0.0
4100,44140,11.0,0.0,3.708,0.0
4100,47289,63.5,0.0,20.778,0.0
4100,49903,55.5,0.0,18.16,0.0
4100,50583,63.5,0.0,20.778,0.0
4100,59197,63.5,0.0,20.778,0.0
4200,30253,63.5,0.0,20.778,0.0
4200,44140,11.0,0.0,3.708,0.0
4200,47289,63.5,0.0,20.778,0.0
4200,49903,55.5,0.0,18.16,0.0
4200,50583,63.5,0.0,20.778,0.0
4200,59197,63.5,0.0,20.778,0.0
4300,30253,63.5,0.0,20.778,0.0
4300,44140,11.0,0.0,3.708,0.0
4300,47289,63.5,0.0,20.778,0.0
4300,49903,55.5,0.0,18.16,0.0
4300,50583,63.5,0.0,20.778,0.0
4300,59197,63.5,0.0,20.778,0.0
4400,30253,63.5,0.0,20.778,0.0
4400,44140,11.0,0.0,3.708,0.0
4400,47289,63.5,0.0,20.778,0.0
4400,49903,55.5,0.0,18.16,0.0
4400,50583,63.5,0.0,20.778,0.0
4400,59197,63.5,0.0,20.778,0.0
4500,30253,63.5,0.0,20.778,0.0
4500,44140,11.0,0.0,3.708,0.0
4500,47289,63.5,0.0,20.778,0.0
4500,49903,55.5,0.0,18.16,0.0
4500,50583,63.5,0.0,20.778,0.0
4500,59197,63.5,0.0,20.778,0.0
4600,30253,63.5,0.0,20.778,0.0
4600,44140,11.0,0.0,3.708,0.0
4600,47289,63.5,0.0,20.778,0.0
4600,49903,55.5,0.0,18.16,0.0
4600,50583,63.5,0.0,20.778,0.0
4600,59197,63.5,0.0,20.778,0.0
4700,30253,63.5,0.0,20.778,0.0
4700,44140,11.0,0.0,3.708,0.0
4700,47289,63.5,0.0,20.778,0.0
4700,49903,55.5,0.0,18.16,0.0
4700,50583,63.5,0.0,20.778,0.0
4700,59197,63.5,0.0,20.778,0.0
4800,30253,63.5,0.0,20.778,0.0
4800,44140,11.0,0.0,3.708,0.0
4800,47289,63.5,0.0,20.778,0.0
4800,49903,55.5,0.0,18.16,0.0
4800,50583,63.5,0.0,20.778,0.0
4800,59197,63.5,0.0,20.778,0.0
4900,30253,63.5,0.0,20.778,0.0
4900,44140,11.0,0.0,3.708,0.0
4900,47289,63.5,0.0,20.778,0.0
4900,49903,55.5,0.0,18.16,0.0
4900,50583,63.5,0.0,20.778,0.0
4900,59197,63.5,0.0,20.778,0.0
5000,30253,63.5,0.0,20.778,0.0
5000,44140,11.0,0.0,3.708,0.0
5000,47289,63.5,0.0,20.778,0.0
5000,49903,55.5,0.0,18.16,0.0
5000,50583,63.5,0.0,20.778,0.0
5000,59197,63.5,0.0,20.778,0.0
5100,30253,63.5,0.0,20.778,0.0
5100,44140,11.0,0.0,3.708,0.0
5100,47289,63.5,0.0,20.778,0.0
5100,49903,55.5,0.0,18.16,0.0
5100,50583,63.5,0.0,20.778,0.0
5100,59197,63.5,0.0,20.778,0.0
5200,30253,63.5,0.0,20.778,0.0
5200,44140,11.0,0.0,3.7080000000000006,0.0
5200,47289,63.5,0.0,20.778,0.0
5200,49903,55.5,0.0,18.16,0.0
5200,50583,63.5,0.0,20.778,0.0
5200,59197,63.5,0.0,20.778,0.0
5300,30253,63.5,0.0,20.778,0.0
5300,44140,11.0,0.0,3.708,0.0
5300,47289,63.5,0.0,20.778,0.0
5300,49903,55.5,0.0,18.16,0.0
5300,50583,63.5,0.0,20.778,0.0
5300,59197,63.5,0.0,20.778,0.0
5400,30253,63.5,0.0,20.778,0.0
5400,44140,11.0,0.0,3.708,0.0
5400,47289,63.5,0.0,20.778,0.0
5400,49903,55.5,0.0,18.16,0.0
5400,50583,63.5,0.0,20.778,0.0
5400,59197,63.5,0.0,20.778,0.0
5500,30253,63.5,0.0,20.778,0.0
5500,44140,11.0,0.0,3.708,0.0
5500,47289,63.5,0.0,20.778,0.0
5500,49903,55.5,0.0,18.16,0.0
5500,50583,63.5,0.0,20.778,0.0
5500,59197,63.5,0.0,20.778,0.0
5600,30253,63.5,0.0,20.778,0.0
5600,44140,11.0,0.0,3.7080000000000006,0.0
5600,47289,63.5,0.0,20.778,0.0
5600,49903,55.5,0.0,18.16,0.0
5600,50583,63.5,0.0,20.778,0.0
5600,59197,63.5,0.0,20.778,0.0
5700,30253,63.5,0.0,20.778,0.0
5700,44140,11.0,0.0,3.708,0.0
5700,47289,63.5,0.0,20.778,0.0
5700,49903,55.5,0.0,18.16,0.0
5700,50583,63.5,0.0,20.778,0.0
5700,59197,63.5,0.0,20.778,0.0
5800,30253,63.5,0.0,20.778,0.0
5800,44140,11.0,0.0,3.708,0.0
5800,47289,63.5,0.0,20.778,0.0
5800,49903,55.5,0.0,18.16,0.0
5800,50583,63.5,0.0,20.778,0.0
5800,59197,63.5,0.0,20.778,0.0
5900,30253,63.5,0.0,20.778,0.0
5900,44140,11.0,0.0,3.708,0.0
5900,47289,63.5,0.0,20.778,0.0
5900,49903,55.5,0.0,18.16,0.0
5900,50583,63.5,0.0,20.778,0.0
5900,59197,63.5,0.0,20.778,0.0
6000,30253,63.5,0.0,20.778,0.0
6000,44140,11.0,0.0,3.708,0.0
6000,47289,63.5,0.0,20.778,0.0
6000,49903,55.5,0.0,18.16,0.0
6000,50583,63.5,0.0,20.778,0.0
6000,59197,63.5,0.0,20.778,0.0
6100,30253,63.5,0.0,20.778,0.0
6100,44140,11.0,0.0,3.708,0.0
6100,47289,63.5,0.0,20.778,0.0
6100,49903,55.5,0.0,18.16,0.0
6100,50583,63.5,0.0,20.778,0.0
6100,59197,63.5,0.0,20.778,0.0
6200,30253,63.5,0.0,20.778,0.0
6200,44140,11.0,0.0,3.7080000000000006,0.0
6200,47289,63.5,0.0,20.778,0.0
6200,49903,55.5,0.0,18.16,0.0
6200,50583,63.5,0.0,20.778,0.0
6200,59197,63.5,0.0,20.778,0.0
6300,30253,63.5,0.0,20.778,0.0
6300,44140,11.0,0.0,3.708,0.0
6300,47289,63.5,0.0,20.778,0.0
6300,49903,55.5,0.0,18.16,0.0
6300,50583,63.5,0.0,20.778,0.0
6300,59197,63.5,0.0,20.778,0.0
6400,30253,63.5,0.0,20.778,0.0
6400,44140,11.0,0.0,3.708,0.0
6400,47289,63.5,0.0,20.778,0.0
6400,49903,55.5,0.0,18.16,0.0
6400,50583,63.5,0.0,20.778,0.0
6400,59197,63.5,0.0,20.778,0.0
6500,30253,63.5,0.0,20.778,0.0
6500,44140,11.0,0.0,3.708,0.0
6500,47289,63.5,0.0,20.778,0.0
6500,49903,55.5,0.0,18.16,0.0
6500,50583,63.5,0.0,20.778,0.0
6500,59197,63.5,0.0,20.778,0.0
6600,30253,63.5,0.0,20.778,0.0
6600,44140,11.0,0.0,3.7080000000000006,0.0
6600,47289,63.5,0.0,20.778,0.0
6600,49903,55.5,0.0,18.16,0.0
6600,50583,63.5,0.0,20.778,0.0
6600,59197,63.5,0.0,20.778,0.0
6700,30253,63.5,0.0,20.778,0.0
6700,44140,11.0,0.0,3.708,0.0
6700,47289,63.5,0.0,20.778,0.0
6700,49903,55.5,0.0,18.16,0.0
6700,50583,63.5,0.0,20.778,0.0
6700,59197,63.5,0.0,20.778,0.0
6800,30253,63.5,0.0,20.778,0.0
6800,44140,11.0,0.0,3.708,0.0
6800,47289,63.5,0.0,20.778,0.0
6800,49903,55.5,0.0,18.16,0.0
6800,50583,63.5,0.0,20.778,0.0
6800,59197,63.5,0.0,20.778,0.0
6900,30253,63.5,0.0,20.778,0.0
6900,44140,11.0,0.0,3.708,0.0
6900,47289,63.5,0.0,20.778,0.0
6900,49903,55.5,0.0,18.16,0.0
6900,50583,63.5,0.0,20.778,0.0
6900,59197,63.5,0.0,20.778,0.0
7000,30253,63.5,0.0,20.778,0.0
7000,44140,11.0,0.0,3.708,0.0
7000,47289,63.5,0.0,20.778,0.0
7000,49903,55.5,0.0,18.16,0.0
7000,50583,63.5,0.0,20.778,0.0
7000,59197,63.5,0.0,20.778,0.0
7100,30253,63.5,0.0,20.778,0.0
7100,44140,11.0,0.0,3.708,0.0
7100,47289,63.5,0.0,20.778,0.0
7100,49903,55.5,0.0,18.16,0.0
7100,50583,63.5,0.0,20.778,0.0
7100,59197,63.5,0.0,20.778,0.0
7200,30253,63.5,0.0,20.778,0.0
7200,44140,11.0,0.0,3.7080000000000006,0.0
7200,47289,63.5,0.0,20.778,0.0
7200,49903,55.5,0.0,18.16,0.0
7200,50583,63.5,0.0,20.778,0.0
7200,59197,63.5,0.0,20.778,0.0
7300,30253,63.5,0.0,20.778,0.0
7300,44140,11.0,0.0,3.708,0.0
7300,47289,63.5,0.0,20.778,0.0
7300,49903,55.5,0.0,18.16,0.0
7300,50583,63.5,0.0,20.778,0.0
7300,59197,63.5,0.0,20.778,0.0
7400,30253,63.5,0.0,20.778,0.0
7400,44140,11.0,0.0,3.7080000000000006,0.0
7400,47289,63.5,0.0,20.778,0.0
7400,49903,55.5,0.0,18.16,0.0
7400,50583,63.5,0.0,20.778,0.0
7400,59197,63.5,0.0,20.778,0.0
7500,30253,63.5,0.0,20.778,0.0
7500,44140,11.0,0.0,3.708,0.0
7500,47289,63.5,0.0,20.778,0.0
7500,49903,55.5,0.0,18.16,0.0
7500,50583,63.5,0.0,20.778,0.0
7500,59197,63.5,0.0,20.778,0.0
7600,30253,63.5,0.0,20.778,0.0
7600,44140,11.0,0.0,3.708,0.0
7600,47289,63.5,0.0,20.778,0.0
7600,49903,55.5,0.0,18.16,0.0
7600,50583,63.5,0.0,20.778,0.0
7600,59197,63.5,0.0,20.778,0.0
7700,30253,63.5,0.0,20.778,0.0
7700,44140,11.0,0.0,3.708,0.0
7700,47289,63.5,0.0,20.778,0.0
7700,49903,55.5,0.0,18.16,0.0
7700,50583,63.5,0.0,20.778,0.0
7700,59197,63.5,0.0,20.778,0.0
7800,30253,63.5,0.0,20.778,0.0
7800,44140,11.0,0.0,3.708,0.0
7800,47289,63.5,0.0,20.778,0.0
7800,49903,55.5,0.0,18.16,0.0
7800,50583,63.5,0.0,20.778,0.0
7800,59197,63.5,0.0,20.778,0.0
7900,30253,63.5,0.0,20.778,0.0
7900,44140,11.0,0.0,3.708,0.0
7900,47289,63.5,0.0,20.778,0.0
7900,49903,55.5,0.0,18.16,0.0
7900,50583,63.5,0.0,20.778,0.0
7900,59197,63.5,0.0,20.778,0.0
8000,30253,63.5,0.0,20.778,0.0
8000,44140,11.0,0.0,3.7079999999999997,0.0
8000,47289,63.5,0.0,20.778,0.0
8000,49903,55.5,0.0,18.16,0.0
8000,50583,63.5,0.0,20.778,0.0
8000,59197,63.5,0.0,20.778,0.0
8100,30253,63.5,0.0,20.778,0.0
8100,44140,11.0,0.0,3.708,0.0
8100,47289,63.5,0.0,20.778,0.0
8100,49903,55.5,0.0,18.16,0.0
8100,50583,63.5,0.0,20.778,0.0
8100,59197,63.5,0.0,20.778,0.0
8200,30253,63.5,0.0,20.778,0.0
8200,44140,11.0,0.0,3.708,0.0
8200,47289,63.5,0.0,20.778,0.0
8200,49903,55.5,0.0,18.16,0.0
8200,50583,63.5,0.0,20.778,0.0
8200,59197,63.5,0.0,20.778,0.0
8300,30253,63.5,0.0,20.778,0.0
8300,44140,11.0,0.0,3.708,0.0
8300,47289,63.5,0.0,20.778,0.0
8300,49903,55.5,0.0,18.16,0.0
8300,50583,63.5,0.0,20.778,0.0
8300,59197,63.5,0.0,20.778,0.0
8400,30253,63.5,0.0,20.778,0.0
8400,44140,11.0,0.0,3.708,0.0
8400,47289,63.5,0.0,20.778,0.0
8400,49903,55.5,0.0,18.16,0.0
8400,50583,63.5,0.0,20.778,0.0
8400,59197,63.5,0.0,20.778,0.0
8500,30253,63.5,0.0,20.778,0.0
8500,44140,11.0,0.0,3.708,0.0
8500,47289,63.5,0.0,20.778,0.0
8500,49903,55.5,0.0,18.16,0.0
8500,50583,63.5,0.0,20.778,0.0
8500,59197,63.5,0.0,20.778,0.0
8600,30253,63.5,0.0,20.778,0.0
8600,44140,11.0,0.0,3.708,0.0
8600,47289,63.5,0.0,20.778,0.0
8600,49903,55.5,0.0,18.16,0.0
8600,50583,63.5,0.0,20.778,0.0
8600,59197,63.5,0.0,20.778,0.0
8700,30253,63.5,0.0,20.778,0.0
8700,44140,11.0,0.0,3.708,0.0
8700,47289,63.5,0.0,20.778,0.0
8700,49903,55.5,0.0,18.16,0.0
8700,50583,63.5,0.0,20.778,0.0
8700,59197,63.5,0.0,20.778,0.0
8800,30253,63.5,0.0,20.778,0.0
8800,44140,11.0,0.0,3.708,0.0
8800,47289,63.5,0.0,20.778,0.0
8800,49903,55.5,0.0,18.16,0.0
8800,50583,63.5,0.0,20.778,0.0
8800,59197,63.5,0.0,20.778,0.0
8900,30253,63.5,0.0,20.778,0.0
8900,44140,11.0,0.0,3.708,0.0
8900,47289,63.5,0.0,20.778,0.0
8900,49903,55.5,0.0,18.16,0.0
8900,50583,63.5,0.0,20.778,0.0
8900,59197,63.5,0.0,20.778,0.0
9000,30253,63.5,0.0,20.778,0.0
9000,44140,11.0,0.0,3.7080000000000006,0.0
9000,47289,63.5,0.0,20.778,0.0
9000,49903,55.5,0.0,18.16,0.0
9000,50583,63.5,0.0,20.778,0.0
9000,59197,63.5,0.0,20.778,0.0
9100,30253,63.5,0.0,20.778,0.0
9100,44140,11.0,0.0,3.708,0.0
9100,47289,63.5,0.0,20.778,0.0
9100,49903,55.5,0.0,18.16,0.0
9100,50583,63.5,0.0,20.778,0.0
9100,59197,63.5,0.0,20.778,0.0
9200,30253,63.5,0.0,20.778,0.0
9200,44140,11.0,0.0,3.708,0.0
9200,47289,63.5,0.0,20.778,0.0
9200,49903,55.5,0.0,18.16,0.0
9200,50583,63.5,0.0,20.778,0.0
9200,59197,63.5,0.0,20.778,0.0
9300,30253,63.5,0.0,20.778,0.0
9300,44140,11.0,0.0,3.708,0.0
9300,47289,63.5,0.0,20.778,0.0
9300,49903,55.5,0.0,18.16,0.0
9300,50583,63.5,0.0,20.778,0.0
9300,59197,63.5,0.0,20.778,0.0
9400,30253,63.5,0.0,20.778,0.0
9400,44140,11.0,0.0,3.7079999999999997,0.0
9400,47289,63.5,0.0,20.778,0.0
9400,49903,55.5,0.0,18.16,0.0
9400,50583,63.5,0.0,20.778,0.0
9400,59197,63.5,0.0,20.778,0.0
9500,30253,63.5,0.0,20.778,0.0
9500,44140,11.0,0.0,3.708,0.0
9500,47289,63.5,0.0,20.778,0.0
9500,49903,55.5,0.0,18.16,0.0
9500,50583,63.5,0.0,20.778,0.0
9500,59197,63.5,0.0,20.778,0.0
9600,30253,63.5,0.0,20.778,0.0
9600,44140,11.0,0.0,3.7080000000000006,0.0
9600,47289,63.5,0.0,20.778,0.0
9600,49903,55.5,0.0,18.16,0.0
9600,50583,63.5,0.0,20.778,0.0
9600,59197,63.5,0.0,20.778,0.0
9700,30253,63.5,0.0,20.778,0.0
9700,44140,11.0,0.0,3.708,0.0
9700,47289,63.5,0.0,20.778,0.0
9700,49903,55.5,0.0,18.16,0.0
9700,50583,63.5,0.0,20.778,0.0
9700,59197,63.5,0.0,20.778,0.0
9800,30253,63.5,0.0,20.778,0.0
9800,44140,11.0,0.0,3.708,0.0
9800,47289,63.5,0.0,20.778,0.0
9800,49903,55.5,0.0,18.16,0.0
9800,50583,63.5,0.0,20.778,0.0
9800,59197,63.5,0.0,20.778,0.0
9900,30253,63.5,0.0,20.778,0.0
9900,44140,11.0,0.0,3.708,0.0
9900,47289,63.5,0.0,20.778,0.0
9900,49903,55.5,0.0,18.16,0.0
9900,50583,63.5,0.0,20.778,0.0
9900,59197,63.5,0.0,20.778,0.0
10000,30253,63.5,0.0,20.778,0.0
10000,44140,11.0,0.0,3.708,0.0
10000,47289,63.5,0.0,20.778,0.0
10000,49903,55.5,0.0,18.16,0.0
10000,50583,63.5,0.0,20.778,0.0
10000,59197,63.5,0.0,20.778,0.0
10100,30253,63.5,0.0,20.778,0.0
10100,44140,11.0,0.0,3.708,0.0
10100,47289,63.5,0.0,20.778,0.0
10100,49903,55.5,0.0,18.16,0.0
10100,50583,63.5,0.0,20.778,0.0
10100,59197,63.5,0.0,20.778,0.0
10200,30253,63.5,0.0,20.778,0.0
10200,44140,11.0,0.0,3.708,0.0
10200,47289,63.5,0.0,20.778,0.0
10200,49903,55.5,0.0,18.16,0.0
10200,50583,63.5,0.0,20.778,0.0
10200,59197,63.5,0.0,20.778,0.0
10300,30253,63.5,0.0,20.778,0.0
10300,44140,11.0,0.0,3.708,0.0
10300,47289,63.5,0.0,20.778,0.0
10300,49903,55.5,0.0,18.16,0.0
10300,50583,63.5,0.0,20.778,0.0
10300,59197,63.5,0.0,20.778,0.0
10400,30253,63.5,0.0,20.778,0.0
10400,44140,11.0,0.0,3.708,0.0
10400,47289,63.5,0.0,20.778,0.0
10400,49903,55.5,0.0,18.16,0.0
10400,50583,63.5,0.0,20.778,0.0
