Time_s,Stream_ID,Mean_Kbps,Std_Kbps,Mean_Latency_ms,Std_Latency_ms
5,9,417.5,276.0114731914841,48.1985,37.19699905906389
5,10,444.25,244.11250821427947,36.43275,16.201938986327125
5,11,647.0,66.46803743153546,21.402,0.3662813126546321
5,67,694.0,,22.551,
5,77,694.0,,21.045,
5,81,776.0,,21.164,
5,82,694.0,,21.584,
5,84,694.0,,21.586,
5,85,600.0,,23.469,
6,1,373.55,324.41291075829065,63.439,46.76732149695982
6,2,473.5,326.72261425659946,47.09625,38.561049772838565
6,3,408.575,332.7617603731935,52.14425,40.48130020453888
6,4,379.525,265.9485586224023,53.045,39.70828020283259
6,5,458.5,232.9413373934877,33.307249999999996,12.242707009345054
6,6,417.55,375.45421824771125,63.64875,48.83112426431186
6,7,394.025,347.00816873189984,64.83625,49.294557815746764
6,8,455.75,180.68826746637424,33.29175,10.741655129293003
6,9,429.5,278.55041434780406,47.257999999999996,36.49212193519765
6,10,470.5,209.3458064224518,33.2325,13.141690822214112
6,11,564.5,67.17514421272202,25.362499999999997,3.8883801897448254
6,67,694.0,,22.106,
6,77,623.0,,21.824,
6,81,612.0,,22.777,
6,82,694.0,,22.895,
6,84,706.0,,22.16,
6,85,815.0,,22.316,
7,1,373.55,325.5698644940386,65.3185,50.075221820111125
7,2,450.025,296.17607797839895,47.96925,40.953935174168556
7,3,435.275,306.24092231444183,51.84075,41.370260843388444
7,4,382.275,257.90379827886727,52.19825,41.286540263343284
7,5,470.5,215.63163033284334,30.89875,10.066278967423864
7,6,400.05,353.280629717132,65.8995,50.60602666020454
7,7,355.85,309.23572993214526,68.176,49.51415458903309
7,8,467.5,202.68448386593386,31.945749999999997,10.830034606746802
7,9,426.525,273.20353066288635,47.91275,38.59996119492868
7,10,488.25,238.35320429983736,31.995,11.157527175260055
7,11,626.0,36.76955262170047,26.851999999999997,3.163595739028615
7,67,706.0,,22.239,
7,77,694.0,,22.802,
7,81,706.0,,21.743,
7,82,694.0,,22.724,
7,84,694.0,,21.991,
8,1,373.525,318.1420581543199,65.8445,48.950874295903375
8,2,452.775,294.58841768361043,47.78625,40.80451548848485
8,3,432.25,275.2433771531418,49.29325,42.90412363534147
8,4,435.275,274.29576950194956,49.472,40.802433889822474
8,5,500.0,186.2918856704893,29.549,8.012656529932295
8,6,373.55,324.41291075829065,67.009,48.255871773978626
8,7,394.025,339.523198765563,65.80775,51.24475232564469
8,8,455.75,180.68826746637424,31.75675,10.52077241698536
8,9,438.025,279.578973637146,48.244749999999996,39.92382843511712
8,10,488.0,213.85509112480815,30.075499999999998,11.329980450115526
8,11,623.0,,23.542,
8,67,623.0,,21.737,
8,77,600.0,,23.468,
8,81,588.0,,22.351,
8,82,635.0,,21.598,
8,84,612.0,,21.114,
9,1,329.325,274.48282733169304,67.17525,51.063194771283165
9,2,394.025,229.85358201835072,49.143499999999996,42.73412146829119
9,3,400.025,246.58386504392374,48.33075,40.692216564309525
9,4,412.0,246.62522174343806,47.585750000000004,41.17229649796896
9,5,452.75,131.07090956170762,28.649250000000002,7.030961023691333
9,6,355.775,295.4749890712692,66.3455,49.71294633862155
9,7,379.5,317.5799112034639,65.72175,49.59500848791809
9,8,461.75,166.90191730474518,30.25125,8.92339813355876
