Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,3,1,0.83039,0.02176
0,5,1,0.83039,0.02176
0,6,1,1.18628,0.03109
11,1,1,1.08782,0.02851
11,2,1,2.06686,0.05416
109,3,1,1.75884,0.04609
109,5,1,1.31913,0.03457
109,6,1,0.76949,0.02016
122,1,1,1.08634,0.02847
122,2,1,0.86907,0.02277
209,3,1,0.83818,0.02196
209,5,1,1.07767,0.02824
209,6,1,0.83818,0.02196
231,1,1,0.00000,0.00000
231,2,1,0.98615,0.02584
319,3,1,1.08751,0.02850
319,5,1,1.08751,0.02850
319,6,1,1.84876,0.04845
331,1,1,2.14763,0.05628
331,2,1,1.43175,0.03752
429,3,1,0.43641,0.01144
429,5,1,0.98193,0.02573
429,6,1,0.65462,0.01715
441,1,1,0.98259,0.02575
441,2,1,0.98259,0.02575
540,3,1,0.76065,0.01993
540,5,1,1.08665,0.02848
540,6,1,0.86932,0.02278
541,1,1,0.00000,0.00000
541,2,1,1.19457,0.03130
640,3,1,2.63109,0.06895
640,5,1,1.43514,0.03761
640,6,1,1.31554,0.03447
651,1,1,2.08025,0.05451
651,2,1,1.09487,0.02869
749,3,1,0.54845,0.01437
749,5,1,0.65814,0.01725
749,6,1,0.76783,0.02012
751,1,1,1.19760,0.03138
751,2,1,0.95808,0.02511
849,3,1,0.83735,0.02194
849,5,1,0.47848,0.01254
849,6,1,0.35886,0.00940
861,1,1,0.98079,0.02570
861,2,1,0.00000,0.00000
959,3,1,1.30649,0.03424
959,5,1,1.52424,0.03994
959,6,1,1.19762,0.03138
961,1,1,1.07686,0.02822
961,2,1,2.39302,0.06271
1061,1,1,1.07506,0.02817
1061,2,1,1.07506,0.02817
1069,3,1,1.19786,0.03139
1069,5,1,1.30675,0.03424
1069,6,1,2.28682,0.05993
1169,3,1,0.83752,0.02195
1169,5,1,0.83752,0.02195
1169,6,1,0.83752,0.02195
1171,1,1,0.98211,0.02574
1171,2,1,0.00000,0.00000
1279,3,1,1.41690,0.03713
1279,5,1,1.19891,0.03142
1279,6,1,1.08992,0.02856
1281,1,1,1.20091,0.03147
1281,2,1,2.07430,0.05436
1389,3,1,0.43696,0.01145
1389,5,1,0.98316,0.02576
1389,6,1,0.87392,0.02290
1391,1,1,0.98165,0.02572
1391,2,1,0.87258,0.02287
1489,3,1,0.83750,0.02195
1489,5,1,0.83750,0.02195
1489,6,1,1.31607,0.03449
1491,1,1,0.00000,0.00000
1491,2,1,1.43442,0.03759
1599,3,1,1.96549,0.05151
1599,5,1,1.85629,0.04864
1599,6,1,0.76436,0.02003
1601,1,1,2.07523,0.05438
1601,2,1,1.09222,0.02862
1699,3,1,0.83849,0.02197
1699,5,1,0.59892,0.01570
1699,6,1,1.19785,0.03139
