Time_ms,Now_us,Latency_us
0,1755822515915058,71947359
1089,1755822517004159,71946460
2160,1755822518075294,71946558
3206,1755822519121580,71946891
4255,1755822520169915,71947095
5302,1755822521217318,71946620
6344,1755822522259602,71946834
7391,1755822523306597,71946859
8438,1755822524353329,71947627
9478,1755822525393551,71946800
10533,1755822526448390,71946683
11584,1755822527499598,71946831
12648,1755822528563519,71947690
13697,1755822529612282,71947523
14740,1755822530655460,71946704
15777,1755822531691659,71946886
16814,1755822532729177,71947415
17851,1755822533766484,71946738
18899,1755822534814303,71947693
19933,1755822535848562,71946799
20965,1755822536880610,71946904
21994,1755822537909594,71946892
23036,1755822538951573,71946858
24066,1755822539981589,71946895
25102,1755822541017453,71946752
26145,1755822542059667,71946971
27190,1755822543104683,71946994
28240,1755822544154879,71947121
29266,1755822545180738,71947032
30292,1755822546207005,71947251
31318,1755822547232814,71947057
32342,1755822548256789,71947026
33386,1755822549300856,71947104
34429,1755822550344344,71947609
35473,1755822551387841,71947047
36516,1755822552430805,71947106
37553,1755822553468477,71948739
38581,1755822554495988,71947242
39618,1755822555532847,71947035
40680,1755822556595464,71947570
41742,1755822557656986,71947231
42773,1755822558688349,71948592
43807,1755822559722093,71947359
44853,1755822560768478,71948558
45939,1755822561854604,71947871
46997,1755822562912036,71947289
48040,1755822563955003,71947312
49086,1755822565001481,71947710
50130,1755822566045099,71947324
51180,1755822567095215,71947481
52228,1755822568143230,71947539
53266,1755822569181113,71947389
54291,1755822570205885,71947162
55332,1755822571247595,71947884
56366,1755822572281123,71947357
57400,1755822573315526,71947353
58435,1755822574349894,71947188
59468,1755822575383254,71947553
60507,1755822576422042,71947340
61540,1755822577455655,71947704
62582,1755822578497024,71948314
63619,1755822579534600,71947862
64680,1755822580594801,71947982
65736,1755822581651264,71947558
66780,1755822582695375,71947684
67814,1755822583729521,71947756
68860,1755822584775288,71947551
69909,1755822585824343,71947647
70964,1755822586878788,71948021
72007,1755822587922581,71947635
73051,1755822588966424,71948579
74111,1755822590026217,71948518
75162,1755822591077467,71947688
76205,1755822592119842,71948106
77249,1755822593164209,71947513
78292,1755822594207439,71947683
79339,1755822595253987,71948034
80383,1755822596298080,71948392
81430,1755822597345235,71947533
82475,1755822598390639,71947915
83522,1755822599437572,71947833
84568,1755822600482831,71948104
85619,1755822601533809,71948074
86674,1755822602588763,71948028
87734,1755822603649470,71947742
88789,1755822604704568,71947873
89847,1755822605762324,71947628
