Time_ms,Now_us,Latency_us
0,1755785040507623,71469033
1032,1755785041539493,71468671
2065,1755785042573232,71468476
3096,1755785043603969,71468223
4128,1755785044636095,71468292
5165,1755785045673129,71468959
6197,1755785046705280,71468524
7232,1755785047740011,71470258
8273,1755785048780550,71468750
9301,1755785049809406,71468545
10342,1755785050849821,71468832
11374,1755785051882046,71468240
12413,1755785052920663,71468842
13443,1755785053950463,71468552
14475,1755785054982931,71468171
15512,1755785056020278,71468497
16548,1755785057056165,71468408
17583,1755785058090672,71468847
18643,1755785059150573,71468643
19710,1755785060217990,71468209
20775,1755785061283332,71468555
21828,1755785062335580,71469552
22889,1755785063396523,71468715
23972,1755785064480235,71469491
25030,1755785065537590,71468834
26082,1755785066589485,71468730
27130,1755785067637463,71468680
28154,1755785068662286,71468479
29187,1755785069694605,71468793
30217,1755785070724564,71468753
31256,1755785071763538,71468734
32285,1755785072793310,71471517
33311,1755785073818840,71468963
34366,1755785074874155,71498244
35368,1755785075875530,71468722
36394,1755785076901613,71468829
37423,1755785077931311,71469561
38450,1755785078957630,71470762
39481,1755785079988660,71468883
40506,1755785081014438,71468643
41541,1755785082048477,71468727
42565,1755785083073444,71468639
43592,1755785084099966,71469079
44616,1755785085123639,71468882
45642,1755785086149667,71468885
46667,1755785087174504,71468735
47693,1755785088201014,71469170
48725,1755785089233042,71469229
49754,1755785090261699,71469934
50785,1755785091292880,71470084
51843,1755785092350640,71468874
52890,1755785093398368,71469487
53948,1755785094455763,71468946
54996,1755785095503884,71469133
56054,1755785096562042,71469235
57107,1755785097614571,71468770
58154,1755785098662104,71470365
59195,1755785099702810,71470008
60228,1755785100735567,71468808
61276,1755785101783896,71470113
62362,1755785102869582,71469783
63442,1755785103950444,71469612
64513,1755785105021352,71469592
65579,1755785106087091,71469295
66702,1755785107210271,71469355
67809,1755785108316923,71469091
68881,1755785109389103,71470288
69932,1755785110440112,71469290
70958,1755785111465887,71469019
71996,1755785112504266,71469523
73040,1755785113548144,71469347
74093,1755785114601353,71469425
75140,1755785115648203,71469411
76171,1755785116678881,71470077
77197,1755785117705123,71469369
78223,1755785118731160,71469337
79252,1755785119759826,71470062
80280,1755785120788195,71470294
81307,1755785121814623,71469807
82359,1755785122867171,71469416
83402,1755785123909734,71469896
84472,1755785124980175,71469367
85575,1755785126083258,71469438
86643,1755785127150734,71469656
87691,1755785128199054,71469267
88717,1755785129225361,71469577
89742,1755785130250284,71469543
