Time_ms,Now_us,Latency_us
0,1755823243194849,71956630
1032,1755823244227058,71956762
2065,1755823245259625,71956322
3106,1755823246301500,71956220
4162,1755823247357451,71956821
5208,1755823248402625,71956369
6242,1755823249436598,71956368
7270,1755823250465293,71956070
8301,1755823251495780,71956390
9335,1755823252530549,71956275
10371,1755823253565631,71956377
11423,1755823254618534,71956261
12467,1755823255661897,71956606
13527,1755823256721648,71956365
14594,1755823257789307,71957977
15646,1755823258841304,71956093
16702,1755823259897136,71956697
17742,1755823260936714,71956457
18778,1755823261973285,71956078
19834,1755823263028753,71957356
20901,1755823264095857,71956619
21969,1755823265163797,71956344
23012,1755823266206964,71956673
24066,1755823267261553,71956341
25143,1755823268337831,71957614
26212,1755823269407259,71956889
27274,1755823270468947,71956634
28337,1755823271532461,71956257
29405,1755823272600434,71957076
30479,1755823273673589,71956363
31580,1755823274774622,71956969
32689,1755823275883859,71958211
33803,1755823276997679,71956436
34899,1755823278093945,71957406
35959,1755823279153969,71958705
36992,1755823280187205,71956824
38024,1755823281219147,71956843
39105,1755823282300059,71957431
40134,1755823283328719,71957496
41180,1755823284374974,71956736
42227,1755823285421919,71956655
43287,1755823286482076,71956862
44347,1755823287542342,71956818
45418,1755823288612619,71957196
46493,1755823289688185,71956540
47565,1755823290760023,71956719
48623,1755823291818421,71957169
49673,1755823292868201,71956986
50727,1755823293921993,71956740
51802,1755823294997004,71956685
52864,1755823296059483,71957163
53913,1755823297108054,71956825
54938,1755823298132717,71957298
55969,1755823299163816,71956607
57012,1755823300207434,71957142
58054,1755823301248921,71956721
59087,1755823302282090,71956861
60113,1755823303308424,71957058
61141,1755823304335973,71956724
62168,1755823305363039,71957803
63197,1755823306392265,71957043
64222,1755823307416642,71957311
65249,1755823308444045,71956833
66301,1755823309495820,71968589
67315,1755823310509767,71957434
68341,1755823311536351,71957111
69394,1755823312589244,71956965
70451,1755823313646490,71957107
71480,1755823314675141,71956914
72511,1755823315705604,71957137
73536,1755823316731002,71957620
74567,1755823317761608,71957268
75598,1755823318792685,71957285
76629,1755823319824358,71957147
77677,1755823320872032,71957456
78743,1755823321938003,71958769
79806,1755823323000606,71957389
80878,1755823324072760,71957220
81941,1755823325136461,71957194
82988,1755823326183547,71957267
84012,1755823327207342,71957106
85039,1755823328234438,71957221
86065,1755823329260504,71957216
87123,1755823330317858,71957647
88193,1755823331387575,71957300
89250,1755823332445353,71957116
