Time (ms),Throughput (Mbps),UE,Scenario,Num_UEs,Repetition
600,1.43775,17,cb,10,4
600,1.01841,19,cb,10,4
600,0.83869,21,cb,10,4
610,1.2579,6,cb,10,4
610,1.1381,3,cb,10,4
610,1.3178,8,cb,10,4
610,1.1381,10,cb,10,4
610,1.3178,13,cb,10,4
610,1.2579,14,cb,10,4
610,1.3777,16,cb,10,4
610,1.0183,17,cb,10,4
610,0.7787,19,cb,10,4
610,1.2579,21,cb,10,4
620,1.31824,6,cb,10,4
620,1.498,3,cb,10,4
620,0.83888,8,cb,10,4
620,1.73768,10,cb,10,4
620,1.31824,13,cb,10,4
620,1.13848,14,cb,10,4
620,0.71904,16,cb,10,4
620,0.95872,17,cb,10,4
620,0.8988,19,cb,10,4
620,1.25832,21,cb,10,4
630,1.31619,6,cb,10,4
630,0.83757,3,cb,10,4
630,1.31619,8,cb,10,4
630,0.23931,10,cb,10,4
630,0.8974,13,cb,10,4
630,1.43584,14,cb,10,4
630,1.13671,16,cb,10,4
630,0.77775,17,cb,10,4
630,1.49567,19,cb,10,4
630,0.8974,21,cb,10,4
640,1.02795,6,cb,10,4
640,1.25639,3,cb,10,4
640,1.48482,8,cb,10,4
640,1.59904,10,cb,10,4
640,1.19928,13,cb,10,4
640,0.97085,14,cb,10,4
640,0.97085,16,cb,10,4
640,0.91374,17,cb,10,4
640,1.08506,19,cb,10,4
640,1.25639,21,cb,10,4
650,1.316,6,cb,10,4
650,1.25618,3,cb,10,4
650,1.01691,8,cb,10,4
650,0.89727,10,cb,10,4
650,1.37581,13,cb,10,4
650,0.41873,14,cb,10,4
650,1.13654,16,cb,10,4
650,1.97399,17,cb,10,4
650,1.19636,19,cb,10,4
650,0.83745,21,cb,10,4
660,0.97061,6,cb,10,4
660,0.85642,3,cb,10,4
660,1.25608,8,cb,10,4
660,0.85642,10,cb,10,4
660,0.85642,13,cb,10,4
660,1.76993,14,cb,10,4
660,0.97061,16,cb,10,4
660,0.0,17,cb,10,4
660,0.85642,19,cb,10,4
660,1.0848,21,cb,10,4
670,0.95818,6,cb,10,4
670,1.13784,3,cb,10,4
670,1.37738,8,cb,10,4
670,1.49715,10,cb,10,4
670,1.01806,13,cb,10,4
670,0.83841,14,cb,10,4
670,1.13784,16,cb,10,4
670,1.67681,17,cb,10,4
670,1.13784,19,cb,10,4
670,1.01806,21,cb,10,4
680,1.36475,6,cb,10,4
680,1.08043,3,cb,10,4
680,1.30789,8,cb,10,4
680,0.9667,10,cb,10,4
680,1.30789,13,cb,10,4
680,1.13729,14,cb,10,4
680,1.13729,16,cb,10,4
680,1.47848,17,cb,10,4
680,1.19416,19,cb,10,4
680,1.25102,21,cb,10,4
690,0.86117,6,cb,10,4
690,1.37787,3,cb,10,4
690,1.37787,8,cb,10,4
690,0.86117,10,cb,10,4
690,0.91858,13,cb,10,4
690,0.80376,14,cb,10,4
690,1.20563,16,cb,10,4
690,0.80376,17,cb,10,4
690,1.09081,19,cb,10,4
690,1.14822,21,cb,10,4
700,1.42666,6,cb,10,4
700,0.91306,3,cb,10,4
700,0.91306,8,cb,10,4
700,1.31253,10,cb,10,4
700,0.91306,13,cb,10,4
700,1.08426,14,cb,10,4
700,1.31253,16,cb,10,4
700,1.19839,17,cb,10,4
700,1.14133,19,cb,10,4
700,1.08426,21,cb,10,4
710,0.47897,6,cb,10,4
710,0.95794,3,cb,10,4
710,1.43691,8,cb,10,4
710,0.65858,10,cb,10,4
710,1.43691,13,cb,10,4
710,0.95794,14,cb,10,4
710,0.53884,16,cb,10,4
710,0.89807,17,cb,10,4
710,0.8382,19,cb,10,4
710,1.91588,21,cb,10,4
720,1.37121,6,cb,10,4
720,1.37121,3,cb,10,4
720,1.37121,8,cb,10,4
720,1.37121,10,cb,10,4
720,1.37121,13,cb,10,4
720,1.25695,14,cb,10,4
720,1.14268,16,cb,10,4
720,0.97128,17,cb,10,4
720,1.42835,19,cb,10,4
720,0.91414,21,cb,10,4
730,0.8543,6,cb,10,4
730,1.13907,3,cb,10,4
730,1.82251,8,cb,10,4
730,0.8543,10,cb,10,4
730,1.48079,13,cb,10,4
730,1.08212,14,cb,10,4
730,1.30993,16,cb,10,4
730,1.02516,17,cb,10,4
730,0.91126,19,cb,10,4
730,0.91126,21,cb,10,4
740,1.42413,6,cb,10,4
740,1.59503,3,cb,10,4
740,1.42413,8,cb,10,4
740,1.1393,10,cb,10,4
740,1.42413,13,cb,10,4
740,1.1393,14,cb,10,4
740,0.96841,16,cb,10,4
740,1.1393,17,cb,10,4
740,0.22786,19,cb,10,4
740,1.36717,21,cb,10,4
750,1.89045,6,cb,10,4
750,1.43216,3,cb,10,4
750,1.03115,8,cb,10,4
750,1.03115,10,cb,10,4
750,0.97387,13,cb,10,4
750,1.31758,14,cb,10,4
750,1.14573,16,cb,10,4
750,1.20301,17,cb,10,4
750,1.31758,19,cb,10,4
750,0.91658,21,cb,10,4
760,1.55608,6,cb,10,4
760,1.61593,3,cb,10,4
760,2.09472,8,cb,10,4
760,0.89774,10,cb,10,4
760,1.07728,13,cb,10,4
760,0.89774,14,cb,10,4
760,0.89774,16,cb,10,4
760,1.19698,17,cb,10,4
760,1.67577,19,cb,10,4
760,0.95759,21,cb,10,4
770,1.55631,6,cb,10,4
770,1.07744,3,cb,10,4
770,1.31688,8,cb,10,4
770,1.19716,10,cb,10,4
770,1.01759,13,cb,10,4
770,1.19716,14,cb,10,4
770,1.19716,16,cb,10,4
770,1.19716,17,cb,10,4
770,1.25702,19,cb,10,4
770,1.49645,21,cb,10,4
780,1.4826,6,cb,10,4
780,1.42558,3,cb,10,4
780,1.4826,8,cb,10,4
780,1.42558,10,cb,10,4
780,1.53963,13,cb,10,4
780,1.08344,14,cb,10,4
780,1.19749,16,cb,10,4
780,0.7413,17,cb,10,4
780,0.85535,19,cb,10,4
780,1.02642,21,cb,10,4
790,1.48169,6,cb,10,4
790,1.53868,3,cb,10,4
790,1.70965,8,cb,10,4
790,0.9688,10,cb,10,4
790,1.99459,13,cb,10,4
790,0.68386,14,cb,10,4
790,0.68386,16,cb,10,4
790,0.79784,17,cb,10,4
790,0.28494,19,cb,10,4
790,0.9688,21,cb,10,4
800,1.03121,6,cb,10,4
800,0.97392,3,cb,10,4
800,1.54681,8,cb,10,4
800,1.20307,10,cb,10,4
800,1.48952,13,cb,10,4
800,1.43223,14,cb,10,4
800,1.20307,16,cb,10,4
800,1.26036,17,cb,10,4
800,1.6041,19,cb,10,4
800,1.03121,21,cb,10,4
810,0.0598,6,cb,10,4
810,0.47838,3,cb,10,4
810,2.2723,8,cb,10,4
810,0.89696,10,cb,10,4
810,0.53818,13,cb,10,4
810,1.01656,14,cb,10,4
810,1.25575,16,cb,10,4
810,1.01656,17,cb,10,4
810,1.61453,19,cb,10,4
810,2.57129,21,cb,10,4
820,0.45707,6,cb,10,4
820,0.79987,3,cb,10,4
820,1.71401,8,cb,10,4
820,0.857,10,cb,10,4
820,0.05713,13,cb,10,4
820,0.28567,14,cb,10,4
820,0.97127,16,cb,10,4
820,0.97127,17,cb,10,4
820,0.79987,19,cb,10,4
820,1.99968,21,cb,10,4
830,1.01698,6,cb,10,4
830,1.25627,3,cb,10,4
830,2.21342,8,cb,10,4
830,1.67502,10,cb,10,4
830,1.67502,13,cb,10,4
830,1.6152,14,cb,10,4
830,1.37591,16,cb,10,4
830,0.89733,17,cb,10,4
830,0.83751,19,cb,10,4
830,1.55538,21,cb,10,4
840,1.59757,6,cb,10,4
840,2.22519,3,cb,10,4
840,2.22519,8,cb,10,4
840,0.62762,10,cb,10,4
840,2.79575,13,cb,10,4
840,1.19818,14,cb,10,4
840,0.85584,16,cb,10,4
840,1.59757,17,cb,10,4
840,0.96995,19,cb,10,4
840,1.65463,21,cb,10,4
850,1.65432,6,cb,10,4
850,1.65432,3,cb,10,4
850,1.65432,8,cb,10,4
850,1.36909,10,cb,10,4
850,1.36909,13,cb,10,4
850,0.85568,14,cb,10,4
850,0.79864,16,cb,10,4
850,1.31205,17,cb,10,4
850,1.08386,19,cb,10,4
850,1.65432,21,cb,10,4
860,1.14382,6,cb,10,4
860,1.08663,3,cb,10,4
860,0.85786,8,cb,10,4
860,0.91505,10,cb,10,4
860,1.8873,13,cb,10,4
860,1.08663,14,cb,10,4
860,1.60134,16,cb,10,4
860,0.11438,17,cb,10,4
860,1.08663,19,cb,10,4
860,2.23044,21,cb,10,4
870,1.13383,6,cb,10,4
870,1.73058,3,cb,10,4
870,1.49188,8,cb,10,4
870,1.07415,10,cb,10,4
870,1.79025,13,cb,10,4
870,0.9548,14,cb,10,4
870,0.4774,16,cb,10,4
870,1.79025,17,cb,10,4
870,1.37253,19,cb,10,4
870,1.79025,21,cb,10,4
880,1.65459,6,cb,10,4
880,1.1411,3,cb,10,4
880,1.54048,8,cb,10,4
880,0.85582,10,cb,10,4
880,2.79569,13,cb,10,4
880,1.25521,14,cb,10,4
880,1.1411,16,cb,10,4
880,0.57055,17,cb,10,4
880,1.08404,19,cb,10,4
880,1.88281,21,cb,10,4
890,1.60111,6,cb,10,4
890,1.65829,3,cb,10,4
890,2.05857,8,cb,10,4
890,1.37238,10,cb,10,4
890,2.40166,13,cb,10,4
890,0.91492,14,cb,10,4
890,1.20083,16,cb,10,4
890,1.82984,17,cb,10,4
890,1.20083,19,cb,10,4
890,1.37238,21,cb,10,4
900,2.22605,6,cb,10,4
900,2.22605,3,cb,10,4
900,1.76942,8,cb,10,4
900,0.79909,10,cb,10,4
900,1.76942,13,cb,10,4
900,1.3128,14,cb,10,4
900,1.3128,16,cb,10,4
900,0.74202,17,cb,10,4
900,0.91325,19,cb,10,4
900,2.05481,21,cb,10,4
910,1.79713,6,cb,10,4
910,1.19809,3,cb,10,4
910,1.85704,8,cb,10,4
910,1.19809,10,cb,10,4
910,2.45608,13,cb,10,4
910,1.19809,14,cb,10,4
910,1.01838,16,cb,10,4
910,1.3778,17,cb,10,4
910,0.83866,19,cb,10,4
910,2.09665,21,cb,10,4
920,2.3327,6,cb,10,4
920,1.1948,3,cb,10,4
920,1.76375,8,cb,10,4
920,0.68274,10,cb,10,4
920,1.87754,13,cb,10,4
920,1.1379,14,cb,10,4
920,0.73964,16,cb,10,4
920,0.85343,17,cb,10,4
920,0.96722,19,cb,10,4
920,1.76375,21,cb,10,4
930,2.40649,6,cb,10,4
930,1.77622,3,cb,10,4
930,2.46379,8,cb,10,4
930,1.26054,10,cb,10,4
930,2.3492,13,cb,10,4
930,0.68757,14,cb,10,4
930,1.31784,16,cb,10,4
930,1.14595,17,cb,10,4
930,1.31784,19,cb,10,4
930,1.77622,21,cb,10,4
940,1.88338,6,cb,10,4
940,1.76924,3,cb,10,4
940,1.88338,8,cb,10,4
940,1.31266,10,cb,10,4
940,1.88338,13,cb,10,4
940,0.97023,14,cb,10,4
940,0.97023,16,cb,10,4
940,0.68487,17,cb,10,4
940,1.08437,19,cb,10,4
940,1.19851,21,cb,10,4
950,1.73547,6,cb,10,4
950,1.25672,3,cb,10,4
950,1.97484,8,cb,10,4
950,1.13703,10,cb,10,4
950,2.63312,13,cb,10,4
950,1.25672,14,cb,10,4
950,1.01734,16,cb,10,4
950,1.19687,17,cb,10,4
950,0.71812,19,cb,10,4
950,1.85515,21,cb,10,4
960,1.25676,6,cb,10,4
960,1.85521,3,cb,10,4
960,2.03475,8,cb,10,4
960,0.83784,10,cb,10,4
960,2.69305,13,cb,10,4
960,0.89768,14,cb,10,4
960,0.95753,16,cb,10,4
960,0.83784,17,cb,10,4
960,1.13706,19,cb,10,4
960,1.25676,21,cb,10,4
970,2.56801,6,cb,10,4
970,1.85135,3,cb,10,4
970,1.31386,8,cb,10,4
970,1.19442,10,cb,10,4
970,2.74717,13,cb,10,4
970,1.37359,14,cb,10,4
970,1.55275,16,cb,10,4
970,1.43331,17,cb,10,4
970,1.19442,19,cb,10,4
970,1.25414,21,cb,10,4
980,2.52193,6,cb,10,4
980,1.83413,3,cb,10,4
980,2.57925,8,cb,10,4
980,0.80243,10,cb,10,4
980,2.57925,13,cb,10,4
980,1.14633,14,cb,10,4
980,0.0,16,cb,10,4
980,1.08902,17,cb,10,4
980,1.14633,19,cb,10,4
980,1.94877,21,cb,10,4
990,2.57012,6,cb,10,4
990,1.94187,3,cb,10,4
990,1.6563,8,cb,10,4
990,1.54207,10,cb,10,4
990,0.97093,13,cb,10,4
990,1.02805,14,cb,10,4
990,1.88475,16,cb,10,4
990,1.02805,17,cb,10,4
990,0.85671,19,cb,10,4
990,1.59918,21,cb,10,4
1000,1.93935,6,cb,10,4
1000,2.56679,3,cb,10,4
1000,0.17112,8,cb,10,4
1000,0.62744,10,cb,10,4
1000,1.19784,13,cb,10,4
1000,0.79856,14,cb,10,4
1000,0.05704,16,cb,10,4
1000,0.79856,17,cb,10,4
1000,1.1408,19,cb,10,4
1000,1.54007,21,cb,10,4
1010,1.97682,6,cb,10,4
1010,1.97682,3,cb,10,4
1010,1.25797,8,cb,10,4
1010,1.31788,10,cb,10,4
1010,0.95846,13,cb,10,4
1010,1.19807,14,cb,10,4
1010,2.27633,16,cb,10,4
1010,0.83865,17,cb,10,4
1010,1.13817,19,cb,10,4
1010,1.37778,21,cb,10,4
1020,2.51733,6,cb,10,4
1020,1.888,3,cb,10,4
1020,1.20146,8,cb,10,4
1020,0.85818,10,cb,10,4
1020,0.51491,13,cb,10,4
1020,0.97261,14,cb,10,4
1020,0.0,16,cb,10,4
1020,1.20146,17,cb,10,4
1020,1.08703,19,cb,10,4
1020,1.888,21,cb,10,4
1030,2.15188,6,cb,10,4
1030,2.3312,3,cb,10,4
1030,1.13571,8,cb,10,4
1030,1.13571,10,cb,10,4
1030,1.67368,13,cb,10,4
1030,0.95639,14,cb,10,4
1030,2.21165,16,cb,10,4
1030,0.83684,17,cb,10,4
1030,0.83684,19,cb,10,4
1030,1.97256,21,cb,10,4
1040,2.39711,6,cb,10,4
1040,1.71222,3,cb,10,4
1040,1.42685,8,cb,10,4
1040,1.14148,10,cb,10,4
1040,0.62781,13,cb,10,4
1040,1.19855,14,cb,10,4
1040,0.17122,16,cb,10,4
1040,1.88344,17,cb,10,4
1040,1.3127,19,cb,10,4
1040,1.94052,21,cb,10,4
1050,2.33495,6,cb,10,4
1050,2.6197,3,cb,10,4
1050,0.5695,8,cb,10,4
1050,0.96815,10,cb,10,4
1050,1.4807,13,cb,10,4
1050,0.9112,14,cb,10,4
1050,2.33495,16,cb,10,4
1050,0.2278,17,cb,10,4
1050,1.2529,19,cb,10,4
1050,2.0502,21,cb,10,4
1060,2.05532,6,cb,10,4
1060,2.11241,3,cb,10,4
1060,1.54149,8,cb,10,4
1060,1.31312,10,cb,10,4
1060,1.19894,13,cb,10,4
1060,1.54149,14,cb,10,4
1060,0.0,16,cb,10,4
1060,1.54149,17,cb,10,4
1060,0.91348,19,cb,10,4
1060,1.99823,21,cb,10,4
1070,0.79964,6,cb,10,4
1070,2.62739,3,cb,10,4
1070,1.02811,8,cb,10,4
1070,1.02811,10,cb,10,4
1070,1.02811,13,cb,10,4
1070,1.02811,14,cb,10,4
1070,1.94199,16,cb,10,4
1070,0.91388,17,cb,10,4
1070,1.14235,19,cb,10,4
1070,0.74252,21,cb,10,4
1080,1.1945,6,cb,10,4
1080,1.01532,3,cb,10,4
1080,1.1945,8,cb,10,4
1080,0.9556,10,cb,10,4
1080,0.53752,13,cb,10,4
1080,1.13477,14,cb,10,4
1080,0.59725,16,cb,10,4
1080,1.07505,17,cb,10,4
1080,0.9556,19,cb,10,4
1080,2.1501,21,cb,10,4
1090,0.91588,6,cb,10,4
1090,0.85863,3,cb,10,4
1090,0.74415,8,cb,10,4
1090,1.14484,10,cb,10,4
1090,1.54554,13,cb,10,4
1090,0.68691,14,cb,10,4
1090,1.0876,16,cb,10,4
1090,1.03036,17,cb,10,4
1090,1.31657,19,cb,10,4
1090,2.63314,21,cb,10,4
1100,0.45734,6,cb,10,4
1100,0.74318,3,cb,10,4
1100,0.74318,8,cb,10,4
1100,1.25768,10,cb,10,4
1100,0.57167,13,cb,10,4
1100,1.14335,14,cb,10,4
1100,1.37202,16,cb,10,4
1100,1.48635,17,cb,10,4
1100,0.97185,19,cb,10,4
1100,2.05803,21,cb,10,4
1110,1.37024,6,cb,10,4
1110,1.42733,3,cb,10,4
1110,1.54152,8,cb,10,4
1110,0.97059,10,cb,10,4
1110,1.54152,13,cb,10,4
1110,1.14187,14,cb,10,4
1110,1.02768,16,cb,10,4
1110,0.8564,17,cb,10,4
1110,0.51384,19,cb,10,4
1110,1.42733,21,cb,10,4
1120,1.02775,6,cb,10,4
1120,1.08485,3,cb,10,4
1120,0.74226,8,cb,10,4
1120,0.57097,10,cb,10,4
1120,0.57097,13,cb,10,4
1120,1.08485,14,cb,10,4
1120,0.85646,16,cb,10,4
1120,1.37033,17,cb,10,4
1120,1.25614,19,cb,10,4
1120,1.02775,21,cb,10,4
1130,1.55431,6,cb,10,4
1130,1.31518,3,cb,10,4
1130,1.55431,8,cb,10,4
1130,1.2554,10,cb,10,4
1130,0.77715,13,cb,10,4
1130,0.89672,14,cb,10,4
1130,0.89672,16,cb,10,4
1130,0.9565,17,cb,10,4
1130,1.19562,19,cb,10,4
1130,1.13584,21,cb,10,4
1140,0.89203,6,cb,10,4
1140,1.01096,3,cb,10,4
1140,0.89203,8,cb,10,4
1140,1.1299,10,cb,10,4
1140,1.90299,13,cb,10,4
1140,1.01096,14,cb,10,4
1140,1.01096,16,cb,10,4
1140,1.1299,17,cb,10,4
1140,0.89203,19,cb,10,4
1140,0.89203,21,cb,10,4
1150,1.09199,6,cb,10,4
1150,1.14946,3,cb,10,4
1150,0.8621,8,cb,10,4
1150,0.97704,10,cb,10,4
1150,1.26441,13,cb,10,4
1150,1.32188,14,cb,10,4
1150,1.55177,16,cb,10,4
1150,0.97704,17,cb,10,4
1150,1.37935,19,cb,10,4
1150,0.91957,21,cb,10,4
1160,1.31763,6,cb,10,4
1160,1.07806,3,cb,10,4
1160,1.07806,8,cb,10,4
1160,1.07806,10,cb,10,4
1160,0.89838,13,cb,10,4
1160,0.11978,14,cb,10,4
1160,0.7786,16,cb,10,4
1160,0.47914,17,cb,10,4
1160,0.71871,19,cb,10,4
1160,1.43741,21,cb,10,4
1170,1.14265,6,cb,10,4
1170,1.14265,3,cb,10,4
1170,0.85699,8,cb,10,4
1170,0.91412,10,cb,10,4
1170,0.74272,13,cb,10,4
1170,1.82824,14,cb,10,4
1170,1.02839,16,cb,10,4
1170,1.65684,17,cb,10,4
1170,1.25692,19,cb,10,4
1170,0.74272,21,cb,10,4
1180,0.91371,6,cb,10,4
1180,1.02793,3,cb,10,4
1180,1.31347,8,cb,10,4
1180,1.37057,10,cb,10,4
1180,1.31347,13,cb,10,4
1180,1.14214,14,cb,10,4
1180,1.14214,16,cb,10,4
1180,0.62818,17,cb,10,4
1180,1.08504,19,cb,10,4
1180,0.57107,21,cb,10,4
1190,0.79933,6,cb,10,4
1190,1.0848,3,cb,10,4
1190,1.25609,8,cb,10,4
1190,1.19899,10,cb,10,4
1190,0.74223,13,cb,10,4
1190,1.02771,14,cb,10,4
1190,1.31318,16,cb,10,4
1190,1.31318,17,cb,10,4
1190,1.19899,19,cb,10,4
1190,1.54156,21,cb,10,4
1200,1.5534,6,cb,10,4
1200,1.07543,3,cb,10,4
1200,1.13518,8,cb,10,4
1200,1.13518,10,cb,10,4
1200,1.43391,13,cb,10,4
1200,0.95594,14,cb,10,4
1200,1.01568,16,cb,10,4
1200,1.19492,17,cb,10,4
1200,1.19492,19,cb,10,4
1200,0.71695,21,cb,10,4
1210,1.14378,6,cb,10,4
1210,0.80065,3,cb,10,4
1210,0.80065,8,cb,10,4
1210,0.85783,10,cb,10,4
1210,1.08659,13,cb,10,4
1210,1.0294,14,cb,10,4
1210,0.85783,16,cb,10,4
1210,0.97221,17,cb,10,4
1210,0.62908,19,cb,10,4
1210,1.25816,21,cb,10,4
1220,1.25427,6,cb,10,4
1220,1.13482,3,cb,10,4
1220,1.37373,8,cb,10,4
1220,0.77646,10,cb,10,4
1220,1.13482,13,cb,10,4
1220,1.13482,14,cb,10,4
1220,0.83618,16,cb,10,4
1220,1.19455,17,cb,10,4
1220,1.25427,19,cb,10,4
1220,1.13482,21,cb,10,4
1230,0.62795,6,cb,10,4
1230,1.08464,3,cb,10,4
1230,1.14173,8,cb,10,4
1230,1.54134,10,cb,10,4
1230,0.91338,13,cb,10,4
1230,1.08464,14,cb,10,4
1230,1.42716,16,cb,10,4
1230,1.08464,17,cb,10,4
1230,1.2559,19,cb,10,4
1230,0.39961,21,cb,10,4
1240,0.89819,6,cb,10,4
1240,0.89819,3,cb,10,4
1240,1.37723,8,cb,10,4
1240,0.95807,10,cb,10,4
1240,0.83831,13,cb,10,4
1240,1.07783,14,cb,10,4
1240,0.65868,16,cb,10,4
1240,1.01795,17,cb,10,4
1240,0.65868,19,cb,10,4
1240,1.97603,21,cb,10,4
1250,0.7431,6,cb,10,4
1250,1.25755,3,cb,10,4
1250,0.80026,8,cb,10,4
1250,1.08607,10,cb,10,4
1250,1.60052,13,cb,10,4
1250,1.14323,14,cb,10,4
1250,0.85742,16,cb,10,4
1250,1.20039,17,cb,10,4
1250,1.4862,19,cb,10,4
1250,0.80026,21,cb,10,4
1260,1.43359,6,cb,10,4
1260,1.13493,3,cb,10,4
1260,0.83626,8,cb,10,4
1260,0.896,10,cb,10,4
1260,0.1792,13,cb,10,4
1260,0.83626,14,cb,10,4
1260,1.19466,16,cb,10,4
1260,1.01546,17,cb,10,4
1260,1.37386,19,cb,10,4
1260,1.55306,21,cb,10,4
1270,1.26003,6,cb,10,4
1270,1.03094,3,cb,10,4
1270,1.14548,8,cb,10,4
1270,0.97366,10,cb,10,4
1270,1.66095,13,cb,10,4
1270,1.20276,14,cb,10,4
1270,1.31731,16,cb,10,4
1270,0.80184,17,cb,10,4
1270,0.80184,19,cb,10,4
1270,0.17182,21,cb,10,4
1280,1.07536,6,cb,10,4
1280,0.95587,3,cb,10,4
1280,1.25458,8,cb,10,4
1280,1.67278,10,cb,10,4
1280,1.55329,13,cb,10,4
1280,1.43381,14,cb,10,4
1280,0.89613,16,cb,10,4
1280,0.65716,17,cb,10,4
1280,0.89613,19,cb,10,4
1280,1.97148,21,cb,10,4
1290,0.85828,6,cb,10,4
1290,1.25881,3,cb,10,4
1290,0.6294,8,cb,10,4
1290,0.0,10,cb,10,4
1290,0.0,13,cb,10,4
1290,0.28609,14,cb,10,4
1290,1.14437,16,cb,10,4
1290,1.37324,17,cb,10,4
1290,0.68662,19,cb,10,4
1290,0.85828,21,cb,10,4
1300,0.77806,6,cb,10,4
1300,0.89776,3,cb,10,4
1300,0.83791,8,cb,10,4
1300,2.15463,10,cb,10,4
1300,2.03493,13,cb,10,4
1300,1.85538,14,cb,10,4
1300,1.19702,16,cb,10,4
1300,1.37657,17,cb,10,4
1300,0.35911,19,cb,10,4
1300,1.37657,21,cb,10,4
1310,1.54256,6,cb,10,4
1310,0.91411,3,cb,10,4
1310,1.59969,8,cb,10,4
1310,0.0,10,cb,10,4
1310,0.85698,13,cb,10,4
1310,0.51419,14,cb,10,4
1310,0.91411,16,cb,10,4
1310,0.68558,17,cb,10,4
1310,1.94248,19,cb,10,4
1310,0.85698,21,cb,10,4
1320,0.11954,6,cb,10,4
1320,0.77702,3,cb,10,4
1320,0.83679,8,cb,10,4
1320,1.97244,10,cb,10,4
1320,0.77702,13,cb,10,4
1320,1.31496,14,cb,10,4
1320,1.37473,16,cb,10,4
1320,1.55404,17,cb,10,4
1320,1.31496,19,cb,10,4
1320,1.13565,21,cb,10,4
1330,1.54109,6,cb,10,4
1330,1.54109,3,cb,10,4
1330,1.08447,8,cb,10,4
1330,1.14155,10,cb,10,4
1330,1.14155,13,cb,10,4
1330,1.19862,14,cb,10,4
1330,1.08447,16,cb,10,4
1330,0.85616,17,cb,10,4
1330,0.79908,19,cb,10,4
1330,1.02739,21,cb,10,4
1340,1.60231,6,cb,10,4
1340,0.34335,3,cb,10,4
1340,1.31618,8,cb,10,4
1340,0.97283,10,cb,10,4
1340,0.85838,13,cb,10,4
1340,0.85838,14,cb,10,4
1340,1.03005,16,cb,10,4
1340,1.14451,17,cb,10,4
1340,1.14451,19,cb,10,4
1340,1.20173,21,cb,10,4
1350,1.0143,6,cb,10,4
1350,0.77564,3,cb,10,4
1350,0.83531,8,cb,10,4
1350,0.95464,10,cb,10,4
1350,1.25296,13,cb,10,4
1350,1.1933,14,cb,10,4
1350,1.31263,16,cb,10,4
1350,1.0143,17,cb,10,4
1350,1.0143,19,cb,10,4
1350,0.95464,21,cb,10,4
1360,0.97135,6,cb,10,4
1360,2.28552,3,cb,10,4
1360,0.79993,8,cb,10,4
1360,1.08562,10,cb,10,4
1360,1.08562,13,cb,10,4
1360,1.31417,14,cb,10,4
1360,0.62852,16,cb,10,4
1360,0.79993,17,cb,10,4
1360,1.1999,19,cb,10,4
1360,0.79993,21,cb,10,4
1370,1.01842,6,cb,10,4
1370,0.05991,3,cb,10,4
1370,1.25804,8,cb,10,4
1370,1.07832,10,cb,10,4
1370,0.8986,13,cb,10,4
1370,1.01842,14,cb,10,4
1370,1.13823,16,cb,10,4
1370,1.55758,17,cb,10,4
1370,1.07832,19,cb,10,4
1370,1.55758,21,cb,10,4
1380,1.14229,6,cb,10,4
1380,1.94188,3,cb,10,4
1380,1.31363,8,cb,10,4
1380,1.02806,10,cb,10,4
1380,1.37074,13,cb,10,4
1380,1.25651,14,cb,10,4
1380,0.85671,16,cb,10,4
1380,0.85671,17,cb,10,4
1380,1.31363,19,cb,10,4
1380,0.91383,21,cb,10,4
1390,1.08315,6,cb,10,4
1390,1.14016,3,cb,10,4
1390,1.08315,8,cb,10,4
1390,1.14016,10,cb,10,4
1390,0.7411,13,cb,10,4
1390,0.79811,14,cb,10,4
1390,1.36819,16,cb,10,4
1390,0.85512,17,cb,10,4
1390,1.14016,19,cb,10,4
1390,1.08315,21,cb,10,4
1400,1.14307,6,cb,10,4
1400,0.62869,3,cb,10,4
1400,0.51438,8,cb,10,4
1400,0.51438,10,cb,10,4
1400,1.48599,13,cb,10,4
1400,0.97161,14,cb,10,4
1400,1.20022,16,cb,10,4
1400,1.31453,17,cb,10,4
1400,0.80015,19,cb,10,4
1400,0.743,21,cb,10,4
1410,1.19489,6,cb,10,4
1410,1.61311,3,cb,10,4
1410,1.43387,8,cb,10,4
1410,1.31438,10,cb,10,4
1410,1.01566,13,cb,10,4
1410,1.01566,14,cb,10,4
1410,0.95591,16,cb,10,4
1410,1.25464,17,cb,10,4
1410,1.13515,19,cb,10,4
1410,1.25464,21,cb,10,4
1420,0.85869,6,cb,10,4
1420,0.91593,3,cb,10,4
1420,1.14492,8,cb,10,4
1420,1.31665,10,cb,10,4
1420,0.97318,13,cb,10,4
1420,1.25941,14,cb,10,4
1420,1.14492,16,cb,10,4
1420,0.68695,17,cb,10,4
1420,0.97318,19,cb,10,4
1420,1.48839,21,cb,10,4
1430,0.95696,6,cb,10,4
1430,0.71772,3,cb,10,4
1430,1.25602,8,cb,10,4
1430,1.07658,10,cb,10,4
1430,0.89715,13,cb,10,4
1430,1.01677,14,cb,10,4
1430,1.13639,16,cb,10,4
1430,1.37564,17,cb,10,4
1430,1.25602,19,cb,10,4
1430,0.41867,21,cb,10,4
1440,1.31268,6,cb,10,4
1440,1.54098,3,cb,10,4
1440,0.8561,8,cb,10,4
1440,1.25561,10,cb,10,4
1440,1.25561,13,cb,10,4
1440,1.08439,14,cb,10,4
1440,0.97024,16,cb,10,4
1440,0.91317,17,cb,10,4
1440,1.14146,19,cb,10,4
1440,0.45659,21,cb,10,4
0,0.17128,1,cf,10,1
0,0.22837,2,cf,10,1
