Time_ms,UE_ID,Mean_Throughput,Std_Throughput,Mean_SE,Std_SE
0,1,1.1332182758620688,0.442516775816538,0.029697241379310343,0.01159728813638027
0,5,1.0846148275862069,0.702713994003762,0.02842310344827586,0.01841471734848598
0,6,0.8362641379310345,0.4462805591978887,0.02191448275862069,0.011694412458889102
0,8,1.030121724137931,0.45045660547357763,0.026993793103448273,0.011804606671547797
0,9,1.1230175862068965,0.6674179645397584,0.02942896551724138,0.017490090938428043
0,10,1.0844472413793103,0.6536639656740225,0.028418275862068968,0.017129445631294316
0,12,0.9632175862068965,0.5596975029976663,0.02524103448275862,0.014666955654713758
0,15,0.960898275862069,0.45924475754896416,0.025180344827586205,0.012035191696128551
0,18,1.0663710344827586,0.6185686114233224,0.02794448275862069,0.016209994180444647
0,20,0.954803448275862,0.549522590425257,0.025021379310344826,0.014400206031298384
100,1,0.9294844827586207,0.44904577007079455,0.024358275862068964,0.011767896422338895
100,5,1.1550955172413795,0.7729291065744008,0.03027,0.02025460318051183
100,6,1.0975541379310345,0.8292256601428883,0.028761724137931034,0.021730072656009874
100,8,1.1402244827586208,0.5197075657767701,0.029880344827586208,0.013618837658279122
100,9,0.8678037931034482,0.42680943554148537,0.022740344827586207,0.011184792444194234
100,10,1.0454155172413793,0.521890177025412,0.02739689655172414,0.013676218437086921
100,12,1.0044210344827587,0.622685151279434,0.02632137931034483,0.016316942273980558
100,15,1.1420196551724138,0.6834921078156685,0.029926896551724137,0.017911136021929463
100,18,0.9286610344827587,0.5455235513663184,0.024337241379310343,0.014295830535147484
100,20,1.149516551724138,0.5786599948234828,0.030123793103448274,0.015164451243849663
200,1,1.3479862068965518,0.639169797038168,0.03532448275862069,0.0167490911451097
200,5,0.9715627586206896,0.6831470123045914,0.025459310344827586,0.017901111085036527
200,6,1.0842520689655173,0.6969459790111802,0.028413103448275863,0.01826416106231942
200,8,1.0175237931034482,0.45656431298976136,0.026665172413793105,0.011964703333642208
200,9,1.1850113793103447,0.5928147314520794,0.031053448275862067,0.015534840859882406
200,10,1.0667824137931035,0.4877976909953491,0.02795551724137931,0.012783001432205333
200,12,1.0469031034482759,0.6011943763168652,0.027434137931034483,0.01575417915466999
200,15,1.0369606896551724,0.4936999167216215,0.02717344827586207,0.012937750211759075
200,18,0.9801527586206897,0.5407673418584832,0.025685862068965518,0.014171535988241
200,20,1.0190779310344829,0.6493019664849945,0.026705172413793103,0.01701553295011222
300,1,0.8810944827586207,0.4725620649984674,0.023089655172413792,0.012384009702249862
