Time_ms,UE_ID,Mean_Throughput,Std_Throughput,Mean_SE,Std_SE
0,1,0.6019489655172414,0.4196488793226413,0.015774827586206897,0.010997382032845575
0,2,0.6935044827586206,0.3871236139288458,0.018173448275862068,0.010144434531823022
0,3,0.6729079310344828,0.39843347930524203,0.017633103448275865,0.010440912693906285
0,4,0.5486244827586206,0.46394651842785717,0.014377241379310344,0.012158257598542329
0,5,0.5767089655172414,0.39745305700659994,0.015113103448275862,0.010415395576963485
0,6,0.552656551724138,0.44030484585987095,0.014482068965517242,0.011537880586296831
0,7,0.6228172413793104,0.4653728928573343,0.016320689655172412,0.012195275704443469
0,8,0.6209444827586207,0.40940678060357916,0.01627206896551724,0.010729033833252364
0,9,0.635746551724138,0.411836289546811,0.016659310344827587,0.010792077097520095
0,10,0.614356551724138,0.3919630290535417,0.0161,0.010271542866441384
100,1,0.5675024137931035,0.45733390446817773,0.014871724137931034,0.011985273722652167
100,2,0.7603775862068965,0.2917401696428712,0.019925862068965516,0.007645272823890862
100,3,0.6567779310344828,0.40517692452433063,0.017210689655172414,0.010617482863868065
100,4,0.7503910344827587,0.3758399254749746,0.019664137931034484,0.009850228611285185
100,5,0.6204531034482759,0.4700921008248084,0.01625896551724138,0.012318721914464639
100,6,0.603811724137931,0.40346054339806764,0.01582344827586207,0.0105733655528077
100,7,0.6234975862068965,0.4386696651781804,0.01633896551724138,0.01149549767294868
100,8,0.5651293103448275,0.41459938987560224,0.01481,0.010864928176739792
100,9,0.6868331034482759,0.44226963713249673,0.017999310344827588,0.011590359889344766
100,10,0.5390534482758621,0.40405006316646896,0.014125862068965519,0.010587850354210372
200,1,0.7650951724137931,0.4261578805327291,0.020050344827586206,0.011167753157691702
200,2,0.46815999999999997,0.42706081371894294,0.012267586206896552,0.011190947443349154
200,3,0.6442013793103448,0.35507048455929485,0.01688241379310345,0.009305652527658512
200,4,0.6044489655172414,0.3678727998268737,0.015839655172413793,0.009639992028286056
200,5,0.6038579310344828,0.4323006564994463,0.015824482758620688,0.011328392455055727
200,6,0.6043362068965517,0.4723384944039738,0.015836896551724138,0.012377468614799427
200,7,0.599148275862069,0.40085480475273055,0.01570103448275862,0.010504575990908364
200,8,0.5251479310344828,0.39269063521864594,0.013762068965517241,0.010291092326900396
200,9,0.6719179310344828,0.4077303910181975,0.01760758620689655,0.010684533098687365
200,10,0.6522272413793103,0.3516523560573562,0.01709206896551724,0.009215146839892906
300,1,0.6159724137931034,0.3995878934035413,0.01614206896551724,0.010471559230093654
