Time_ms,Mean_Latency_us,Std_Latency_us
0,72015541.1724138,11607.381306330644
1000,72015326.34482759,11799.073544966914
2000,72013880.15,12712.351545582162
2100,72018195.33333333,8316.533126842454
3100,72015182.65517241,11582.129955473201
4100,72015271.06896552,11522.084716290787
5100,72015181.10344827,11551.09247877671
6100,72018282.53333333,12349.044699115526
6200,72011955.78571428,10026.678414487087
7200,72015290.55172414,11525.489145442642
8200,72015280.27586207,11601.282887483656
9200,72015326.65517241,11607.323452628127
10200,72018794.8125,11672.590590598424
10300,72010890.53846154,10254.359525061824
11300,72015335.96551724,11610.629118804096
12300,72015351.31034483,11524.65937241712
13300,72015358.31034483,11524.754828828625
14300,72018342.58333333,13363.297343898263
14400,72013182.23529412,9976.14969896754
15400,72015498.03448276,11515.203402100591
16400,72015379.31034483,11555.257554469576
17400,72015727.53571428,11635.317403181827
17500,72005950.0,
18400,72018149.63636364,13380.563353410027
18500,72013809.77777778,10385.125100808802
19500,72015416.13793103,11564.987189549336
20500,72015420.89655173,11593.618797007119
21500,72016280.44444445,11556.69342959444
21600,72004044.0,2691.248409196
22500,72017869.7,11403.996775497053
22600,72014160.36842105,11722.388670164639
23600,72015444.1724138,11537.049016315243
24600,72015493.1724138,11625.759806411334
25600,72016345.57692307,11782.821377488164
25700,72007389.66666667,6102.851000418446
26600,72023688.25,7878.924958391984
26700,72012358.76190476,11331.364317260883
27700,72015546.03448276,11548.434267657361
28700,72015547.03448276,11593.19492042687
29700,72017180.12,11346.782750046297
29800,72005058.0,7055.917941699719
30700,72024559.625,8689.253608214614
30800,72012556.1904762,10447.652533556073
31800,72016138.75,11500.251741597714
31900,72002280.0,
32800,72016089.82142857,11478.734602634668
32900,72002318.0,
33800,72017342.28,11327.948091344353
33900,72005049.75,6976.664168260649
34800,72021688.25,12493.631289003948
34900,72013714.71428572,10125.612357500899
35900,72016071.25,11489.93867318419
36000,72002164.0,
36900,72016128.67857143,11515.979738494538
37000,72002084.0,
37900,72017561.86956522,11749.388894374422
38000,72009654.2,7656.298139440048
38100,72002629.0,
38900,72019868.0,12318.455869142459
39000,72014878.14285715,11200.100808858131
39100,72002114.0,
40000,72016185.03571428,11491.506082119036
40100,72002245.0,
41000,72016172.92857143,11455.864488542351
41100,72002179.0,
42000,72017485.5,12047.607696727411
