Time_ms,Mean_Latency_us,Std_Latency_us
42100,72011688.5,8246.162204322014
42200,72002330.0,
43000,72021124.66666667,11863.538005161989
43100,72013812.84210527,10730.792386927771
43200,72002429.0,
44100,72016166.92857143,11503.38912034712
44200,72002171.0,
45100,72016283.35714285,11458.915494600673
45200,72002294.0,
46100,72018188.31818181,11439.625315990848
46200,72009133.83333333,8625.001203860627
46300,72002125.0,
47100,72018259.33333333,13170.924396816665
47200,72015725.18181819,11277.016481651204
47300,72002228.0,
48200,72016218.78571428,11483.500464382218
48300,72002318.0,
49200,72016269.75,11400.816015704084
49300,72002261.0,
50200,72017738.23809524,11568.216988391965
50300,72011784.28571428,10790.840231638864
50400,72002321.0,
51200,72019452.0,12433.14047213948
51300,72015220.23809524,11296.804384000678
51500,72002686.0,
52300,72016340.75,11445.482801733735
52600,72002373.0,
53300,72016336.46428572,11484.481298801738
53800,72002308.0,
54300,72019375.0,11550.296344544762
54400,72010863.7,9499.205055042961
55000,72002251.0,
55300,72020106.5,13478.892977539019
55400,72015271.68181819,10981.464432615907
56100,72002339.0,
56400,72016351.64285715,11478.684652401222
57300,72002419.0,
57400,72016472.5925926,11717.756746656567
57500,72014405.0,
58400,72018317.78947368,12123.482546870167
58500,72011337.7,9359.154580171742
59400,72020184.66666667,13508.029725561399
59500,72015320.63636364,10976.280832277711
59600,72002313.0,
60500,72016426.71428572,11451.866973326503
60600,72002372.0,
61500,72016941.55555555,11414.913926476453
61600,72008566.5,8418.106230025849
62500,72018180.8125,12021.835191118797
62600,72013317.23076923,10865.228277654453
63500,72028431.25,4233.279373013799
63600,72014461.83333333,11126.33805013311
63700,72002515.0,
64600,72016479.67857143,11490.521424048946
64700,72002700.0,
65600,72016568.4074074,11681.939134546174
65700,72008727.0,8020.005112217822
66600,72018160.75,12001.092519715312
66700,72013261.38461539,10866.704947823033
67600,72028545.25,4114.9061046414645
67700,72014495.375,11105.320482875068
67800,72002390.0,
68600,72023934.0,
68700,72016280.8888889,11595.352697498283
68800,72002474.0,
69700,72016585.55555555,11697.569945986883
69800,72008894.5,8781.559115555734
70700,72019060.76470588,12094.560184903745
70800,72011878.0,9852.66783437888
71700,72028664.5,4139.626915558404
71800,72014523.0,11085.347873560051
71900,72002507.0,
72700,72024052.0,
72800,72016322.7037037,11572.813778636391
72900,72002681.0,
73800,72016462.07692307,11884.918395756988
73900,72013142.66666667,9509.895916007845
74800,72019213.41176471,12104.731740405672
74900,72011967.66666667,9808.067702706572
75800,72028633.5,4154.081888137132
75900,72014529.66666667,11094.488716662374
76000,72002462.0,
76800,72024134.0,
76900,72016365.1111111,11620.054452862703
77000,72002985.0,
77900,72017251.69565217,11803.842249790448
78000,72012167.33333333,10140.532425204769
78900,72018402.875,12061.467190328125
79000,72013478.15384616,10733.689951476748
79900,72029257.0,4906.076945992592
80000,72015235.2,11045.185214235808
80100,72002749.0,
80900,72024049.0,
81000,72016475.92592593,11518.980480157994
81100,72002672.0,
82000,72017212.43478261,11906.122423602783
82100,72012080.5,10192.465977379288
83000,72019144.1764706,11994.235674051515
83100,72012071.91666667,9835.005259125846
84000,72028713.25,4198.522150709699
84100,72014710.58333333,11108.427822531587
84200,72002752.0,
85100,72016756.89285715,11499.187936986898
85200,72002649.0,
86100,72017270.82608695,11910.627262510907
86200,72012206.5,10185.329916109738
87100,72019854.42857143,12145.237190665066
87200,72013007.26666667,10129.119926999667
88100,72029393.0,4925.014010132357
88200,72015264.6,11109.342010968663
88300,72002715.0,
89200,72016760.17857143,11477.574485845991
89300,72002995.0,
