Time_ms,Mean_Latency_us,Std_Latency_us
0,71464892.31034483,9862.246107913155
1000,71462917.86666666,9921.444313540864
1100,71466585.07142857,9462.747238628162
2100,71464575.2413793,9882.241997852128
3100,71464094.35714285,11405.877733109812
3200,71464731.2,8941.45983766463
4100,71470246.75,1378.8909492794633
4200,71462753.7,10742.096546817527
4300,71466469.2,9383.315176418946
5200,71463665.06666666,11223.914363450762
5300,71463812.83333333,8560.05172917066
5400,71476360.0,0.0
6200,71466875.0,10995.877227398156
6300,71460979.25,7939.491986262744
6400,71474366.25,6259.921744717146
7200,71470258.0,
7300,71464467.21428572,11269.438360032966
7400,71463101.33333333,8303.870733067906
7500,71477376.0,0.0
8300,71466077.14285715,10545.370855317653
8400,71462772.93333334,9566.947523824392
8500,71466562.85714285,10725.954229943356
9300,71468545.0,
9400,71465722.92307693,9746.115212922696
9500,71459646.6,8614.63015521384
9600,71470388.8,10919.762002900912
10300,71468832.0,
10400,71462524.875,10145.937321165318
10500,71469679.22222222,7613.653521435619
10600,71462156.4,11488.26600589369
10700,71453552.0,
11400,71464304.0,5566.3445815005025
11500,71466327.72727273,10402.001567878364
11600,71461462.0,9023.860310812272
11700,71471624.0,12162.622633844267
12400,71468842.0,
12500,71466604.22222222,9801.883158071423
12600,71463310.57142857,6855.916176490564
12700,71464821.72727273,11858.85896779859
12800,71453902.0,
13400,71468552.0,
13500,71463513.83333333,9769.599304302455
13600,71467282.75,12476.871492884708
13700,71464190.76923077,9605.308490222633
13800,71468007.25,13835.096539238853
13900,71453496.0,
14500,71464817.0,4743.27228819936
14600,71465847.55555555,10675.597502143104
14700,71462320.16666667,3248.2119645538614
14800,71466259.9,12376.933415298041
14900,71464933.0,14910.053588099541
15500,71464547.5,5585.436464592539
15600,71465152.66666667,9487.218468375537
15700,71464470.57142857,9142.434902823707
15800,71466893.8,9303.820973126658
15900,71464794.5,13332.643688117772
16000,71454034.0,
16500,71468408.0,
16600,71460250.0,
16700,71465359.5,11828.69759766926
16800,71465935.66666667,7595.358615628061
16900,71463296.625,12404.69261365709
17000,71464429.0,15047.232303649731
17600,71464628.5,5965.859912870901
17700,71467606.16666667,12082.430507420817
17800,71460776.0,4835.591114701308
17900,71473686.5,9235.030194861603
18000,71461355.66666667,11658.281394212407
18100,71453462.0,
18600,71468643.0,
18700,71467809.66666667,6377.9884237367205
18800,71462994.14285715,11796.47387186132
18900,71465409.125,8030.603045094407
19000,71463365.14285715,13963.002093969833
19100,71463970.33333333,9754.787867163783
19700,71468209.0,
19800,71470663.8,7385.326851264026
19900,71458969.25,7921.145150796499
20000,71470401.0,8605.121531475146
20100,71460323.85714285,10952.547411882351
20800,71472981.75,5413.781080106401
20900,71461731.0,8572.545946216911
21000,71464732.44444445,9245.241926406417
21100,71462637.0,12794.196887652104
21200,71464224.66666667,10019.820873314044
21800,71470772.0,1056.5509926170153
21900,71468592.0,10547.115624662507
22000,71464352.22222222,9546.401714490981
22100,71462897.44444445,12088.432012787018
22200,71464663.8,9636.398118592311
22900,71473424.5,5823.759867990473
23000,71459879.28571428,7608.088452743777
23100,71468144.0,11521.44518712822
23200,71462742.77777778,11248.400083765704
23300,71464232.33333333,9656.321728969355
23900,71471939.0,0.0
24000,71469900.6,8038.449558218327
24100,71463403.75,11251.573359820755
24200,71462071.77777778,10486.306496781097
24300,71464392.0,11239.512296657484
24400,71465725.0,
25000,71471553.8,6189.888060375706
25100,71460957.28571428,9036.377679769328
25200,71463657.0,11613.048365236806
25300,71466111.8,10781.715387636475
25400,71464173.25,11278.072068544561
25500,71466196.0,
26000,71469849.0,4013.1617211370885
26100,71468392.6,9751.554301750175
26200,71464688.57142857,11385.27367343482
26300,71461576.44444445,10879.16650197905
26400,71463188.0,13582.107053031204
26500,71465434.66666667,10060.667588848026
27000,71471720.0,0.0
27100,71469289.0,4409.157175696961
27200,71466204.625,12360.146785277242
27300,71455133.4,5686.099304443861
27400,71465617.125,9763.90613341867
27500,71465152.5,14189.51177807045
27600,71466002.0,
28100,71471313.0,0.0
28200,71464136.0,9254.810424854939
28300,71472358.66666667,13640.735549569927
28400,71461694.1,10073.653022173017
28500,71463405.5,13865.65687228701
28600,71465623.0,14870.455608353095
28700,71466036.0,
29100,71471421.0,0.0
29200,71469266.75,3966.9006688681616
29300,71464472.875,12598.64213134005
29400,71462968.8,13437.962799473298
29500,71461477.57142857,7565.610415056055
29600,71465754.0,14419.321481956076
29800,71466041.0,
30200,71471406.25,2187.180433799038
30300,71471515.0,6096.206771427623
30400,71459681.66666667,12193.096489406129
30500,71462966.16666667,11145.76898049846
30600,71466739.25,4483.143344797995
30700,71465181.5,14490.739266855919
30900,71465803.0,
31200,71472462.66666667,1838.8606073700334
31300,71470558.0,5824.134671062016
31400,71472295.33333333,13736.211134565645
31500,71459713.0,10380.52563698041
31600,71461160.0,7727.72967953805
31700,71471896.0,5156.222648412305
31800,71455077.0,
31900,71465921.0,
32300,71471969.85714285,4123.7546576147715
32400,71468380.5,16496.094098300968
32500,71461865.66666667,16672.143723389898
32600,71460448.3,10226.721838724578
32700,71466619.66666667,5264.857104741272
32800,71471505.5,5337.949091177247
32900,71455659.0,
33000,71466039.0,
33300,71471489.5,2089.7517396426992
33400,71467631.25,9121.693387193367
33500,71479815.0,
33600,71457588.0,10548.748862847955
33700,71466308.5,10690.650302953778
33800,71467571.5,6045.082657277968
33900,71455122.0,
34000,71466471.0,
34400,71476031.28571428,10569.368929667688
34500,71467939.0,16204.058997670923
34600,71460324.2,11912.233845924142
34700,71459862.125,11460.094831788181
34800,71468236.0,7747.463262255588
34900,71471074.5,5479.370447414557
35000,71454932.0,
35100,71466744.0,
35400,71470805.66666667,4431.066041786612
35500,71470499.33333333,12325.650057233019
35600,71465772.66666667,13064.281891223927
35700,71459039.28571428,12628.425538103778
35800,71456903.0,5397.829100666304
35900,71469662.25,5391.928311528879
36000,71467453.0,
36100,71461565.0,6467.198620732163
36400,71472345.0,5153.703134640178
36500,71466017.75,7223.565295846695
36600,71476786.5,3751.2014741946346
36700,71461252.6,11347.451070613748
36800,71461072.42857143,11510.018590444042
36900,71462632.75,9031.72288381196
37000,71471058.0,5597.45727987271
37100,71455066.0,
37200,71466276.0,
37400,71469561.0,
37500,71469034.33333333,7415.115229493506
37600,71476697.0,3681.1979028571664
37700,71460252.6,12072.137871975021
37800,71453294.5,5210.355170235519
37900,71471621.0,10527.404808403637
38000,71462783.25,9475.948268289803
38100,71472602.0,5167.53635691129
38200,71460726.5,7623.318207972169
38400,71470762.0,
38500,71473212.25,3275.273258320085
38600,71460965.5,5296.936897868428
38700,71476806.5,3725.745630071919
38800,71459659.66666667,10887.086178895546
38900,71462804.33333333,12792.105888659373
39000,71463266.25,8005.485884693343
39100,71475794.0,
39200,71465020.5,12860.15102943974
39300,71466746.0,
39500,71468883.0,
39600,71469889.2,8142.893202050367
39700,71472798.66666667,7605.705117430488
39800,71460437.2,11955.159501236374
39900,71454997.2,4855.406955136752
40000,71476708.0,0.0
40100,71465352.2,9394.607027437116
40200,71467199.0,
40300,71455250.0,
40400,71466262.0,
40500,71468643.0,
