Time_ms,Mean_Latency_us,Std_Latency_us
0,70959223.37931034,11200.623118548652
1000,70959211.0,11042.443677482825
1100,70942938.0,
2100,70958817.27586207,11314.5430780018
3100,70958722.89655173,11232.983245619393
4100,70956362.8888889,9840.018411562072
4200,70962750.36363636,12791.160621872974
5100,70960025.0,18826.01094231064
5200,70958676.66666667,11082.938294096019
6200,70958941.37037037,10971.044106226656
6300,70957207.0,20302.449901428154
7200,70958749.75,12093.938700658899
7300,70959011.47058824,11116.09880487057
8200,70960282.5,19116.63182937831
8300,70958755.7037037,11140.508705469922
9300,70957135.08,11206.853951638359
9400,70969627.25,2025.5784976131638
10300,70957907.1,11279.45964476058
10400,70959353.10526316,11404.793557947709
11300,70960503.66666667,13238.6190493301
11400,70958156.04,11187.112691544891
11500,70971180.0,
12300,70946983.0,
12400,70957504.66666667,10415.179352864769
12500,70961385.38461539,12174.3488842861
13400,70957097.5,10521.214430852038
13500,70959333.47826087,11508.196521176205
14400,70960632.0,13208.465732249148
14500,70958234.8095238,11364.050671399535
14600,70960325.0,11891.322739713953
15400,70954143.5,10088.292447188474
15500,70956401.3,12227.329789813988
15600,70960782.1764706,10841.083318998322
16500,70953876.2,13579.914992370226
16600,70959075.9090909,10743.610885004957
16700,70969903.5,1033.083007313546
17500,70960632.66666667,13142.09748606689
17600,70957924.70588236,10460.323230932952
17700,70960238.8888889,13229.952224447385
18500,70954111.0,10042.330506411348
18600,70958599.25,12334.657303131451
18700,70959512.5263158,11404.418784772954
19500,70947054.0,
19600,70959237.8,15641.517052383842
19700,70960083.2,10230.379128651772
19800,70955024.33333333,12721.102716879039
20600,70950139.66666667,10306.292851131808
20700,70959274.53333333,9852.925692162537
20800,70960947.45454545,13159.236500374638
21700,70957938.72727273,11116.942143328426
21800,70959579.27777778,11769.337768389172
22700,70953801.6,13291.334726055828
22800,70960016.27777778,9691.332706293902
22900,70959989.16666667,14377.763545370426
23700,70954356.5,10321.637684980034
23800,70958451.71428572,11305.62404243954
23900,70960321.15384616,12003.068669072172
24700,70961514.0,
24800,70956562.0,13335.182575929513
24900,70960216.47058824,10521.364711370046
25000,70958201.75,13889.291471607692
25800,70953744.8,13398.642755892048
25900,70959884.2,9562.180715118457
26000,70960621.44444445,13229.339251376296
26800,70961552.0,
26900,70956837.8,11334.898633356996
27000,70962606.5,10927.169620221493
27100,70948674.0,
27900,70954816.66666667,12243.98674724208
28000,70961715.41176471,10558.986457398645
28100,70955792.83333333,11800.768270183846
28900,70957099.0,12999.060530154284
29000,70957406.28571428,10107.363031505334
29100,70963394.2,12159.715665537135
29200,70948826.0,
29900,70961600.0,
30000,70955761.58333333,12080.872097200705
30100,70965054.53846154,8509.64004933519
30200,70954398.33333333,14613.731944079012
31000,70957375.5,14706.755396755018
31100,70959741.71428572,10146.863603554684
31200,70959116.66666667,11377.08009552413
32000,70953141.5,11912.627942649766
32100,70956408.07692307,11183.494448381429
32200,70965112.83333333,8903.223592239234
32300,70946027.0,3918.7857813358464
33100,70956727.1,11994.086741660793
33200,70962203.6,10217.93175745067
33300,70953649.25,12523.181394917188
34100,70960955.83333333,12826.065108469533
34200,70957301.58333333,11263.393316068014
34300,70964132.33333333,9725.73705433361
34400,70945805.0,3638.7714959859736
35100,70953055.0,12245.67523658863
35200,70957343.5,11886.699813422234
35300,70965116.72727273,9520.75185151896
35400,70952672.5,10940.006840340606
36200,70955295.0,12263.883283857285
36300,70964128.2,9757.262762793218
36400,70963068.83333333,8662.752505217155
36500,70946055.5,4072.227952853327
37200,70957422.2,13577.91930672546
37300,70959429.91666667,11576.28278741986
37400,70963909.0,9829.078172150961
37500,70952440.5,9925.748821457586
38300,70955427.38461539,11156.652810007252
38400,70965431.3,9473.426765314838
38500,70957031.5,11362.711098148862
39300,70956680.0,11746.700624242994
39400,70963436.0,12123.340180940446
39500,70961288.77777778,9096.453069434721
39600,70946975.0,4912.977915684132
40300,70957880.0,12294.154240940357
40400,70959043.0,12058.98416496656
40500,70961282.0,11322.126169579293
40600,70958203.2,12192.344204456904
41300,70953910.0,12913.18403802873
41400,70959043.0909091,12242.878341748514
41500,70963599.125,11533.090360688413
41600,70959751.83333333,8676.2399094695
41700,70946244.5,3848.782209998378
42400,70956779.4,11878.364741550447
42500,70963442.125,11975.696179431807
42600,70961272.33333333,9256.10752422558
42700,70946148.0,3729.2811639778515
43400,70957248.25,14640.921837437038
43500,70960102.9,11035.607705664474
43600,70960255.44444445,11770.131276999036
43700,70960162.4,9986.156507883903
43800,70943309.0,
44400,70954064.5,13062.383568859092
44500,70957324.8888889,11560.331077053917
44600,70963736.1111111,12097.1944624024
44700,70961633.28571428,9072.422456989567
44800,70946227.5,3349.5648224806755
45400,70963196.0,
45500,70957532.28571428,13742.530258466988
45600,70959254.44444445,11280.793867358014
45700,70963888.0,9673.307087030136
45800,70948348.66666667,4237.228378706819
46500,70958159.0,15099.383311912085
46600,70959878.57142857,9605.453847635472
46700,70960242.125,12246.764312463629
46800,70963113.83333333,7918.452788684191
46900,70946358.5,3312.795269858975
47500,70951524.0,9954.064697398746
47600,70959962.83333333,13426.58548428025
47700,70960705.0,10819.622903678122
47800,70964834.71428572,9462.215239468402
47900,70948222.0,4338.850999976838
48600,70958554.375,12810.931425238083
48700,70958349.0,11027.986539306345
48800,70966124.0,10818.546690754276
48900,70956702.33333333,10878.107549878412
49600,70957665.33333333,14971.195806172396
49700,70958446.125,5950.228145382639
49800,70962300.14285715,14647.348240423775
49900,70965184.4,6725.569217544838
50000,70948190.66666667,4670.704586389186
50600,70951587.0,10266.311265493561
50700,70960614.0,12553.781395791233
50800,70959246.625,11677.340804645544
50900,70966016.5,9511.629487108188
51000,70954268.8,9942.823100105908
51700,70958429.0,12865.014096931689
51800,70957680.0,11277.64320458782
51900,70967839.2,10254.070908669137
52000,70963995.75,5431.593527685959
52100,70948311.33333333,4675.999821786723
52700,70955258.83333333,12913.038316629141
52800,70959864.85714285,9277.677393045702
52900,70964130.28571428,13240.875395460107
53000,70962613.75,9642.686256949546
53100,70954177.6,9831.66910041443
53700,70960846.0,20872.37796706451
53800,70958638.42857143,11309.326679883532
53900,70958279.75,12476.580377998982
54000,70964006.5,10362.792649667366
54100,70958121.6,10565.464107177086
54200,70949028.0,
54800,70956232.85714285,12075.235269324872
54900,70959858.16666667,9889.72526244945
55000,70964085.85714285,13436.784007944792
55100,70964239.2,8786.99930010056
55200,70950352.5,5499.264102283747
55800,70955490.16666667,12913.697834726065
55900,70959882.4,10650.978466788802
56000,70961352.0,13344.513269504525
56100,70964056.0,10175.461267184333
56200,70956649.83333333,10382.169473027741
56800,70961771.5,2690.5413024148133
56900,70956543.0,13948.668681991277
57000,70959864.125,12203.689189719096
57100,70966746.2,8792.285180771534
57200,70961160.0,12232.947314527271
57300,70954447.0,9034.768314683006
57900,70955583.33333333,13153.874359544823
58000,70957676.5,10976.1256760852
58100,70968014.16666667,9406.81923748019
58200,70963678.0,10115.603821161963
58300,70953666.0,8922.073161546274
58900,70961047.5,12010.520235747152
59000,70955155.125,10905.045744813211
59100,70962964.8,14247.217735405411
59200,70963935.16666667,10428.270085049147
59300,70959309.75,11903.996482276263
59400,70950874.0,2316.4818151671298
59900,70959203.0,
60000,70958471.42857143,13892.526538361066
60100,70956571.57142857,11029.656278367967
60200,70965616.85714285,11006.782264111678
60300,70965234.0,6718.928634834575
60400,70954032.0,8392.624380966074
60900,70959124.0,
61000,70955831.83333333,13274.502754027748
61100,70959763.5,10272.927971128009
61200,70964409.85714285,13082.022313443977
61300,70961115.66666667,11126.77744602143
61400,70957226.0,11211.988226893569
61500,70952498.0,
62000,70961017.5,11939.479734618852
62100,70957972.71428572,11907.866527558737
62200,70958571.0,14137.410371068456
62300,70964021.66666667,10406.78574136462
62400,70960726.0,9742.285323956217
62500,70948193.0,6610.034190531846
63000,70961467.0,2464.974239216305
63100,70959265.83333333,13243.780599457808
63200,70959272.5,9321.240470025574
63300,70963012.66666667,14226.670062478728
63400,70963504.5,10119.661341500845
63500,70953745.6,8927.637750269694
64000,70959079.0,
64100,70957249.5,15539.813694721912
64200,70958310.125,10038.551338822923
64300,70968087.66666667,9460.422626217509
64400,70959109.0,13371.388690035154
64500,70954370.25,10112.58761395915
64600,70953408.0,
65000,70959452.0,
65100,70955261.5,11469.979097626987
65200,70961302.5,13651.099776209543
65300,70961207.71428572,11458.575139956238
65400,70961707.33333333,14606.216151581637
65500,70956011.5,11921.697488195523
65600,70959001.0,7556.256414389337
66100,70959133.0,
66200,70960509.4,15234.873228879116
66300,70957766.375,9500.830594330964
66400,70963186.16666667,14117.710046837785
66500,70963439.25,10174.151180811104
66600,70954121.6,9008.734222964265
67100,70959246.0,
67200,70954920.0,12073.141181979112
67300,70959853.0,11534.6695553004
67400,70964703.71428572,12273.685288915636
67500,70959422.0,13465.270736232436
67600,70949915.0,6383.5818315425395
67700,70959905.5,10416.389993659031
68100,70959004.0,
68200,70955316.0,11484.828340031905
68300,70963964.33333333,18754.887398578954
68400,70960249.77777778,11268.665468653759
68500,70961983.0,10793.721902104971
68600,70956248.0,13651.754319501451
68700,70958893.66666667,7692.010487076919
69200,70961287.0,3034.902304852662
69300,70960217.5,19297.65116536207
69400,70956636.44444445,11105.122287836139
69500,70965722.28571428,10504.096101274246
69600,70961260.0,14254.901355906211
69700,70954337.6,9452.027787731191
70200,70959597.0,
70300,70955041.0,12153.75135503438
70400,70960973.5,11799.250472559912
70500,70959849.16666667,12329.860817001778
70600,70963763.33333333,14386.435606733827
70700,70952735.75,7563.130497133225
70800,70959852.0,10462.351934436158
71200,70959233.0,
71300,70954945.5,12136.073685504714
71400,70958263.0,22623.1743572824
71500,70958376.44444445,9793.595076774727
71600,70966695.83333333,11359.88386237596
71700,70956479.16666667,13670.895163324367
71800,70959420.33333333,7035.122766047734
72300,70961840.0,2945.806850423157
72400,70960041.5,19685.145681452297
72500,70956646.55555555,11190.552824943148
72600,70965739.0,10889.05453501684
72700,70961207.25,14290.455448188719
72800,70950769.5,5347.004800195519
72900,70967060.0,
73300,70959465.0,
73400,70955236.0,12764.691613979556
73500,70964699.6,13542.278290597622
73600,70957993.7,11467.859948085363
73700,70965003.2,13500.162858277783
73800,70954917.0,8253.350350009383
73900,70955666.25,9950.409819870134
74300,70959919.0,
74400,70955327.0,11620.592842019722
74500,70958253.5,22544.685504570694
74600,70961959.77777778,10635.755036408336
74700,70961842.16666667,11944.620787895761
74800,70958920.6,13704.962798199316
74900,70950288.5,9007.83328553543
75000,70960189.5,10661.048939949576
75400,70956370.0,9049.88044119921
75600,70960244.0,11440.712882073036
75700,70963027.25,12372.982176036963
75800,70958192.0,15554.218634610614
75900,70954104.33333333,9032.947599391804
76000,70960902.5,9524.021235801609
76400,70959645.0,
76500,70955105.0,12295.172711271689
76600,70970162.0,5679.48166649035
76700,70960420.9090909,12371.275491665509
76800,70963806.66666667,11011.153266880923
76900,70952048.75,8804.990000938822
77000,70944088.0,
77100,70960563.5,10420.632634346151
77400,70959179.0,
77500,70955666.5,12853.079961627875
77600,70974386.0,
77700,70957279.14285715,12136.708799188204
77800,70964447.7,10942.862250496753
77900,70955296.25,12724.805548612521
78000,70950999.5,10218.400094926797
78100,70961429.0,11535.740028277336
78500,70953031.0,9157.03281636579
78600,70963482.0,
78700,70964643.4,12973.785234077983
78800,70961215.0,11241.003213683418
78900,70960628.5,12397.754373271879
79000,70950639.75,9672.917601046016
79100,70952604.0,
79200,70967323.0,
79500,70959479.0,
79600,70955217.5,12172.843238126416
79700,70969492.5,6650.339277059479
79800,70961423.0,13659.629048770756
79900,70961156.71428572,9910.035666174677
80000,70955924.6,11121.448412866612
80100,70944042.0,
80200,70960603.0,9592.610593576705
80500,70959551.0,
80600,70946527.0,
80700,70963855.0,
80800,70961540.16666667,14434.363614881564
80900,70962503.91666667,10691.528681054895
81000,70955540.75,12811.91097832857
81100,70950409.5,8696.706301813349
81200,70952977.0,
81300,70967240.0,
81500,70960174.0,
81600,70946619.0,
81700,70963871.0,
81800,70964831.2,13397.19484444372
81900,70962196.75,11700.373934806072
82000,70960177.375,10306.724724839209
82100,70947443.66666667,8535.705379949399
82200,70953023.0,
82300,70967427.0,
82600,70959794.0,
82700,70955137.0,11993.94522248622
82800,70974288.0,
82900,70960960.0,13349.20596889666
83000,70962262.0,10619.348120291796
83100,70955530.25,12891.385970870184
83200,70950895.0,10168.195513462553
83300,70953142.0,
83400,70967465.0,
83600,70959673.0,
83700,70954949.5,12082.333570134537
83800,70974195.0,
83900,70959361.8,14844.751520320508
84000,70961881.77777778,10480.805333772167
84100,70962185.66666667,11364.55510201331
84200,70947447.33333333,8225.502436530453
84300,70953610.0,
84400,70967366.0,
84600,70959978.0,
84800,70955306.0,11984.045727549608
84900,70964682.25,15333.93172835815
85000,70962909.75,11817.609931789826
85100,70958464.875,9617.891875301648
85200,70953006.0,13411.170170170864
85300,70952812.0,
85400,70967695.0,
85700,70959476.0,
85800,70955218.5,12295.879818052876
85900,70974251.0,
86000,70959039.6,14279.155972955501
86100,70962458.15384616,10401.73619999968
86200,70954868.25,12182.500000001797
86300,70944070.0,
86400,70953059.0,
86500,70968234.0,
86700,70959418.0,
86800,70955321.5,12413.259543729842
87000,70960826.0,15733.925336671446
87100,70964219.125,10138.023143976307
87200,70960404.25,10291.804447507051
87300,70947399.0,8327.431056454325
87400,70953051.0,
87500,70967431.0,
87700,70959822.0,
87800,70964240.0,
87900,70947743.0,
88000,70974938.0,1032.3759005323593
88100,70958244.25,12016.208669364756
88200,70962735.22222222,10444.801862384125
88300,70951247.75,13259.929069066195
88400,70954958.0,2950.0494911102764
88500,70967792.0,
88800,70959655.0,
88900,70955146.0,11927.477185054684
89000,70975181.5,1040.1540751254115
89100,70959640.2,15122.930460064345
89200,70962048.0909091,9613.919049529188
89300,70952872.0,12093.798272945656
89400,70950340.0,9195.216582549863
89500,70953157.0,
89600,70967907.0,
89800,70959783.0,
89900,70963783.0,
90000,70946806.0,
