Container_ID,Name,CPU_Usage_Percent,Mem_Usage,Mem_Limit,Mem_Usage_Percent,Net_RX,Net_TX,Block_Read,Block_Write,PIDs
1241fcc4c0e0,rfsim5g-oai-du1,164.31%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.99%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,33.49%,8.59MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.99%,6.355MiB,23.44GiB,0.03%,24MB,24.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,164.31%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.99%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,33.49%,8.59MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.70%,6.363MiB,23.44GiB,0.03%,24.4MB,24.5MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.16%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.34%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.77%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.70%,6.363MiB,23.44GiB,0.03%,24.4MB,24.5MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.16%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.34%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.77%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.55%,6.363MiB,23.44GiB,0.03%,24.9MB,25MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,162.65%,1.086GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.74%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.88%,8.789MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.55%,6.363MiB,23.44GiB,0.03%,24.9MB,25MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,162.65%,1.086GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.74%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.88%,8.789MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.21%,6.363MiB,23.44GiB,0.03%,25.3MB,25.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.14%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.31%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.16%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.21%,6.363MiB,23.44GiB,0.03%,25.3MB,25.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.14%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.31%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.16%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.59%,6.363MiB,23.44GiB,0.03%,25.8MB,25.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.27%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,17.29%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.31%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.59%,6.363MiB,23.44GiB,0.03%,25.8MB,25.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.27%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,17.29%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.31%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,28.09%,6.383MiB,23.44GiB,0.03%,26.2MB,26.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.69%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.40%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.80%,8.793MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,28.09%,6.383MiB,23.44GiB,0.03%,26.2MB,26.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.69%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.40%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.80%,8.793MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.31%,6.629MiB,23.44GiB,0.03%,26.7MB,26.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.71%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.19%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.38%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.31%,6.629MiB,23.44GiB,0.03%,26.7MB,26.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.71%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.19%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.38%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.27%,6.371MiB,23.44GiB,0.03%,27.1MB,27.2MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,176.53%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.60%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.84%,8.598MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.27%,6.371MiB,23.44GiB,0.03%,27.1MB,27.2MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,176.53%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.60%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.84%,8.598MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.87%,6.367MiB,23.44GiB,0.03%,27.6MB,27.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.70%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,25.74%,61.65MiB,23.44GiB,0.26%,5.14GB,1.5MB,0B,325MB,15
79b729c535d0,rfsim5g-oai-cuup,18.67%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.87%,6.367MiB,23.44GiB,0.03%,27.6MB,27.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.70%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,25.74%,61.65MiB,23.44GiB,0.26%,5.14GB,1.5MB,0B,325MB,15
79b729c535d0,rfsim5g-oai-cuup,18.67%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.87%,6.367MiB,23.44GiB,0.03%,27.6MB,27.7MB,0B,0B,10
