Container_ID,Name,CPU_Usage_Percent,Mem_Usage,Mem_Limit,Mem_Usage_Percent,Net_RX,Net_TX,Block_Read,Block_Write,PIDs
79b729c535d0,rfsim5g-oai-cuup,20.15%,8.629MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,165.60%,1.042GiB,23.44GiB,4.45%,77.6GB,57.7GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,17.53%,6.402MiB,23.44GiB,0.03%,136MB,137MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.41%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.10%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.15%,8.629MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,158.30%,1.041GiB,23.44GiB,4.44%,77.7GB,57.8GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,19.04%,6.395MiB,23.44GiB,0.03%,137MB,137MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,186.36%,1.082GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.55%,8.629MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,158.30%,1.041GiB,23.44GiB,4.44%,77.7GB,57.8GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,19.04%,6.395MiB,23.44GiB,0.03%,137MB,137MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,186.36%,1.082GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.55%,8.629MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,175.15%,1.042GiB,23.44GiB,4.45%,77.9GB,57.8GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,18.75%,6.863MiB,23.44GiB,0.03%,137MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,172.73%,1.082GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,31.08%,60.91MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,19.40%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,175.15%,1.042GiB,23.44GiB,4.45%,77.9GB,57.8GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,18.75%,6.863MiB,23.44GiB,0.03%,137MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,172.73%,1.082GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,31.08%,60.91MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,19.40%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,175.15%,1.042GiB,23.44GiB,4.45%,77.9GB,57.8GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,18.75%,6.863MiB,23.44GiB,0.03%,137MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.68%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,29.81%,8.586MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.30%,1.04GiB,23.44GiB,4.44%,78GB,57.9GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,17.19%,6.391MiB,23.44GiB,0.03%,138MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.68%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,29.81%,8.586MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.30%,1.04GiB,23.44GiB,4.44%,78GB,57.9GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,17.19%,6.391MiB,23.44GiB,0.03%,138MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.68%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,29.81%,8.586MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.32%,1.042GiB,23.44GiB,4.44%,78.1GB,58GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.92%,6.391MiB,23.44GiB,0.03%,138MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,164.13%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.51%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,16.76%,8.582MiB,23.44GiB,0.04%,9.75GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.32%,1.042GiB,23.44GiB,4.44%,78.1GB,58GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.92%,6.391MiB,23.44GiB,0.03%,138MB,138MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,164.13%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.51%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,16.76%,8.582MiB,23.44GiB,0.04%,9.75GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,163.77%,1.041GiB,23.44GiB,4.44%,78.2GB,58.1GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.61%,6.391MiB,23.44GiB,0.03%,138MB,139MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.74%,1.087GiB,23.44GiB,4.64%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,17.71%,8.582MiB,23.44GiB,0.04%,9.75GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,163.77%,1.041GiB,23.44GiB,4.44%,78.2GB,58.1GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.61%,6.391MiB,23.44GiB,0.03%,138MB,139MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.74%,1.087GiB,23.44GiB,4.64%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,17.71%,8.582MiB,23.44GiB,0.04%,9.75GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,186.99%,1.041GiB,23.44GiB,4.44%,78.3GB,58.2GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.31%,6.391MiB,23.44GiB,0.03%,139MB,139MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.28%,1.085GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.76%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.39%,8.797MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,186.99%,1.041GiB,23.44GiB,4.44%,78.3GB,58.2GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.31%,6.391MiB,23.44GiB,0.03%,139MB,139MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.28%,1.085GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.76%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.39%,8.797MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,174.58%,1.04GiB,23.44GiB,4.44%,78.5GB,58.3GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,20.44%,6.391MiB,23.44GiB,0.03%,139MB,140MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.49%,1.082GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.44%,8.578MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,174.58%,1.04GiB,23.44GiB,4.44%,78.5GB,58.3GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,20.44%,6.391MiB,23.44GiB,0.03%,139MB,140MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.49%,1.082GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.44%,8.578MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,172.96%,1.04GiB,23.44GiB,4.44%,78.6GB,58.4GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,29.89%,6.406MiB,23.44GiB,0.03%,140MB,140MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,177.24%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.33%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.65%,8.75MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,172.96%,1.04GiB,23.44GiB,4.44%,78.6GB,58.4GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,29.89%,6.406MiB,23.44GiB,0.03%,140MB,140MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,177.24%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.33%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.65%,8.75MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,174.30%,1.04GiB,23.44GiB,4.44%,78.7GB,58.5GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,19.32%,6.402MiB,23.44GiB,0.03%,140MB,141MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,181.75%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.24%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.03%,8.809MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,174.30%,1.04GiB,23.44GiB,4.44%,78.7GB,58.5GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,19.32%,6.402MiB,23.44GiB,0.03%,140MB,141MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,181.75%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.24%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.03%,8.809MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,170.49%,1.042GiB,23.44GiB,4.45%,78.8GB,58.6GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,18.40%,6.59MiB,23.44GiB,0.03%,141MB,141MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.11%,1.082GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.9MB,28
1ff7eddb62a8,rfsim5g-oai-cucp,13.77%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.30%,8.578MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,170.49%,1.042GiB,23.44GiB,4.45%,78.8GB,58.6GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,18.40%,6.59MiB,23.44GiB,0.03%,141MB,141MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.11%,1.082GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.9MB,28
1ff7eddb62a8,rfsim5g-oai-cucp,13.77%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,18.30%,8.578MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.55%,1.041GiB,23.44GiB,4.44%,79GB,58.6GB,0B,1.04MB,26
116606adf744,rfsim5g-oai-cuup2,17.94%,6.395MiB,23.44GiB,0.03%,141MB,142MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,172.26%,1.08GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.9MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,24.98%,61.13MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,19.45%,8.578MiB,23.44GiB,0.04%,9.75GB,7.88GB,1.37MB,0B,12
