Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
1,0.0,1.0,83.3,682.0,13.78,3246,3304
4,0.0,1.0,73.2,600.0,14.063,3579,3630
2,0.0,1.0,83.3,682.0,14.75,3289,3347
5,0.0,1.0,86.1,706.0,13.701,3289,3349
6,0.0,1.0,86.1,706.0,13.371,3305,3365
8,0.0,1.0,73.2,600.0,13.703,3587,3638
9,0.0,1.0,84.7,694.0,14.16,3287,3346
3,0.0,1.0,86.1,706.0,14.242,3578,3638
7,0.0,1.0,84.7,694.0,15.504,3560,3619
10,0.0,1.0,84.7,694.0,15.071,3567,3626
4,1.0,2.0,74.6,612.0,15.847,0,52
3,1.0,2.0,63.2,517.0,14.933,0,44
7,1.0,2.0,64.6,529.0,14.796,0,45
8,1.0,2.0,74.6,612.0,15.354,0,52
1,1.0,2.0,96.2,788.0,13.158,0,67
2,1.0,2.0,94.7,776.0,13.066,0,66
10,1.0,2.0,66.0,541.0,22.079,0,46
5,1.0,2.0,96.2,788.0,13.371,0,67
6,1.0,2.0,94.7,776.0,12.807,0,66
9,1.0,2.0,96.2,788.0,14.297,0,67
4,2.0,3.0,76.1,623.0,23.354,0,53
1,2.0,3.0,86.1,706.0,12.085,0,60
5,2.0,3.0,84.7,694.0,13.508,0,59
2,2.0,3.0,84.7,694.0,12.48,0,59
3,2.0,3.0,84.7,694.0,15.204,0,59
6,2.0,3.0,84.7,694.0,13.282,0,59
9,2.0,3.0,84.7,694.0,14.73,0,59
7,2.0,3.0,84.7,694.0,15.32,0,59
8,2.0,3.0,84.7,694.0,15.107,0,59
10,2.0,3.0,83.3,682.0,14.752,0,58
1,3.0,4.0,84.7,694.0,12.825,0,59
4,3.0,4.0,61.7,506.0,18.872,0,43
2,3.0,4.0,84.7,694.0,12.665,0,59
5,3.0,4.0,84.7,694.0,12.579,0,59
8,3.0,4.0,51.7,423.0,19.47,0,36
6,3.0,4.0,84.7,694.0,12.255,0,59
9,3.0,4.0,86.1,706.0,12.344,0,60
3,3.0,4.0,63.2,517.0,19.017,0,44
7,3.0,4.0,64.6,529.0,18.628,0,45
10,3.0,4.0,64.6,529.0,18.552,0,45
6,4.0,5.0,64.6,529.0,27.845,0,45
3,4.0,5.0,63.2,517.0,16.956,0,44
4,4.0,5.0,76.1,623.0,16.51,0,53
1,4.0,5.0,73.2,600.0,16.295,0,51
2,4.0,5.0,76.1,623.0,16.96,0,53
7,4.0,5.0,63.2,517.0,16.239,0,44
8,4.0,5.0,77.5,635.0,15.664,0,54
5,4.0,5.0,73.2,600.0,17.52,0,51
10,4.0,5.0,63.2,517.0,15.847,0,44
9,4.0,5.0,73.2,600.0,18.006,0,51
2,5.0,6.0,74.6,612.0,21.291,0,52
6,5.0,6.0,86.1,706.0,19.538,0,60
8,5.0,6.0,74.6,612.0,22.813,0,52
1,5.0,6.0,84.7,694.0,13.366,0,59
4,5.0,6.0,84.7,694.0,14.604,0,59
3,5.0,6.0,84.7,694.0,14.836,0,59
5,5.0,6.0,86.1,706.0,13.07,0,60
7,5.0,6.0,84.7,694.0,14.329,0,59
9,5.0,6.0,84.7,694.0,13.934,0,59
10,5.0,6.0,84.7,694.0,14.547,0,59
1,6.0,7.0,74.6,612.0,14.106,0,52
2,6.0,7.0,83.3,682.0,14.245,0,58
5,6.0,7.0,74.6,612.0,13.694,0,52
6,6.0,7.0,81.8,670.0,13.817,0,57
3,6.0,7.0,77.5,635.0,14.858,0,54
9,6.0,7.0,76.1,623.0,13.414,0,53
4,6.0,7.0,73.2,600.0,15.046,0,51
7,6.0,7.0,74.6,612.0,15.976,0,52
8,6.0,7.0,83.3,682.0,14.863,0,58
10,6.0,7.0,74.6,612.0,15.493,0,52
2,7.0,8.0,76.1,623.0,15.026,0,53
1,7.0,8.0,76.1,623.0,21.869,0,53
5,7.0,8.0,73.2,600.0,14.397,0,51
3,7.0,8.0,73.2,600.0,14.757,0,51
6,7.0,8.0,77.5,635.0,13.654,0,54
4,7.0,8.0,74.6,612.0,15.271,0,52
7,7.0,8.0,73.2,600.0,15.471,0,51
8,7.0,8.0,74.6,612.0,14.932,0,52
10,7.0,8.0,73.2,600.0,15.07,0,51
9,7.0,8.0,79.0,647.0,15.024,0,55
4,8.0,9.0,71.8,588.0,18.636,0,50
3,8.0,9.0,64.6,529.0,26.357,0,45
7,8.0,9.0,64.6,529.0,16.611,0,45
8,8.0,9.0,63.2,517.0,17.114,0,44
1,8.0,9.0,81.8,670.0,15.777,0,57
2,8.0,9.0,84.7,694.0,15.168,0,59
5,8.0,9.0,84.7,694.0,14.736,0,59
10,8.0,9.0,63.2,517.0,18.107,0,44
9,8.0,9.0,76.1,623.0,15.063,0,53
6,8.0,9.0,84.7,694.0,14.253,0,59
4,9.0,10.0,66.0,541.0,15.235,0,46
1,9.0,10.0,86.1,706.0,13.115,0,60
