Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,5,1,1.29968,0.03406
101,5,1,1.31031,0.03434
209,5,1,0.77229,0.02024
309,5,1,1.43598,0.03763
419,5,1,0.54478,0.01428
529,5,1,1.09025,0.02857
639,5,1,1.52572,0.03998
739,5,1,0.95811,0.02511
839,5,1,0.83763,0.02195
950,5,1,1.08786,0.02851
1059,5,1,0.98154,0.02572
1169,5,1,1.41593,0.03711
1279,5,1,0.87193,0.02285
1389,5,1,0.87145,0.02284
1490,5,1,1.19784,0.03139
1599,5,1,1.30920,0.03431
1699,5,1,0.71805,0.01882
1809,5,1,1.20066,0.03146
1919,5,1,1.08988,0.02856
2020,5,1,1.18763,0.03112
2130,5,1,1.20504,0.03158
2239,5,1,0.76379,0.02002
2339,5,1,1.19774,0.03139
2440,5,1,1.31675,0.03451
2549,5,1,0.65401,0.01714
2650,5,1,1.43478,0.03760
2760,5,1,1.09045,0.02858
2869,5,1,0.87294,0.02288
2970,5,1,1.07587,0.02819
3079,5,1,0.87353,0.02289
3180,5,1,1.31649,0.03450
3289,5,1,0.98243,0.02575
3389,5,1,1.07759,0.02824
3499,5,1,1.30887,0.03430
3599,5,1,0.71862,0.01883
3700,5,1,1.43623,0.03764
3810,5,1,0.54421,0.01426
3920,5,1,1.19885,0.03142
4029,5,1,1.19959,0.03144
4141,5,1,1.29260,0.03387
4249,5,1,0.66103,0.01732
4350,5,1,1.43641,0.03764
4459,5,1,0.76485,0.02004
4560,5,1,1.31329,0.03442
4669,5,1,1.31204,0.03438
4769,5,1,0.59876,0.01569
4870,5,1,1.31462,0.03445
4970,5,1,1.19806,0.03140
5080,5,1,1.09055,0.02858
5190,5,1,0.87128,0.02283
5300,5,1,1.08799,0.02851
5409,5,1,1.09177,0.02861
5520,5,1,1.19764,0.03138
5620,5,1,0.59783,0.01567
5729,5,1,1.53395,0.04020
5829,5,1,0.71798,0.01882
5930,5,1,1.31550,0.03447
6040,5,1,0.97977,0.02568
6140,5,1,1.07661,0.02821
6250,5,1,0.87363,0.02289
6360,5,1,1.19689,0.03136
6470,5,1,1.09054,0.02858
6570,5,1,1.31741,0.03452
6670,5,1,0.95782,0.02510
6780,5,1,0.98192,0.02573
6880,5,1,1.07797,0.02825
6980,5,1,1.07788,0.02825
