Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
1,0.0,1.0,86.1,706.0,22.039,1289,1349
2,0.0,1.0,84.7,694.0,15.54,2122,2181
3,0.0,1.0,83.3,682.0,16.066,2151,2209
5,0.0,1.0,84.7,694.0,30.114,2253,2312
6,0.0,1.0,86.1,706.0,19.89,2223,2283
4,0.0,1.0,94.7,776.0,14.194,1270,1336
9,0.0,1.0,86.1,706.0,15.269,2114,2174
7,0.0,1.0,97.6,800.0,13.473,1283,1351
8,0.0,1.0,94.7,776.0,13.898,1280,1346
10,0.0,1.0,97.6,800.0,13.88,1295,1363
3,1.0,2.0,71.8,588.0,19.764,313,363
1,1.0,2.0,94.7,776.0,14.392,0,66
6,1.0,2.0,73.2,600.0,22.944,380,431
4,1.0,2.0,84.7,694.0,13.469,0,59
7,1.0,2.0,84.7,694.0,13.856,0,59
2,1.0,2.0,84.7,694.0,36.353,534,593
10,1.0,2.0,84.7,694.0,13.72,0,59
8,1.0,2.0,84.7,694.0,14.09,0,59
5,1.0,2.0,84.7,694.0,27.799,411,470
9,1.0,2.0,84.7,694.0,19.925,538,597
1,2.0,3.0,71.8,588.0,16.812,0,50
6,2.0,3.0,74.6,612.0,23.125,358,410
5,2.0,3.0,64.6,529.0,24.316,308,353
4,2.0,3.0,74.6,612.0,16.333,0,52
9,2.0,3.0,63.2,517.0,22.739,308,352
7,2.0,3.0,73.2,600.0,16.04,0,51
2,2.0,3.0,76.1,623.0,30.002,379,432
8,2.0,3.0,74.6,612.0,18.12,0,52
3,2.0,3.0,86.1,706.0,23.715,533,593
10,2.0,3.0,70.3,576.0,17.562,0,49
2,3.0,4.0,73.2,600.0,22.379,311,362
3,3.0,4.0,74.6,612.0,20.969,298,350
1,3.0,4.0,84.7,694.0,15.786,0,59
4,3.0,4.0,84.7,694.0,15.092,0,59
6,3.0,4.0,84.7,694.0,16.033,293,352
5,3.0,4.0,84.7,694.0,18.925,298,357
7,3.0,4.0,84.7,694.0,14.86,0,59
8,3.0,4.0,84.7,694.0,14.527,0,59
9,3.0,4.0,84.7,694.0,27.603,527,586
10,3.0,4.0,86.1,706.0,14.715,0,60
4,4.0,5.0,76.1,623.0,21.507,0,53
3,4.0,5.0,73.2,600.0,21.142,361,412
5,4.0,5.0,76.1,623.0,28.525,520,573
6,4.0,5.0,73.2,600.0,18.398,383,434
9,4.0,5.0,76.1,623.0,23.444,285,338
1,4.0,5.0,84.7,694.0,15.318,0,59
7,4.0,5.0,84.7,694.0,15.152,0,59
2,4.0,5.0,84.7,694.0,16.614,294,353
10,4.0,5.0,84.7,694.0,15.004,0,59
8,4.0,5.0,84.7,694.0,15.319,0,59
2,5.0,6.0,66.0,541.0,27.962,333,379
1,5.0,6.0,76.1,623.0,15.858,0,53
5,5.0,6.0,73.2,600.0,23.853,252,303
6,5.0,6.0,76.1,623.0,21.929,447,500
4,5.0,6.0,84.7,694.0,15.922,0,59
7,5.0,6.0,73.2,600.0,15.51,0,51
9,5.0,6.0,73.2,600.0,22.264,308,359
8,5.0,6.0,73.2,600.0,15.215,0,51
10,5.0,6.0,74.6,612.0,15.593,0,52
3,5.0,6.0,84.7,694.0,18.568,282,341
4,6.0,7.0,73.2,600.0,16.031,0,51
3,6.0,7.0,64.6,529.0,24.612,377,422
1,6.0,7.0,84.7,694.0,15.391,0,59
6,6.0,7.0,73.2,600.0,15.242,214,265
7,6.0,7.0,84.7,694.0,14.983,0,59
2,6.0,7.0,81.8,670.0,18.058,211,268
8,6.0,7.0,84.7,694.0,15.029,0,59
5,6.0,7.0,76.1,623.0,22.442,129,182
10,6.0,7.0,84.7,694.0,15.257,0,59
9,6.0,7.0,86.1,706.0,16.714,205,265
1,7.0,8.0,73.2,600.0,16.637,0,51
2,7.0,8.0,76.1,623.0,22.235,396,449
7,7.0,8.0,76.1,623.0,16.34,0,53
3,7.0,8.0,84.7,694.0,19.283,294,353
4,7.0,8.0,84.7,694.0,17.463,0,59
8,7.0,8.0,74.6,612.0,17.5,0,52
5,7.0,8.0,73.2,600.0,22.883,265,316
9,7.0,8.0,74.6,612.0,16.431,300,352
6,7.0,8.0,84.7,694.0,23.306,401,460
10,7.0,8.0,73.2,600.0,17.825,0,51
4,8.0,9.0,77.5,635.0,15.33,0,54
2,8.0,9.0,73.2,600.0,22.891,271,322
3,8.0,9.0,76.1,623.0,18.979,222,275
5,8.0,9.0,83.3,682.0,17.166,353,411
1,8.0,9.0,86.1,706.0,15.06,0,60
6,8.0,9.0,76.1,623.0,22.323,214,267
7,8.0,9.0,84.7,694.0,15.367,0,59
8,8.0,9.0,86.1,706.0,14.718,0,60
9,8.0,9.0,73.2,600.0,17.393,215,266
10,8.0,9.0,86.1,706.0,14.94,0,60
2,9.0,10.0,77.5,635.0,25.202,229,283
1,9.0,10.0,74.6,612.0,16.599,0,52
5,9.0,10.0,76.1,623.0,16.959,249,302
3,9.0,10.0,73.2,600.0,17.785,218,269
4,9.0,10.0,84.7,694.0,16.53,0,59
7,9.0,10.0,73.2,600.0,16.447,0,51
6,9.0,10.0,73.2,600.0,22.081,278,329
9,9.0,10.0,74.6,612.0,18.065,263,315
10,9.0,10.0,74.6,612.0,16.634,0,52
8,9.0,10.0,73.2,600.0,16.26,0,51
4,10.0,11.0,73.2,600.0,16.134,0,51
2,10.0,11.0,83.3,682.0,17.264,242,300
1,10.0,11.0,83.3,682.0,17.223,0,58
3,10.0,11.0,84.7,694.0,16.613,288,347
7,10.0,11.0,84.7,694.0,14.997,34,93
5,10.0,11.0,73.2,600.0,16.796,238,289
6,10.0,11.0,84.7,694.0,18.195,248,307
8,10.0,11.0,84.7,694.0,10.292,74,133
9,10.0,11.0,86.1,706.0,17.434,398,458
10,10.0,11.0,84.7,694.0,35.659,341,400
