Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
2,0.0,1.0,81.8,670.0,20.004,3024,3081
3,0.0,1.0,74.6,612.0,18.601,3018,3070
4,0.0,1.0,73.2,600.0,21.934,3059,3110
1,0.0,1.0,84.7,694.0,15.753,1612,1671
6,0.0,1.0,76.1,623.0,20.759,3133,3186
5,0.0,1.0,84.7,694.0,15.001,1582,1641
10,0.0,1.0,94.7,776.0,15.606,1587,1653
7,0.0,1.0,76.1,623.0,22.867,3101,3154
9,0.0,1.0,83.3,682.0,16.052,1594,1652
8,0.0,1.0,86.1,706.0,15.874,1612,1672
1,1.0,2.0,73.2,600.0,16.102,0,51
6,1.0,2.0,74.6,612.0,48.15,498,550
8,1.0,2.0,73.2,600.0,15.26,0,51
2,1.0,2.0,86.1,706.0,18.239,307,367
3,1.0,2.0,77.5,635.0,25.222,328,382
5,1.0,2.0,84.7,694.0,15.697,0,59
10,1.0,2.0,84.7,694.0,15.831,0,59
4,1.0,2.0,86.1,706.0,20.108,375,435
9,1.0,2.0,84.7,694.0,16.283,0,59
7,1.0,2.0,84.7,694.0,20.522,366,425
3,2.0,3.0,71.8,588.0,17.693,342,392
2,2.0,3.0,68.9,564.0,22.134,362,410
1,2.0,3.0,84.7,694.0,16.976,0,59
5,2.0,3.0,76.1,623.0,16.671,0,53
4,2.0,3.0,76.1,623.0,17.797,294,347
6,2.0,3.0,83.3,682.0,28.791,386,444
10,2.0,3.0,73.2,600.0,17.056,0,51
9,2.0,3.0,76.1,623.0,16.993,0,53
7,2.0,3.0,76.1,623.0,17.816,304,357
8,2.0,3.0,84.7,694.0,16.893,0,59
1,3.0,4.0,66.0,541.0,27.436,0,46
2,3.0,4.0,73.2,600.0,20.893,323,374
3,3.0,4.0,84.7,694.0,29.901,762,821
4,3.0,4.0,73.2,600.0,17.351,374,425
6,3.0,4.0,74.6,612.0,20.015,226,278
8,3.0,4.0,64.6,529.0,17.665,0,45
7,3.0,4.0,73.2,600.0,18.022,383,434
5,3.0,4.0,73.2,600.0,17.891,0,51
10,3.0,4.0,76.1,623.0,18.23,0,53
9,3.0,4.0,73.2,600.0,18.432,0,51
2,4.0,5.0,80.4,659.0,21.597,554,610
1,4.0,5.0,73.2,600.0,18.655,0,51
4,4.0,5.0,68.9,564.0,22.611,363,411
3,4.0,5.0,73.2,600.0,28.383,304,355
5,4.0,5.0,63.2,517.0,18.477,0,44
6,4.0,5.0,73.2,600.0,18.492,354,405
7,4.0,5.0,70.3,576.0,22.57,347,396
9,4.0,5.0,64.6,529.0,17.849,0,45
8,4.0,5.0,74.6,612.0,18.45,0,52
10,4.0,5.0,73.2,600.0,15.317,47,98
2,5.0,6.0,86.1,706.0,16.806,334,394
1,5.0,6.0,73.2,600.0,20.95,186,237
5,5.0,6.0,70.3,576.0,21.57,49,98
3,5.0,6.0,84.7,694.0,22.131,357,416
4,5.0,6.0,90.4,741.0,19.677,563,626
10,5.0,6.0,64.6,529.0,18.241,320,365
9,5.0,6.0,71.8,588.0,19.843,129,179
6,5.0,6.0,84.7,694.0,23.69,498,557
7,5.0,6.0,90.4,741.0,26.874,687,750
8,5.0,6.0,73.2,600.0,16.509,221,272
5,6.0,7.0,77.5,635.0,52.178,685,739
2,6.0,7.0,84.7,694.0,31.006,648,707
9,6.0,7.0,76.1,623.0,18.332,528,581
3,6.0,7.0,84.7,694.0,17.883,274,333
8,6.0,7.0,76.1,623.0,18.323,376,429
4,6.0,7.0,86.1,706.0,15.918,306,366
1,6.0,7.0,79.0,647.0,23.823,324,379
6,6.0,7.0,84.7,694.0,17.052,306,365
7,6.0,7.0,84.7,694.0,20.437,279,338
10,6.0,7.0,84.7,694.0,23.494,302,361
1,7.0,8.0,70.3,576.0,47.308,664,713
3,7.0,8.0,79.0,647.0,22.377,442,497
