Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
3,0.0,1.0,76.1,623.0,17.434,6683,6736
4,0.0,1.0,79.0,647.0,36.437,6931,6986
7,0.0,1.0,74.6,612.0,20.817,6753,6805
1,0.0,1.0,86.1,706.0,15.357,2003,2063
2,0.0,1.0,86.1,706.0,14.652,2008,2068
9,0.0,1.0,73.2,600.0,32.105,6981,7032
8,0.0,1.0,81.8,670.0,21.859,6755,6812
6,0.0,1.0,83.3,682.0,15.318,2015,2073
5,0.0,1.0,84.7,694.0,14.872,2007,2066
10,0.0,1.0,84.7,694.0,14.789,2035,2094
1,1.0,2.0,76.1,623.0,11.676,171,224
2,1.0,2.0,73.2,600.0,14.8,0,51
6,1.0,2.0,73.2,600.0,14.206,40,91
7,1.0,2.0,76.1,623.0,29.656,414,467
8,1.0,2.0,73.2,600.0,20.186,342,393
3,1.0,2.0,84.7,694.0,35.275,707,766
5,1.0,2.0,76.1,623.0,20.958,0,53
4,1.0,2.0,84.7,694.0,25.078,295,354
10,1.0,2.0,84.7,694.0,18.141,230,289
9,1.0,2.0,84.7,694.0,24.943,307,366
3,2.0,3.0,73.2,600.0,30.908,331,382
1,2.0,3.0,84.7,694.0,20.449,277,336
4,2.0,3.0,67.5,553.0,25.242,242,289
9,2.0,3.0,76.1,623.0,21.313,412,465
7,2.0,3.0,80.4,659.0,17.978,335,391
6,2.0,3.0,76.1,623.0,25.63,268,321
2,2.0,3.0,84.7,694.0,17.62,432,491
8,2.0,3.0,80.4,659.0,20.016,421,477
5,2.0,3.0,83.3,682.0,21.932,498,556
10,2.0,3.0,76.1,623.0,21.84,280,333
2,3.0,4.0,60.3,494.0,17.811,269,311
6,3.0,4.0,71.8,588.0,17.842,345,395
3,3.0,4.0,74.6,612.0,13.213,190,242
1,3.0,4.0,73.2,600.0,20.078,274,325
7,3.0,4.0,79.0,647.0,38.834,716,771
9,3.0,4.0,73.2,600.0,17.01,298,349
5,3.0,4.0,73.2,600.0,20.006,295,346
4,3.0,4.0,74.6,612.0,22.673,336,388
8,3.0,4.0,73.2,600.0,23.444,305,356
10,3.0,4.0,67.5,553.0,21.07,161,208
1,4.0,5.0,74.6,612.0,31.565,519,571
8,4.0,5.0,79.0,647.0,39.169,715,770
5,4.0,5.0,77.5,635.0,18.827,302,356
2,4.0,5.0,86.1,706.0,19.035,358,418
4,4.0,5.0,89.0,729.0,22.032,714,776
7,4.0,5.0,84.7,694.0,25.797,320,379
6,4.0,5.0,84.7,694.0,20.846,480,539
10,4.0,5.0,80.4,659.0,37.639,723,779
9,4.0,5.0,84.7,694.0,25.987,565,624
3,4.0,5.0,76.1,623.0,23.056,374,427
4,5.0,6.0,64.6,529.0,36.118,401,446
2,5.0,6.0,76.1,623.0,22.778,319,372
8,5.0,6.0,77.5,635.0,32.441,333,387
1,5.0,6.0,86.1,706.0,22.939,382,442
5,5.0,6.0,83.3,682.0,17.717,401,459
3,5.0,6.0,81.8,670.0,34.166,714,771
6,5.0,6.0,84.7,694.0,16.871,383,442
10,5.0,6.0,84.7,694.0,19.644,236,295
7,5.0,6.0,73.2,600.0,27.311,389,440
9,5.0,6.0,74.6,612.0,28.574,403,455
2,6.0,7.0,83.3,682.0,28.061,639,697
1,6.0,7.0,66.0,541.0,25.51,201,247
6,6.0,7.0,66.0,541.0,24.692,345,391
5,6.0,7.0,74.6,612.0,40.465,755,807
3,6.0,7.0,74.6,612.0,27.763,286,338
4,6.0,7.0,84.7,694.0,21.011,294,353
7,6.0,7.0,74.6,612.0,20.525,288,340
9,6.0,7.0,73.2,600.0,19.888,298,349
8,6.0,7.0,84.7,694.0,16.933,187,246
10,6.0,7.0,77.5,635.0,23.011,336,390
2,7.0,8.0,83.3,682.0,17.421,300,358
3,7.0,8.0,79.0,647.0,19.591,164,219
1,7.0,8.0,93.3,764.0,19.915,649,714
4,7.0,8.0,84.7,694.0,14.458,267,326
7,7.0,8.0,84.7,694.0,16.859,329,388
5,7.0,8.0,84.7,694.0,25.803,298,357
6,7.0,8.0,94.7,776.0,19.871,683,749
9,7.0,8.0,84.7,694.0,16.277,260,319
8,7.0,8.0,84.7,694.0,28.947,645,704
10,7.0,8.0,80.4,659.0,31.704,685,741
8,8.0,9.0,84.7,694.0,26.534,351,410
4,8.0,9.0,89.0,729.0,17.76,365,427
2,8.0,9.0,74.6,612.0,25.072,504,556
3,8.0,9.0,103.0,847.0,21.527,685,757
1,8.0,9.0,73.2,600.0,22.702,345,396
5,8.0,9.0,74.6,612.0,26.539,337,389
7,8.0,9.0,94.7,776.0,18.773,574,640
6,8.0,9.0,73.2,600.0,20.769,179,230
10,8.0,9.0,76.1,623.0,31.23,305,358
9,8.0,9.0,97.6,800.0,16.477,568,636
1,9.0,10.0,67.5,553.0,25.047,333,380
3,9.0,10.0,73.2,600.0,58.999,629,680
4,9.0,10.0,80.4,659.0,39.547,810,866
2,9.0,10.0,73.2,600.0,23.4,334,385
7,9.0,10.0,76.1,623.0,18.889,363,416
8,9.0,10.0,81.8,670.0,19.779,364,421
9,9.0,10.0,76.1,623.0,18.874,364,417
5,9.0,10.0,73.2,600.0,23.417,334,385
10,9.0,10.0,73.2,600.0,19.165,204,255
6,9.0,10.0,74.6,612.0,18.218,347,399
3,10.0,11.0,84.7,694.0,27.64,291,350
4,10.0,11.0,84.7,694.0,24.063,309,368
2,10.0,11.0,64.6,529.0,26.982,357,402
1,10.0,11.0,73.2,600.0,20.098,189,240
8,10.0,11.0,84.7,694.0,23.112,573,632
5,10.0,11.0,63.2,517.0,24.609,381,425
6,10.0,11.0,64.6,529.0,19.858,372,417
9,10.0,11.0,83.3,682.0,17.937,411,469
10,10.0,11.0,64.6,529.0,20.286,333,378
7,10.0,11.0,89.0,729.0,20.238,398,460
3,11.0,12.0,84.7,694.0,22.556,345,404
2,11.0,12.0,84.7,694.0,19.119,332,391
1,11.0,12.0,84.7,694.0,41.684,765,824
5,11.0,12.0,79.0,647.0,21.389,203,258
4,11.0,12.0,86.1,706.0,20.71,365,425
7,11.0,12.0,80.4,659.0,20.093,486,542
6,11.0,12.0,74.6,612.0,23.82,326,378
10,11.0,12.0,79.0,647.0,20.4,331,386
8,11.0,12.0,86.1,706.0,19.747,312,372
9,11.0,12.0,86.1,706.0,28.618,634,694
2,12.0,13.0,76.1,623.0,20.498,416,469
5,12.0,13.0,73.2,600.0,27.518,368,419
3,12.0,13.0,84.7,694.0,17.746,290,349
1,12.0,13.0,73.2,600.0,30.412,323,374
9,12.0,13.0,73.2,600.0,22.699,377,428
4,12.0,13.0,84.7,694.0,16.623,267,326
7,12.0,13.0,84.7,694.0,16.876,302,361
6,12.0,13.0,84.7,694.0,13.54,553,612
10,12.0,13.0,73.2,600.0,26.208,397,448
8,12.0,13.0,84.7,694.0,22.002,485,544
2,13.0,14.0,73.2,600.0,17.693,337,388
3,13.0,14.0,73.2,600.0,19.109,407,458
1,13.0,14.0,74.6,612.0,20.849,338,390
5,13.0,14.0,81.8,670.0,32.649,710,767
4,13.0,14.0,68.9,564.0,23.899,410,458
6,13.0,14.0,73.2,600.0,16.448,364,415
7,13.0,14.0,70.3,576.0,20.257,404,453
10,13.0,14.0,79.0,647.0,38.127,724,779
8,13.0,14.0,74.6,612.0,23.991,345,397
9,13.0,14.0,84.7,694.0,23.944,332,391
2,14.0,15.0,84.7,694.0,45.34,675,734
1,14.0,15.0,84.7,694.0,18.389,368,427
3,14.0,15.0,79.0,647.0,20.303,298,353
4,14.0,15.0,91.9,753.0,17.756,508,572
6,14.0,15.0,76.1,623.0,21.456,313,366
5,14.0,15.0,84.7,694.0,18.434,308,367
7,14.0,15.0,87.6,717.0,19.107,511,572
8,14.0,15.0,84.7,694.0,18.078,344,403
10,14.0,15.0,84.7,694.0,24.582,308,367
9,14.0,15.0,86.1,706.0,17.373,355,415
2,15.0,16.0,63.2,517.0,36.174,189,233
1,15.0,16.0,64.6,529.0,18.746,297,342
3,15.0,16.0,102.0,835.0,22.346,712,783
6,15.0,16.0,71.8,588.0,20.619,361,411
5,15.0,16.0,64.6,529.0,16.038,193,238
4,15.0,16.0,93.3,764.0,16.424,408,473
10,15.0,16.0,63.2,517.0,31.446,343,387
7,15.0,16.0,91.9,753.0,19.834,364,428
8,15.0,16.0,94.7,776.0,37.461,730,796
9,15.0,16.0,96.2,788.0,19.174,573,640
1,16.0,17.0,64.6,529.0,12.494,174,219
3,16.0,17.0,77.5,635.0,19.567,184,238
5,16.0,17.0,63.2,517.0,18.327,312,356
6,16.0,17.0,63.2,517.0,19.753,283,327
4,16.0,17.0,89.0,729.0,22.632,660,722
10,16.0,17.0,64.6,529.0,33.09,324,369
9,16.0,17.0,84.7,694.0,16.33,294,353
8,16.0,17.0,84.7,694.0,23.382,290,349
2,16.0,17.0,76.1,623.0,23.72,321,374
7,16.0,17.0,99.1,811.0,16.232,506,575
4,17.0,18.0,84.7,694.0,16.756,222,281
2,17.0,18.0,73.2,600.0,20.561,400,451
1,17.0,18.0,84.7,694.0,39.994,751,810
5,17.0,18.0,77.5,635.0,23.604,406,460
6,17.0,18.0,77.5,635.0,22.424,411,465
3,17.0,18.0,102.0,835.0,23.238,741,812
9,17.0,18.0,81.8,670.0,16.851,375,432
10,17.0,18.0,84.7,694.0,17.551,206,265
7,17.0,18.0,84.7,694.0,43.529,755,814
8,17.0,18.0,96.2,788.0,17.951,464,531
2,18.0,19.0,96.2,788.0,20.342,514,581
3,18.0,19.0,76.1,623.0,22.091,333,386
5,18.0,19.0,105.0,858.0,19.427,609,682
1,18.0,19.0,93.3,764.0,18.26,297,362
4,18.0,19.0,74.6,612.0,26.535,395,447
7,18.0,19.0,73.2,600.0,34.67,311,362
6,18.0,19.0,102.0,835.0,19.22,661,732
8,18.0,19.0,73.2,600.0,19.002,336,387
9,18.0,19.0,89.0,729.0,20.479,569,631
10,18.0,19.0,97.6,800.0,23.734,699,767
4,19.0,20.0,86.1,706.0,23.327,491,551
3,19.0,20.0,84.7,694.0,17.012,382,441
2,19.0,20.0,73.2,600.0,24.637,310,361
1,19.0,20.0,76.1,623.0,20.025,310,363
7,19.0,20.0,84.7,694.0,16.814,183,242
5,19.0,20.0,73.2,600.0,23.674,361,412
6,19.0,20.0,76.1,623.0,21.691,308,361
8,19.0,20.0,84.7,694.0,37.592,631,690
10,19.0,20.0,73.2,600.0,19.518,188,239
9,19.0,20.0,80.4,659.0,19.495,320,376
3,20.0,21.0,73.2,600.0,18.044,299,350
1,20.0,21.0,73.2,600.0,18.495,358,409
5,20.0,21.0,74.6,612.0,18.442,329,381
4,20.0,21.0,81.8,670.0,17.834,332,389
8,20.0,21.0,76.1,623.0,34.078,329,382
6,20.0,21.0,73.2,600.0,38.434,578,629
9,20.0,21.0,77.5,635.0,34.743,689,743
10,20.0,21.0,74.6,612.0,17.964,345,397
2,20.0,21.0,84.7,694.0,31.409,569,628
7,20.0,21.0,84.7,694.0,39.325,695,754
2,21.0,22.0,76.1,623.0,23.839,302,355
3,21.0,22.0,77.5,635.0,21.767,350,404
5,21.0,22.0,84.7,694.0,25.676,541,600
7,21.0,22.0,77.5,635.0,24.792,286,340
6,21.0,22.0,84.7,694.0,20.957,359,418
4,21.0,22.0,86.1,706.0,27.763,634,694
10,21.0,22.0,79.0,647.0,20.645,393,448
8,21.0,22.0,84.7,694.0,18.517,167,226
1,21.0,22.0,84.7,694.0,16.795,356,415
9,21.0,22.0,84.7,694.0,24.92,273,332
3,22.0,23.0,83.3,682.0,31.684,658,716
4,22.0,23.0,74.6,612.0,21.284,321,373
2,22.0,23.0,73.2,600.0,24.552,359,410
8,22.0,23.0,70.3,576.0,20.463,306,355
1,22.0,23.0,76.1,623.0,22.21,505,558
5,22.0,23.0,73.2,600.0,28.189,381,432
9,22.0,23.0,74.6,612.0,19.753,370,422
6,22.0,23.0,74.6,612.0,21.919,318,370
7,22.0,23.0,84.7,694.0,22.795,317,376
10,22.0,23.0,79.0,647.0,39.651,708,763
2,23.0,24.0,64.6,529.0,29.611,365,410
4,23.0,24.0,73.2,600.0,19.713,191,242
1,23.0,24.0,63.2,517.0,25.76,441,485
5,23.0,24.0,64.6,529.0,31.01,386,431
9,23.0,24.0,73.2,600.0,22.998,318,369
6,23.0,24.0,63.2,517.0,30.373,368,412
3,23.0,24.0,84.7,694.0,22.547,337,396
7,23.0,24.0,73.2,600.0,21.331,373,424
10,23.0,24.0,63.2,517.0,47.761,402,446
8,23.0,24.0,87.6,717.0,30.433,726,787
1,24.0,25.0,73.2,600.0,21.328,394,445
3,24.0,25.0,73.2,600.0,22.413,355,406
4,24.0,25.0,74.6,612.0,17.572,359,411
2,24.0,25.0,84.7,694.0,20.865,468,527
8,24.0,25.0,76.1,623.0,28.616,345,398
6,24.0,25.0,84.7,694.0,20.514,445,504
5,24.0,25.0,84.7,694.0,19.98,378,437
10,24.0,25.0,86.1,706.0,25.009,328,388
9,24.0,25.0,84.7,694.0,38.099,569,628
7,24.0,25.0,84.7,694.0,19.226,423,482
1,25.0,26.0,84.7,694.0,15.843,330,389
4,25.0,26.0,86.1,706.0,26.196,697,757
6,25.0,26.0,73.2,600.0,18.673,355,406
3,25.0,26.0,84.7,694.0,18.303,341,400
7,25.0,26.0,74.6,612.0,17.144,295,347
2,25.0,26.0,84.7,694.0,17.773,344,403
8,25.0,26.0,86.1,706.0,19.449,341,401
5,25.0,26.0,84.7,694.0,19.991,427,486
9,25.0,26.0,86.1,706.0,23.171,357,417
10,25.0,26.0,84.7,694.0,23.576,469,528
1,26.0,27.0,74.6,612.0,19.614,458,510
7,26.0,27.0,71.8,588.0,19.81,290,340
3,26.0,27.0,76.1,623.0,19.283,353,406
2,26.0,27.0,74.6,612.0,18.816,442,494
4,26.0,27.0,84.7,694.0,22.995,281,340
6,26.0,27.0,84.7,694.0,26.974,610,669
10,26.0,27.0,74.6,612.0,20.54,336,388
8,26.0,27.0,73.2,600.0,20.774,288,339
5,26.0,27.0,76.1,623.0,18.547,360,413
9,26.0,27.0,74.6,612.0,19.673,179,231
1,27.0,28.0,73.2,600.0,20.145,335,386
3,27.0,28.0,76.1,623.0,27.752,511,564
6,27.0,28.0,70.3,576.0,30.385,413,462
4,27.0,28.0,73.2,600.0,20.753,361,412
2,27.0,28.0,68.9,564.0,22.84,335,383
9,27.0,28.0,73.2,600.0,47.317,613,664
