Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
1,1.0,2.0,64.6,529.0,16.846,0,45
5,1.0,2.0,64.6,529.0,16.499,0,45
2,1.0,2.0,63.2,517.0,18.586,0,44
3,1.0,2.0,76.1,623.0,16.575,0,53
4,1.0,2.0,63.2,517.0,17.301,0,44
6,1.0,2.0,77.5,635.0,16.578,0,54
8,1.0,2.0,63.2,517.0,17.126,0,44
7,1.0,2.0,83.3,682.0,15.625,0,58
9,1.0,2.0,74.6,612.0,16.43,0,52
10,1.0,2.0,76.1,623.0,14.98,0,53
1,2.0,3.0,96.2,788.0,12.667,0,67
5,2.0,3.0,96.2,788.0,13.258,0,67
3,2.0,3.0,84.7,694.0,15.386,0,59
2,2.0,3.0,86.1,706.0,14.801,0,60
7,2.0,3.0,84.7,694.0,13.794,0,59
9,2.0,3.0,90.4,741.0,18.682,0,63
4,2.0,3.0,84.7,694.0,15.617,0,59
6,2.0,3.0,84.7,694.0,15.052,0,59
8,2.0,3.0,86.1,706.0,14.729,0,60
10,2.0,3.0,93.3,764.0,16.372,0,65
1,3.0,4.0,84.7,694.0,14.742,0,59
2,3.0,4.0,84.7,694.0,15.117,0,59
3,3.0,4.0,84.7,694.0,14.951,0,59
5,3.0,4.0,86.1,706.0,14.424,0,60
4,3.0,4.0,84.7,694.0,14.744,0,59
7,3.0,4.0,86.1,706.0,14.673,0,60
6,3.0,4.0,84.7,694.0,14.634,0,59
9,3.0,4.0,79.0,647.0,15.597,0,55
8,3.0,4.0,84.7,694.0,14.404,0,59
10,3.0,4.0,86.1,706.0,14.039,0,60
2,4.0,5.0,76.1,623.0,15.306,0,53
1,4.0,5.0,84.7,694.0,15.723,0,59
3,4.0,5.0,73.2,600.0,15.03,0,51
4,4.0,5.0,74.6,612.0,15.851,0,52
5,4.0,5.0,84.7,694.0,15.056,0,59
6,4.0,5.0,73.2,600.0,14.835,0,51
8,4.0,5.0,74.6,612.0,15.445,0,52
7,4.0,5.0,81.8,670.0,16.937,0,57
9,4.0,5.0,86.1,706.0,15.873,0,60
10,4.0,5.0,74.6,612.0,16.728,0,52
7,5.0,6.0,66.0,541.0,17.008,0,46
2,5.0,6.0,84.7,694.0,15.418,0,59
3,5.0,6.0,84.7,694.0,14.968,0,59
1,5.0,6.0,73.2,600.0,18.283,0,51
4,5.0,6.0,84.7,694.0,16.028,0,59
5,5.0,6.0,73.2,600.0,16.438,0,51
6,5.0,6.0,84.7,694.0,15.312,0,59
8,5.0,6.0,84.7,694.0,15.814,0,59
9,5.0,6.0,73.2,600.0,17.877,0,51
10,5.0,6.0,73.2,600.0,17.515,0,51
1,6.0,7.0,64.6,529.0,16.241,0,45
5,6.0,7.0,63.2,517.0,15.809,0,44
7,6.0,7.0,76.1,623.0,22.301,0,53
3,6.0,7.0,74.6,612.0,17.582,0,52
2,6.0,7.0,73.2,600.0,17.796,0,51
4,6.0,7.0,73.2,600.0,17.654,0,51
6,6.0,7.0,76.1,623.0,16.372,0,53
8,6.0,7.0,73.2,600.0,16.829,0,51
9,6.0,7.0,76.1,623.0,16.94,0,53
10,6.0,7.0,74.6,612.0,17.84,0,52
1,7.0,8.0,84.7,694.0,14.935,0,59
4,7.0,8.0,76.1,623.0,16.165,0,53
3,7.0,8.0,73.2,600.0,16.139,0,51
5,7.0,8.0,84.7,694.0,14.678,0,59
7,7.0,8.0,81.8,670.0,15.197,0,57
6,7.0,8.0,73.2,600.0,15.711,0,51
8,7.0,8.0,76.1,623.0,16.228,0,53
9,7.0,8.0,73.2,600.0,14.349,0,51
2,7.0,8.0,86.1,706.0,15.486,0,60
10,7.0,8.0,86.1,706.0,14.555,0,60
1,8.0,9.0,74.6,612.0,17.01,0,52
2,8.0,9.0,63.2,517.0,16.762,0,44
3,8.0,9.0,76.1,623.0,17.925,0,53
4,8.0,9.0,73.2,600.0,17.881,0,51
5,8.0,9.0,76.1,623.0,15.886,0,53
6,8.0,9.0,74.6,612.0,18.249,0,52
8,8.0,9.0,73.2,600.0,18.324,0,51
7,8.0,9.0,73.2,600.0,16.688,0,51
9,8.0,9.0,74.6,612.0,16.7,0,52
10,8.0,9.0,64.6,529.0,16.547,0,45
2,9.0,10.0,84.7,694.0,14.993,0,59
3,9.0,10.0,84.7,694.0,16.02,0,59
1,9.0,10.0,73.2,600.0,17.879,0,51
4,9.0,10.0,84.7,694.0,15.643,0,59
6,9.0,10.0,84.7,694.0,15.544,0,59
7,9.0,10.0,76.1,623.0,17.377,0,53
5,9.0,10.0,71.8,588.0,17.891,0,50
8,9.0,10.0,84.7,694.0,15.588,0,59
9,9.0,10.0,73.2,600.0,17.113,0,51
10,9.0,10.0,73.2,600.0,17.101,0,51
2,10.0,11.0,84.7,694.0,14.87,0,59
3,10.0,11.0,84.7,694.0,15.855,0,59
1,10.0,11.0,76.1,623.0,17.837,0,53
4,10.0,11.0,86.1,706.0,14.823,0,60
6,10.0,11.0,84.7,694.0,16.117,0,59
8,10.0,11.0,84.7,694.0,16.349,0,59
5,10.0,11.0,76.1,623.0,17.532,0,53
9,10.0,11.0,74.6,612.0,17.938,0,52
7,10.0,11.0,73.2,600.0,16.678,0,51
10,10.0,11.0,74.6,612.0,17.736,0,52
1,11.0,12.0,73.2,600.0,15.786,0,51
2,11.0,12.0,84.7,694.0,15.444,0,59
3,11.0,12.0,84.7,694.0,15.957,0,59
4,11.0,12.0,84.7,694.0,15.172,0,59
5,11.0,12.0,73.2,600.0,16.432,0,51
6,11.0,12.0,86.1,706.0,15.016,0,60
7,11.0,12.0,76.1,623.0,15.226,0,53
8,11.0,12.0,84.7,694.0,15.911,0,59
9,11.0,12.0,73.2,600.0,15.812,0,51
10,11.0,12.0,73.2,600.0,16.455,0,51
2,12.0,13.0,76.1,623.0,15.301,0,53
3,12.0,13.0,73.2,600.0,16.265,0,51
4,12.0,13.0,74.6,612.0,15.994,0,52
1,12.0,13.0,76.1,623.0,15.678,0,53
6,12.0,13.0,71.8,588.0,16.308,0,50
8,12.0,13.0,77.5,635.0,15.099,0,54
5,12.0,13.0,76.1,623.0,16.374,0,53
7,12.0,13.0,73.2,600.0,15.965,0,51
9,12.0,13.0,74.6,612.0,16.787,0,52
10,12.0,13.0,74.6,612.0,16.294,0,52
3,13.0,14.0,77.5,635.0,15.313,0,54
2,13.0,14.0,74.6,612.0,23.648,0,52
1,13.0,14.0,73.2,600.0,15.389,0,51
4,13.0,14.0,73.2,600.0,15.804,0,51
5,13.0,14.0,73.2,600.0,15.655,0,51
7,13.0,14.0,74.6,612.0,16.043,0,52
6,13.0,14.0,76.1,623.0,16.333,0,53
8,13.0,14.0,73.2,600.0,15.556,0,51
9,13.0,14.0,76.1,623.0,22.864,0,53
10,13.0,14.0,86.1,706.0,15.097,0,60
3,14.0,15.0,84.7,694.0,15.314,0,59
2,14.0,15.0,83.3,682.0,15.415,0,58
1,14.0,15.0,74.6,612.0,18.781,0,52
4,14.0,15.0,84.7,694.0,15.462,0,59
6,14.0,15.0,84.7,694.0,15.516,0,59
5,14.0,15.0,74.6,612.0,18.762,0,52
8,14.0,15.0,84.7,694.0,14.802,0,59
7,14.0,15.0,73.2,600.0,18.555,0,51
