Time_s,Stream_ID,Mean_Kbyte_transfer,Std_Kbyte_transfer,Mean_Kbps,Std_Kbps,Mean_Latency_ms,Std_Latency_ms,Mean_Loss_pct,Std_Loss_pct
0,1,86.1,86.1,706.0,0.0,14.683499999999999,0.0770746391493343,98.8782366019723,0.7765169175126065
0,2,84.7,84.7,694.0,0.0,16.180500000000002,0.5055813485483801,98.83828974973345,0.6943092998420816
0,3,84.7,84.7,694.0,0.0,15.67,1.4368409793710646,99.09548457063985,0.333162112520023
0,4,84.7,84.7,694.0,0.0,15.3275,0.35143207024971407,99.14236125375808,0.41709416839258945
0,5,84.7,84.7,694.0,0.0,15.408000000000001,0.9008540392316622,98.8405201427519,0.691586228282171
0,6,85.4,85.4,700.0,8.48528137423857,15.498999999999999,0.012727922061356454,99.13354629251361,0.4245194087508856
0,7,84.7,84.7,694.0,0.0,16.4685,0.9128748545118344,98.83751849564327,0.6951842804947309
0,8,84.7,84.7,694.0,0.0,15.4815,0.18738329701443548,99.14232224085058,0.4141782690868991
0,9,85.4,85.4,700.0,8.48528137423857,16.181,0.07778174593051983,98.83457244186073,0.685130729795191
0,10,84.7,84.7,694.0,0.0,15.376,0.2446589462905455,99.14862460199214,0.4039633477369507
0,11,1003.0,1003.0,633.0,,24.196,,95.24036497344409,
1,1,72.5,72.5,593.75,80.18883962248113,18.536,4.3234892544486945,0.0,0.0
1,2,66.775,66.775,546.5,51.31276644267001,16.994,1.2340850862075914,0.0,0.0
1,3,79.675,79.675,652.75,48.54808612774212,15.65875,0.6309476338545588,0.0,0.0
1,4,73.575,73.575,602.75,72.32968500783987,16.1495,0.9541158210615728,0.0,0.0
1,5,72.125,72.125,591.0,42.387104957364876,16.171,0.6553507966476171,0.0,0.0
1,6,80.75,80.75,661.5,37.84617990409778,16.53875,0.17852614187657098,0.0,0.0
1,7,78.6,78.6,644.0,51.04246598013591,15.81525,0.5587428597604936,0.0,0.0
1,8,73.575,73.575,602.75,72.32968500783986,15.775,0.9078153263008216,0.0,0.0
1,9,72.475,72.475,594.0,43.642486944108335,16.2245,0.15852760012060982,0.0,0.0
1,10,80.4,80.4,658.5,40.99186911246343,15.47525,0.3884836976416547,0.0,0.0
1,11,80.4,80.4,658.5,50.204581464244875,17.109499999999997,1.9070669888601193,0.0,0.0
2,1,85.05,85.05,697.0,72.5993572056025,14.6445,1.4544370044797408,0.0,0.0
2,2,76.8,76.8,629.25,137.61631443982216,16.566,2.769466133872495,0.0,0.0
2,3,72.5,72.5,594.0,104.5211302400939,16.538,2.4337910071874833,0.0,0.0
2,4,81.825,81.825,670.5,47.00000000000001,15.72025,0.492232583914014,0.0,0.0
2,5,76.8,76.8,629.25,157.57194124166477,16.04175,3.3143667444425446,0.0,0.0
2,6,80.4,80.4,658.5,40.99186911246345,15.50875,0.5601662699591973,0.0,0.0
2,7,72.85,72.85,597.0,98.91747402085574,16.331500000000002,2.6336375984557923,0.0,0.0
2,8,82.175,82.175,673.5,49.32544982055409,15.2875,0.5000416649307,0.0,0.0
2,9,75.0,75.0,614.5,140.48131548359018,17.57275,2.9115258742911188,0.0,0.0
2,10,82.525,82.525,676.25,67.93317795206306,15.68825,0.5772811995321976,0.0,0.0
2,11,72.5,72.5,594.0,8.48528137423857,16.514,0.7438763338082477,0.0,0.0
3,1,78.6,78.6,644.0,57.94250023370871,16.251,1.896630872538636,0.0,0.0
3,2,80.75,80.75,661.5,44.725086174688734,16.68,1.9237385477241968,0.0,0.0
3,3,78.95,78.95,647.0,54.270925303824825,15.836749999999999,0.9732116504988338,0.0,0.0
3,4,82.55,82.55,676.25,35.49999999999999,15.535,0.654930530667185,0.0,0.0
3,5,80.375,80.375,658.75,48.09279225275516,16.7985,2.1135831345529486,0.0,0.0
3,6,78.95,78.95,647.0,54.270925303824825,16.38275,2.159419887377164,0.0,0.0
3,7,81.825,81.825,670.5,55.29014378711636,16.106,1.2535669108587697,0.0,0.0
3,8,82.55,82.55,676.25,35.49999999999999,15.527249999999999,0.8139931920272224,0.0,0.0
3,9,76.075,76.075,623.5,64.44894620291836,19.1615,5.838089670431587,0.0,0.0
3,10,82.525,82.525,676.5,51.31276644267,15.319500000000001,0.9903122403228868,0.0,0.0
3,11,75.35,75.35,617.5,7.7781745930520225,18.051499999999997,0.1265721138323897,0.0,0.0
4,1,79.675,79.675,652.75,82.5,15.827,0.5721264429011012,0.0,0.0
4,2,71.775,71.775,588.0,40.80032679607686,15.841,1.0547754895395207,0.0,0.0
4,3,76.425,76.425,626.5,45.35416188179426,16.20675,0.8364274724485482,0.0,0.0
4,4,78.225,78.225,641.0,36.56045222185669,15.780000000000001,0.7090213913087068,0.0,0.0
4,5,76.8,76.8,629.25,88.57906073107797,15.886,1.2880639218092658,0.0,0.0
4,6,73.925,73.925,605.75,67.68739419813214,15.777750000000001,0.9895929718828846,0.0,0.0
4,7,78.95,78.95,646.75,42.90590479953391,16.36025,0.46140320400563734,0.0,0.0
4,8,77.875,77.875,638.0,37.69173207305106,15.99975,0.9075554620334061,0.0,0.0
4,9,79.3,79.3,650.0,57.94250023370871,16.3245,0.8075685729397837,0.0,0.0
4,10,76.425,76.425,626.5,45.35416188179427,16.2855,0.8547769689612995,0.0,0.0
4,11,73.2,73.2,600.0,0.0,17.088,1.1115718600252509,0.0,0.0
5,1,77.5,77.5,635.25,48.09279225275516,16.5985,1.8091343233712645,0.0,0.0
5,2,79.3,79.3,650.0,51.04246598013593,16.42825,1.0688583863169143,0.0,0.0
5,3,81.825,81.825,670.5,47.00000000000001,15.86375,0.9013295272355537,0.0,0.0
5,4,81.475,81.475,667.5,52.999999999999986,15.943249999999999,0.49027840730208283,0.0,0.0
5,5,73.9,73.9,606.0,6.928203230275509,16.919249999999998,0.9413597877538633,0.0,0.0
5,6,82.525,82.525,676.5,43.37049688440287,15.84025,1.410760876265004,0.0,0.0
5,7,74.275,74.275,608.75,63.27387559912332,16.350749999999998,0.6911552526989381,0.0,0.0
5,8,84.7,84.7,694.0,0.0,15.739,0.5682646097256691,0.0,0.0
5,9,75.0,75.0,614.5,17.445152144172717,16.96275,0.9590281104673973,0.0,0.0
5,10,81.825,81.825,670.5,47.0,16.15475,1.0770606219397927,0.0,0.0
5,11,85.4,85.4,700.0,8.48528137423857,15.5025,0.12940054095713807,0.0,0.0
6,1,74.275,74.275,608.75,67.6134848483151,16.12875,0.20143547353929464,0.0,0.0
6,2,79.3,79.3,650.0,51.04246598013591,16.22525,1.2381005276901655,0.0,0.0
6,3,77.5,77.5,635.25,39.50843791731921,16.429000000000002,0.7808721619659217,0.0,0.0
6,4,76.425,76.425,626.5,52.999999999999986,16.40375,0.9561674800995905,0.0,0.0
6,5,77.175,77.175,632.0,83.65404951345752,15.86225,0.7815140753690886,0.0,0.0
6,6,75.0,75.0,614.5,10.969655114602885,16.34525,0.19704208518317454,0.0,0.0
6,7,82.9,82.9,679.25,37.9242666376029,17.029,3.5298465500169636,0.0,0.0
6,8,73.2,73.2,600.0,0.0,16.272750000000002,0.3906049794869493,0.0,0.0
6,9,80.025,80.025,655.75,44.3950072267892,16.1235,1.2129117857453606,0.0,0.0
6,10,78.225,78.225,641.0,36.56045222185671,16.032,1.3384072623831653,0.0,0.0
6,11,79.65,79.65,653.0,57.982756057296896,15.675,0.6208397538817888,0.0,0.0
7,1,79.3,79.3,650.0,51.04246598013591,18.02975,4.575148476643499,0.0,0.0
7,2,79.65,79.65,653.0,54.7113638409182,15.8565,0.6300187827887872,0.0,0.0
7,3,73.925,73.925,605.75,11.49999999999999,17.229499999999998,0.9551301830989677,0.0,0.0
7,4,77.875,77.875,638.0,37.69173207305107,17.13975,0.7713241320396166,0.0,0.0
7,5,82.175,82.175,673.5,49.325449820554105,15.46325,1.1857496573897872,0.0,0.0
7,6,76.075,76.075,623.5,46.99999999999999,16.284,1.1609688482757272,0.0,0.0
7,7,79.27499999999999,79.27499999999999,650.0,46.274543037542074,16.53,1.1209843888297477,0.0,0.0
7,8,77.875,77.875,638.0,37.69173207305107,17.3535,0.8011743464024123,0.0,0.0
7,9,78.95,78.95,647.0,54.270925303824825,15.4595,0.8215824162350762,0.0,0.0
7,10,76.07499999999999,76.07499999999999,623.5,56.15158056546583,16.688499999999998,1.6362407117128774,0.0,0.0
7,11,74.65,74.65,611.5,16.263455967290593,16.1935,0.2637508293825805,0.0,0.0
8,1,79.675,79.675,652.75,56.055775795184566,15.94325,1.3707123148202918,0.0,0.0
8,2,76.45,76.45,626.25,85.25403216270769,16.147750000000002,0.5734552438217523,0.0,0.0
8,3,75.375,75.375,617.25,11.49999999999999,17.66675,1.095056885889191,0.0,0.0
8,4,70.35,70.35,576.25,39.90300740545756,17.31475,1.359257487257903,0.0,0.0
8,5,76.8,76.8,629.0,29.40521495698793,15.564,0.4572606842199891,0.0,0.0
8,6,74.975,74.975,614.75,5.50000000000001,17.406,1.1804736337589246,0.0,0.0
8,7,71.425,71.425,585.0,46.611872593435535,16.99125,1.3523974699276335,0.0,0.0
8,8,71.05,71.05,582.25,35.50000000000001,17.809,0.9922506403794039,0.0,0.0
8,9,76.425,76.425,626.5,37.42993454442579,15.84225,0.8078144898428103,0.0,0.0
8,10,69.625,69.625,570.25,54.962866252285885,17.41225,0.7993061053188567,0.0,0.0
8,11,78.95,78.95,647.0,66.46803743153546,16.451999999999998,0.8485281374238578,0.0,0.0
9,1,78.575,78.575,644.0,116.76757540801583,16.16525,2.5454203811289533,0.0,0.0
9,2,79.675,79.675,652.75,48.54808612774212,16.073,1.0267758599941215,0.0,0.0
9,3,81.825,81.825,670.5,47.00000000000001,17.14675,1.5349439457734808,0.0,0.0
9,4,82.9,82.9,679.25,111.93859924083381,15.40675,2.2640704310305075,0.0,0.0
9,5,76.8,76.8,629.25,77.18970138561232,16.9605,1.1029616191569558,0.0,0.0
9,6,82.175,82.175,673.25,79.32790597681668,16.15375,2.893063241041692,0.0,0.0
9,7,82.9,82.9,679.25,37.9242666376029,16.646749999999997,1.2039270119072831,0.0,0.0
9,8,82.55,82.55,676.25,107.70445673230054,15.942499999999999,2.350904152306795,0.0,0.0
9,9,76.45,76.45,626.25,85.2540321627077,16.582749999999997,1.0032212700429883,0.0,0.0
9,10,78.95,78.95,646.75,112.48518420959564,16.4945,2.9653863716779525,0.0,0.0
9,11,81.1,81.1,664.5,58.68986283848344,19.863,4.804083471381405,0.0,0.0
10,1,77.875,77.875,638.0,37.69173207305107,16.739,1.3411385710159356,0.0,0.0
10,2,79.65,79.65,653.0,54.71136384091822,15.604,0.8945930173361886,0.0,0.0
10,3,72.15,72.15,591.0,104.00320507881798,16.89375,2.619043511793317,0.0,0.0
10,4,74.65,74.65,611.5,77.72815877574013,16.9495,2.6948024664775225,0.0,0.0
