Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,5,1,0.83849,0.02197
110,5,1,1.30706,0.03425
210,5,1,1.07706,0.02822
320,5,1,1.09136,0.02860
429,5,1,0.98291,0.02576
530,5,1,0.95640,0.02506
630,5,1,1.07628,0.02820
740,5,1,0.98162,0.02572
840,5,1,1.19830,0.03140
940,5,1,0.71828,0.01882
1050,5,1,1.41810,0.03716
1160,5,1,0.86685,0.02272
1270,5,1,1.20481,0.03157
1370,5,1,1.19669,0.03136
1480,5,1,1.09198,0.02862
1580,5,1,1.07796,0.02825
1680,5,1,0.95793,0.02510
1780,5,1,1.19700,0.03137
1890,5,1,0.98186,0.02573
1990,5,1,1.19640,0.03135
2100,5,1,1.09187,0.02861
2210,5,1,0.65409,0.01714
2310,5,1,1.43256,0.03754
2420,5,1,1.09413,0.02867
2530,5,1,0.98030,0.02569
2630,5,1,1.07584,0.02819
2740,5,1,1.09016,0.02857
2840,5,1,0.83767,0.02195
2940,5,1,1.19787,0.03139
3050,5,1,1.08998,0.02856
3160,5,1,1.19835,0.03140
3270,5,1,0.87198,0.02285
3380,5,1,0.98129,0.02572
3490,5,1,1.09087,0.02859
3590,5,1,1.07798,0.02825
3700,5,1,1.08644,0.02847
3810,5,1,0.98222,0.02574
3920,5,1,1.19570,0.03133
4030,5,1,1.30735,0.03426
4130,5,1,0.71899,0.01884
4230,5,1,1.31711,0.03452
4340,5,1,1.09212,0.02862
4450,5,1,1.08961,0.02855
4550,5,1,0.95804,0.02511
4660,5,1,1.30618,0.03423
4770,5,1,0.98107,0.02571
4870,5,1,0.71898,0.01884
4980,5,1,1.30629,0.03423
5090,5,1,1.20075,0.03147
5190,5,1,0.59729,0.01565
5300,5,1,1.42145,0.03725
5400,5,1,0.95522,0.02503
5510,5,1,0.65630,0.01720
5610,5,1,1.31036,0.03434
5720,5,1,1.20134,0.03148
5830,5,1,1.09352,0.02866
5930,5,1,1.19625,0.03135
6040,5,1,1.08943,0.02855
6140,5,1,1.07851,0.02826
6240,5,1,0.83875,0.02198
6340,5,1,1.19551,0.03133
6450,5,1,1.09142,0.02860
6550,5,1,1.07842,0.02826
6650,5,1,1.07749,0.02824
6750,5,1,1.07843,0.02826
6850,5,1,0.83854,0.02197
6960,5,1,1.09131,0.02860
7070,5,1,1.19906,0.03142
7170,5,1,0.95343,0.02499
7280,5,1,1.20302,0.03153
7380,5,1,0.95868,0.02512
7480,5,1,1.07751,0.02824
7590,5,1,1.19881,0.03142
7700,5,1,0.98079,0.02570
7810,5,1,0.87242,0.02286
7910,5,1,1.31813,0.03454
8020,5,1,1.19871,0.03141
8120,5,1,1.07408,0.02815
8230,5,1,0.98224,0.02574
8330,5,1,1.07739,0.02823
8440,5,1,0.87423,0.02291
8540,5,1,1.19725,0.03137
8640,5,1,1.07541,0.02818
8750,5,1,0.87561,0.02295
8860,5,1,1.41203,0.03700
8960,5,1,0.95829,0.02511
9060,5,1,0.95859,0.02512
9160,5,1,1.31767,0.03453
9270,5,1,0.98151,0.02572
9380,5,1,0.86874,0.02277
9490,5,1,1.09221,0.02862
9600,5,1,1.30968,0.03432
9700,5,1,1.07471,0.02816
9810,5,1,0.87409,0.02291
9910,5,1,1.07689,0.02822
10020,5,1,1.09003,0.02856
10120,5,1,1.07838,0.02826
10230,5,1,1.09165,0.02861
10330,5,1,1.07834,0.02826
10440,5,1,0.76061,0.01993
10540,5,1,1.43771,0.03768
10650,5,1,0.98471,0.02580
10750,5,1,0.95548,0.02504
10850,5,1,1.19793,0.03139
10960,5,1,1.08915,0.02854
11070,5,1,0.76509,0.02005
11170,5,1,1.07740,0.02823
11280,5,1,1.20013,0.03145
11380,5,1,1.19443,0.03130
11480,5,1,1.07805,0.02825
11580,5,1,1.19766,0.03139
11690,5,1,0.54657,0.01432
11790,5,1,1.43571,0.03762
11900,5,1,1.19656,0.03136
12000,5,1,1.19359,0.03128
12110,5,1,0.65764,0.01723
12210,5,1,1.31224,0.03439
12320,5,1,1.09276,0.02864
12430,5,1,1.20219,0.03150
12530,5,1,0.95524,0.02503
12640,5,1,0.87286,0.02287
12750,5,1,1.08906,0.02854
12850,5,1,1.07781,0.02824
12960,5,1,1.19690,0.03137
13070,5,1,0.98179,0.02573
13170,5,1,1.19738,0.03138
13270,5,1,1.19753,0.03138
13380,5,1,1.09259,0.02863
13480,5,1,0.59732,0.01565
13590,5,1,1.41705,0.03713
13690,5,1,0.95664,0.02507
13800,5,1,1.09269,0.02863
13900,5,1,1.07626,0.02820
14010,5,1,1.08891,0.02854
14120,5,1,0.65492,0.01716
14220,5,1,1.19840,0.03140
14330,5,1,1.30904,0.03430
14430,5,1,1.07406,0.02815
14540,5,1,0.87401,0.02290
14640,5,1,1.31782,0.03453
14740,5,1,1.19723,0.03137
14850,5,1,0.98359,0.02578
14950,5,1,1.19393,0.03129
15060,5,1,0.54515,0.01429
15160,5,1,1.31761,0.03453
15260,5,1,1.31799,0.03454
15360,5,1,1.19686,0.03136
15470,5,1,0.98262,0.02575
15570,5,1,0.83870,0.02198
15680,5,1,1.08982,0.02856
15780,5,1,0.95707,0.02508
15890,5,1,1.30927,0.03431
16000,5,1,0.87199,0.02285
16100,5,1,1.07765,0.02824
16210,5,1,1.08907,0.02854
16320,5,1,1.20191,0.03150
16420,5,1,0.71892,0.01884
16520,5,1,1.31713,0.03452
16620,5,1,0.95295,0.02497
16730,5,1,0.98300,0.02576
16840,5,1,1.09136,0.02860
16940,5,1,1.43771,0.03768
17050,5,1,1.09061,0.02858
17150,5,1,1.07802,0.02825
17250,5,1,0.83673,0.02193
17350,5,1,1.07821,0.02826
17450,5,1,1.19774,0.03139
17560,5,1,1.09051,0.02858
17670,5,1,1.08887,0.02853
17770,5,1,1.19668,0.03136
17870,5,1,0.59916,0.01570
17980,5,1,1.19889,0.03142
18090,5,1,1.30913,0.03431
18190,5,1,0.95856,0.02512
18300,5,1,0.98406,0.02579
18400,5,1,1.07668,0.02821
18500,5,1,0.71790,0.01881
18600,5,1,1.31636,0.03450
18700,5,1,1.19737,0.03138
18810,5,1,0.97966,0.02567
18920,5,1,1.09161,0.02861
19020,5,1,1.07789,0.02825
19120,5,1,1.07655,0.02821
19230,5,1,1.20118,0.03148
19340,5,1,0.87175,0.02284
19450,5,1,1.09100,0.02859
19560,5,1,1.08921,0.02854
19660,5,1,1.19744,0.03138
19770,5,1,1.08982,0.02856
19880,5,1,0.76259,0.01998
19980,5,1,1.31646,0.03450
20090,5,1,1.20023,0.03145
20190,5,1,0.71828,0.01882
20300,5,1,1.19771,0.03139
20410,5,1,0.98052,0.02569
20520,5,1,1.20087,0.03147
20620,5,1,1.19491,0.03131
20730,5,1,1.09241,0.02863
20830,5,1,0.71810,0.01882
20930,5,1,1.19797,0.03139
21030,5,1,1.31657,0.03450
21130,5,1,0.71858,0.01883
21240,5,1,1.20162,0.03149
21350,5,1,1.20089,0.03147
21450,5,1,0.83679,0.02193
21560,5,1,0.97866,0.02565
21670,5,1,1.19914,0.03142
21780,5,1,1.30970,0.03432
21890,5,1,0.65373,0.01713
