Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,1,1,1.07374,0.02814
0,5,1,2.26678,0.05940
0,6,1,1.07374,0.02814
0,18,1,1.07374,0.02814
0,20,1,1.07374,0.02814
109,1,1,1.42429,0.03732
109,5,1,0.21912,0.00574
109,6,1,0.87649,0.02297
109,18,1,0.76693,0.02010
109,20,1,1.09561,0.02871
212,1,1,0.81733,0.02142
212,5,1,2.21846,0.05814
212,6,1,1.40113,0.03672
212,18,1,1.16761,0.03060
212,20,1,0.81733,0.02142
319,1,1,0.66866,0.01752
319,5,1,0.22289,0.00584
319,6,1,1.22587,0.03212
319,18,1,0.78010,0.02044
319,20,1,1.11443,0.02920
429,1,1,0.87203,0.02285
429,5,1,0.43602,0.01143
429,6,1,1.09004,0.02856
429,18,1,1.09004,0.02856
429,20,1,0.76303,0.02000
529,1,1,1.67523,0.04390
529,5,1,2.03421,0.05331
529,6,1,0.71796,0.01881
529,18,1,1.67523,0.04390
529,20,1,1.67523,0.04390
639,1,1,0.76455,0.02004
639,5,1,0.76455,0.02004
639,6,1,1.09221,0.02862
639,18,1,0.76455,0.02004
639,20,1,0.76455,0.02004
749,1,1,1.52142,0.03987
749,5,1,1.95611,0.05126
749,6,1,1.30407,0.03417
749,18,1,1.08673,0.02848
749,20,1,1.41275,0.03702
859,1,1,1.08913,0.02854
859,5,1,0.43565,0.01142
859,6,1,1.19804,0.03140
859,18,1,0.98022,0.02569
859,20,1,0.54456,0.01427
969,1,1,0.21784,0.00571
969,5,1,0.87135,0.02283
969,6,1,0.98027,0.02569
969,18,1,1.08919,0.02854
969,20,1,1.08919,0.02854
1069,1,1,1.67744,0.04396
1069,5,1,0.95854,0.02512
1069,6,1,0.83872,0.02198
1069,18,1,0.83872,0.02198
1069,20,1,1.19817,0.03140
1180,1,1,0.76128,0.01995
1180,5,1,1.52255,0.03990
1180,6,1,1.19629,0.03135
1180,18,1,1.52255,0.03990
1180,20,1,1.08754,0.02850
1289,1,1,1.42152,0.03725
1289,5,1,0.76544,0.02006
1289,6,1,1.20283,0.03152
1289,18,1,0.76544,0.02006
1289,20,1,1.42152,0.03725
1389,1,1,0.83708,0.02194
1389,5,1,1.19583,0.03134
1389,6,1,0.71750,0.01880
1389,18,1,1.19583,0.03134
1389,20,1,0.83708,0.02194
1500,1,1,1.30011,0.03407
1500,5,1,1.19177,0.03123
