Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,61316,63.50,20.778
0,54887,63.50,20.778
0,41999,63.50,20.778
0,10354,52.00,17.015
0,21661,52.50,17.179
100,61316,63.50,20.778
100,54887,63.50,20.778
100,41999,63.50,20.778
100,10354,52.00,17.015
100,21661,52.50,17.179
209,61316,63.50,20.778
209,54887,63.50,20.778
209,41999,63.50,20.778
209,10354,52.00,17.015
209,21661,52.50,17.179
319,61316,63.50,20.778
319,54887,63.50,20.778
319,41999,63.50,20.778
319,10354,52.00,17.015
319,21661,52.50,17.179
419,61316,63.50,20.778
419,54887,63.50,20.778
419,41999,63.50,20.778
419,10354,52.00,17.015
419,21661,52.50,17.179
529,61316,63.50,20.778
529,54887,63.50,20.778
529,41999,63.50,20.778
529,10354,52.00,17.015
529,21661,52.50,17.179
629,61316,63.50,20.778
629,54887,63.50,20.778
629,41999,63.50,20.778
629,10354,52.00,17.015
629,21661,52.50,17.179
730,61316,63.50,20.778
730,54887,63.50,20.778
730,41999,63.50,20.778
730,10354,52.00,17.015
730,21661,52.50,17.179
839,61316,63.50,20.778
839,54887,63.50,20.778
839,41999,63.50,20.778
839,10354,52.00,17.015
839,21661,52.50,17.179
940,61316,63.50,20.778
940,54887,63.50,20.778
940,41999,63.50,20.778
940,10354,52.00,17.015
940,21661,52.50,17.179
1049,61316,63.50,20.778
1049,54887,63.50,20.778
1049,41999,63.50,20.778
1049,10354,52.00,17.015
1049,21661,52.50,17.179
1149,61316,63.50,20.778
1149,54887,63.50,20.778
1149,41999,63.50,20.778
1149,10354,52.00,17.015
1149,21661,52.50,17.179
1250,61316,63.50,20.778
1250,54887,63.50,20.778
1250,41999,63.50,20.778
1250,10354,52.00,17.015
1250,21661,52.50,17.179
1359,61316,63.50,20.778
1359,54887,63.50,20.778
1359,41999,63.50,20.778
1359,10354,52.00,17.015
1359,21661,52.50,17.179
1469,61316,63.50,20.778
1469,54887,63.50,20.778
1469,41999,63.50,20.778
1469,10354,52.00,17.015
1469,21661,52.50,17.179
1569,61316,63.50,20.778
1569,54887,63.50,20.778
1569,41999,63.50,20.778
1569,10354,52.00,17.015
1569,21661,52.50,17.179
1680,61316,63.50,20.778
1680,54887,63.50,20.778
1680,41999,63.50,20.778
1680,10354,52.00,17.015
1680,21661,52.50,17.179
1789,61316,63.50,20.778
1789,54887,63.50,20.778
1789,41999,63.50,20.778
1789,10354,52.00,17.015
1789,21661,52.50,17.179
1899,61316,63.50,20.778
1899,54887,63.50,20.778
1899,41999,63.50,20.778
1899,10354,52.00,17.015
1899,21661,52.50,17.179
1999,61316,63.50,20.778
1999,54887,63.50,20.778
1999,41999,63.50,20.778
1999,10354,52.00,17.015
1999,21661,52.50,17.179
2099,61316,63.50,20.778
2099,54887,63.50,20.778
2099,41999,63.50,20.778
2099,10354,52.00,17.015
2099,21661,52.50,17.179
2209,61316,63.50,20.778
2209,54887,63.50,20.778
2209,41999,63.50,20.778
2209,10354,52.00,17.015
2209,21661,52.50,17.179
2309,61316,63.50,20.778
2309,54887,63.50,20.778
2309,41999,63.50,20.778
2309,10354,52.00,17.015
2309,21661,52.50,17.179
2409,61316,63.50,20.778
2409,54887,63.50,20.778
2409,41999,63.50,20.778
2409,10354,52.00,17.015
2409,21661,52.50,17.179
2510,61316,63.50,20.778
2510,54887,63.50,20.778
2510,41999,63.50,20.778
2510,10354,52.00,17.015
2510,21661,52.50,17.179
2619,61316,63.50,20.778
2619,54887,63.50,20.778
2619,41999,63.50,20.778
2619,10354,52.00,17.015
2619,21661,52.50,17.179
2720,61316,63.50,20.778
2720,54887,63.50,20.778
2720,41999,63.50,20.778
2720,10354,52.00,17.015
2720,21661,52.50,17.179
2829,61316,63.50,20.778
2829,54887,63.50,20.778
2829,41999,63.50,20.778
2829,10354,52.00,17.015
2829,21661,52.50,17.179
2939,61316,63.50,20.778
2939,54887,63.50,20.778
2939,41999,63.50,20.778
2939,10354,52.00,17.015
2939,21661,52.50,17.179
3049,61316,63.50,20.778
3049,54887,63.50,20.778
3049,41999,63.50,20.778
3049,10354,54.50,17.833
3049,21661,52.50,17.179
3159,61316,63.50,20.778
3159,54887,63.50,20.778
3159,41999,63.50,20.778
3159,10354,54.50,17.833
3159,21661,52.50,17.179
3260,61316,63.50,20.778
3260,54887,63.50,20.778
3260,41999,63.50,20.778
3260,10354,52.00,17.015
3260,21661,52.50,17.179
3369,61316,63.50,20.778
3369,54887,63.50,20.778
3369,41999,63.50,20.778
3369,10354,52.00,17.015
3369,21661,52.50,17.179
3479,61316,63.50,20.778
3479,54887,63.50,20.778
3479,41999,63.50,20.778
3479,10354,52.00,17.015
3479,21661,52.50,17.179
3579,61316,63.50,20.778
3579,54887,63.50,20.778
3579,41999,63.50,20.778
3579,10354,52.00,17.015
3579,21661,52.50,17.179
3689,61316,63.50,20.778
3689,54887,63.50,20.778
3689,41999,63.50,20.778
3689,10354,52.00,17.015
3689,21661,52.50,17.179
3799,61316,63.50,20.778
3799,54887,63.50,20.778
3799,41999,63.50,20.778
3799,10354,52.00,17.015
3799,21661,52.50,17.179
3899,61316,63.50,20.778
3899,54887,63.50,20.778
3899,41999,63.50,20.778
3899,10354,52.00,17.015
3899,21661,52.50,17.179
4000,61316,63.50,20.778
4000,54887,63.50,20.778
4000,41999,63.50,20.778
4000,10354,52.00,17.015
4000,21661,52.50,17.179
4109,61316,63.50,20.778
4109,54887,63.50,20.778
4109,41999,63.50,20.778
4109,10354,52.00,17.015
4109,21661,52.50,17.179
4209,61316,63.50,20.778
4209,54887,63.50,20.778
4209,41999,63.50,20.778
4209,10354,52.00,17.015
4209,21661,52.50,17.179
4319,61316,63.50,20.778
4319,54887,63.50,20.778
4319,41999,63.50,20.778
4319,10354,52.00,17.015
4319,21661,52.50,17.179
4420,61316,63.50,20.778
4420,54887,63.50,20.778
4420,41999,63.50,20.778
4420,10354,52.00,17.015
4420,21661,52.50,17.179
4529,61316,63.50,20.778
4529,54887,63.50,20.778
4529,41999,63.50,20.778
4529,10354,52.00,17.015
4529,21661,52.50,17.179
4639,61316,63.50,20.778
4639,54887,63.50,20.778
4639,41999,63.50,20.778
4639,10354,52.00,17.015
4639,21661,52.50,17.179
4749,61316,63.50,20.778
4749,54887,63.50,20.778
4749,41999,63.50,20.778
4749,10354,52.00,17.015
4749,21661,52.50,17.179
4859,61316,63.50,20.778
4859,54887,63.50,20.778
4859,41999,63.50,20.778
4859,10354,52.00,17.015
4859,21661,52.50,17.179
4959,61316,63.50,20.778
4959,54887,63.50,20.778
4959,41999,63.50,20.778
4959,10354,52.00,17.015
4959,21661,52.50,17.179
5069,61316,63.50,20.778
5069,54887,63.50,20.778
5069,41999,63.50,20.778
5069,10354,52.00,17.015
5069,21661,52.50,17.179
5179,61316,63.50,20.778
5179,54887,63.50,20.778
5179,41999,63.50,20.778
5179,10354,52.00,17.015
5179,21661,52.50,17.179
5289,61316,63.50,20.778
5289,54887,63.50,20.778
5289,41999,63.50,20.778
5289,10354,52.00,17.015
5289,21661,52.50,17.179
5399,61316,63.50,20.778
5399,54887,63.50,20.778
5399,41999,63.50,20.778
5399,10354,52.00,17.015
5399,21661,52.50,17.179
5500,61316,63.50,20.778
5500,54887,63.50,20.778
5500,41999,63.50,20.778
5500,10354,52.00,17.015
5500,21661,52.50,17.179
5609,61316,63.50,20.778
5609,54887,63.50,20.778
5609,41999,63.50,20.778
5609,10354,52.00,17.015
5609,21661,52.50,17.179
5709,61316,63.50,20.778
5709,54887,63.50,20.778
5709,41999,63.50,20.778
5709,10354,52.00,17.015
5709,21661,52.50,17.179
5819,61316,63.50,20.778
5819,54887,63.50,20.778
5819,41999,63.50,20.778
5819,10354,52.00,17.015
5819,21661,52.50,17.179
5919,61316,63.50,20.778
5919,54887,63.50,20.778
5919,41999,63.50,20.778
5919,10354,52.00,17.015
5919,21661,52.50,17.179
6029,61316,63.50,20.778
6029,54887,63.50,20.778
6029,41999,63.50,20.778
6029,10354,52.00,17.015
6029,21661,52.50,17.179
6129,61316,63.50,20.778
6129,54887,63.50,20.778
6129,41999,63.50,20.778
6129,10354,52.00,17.015
6129,21661,52.50,17.179
6229,61316,63.50,20.778
6229,54887,63.50,20.778
6229,41999,63.50,20.778
6229,10354,52.00,17.015
6229,21661,52.50,17.179
6329,61316,63.50,20.778
6329,54887,63.50,20.778
6329,41999,63.50,20.778
6329,10354,52.00,17.015
6329,21661,52.50,17.179
6429,61316,63.50,20.778
6429,54887,63.50,20.778
6429,41999,63.50,20.778
6429,10354,52.00,17.015
6429,21661,52.50,17.179
6539,61316,63.50,20.778
6539,54887,63.50,20.778
6539,41999,63.50,20.778
6539,10354,52.00,17.015
6539,21661,52.50,17.179
6640,61316,63.50,20.778
6640,54887,63.50,20.778
6640,41999,63.50,20.778
6640,10354,52.00,17.015
6640,21661,52.50,17.179
6749,61316,63.50,20.778
6749,54887,63.50,20.778
6749,41999,63.50,20.778
6749,10354,52.00,17.015
6749,21661,52.50,17.179
6859,61316,63.50,20.778
6859,54887,63.50,20.778
6859,41999,63.50,20.778
6859,10354,54.50,17.833
6859,21661,52.50,17.179
6969,61316,63.50,20.778
6969,54887,63.50,20.778
6969,41999,63.50,20.778
6969,10354,54.50,17.833
6969,21661,52.50,17.179
7069,61316,63.50,20.778
7069,54887,63.50,20.778
7069,41999,63.50,20.778
7069,10354,52.00,17.015
7069,21661,52.50,17.179
7169,61316,63.50,20.778
7169,54887,63.50,20.778
7169,41999,63.50,20.778
7169,10354,52.00,17.015
7169,21661,52.50,17.179
7270,61316,63.50,20.778
7270,54887,63.50,20.778
7270,41999,63.50,20.778
7270,10354,52.00,17.015
7270,21661,52.50,17.179
7380,61316,63.50,20.778
7380,54887,63.50,20.778
7380,41999,63.50,20.778
7380,10354,52.00,17.015
7380,21661,52.50,17.179
7489,61316,63.50,20.778
7489,54887,63.50,20.778
7489,41999,63.50,20.778
7489,10354,52.00,17.015
7489,21661,52.50,17.179
7589,61316,63.50,20.778
7589,54887,63.50,20.778
7589,41999,63.50,20.778
7589,10354,52.00,17.015
7589,21661,52.50,17.179
7689,61316,63.50,20.778
7689,54887,63.50,20.778
7689,41999,63.50,20.778
7689,10354,52.00,17.015
7689,21661,52.50,17.179
7789,61316,63.50,20.778
7789,54887,63.50,20.778
7789,41999,63.50,20.778
7789,10354,52.00,17.015
7789,21661,52.50,17.179
7899,61316,63.50,20.778
7899,54887,63.50,20.778
7899,41999,63.50,20.778
7899,10354,52.00,17.015
7899,21661,52.50,17.179
7999,61316,63.50,20.778
7999,54887,63.50,20.778
7999,41999,63.50,20.778
7999,10354,52.00,17.015
7999,21661,52.50,17.179
8109,61316,63.50,20.778
8109,54887,63.50,20.778
8109,41999,63.50,20.778
8109,10354,52.00,17.015
8109,21661,52.50,17.179
8219,61316,63.50,20.778
8219,54887,63.50,20.778
8219,41999,63.50,20.778
8219,10354,52.00,17.015
8219,21661,52.50,17.179
8320,61316,63.50,20.778
8320,54887,63.50,20.778
8320,41999,63.50,20.778
8320,10354,52.00,17.015
8320,21661,52.50,17.179
8429,61316,63.50,20.778
8429,54887,63.50,20.778
8429,41999,63.50,20.778
8429,10354,52.00,17.015
8429,21661,52.50,17.179
8529,61316,63.50,20.778
8529,54887,63.50,20.778
8529,41999,63.50,20.778
8529,10354,52.00,17.015
8529,21661,52.50,17.179
8629,61316,63.50,20.778
8629,54887,63.50,20.778
8629,41999,63.50,20.778
8629,10354,52.00,17.015
8629,21661,52.50,17.179
8730,61316,63.50,20.778
8730,54887,63.50,20.778
8730,41999,63.50,20.778
8730,10354,52.00,17.015
8730,21661,52.50,17.179
8840,61316,63.50,20.778
8840,54887,63.50,20.778
8840,41999,63.50,20.778
8840,10354,52.00,17.015
8840,21661,52.50,17.179
8941,61316,63.50,20.778
8941,54887,63.50,20.778
8941,41999,63.50,20.778
8941,10354,52.00,17.015
8941,21661,52.50,17.179
9049,61316,63.50,20.778
9049,54887,63.50,20.778
9049,41999,63.50,20.778
9049,10354,52.00,17.015
9049,21661,52.50,17.179
9149,61316,63.50,20.778
9149,54887,63.50,20.778
9149,41999,63.50,20.778
9149,10354,52.00,17.015
9149,21661,52.50,17.179
9249,61316,63.50,20.778
9249,54887,63.50,20.778
9249,41999,63.50,20.778
9249,10354,52.00,17.015
9249,21661,52.50,17.179
9360,61316,63.50,20.778
9360,54887,63.50,20.778
9360,41999,63.50,20.778
9360,10354,52.00,17.015
9360,21661,52.50,17.179
9469,61316,63.50,20.778
9469,54887,63.50,20.778
9469,41999,63.50,20.778
9469,10354,52.00,17.015
9469,21661,52.50,17.179
9580,61316,63.50,20.778
9580,54887,63.50,20.778
9580,41999,63.50,20.778
9580,10354,52.00,17.015
9580,21661,52.50,17.179
9689,61316,63.50,20.778
9689,54887,63.50,20.778
9689,41999,63.50,20.778
9689,10354,52.00,17.015
9689,21661,52.50,17.179
9789,61316,63.50,20.778
9789,54887,63.50,20.778
9789,41999,63.50,20.778
9789,10354,52.00,17.015
9789,21661,52.50,17.179
9889,61316,63.50,20.778
9889,54887,63.50,20.778
9889,41999,63.50,20.778
9889,10354,52.00,17.015
9889,21661,52.50,17.179
9989,61316,63.50,20.778
9989,54887,63.50,20.778
9989,41999,63.50,20.778
9989,10354,52.00,17.015
9989,21661,52.50,17.179
10100,61316,63.50,20.778
10100,54887,63.50,20.778
10100,41999,63.50,20.778
10100,10354,52.00,17.015
10100,21661,52.50,17.179
10209,61316,63.50,20.778
10209,54887,63.50,20.778
10209,41999,63.50,20.778
10209,10354,52.00,17.015
10209,21661,52.50,17.179
10309,61316,63.50,20.778
10309,54887,63.50,20.778
10309,41999,63.50,20.778
10309,10354,52.00,17.015
10309,21661,52.50,17.179
10420,61316,63.50,20.778
10420,54887,63.50,20.778
10420,41999,63.50,20.778
10420,10354,52.00,17.015
10420,21661,52.50,17.179
10530,61316,63.50,20.778
10530,54887,63.50,20.778
10530,41999,63.50,20.778
10530,10354,52.00,17.015
10530,21661,52.50,17.179
10639,61316,63.50,20.778
10639,54887,63.50,20.778
10639,41999,63.50,20.778
10639,10354,52.00,17.015
10639,21661,52.50,17.179
10749,61316,63.50,20.778
10749,54887,63.50,20.778
10749,41999,63.50,20.778
10749,10354,52.00,17.015
10749,21661,52.50,17.179
10850,61316,63.50,20.778
10850,54887,63.50,20.778
10850,41999,63.50,20.778
10850,10354,52.00,17.015
10850,21661,52.50,17.179
10959,61316,63.50,20.778
10959,54887,63.50,20.778
10959,41999,63.50,20.778
10959,10354,54.50,17.833
10959,21661,52.50,17.179
11069,61316,63.50,20.778
11069,54887,63.50,20.778
11069,41999,63.50,20.778
11069,10354,54.50,17.833
11069,21661,52.50,17.179
11179,61316,63.50,20.778
11179,54887,63.50,20.778
11179,41999,63.50,20.778
11179,10354,54.50,17.833
11179,21661,52.50,17.179
11280,61316,63.50,20.778
11280,54887,63.50,20.778
11280,41999,63.50,20.778
11280,10354,52.00,17.015
11280,21661,52.50,17.179
11389,61316,63.50,20.778
11389,54887,63.50,20.778
11389,41999,63.50,20.778
11389,10354,52.00,17.015
11389,21661,52.50,17.179
11489,61316,63.50,20.778
11489,54887,63.50,20.778
11489,41999,63.50,20.778
11489,10354,52.00,17.015
11489,21661,52.50,17.179
11589,61316,63.50,20.778
11589,54887,63.50,20.778
11589,41999,63.50,20.778
11589,10354,52.00,17.015
11589,21661,52.50,17.179
11690,61316,63.50,20.778
11690,54887,63.50,20.778
11690,41999,63.50,20.778
11690,10354,52.00,17.015
11690,21661,52.50,17.179
11799,61316,63.50,20.778
11799,54887,63.50,20.778
11799,41999,63.50,20.778
11799,10354,52.00,17.015
11799,21661,52.50,17.179
11900,61316,63.50,20.778
11900,54887,63.50,20.778
11900,41999,63.50,20.778
11900,10354,52.00,17.015
11900,21661,52.50,17.179
12009,61316,63.50,20.778
12009,54887,63.50,20.778
12009,41999,63.50,20.778
12009,10354,52.00,17.015
12009,21661,52.50,17.179
12110,61316,63.50,20.778
12110,54887,63.50,20.778
12110,41999,63.50,20.778
