Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
1,1.0,2.0,86.1,706.0,13.44,0,60
2,1.0,2.0,84.7,694.0,13.644,0,59
5,1.0,2.0,84.7,694.0,13.292,0,59
6,1.0,2.0,84.7,694.0,14.307,0,59
3,1.0,2.0,76.1,623.0,16.421,0,53
8,1.0,2.0,86.1,706.0,13.373,0,60
4,1.0,2.0,84.7,694.0,16.849,0,59
7,1.0,2.0,74.6,612.0,16.628,0,52
9,1.0,2.0,73.2,600.0,16.283,0,51
10,1.0,2.0,77.5,635.0,15.927,0,54
2,2.0,3.0,73.2,600.0,15.145,0,51
6,2.0,3.0,73.2,600.0,15.696,0,51
8,2.0,3.0,74.6,612.0,15.167,0,52
3,2.0,3.0,73.2,600.0,15.406,0,51
4,2.0,3.0,77.5,635.0,14.841,0,54
1,2.0,3.0,84.7,694.0,14.868,0,59
9,2.0,3.0,74.6,612.0,16.465,0,52
7,2.0,3.0,73.2,600.0,15.965,0,51
5,2.0,3.0,84.7,694.0,15.195,0,59
10,2.0,3.0,73.2,600.0,15.412,0,51
1,3.0,4.0,63.2,517.0,15.814,0,44
2,3.0,4.0,74.6,612.0,15.404,0,52
5,3.0,4.0,64.6,529.0,14.976,0,45
3,3.0,4.0,74.6,612.0,14.832,0,52
6,3.0,4.0,76.1,623.0,15.242,0,53
4,3.0,4.0,71.8,588.0,14.211,0,50
7,3.0,4.0,76.1,623.0,14.136,0,53
8,3.0,4.0,73.2,600.0,14.7,0,51
9,3.0,4.0,73.2,600.0,14.554,0,51
10,3.0,4.0,84.7,694.0,13.03,0,59
1,4.0,5.0,84.7,694.0,14.057,0,59
2,4.0,5.0,84.7,694.0,13.366,0,59
5,4.0,5.0,84.7,694.0,13.132,0,59
6,4.0,5.0,86.1,706.0,12.685,0,60
3,4.0,5.0,84.7,694.0,15.479,0,59
8,4.0,5.0,84.7,694.0,12.872,0,59
7,4.0,5.0,84.7,694.0,14.787,0,59
4,4.0,5.0,86.1,706.0,14.421,0,60
10,4.0,5.0,74.6,612.0,14.57,0,52
9,4.0,5.0,84.7,694.0,15.542,0,59
1,5.0,6.0,84.7,694.0,12.694,0,59
2,5.0,6.0,84.7,694.0,13.268,0,59
5,5.0,6.0,84.7,694.0,13.205,0,59
6,5.0,6.0,84.7,694.0,14.625,0,59
3,5.0,6.0,73.2,600.0,15.806,0,51
4,5.0,6.0,74.6,612.0,15.431,0,52
8,5.0,6.0,84.7,694.0,15.222,0,59
7,5.0,6.0,73.2,600.0,15.188,0,51
9,5.0,6.0,77.5,635.0,14.721,0,54
10,5.0,6.0,73.2,600.0,14.472,0,51
4,6.0,7.0,73.2,600.0,14.023,0,51
1,6.0,7.0,86.1,706.0,15.108,0,60
9,6.0,7.0,73.2,600.0,14.122,0,51
2,6.0,7.0,86.1,706.0,14.441,0,60
3,6.0,7.0,84.7,694.0,14.985,0,59
5,6.0,7.0,84.7,694.0,15.156,0,59
6,6.0,7.0,84.7,694.0,15.42,0,59
8,6.0,7.0,86.1,706.0,14.794,0,60
7,6.0,7.0,84.7,694.0,13.863,0,59
10,6.0,7.0,84.7,694.0,14.627,0,59
1,7.0,8.0,84.7,694.0,13.205,0,59
2,7.0,8.0,84.7,694.0,12.737,0,59
3,7.0,8.0,77.5,635.0,15.251,0,54
5,7.0,8.0,84.7,694.0,13.397,0,59
6,7.0,8.0,84.7,694.0,13.376,0,59
7,7.0,8.0,76.1,623.0,14.671,0,53
4,7.0,8.0,84.7,694.0,14.842,0,59
8,7.0,8.0,84.7,694.0,13.004,0,59
10,7.0,8.0,76.1,623.0,15.127,0,53
9,7.0,8.0,84.7,694.0,14.485,0,59
1,8.0,9.0,76.1,623.0,14.419,0,53
2,8.0,9.0,73.2,600.0,13.929,0,51
5,8.0,9.0,76.1,623.0,14.33,0,53
4,8.0,9.0,76.1,623.0,14.198,0,53
3,8.0,9.0,73.2,600.0,13.855,0,51
8,8.0,9.0,74.6,612.0,13.949,0,52
6,8.0,9.0,73.2,600.0,13.375,0,51
7,8.0,9.0,71.8,588.0,16.003,0,50
9,8.0,9.0,74.6,612.0,15.165,0,52
10,8.0,9.0,73.2,600.0,14.808,0,51
1,9.0,10.0,73.2,600.0,16.709,0,51
3,9.0,10.0,84.7,694.0,12.804,0,59
4,9.0,10.0,84.7,694.0,13.283,0,59
2,9.0,10.0,74.6,612.0,17.741,0,52
7,9.0,10.0,86.1,706.0,13.541,0,60
9,9.0,10.0,84.7,694.0,13.255,0,59
5,9.0,10.0,73.2,600.0,18.171,0,51
6,9.0,10.0,76.1,623.0,16.955,0,53
10,9.0,10.0,84.7,694.0,12.972,0,59
8,9.0,10.0,73.2,600.0,17.465,0,51
1,10.0,11.0,74.6,612.0,15.762,0,52
4,10.0,11.0,84.7,694.0,13.881,0,59
3,10.0,11.0,84.7,694.0,13.229,0,59
7,10.0,11.0,84.7,694.0,14.184,0,59
5,10.0,11.0,74.6,612.0,15.156,0,52
2,10.0,11.0,73.2,600.0,15.493,0,51
9,10.0,11.0,86.1,706.0,13.284,0,60
10,10.0,11.0,84.7,694.0,13.58,0,59
8,10.0,11.0,76.1,623.0,15.319,0,53
6,10.0,11.0,71.8,588.0,15.807,0,50
4,11.0,12.0,84.7,694.0,14.038,0,59
3,11.0,12.0,84.7,694.0,13.364,0,59
1,11.0,12.0,86.1,706.0,13.798,0,60
7,11.0,12.0,84.7,694.0,14.09,0,59
9,11.0,12.0,84.7,694.0,13.894,0,59
2,11.0,12.0,84.7,694.0,14.351,0,59
10,11.0,12.0,86.1,706.0,21.448,0,60
5,11.0,12.0,84.7,694.0,14.113,0,59
6,11.0,12.0,86.1,706.0,14.314,0,60
8,11.0,12.0,84.7,694.0,15.085,0,59
1,12.0,13.0,63.2,517.0,16.156,0,44
2,12.0,13.0,63.2,517.0,16.962,0,44
3,12.0,13.0,76.1,623.0,14.593,0,53
5,12.0,13.0,63.2,517.0,16.418,0,44
4,12.0,13.0,73.2,600.0,15.106,0,51
7,12.0,13.0,76.1,623.0,15.542,0,53
6,12.0,13.0,63.2,517.0,16.157,0,44
8,12.0,13.0,64.6,529.0,15.947,0,45
9,12.0,13.0,73.2,600.0,15.183,0,51
10,12.0,13.0,83.3,682.0,15.106,0,58
3,13.0,14.0,73.2,600.0,15.068,0,51
1,13.0,14.0,84.7,694.0,14.295,0,59
4,13.0,14.0,76.1,623.0,14.825,0,53
7,13.0,14.0,76.1,623.0,20.797,0,53
5,13.0,14.0,84.7,694.0,14.473,0,59
2,13.0,14.0,86.1,706.0,14.209,0,60
8,13.0,14.0,83.3,682.0,15.35,0,58
6,13.0,14.0,84.7,694.0,14.231,0,59
9,13.0,14.0,84.7,694.0,14.195,0,59
10,13.0,14.0,76.1,623.0,14.788,0,53
1,14.0,15.0,73.2,600.0,14.945,0,51
3,14.0,15.0,84.7,694.0,14.572,0,59
2,14.0,15.0,76.1,623.0,15.01,0,53
7,14.0,15.0,73.2,600.0,14.556,0,51
5,14.0,15.0,73.2,600.0,14.592,0,51
6,14.0,15.0,74.6,612.0,15.619,0,52
4,14.0,15.0,84.7,694.0,14.982,0,59
8,14.0,15.0,71.8,588.0,15.071,0,50
9,14.0,15.0,73.2,600.0,13.821,0,51
10,14.0,15.0,74.6,612.0,13.968,0,52
4,15.0,16.0,64.6,529.0,16.307,0,45
2,15.0,16.0,73.2,600.0,15.599,0,51
3,15.0,16.0,63.2,517.0,16.552,0,44
6,15.0,16.0,73.2,600.0,16.923,0,51
1,15.0,16.0,84.7,694.0,16.138,0,59
9,15.0,16.0,74.6,612.0,15.375,0,52
5,15.0,16.0,84.7,694.0,15.429,0,59
10,15.0,16.0,74.6,612.0,14.952,0,52
7,15.0,16.0,84.7,694.0,15.1,0,59
8,15.0,16.0,86.1,706.0,14.761,0,60
1,16.0,17.0,77.5,635.0,17.723,0,54
6,16.0,17.0,89.0,729.0,15.403,0,62
2,16.0,17.0,94.7,776.0,12.235,0,66
3,16.0,17.0,84.7,694.0,15.516,0,59
4,16.0,17.0,84.7,694.0,15.575,0,59
9,16.0,17.0,73.2,600.0,15.409,0,51
7,16.0,17.0,74.6,612.0,15.795,0,52
5,16.0,17.0,84.7,694.0,13.509,0,59
8,16.0,17.0,83.3,682.0,13.514,0,58
10,16.0,17.0,73.2,600.0,14.654,0,51
1,17.0,18.0,70.3,576.0,17.441,0,49
2,17.0,18.0,64.6,529.0,17.041,0,45
3,17.0,18.0,76.1,623.0,14.738,0,53
5,17.0,18.0,64.6,529.0,16.436,0,45
6,17.0,18.0,73.2,600.0,16.722,0,51
9,17.0,18.0,76.1,623.0,15.234,0,53
4,17.0,18.0,73.2,600.0,14.52,0,51
8,17.0,18.0,64.6,529.0,16.329,0,45
7,17.0,18.0,73.2,600.0,15.519,0,51
10,17.0,18.0,74.6,612.0,15.192,0,52
1,18.0,19.0,86.1,706.0,13.332,0,60
2,18.0,19.0,86.1,706.0,13.038,0,60
3,18.0,19.0,73.2,600.0,16.084,0,51
5,18.0,19.0,84.7,694.0,13.419,0,59
4,18.0,19.0,74.6,612.0,15.548,0,52
6,18.0,19.0,84.7,694.0,13.589,0,59
9,18.0,19.0,73.2,600.0,15.303,0,51
7,18.0,19.0,77.5,635.0,14.712,0,54
8,18.0,19.0,84.7,694.0,13.319,0,59
10,18.0,19.0,73.2,600.0,15.539,0,51
2,19.0,20.0,74.6,612.0,22.646,0,52
3,19.0,20.0,64.6,529.0,15.969,0,45
6,19.0,20.0,76.1,623.0,20.909,0,53
4,19.0,20.0,63.2,517.0,17.121,0,44
1,19.0,20.0,84.7,694.0,15.298,0,59
9,19.0,20.0,63.2,517.0,17.591,0,44
7,19.0,20.0,63.2,517.0,17.634,0,44
5,19.0,20.0,84.7,694.0,14.392,0,59
10,19.0,20.0,64.6,529.0,17.131,0,45
8,19.0,20.0,84.7,694.0,14.661,0,59
3,20.0,21.0,74.6,612.0,15.018,0,52
1,20.0,21.0,81.8,670.0,13.695,0,57
4,20.0,21.0,73.2,600.0,15.102,0,51
2,20.0,21.0,94.7,776.0,12.921,0,66
9,20.0,21.0,76.1,623.0,14.737,0,53
5,20.0,21.0,84.7,694.0,12.861,0,59
7,20.0,21.0,73.2,600.0,14.409,0,51
6,20.0,21.0,94.7,776.0,12.859,0,66
10,20.0,21.0,74.6,612.0,15.187,0,52
8,20.0,21.0,86.1,706.0,13.167,0,60
3,21.0,22.0,73.2,600.0,15.187,0,51
8,21.0,22.0,63.2,517.0,15.707,0,44
4,21.0,22.0,77.5,635.0,14.153,0,54
1,21.0,22.0,77.5,635.0,15.48,0,54
7,21.0,22.0,74.6,612.0,16.285,0,52
10,21.0,22.0,73.2,600.0,16.552,0,51
2,21.0,22.0,73.2,600.0,15.856,0,51
5,21.0,22.0,76.1,623.0,16.032,0,53
9,21.0,22.0,81.8,670.0,14.805,0,57
6,21.0,22.0,73.2,600.0,15.712,0,51
1,22.0,23.0,73.2,600.0,14.533,0,51
2,22.0,23.0,74.6,612.0,15.074,0,52
5,22.0,23.0,73.2,600.0,14.775,0,51
6,22.0,23.0,74.6,612.0,14.75,0,52
4,22.0,23.0,83.3,682.0,15.351,0,58
3,22.0,23.0,84.7,694.0,14.427,0,59
8,22.0,23.0,84.7,694.0,14.459,0,59
9,22.0,23.0,76.1,623.0,14.718,0,53
7,22.0,23.0,84.7,694.0,15.088,0,59
10,22.0,23.0,84.7,694.0,15.363,0,59
1,23.0,24.0,74.6,612.0,14.834,0,52
2,23.0,24.0,73.2,600.0,14.927,0,51
5,23.0,24.0,76.1,623.0,14.781,0,53
3,23.0,24.0,76.1,623.0,15.479,0,53
6,23.0,24.0,73.2,600.0,14.368,0,51
8,23.0,24.0,74.6,612.0,15.625,0,52
4,23.0,24.0,73.2,600.0,16.537,0,51
9,23.0,24.0,76.1,623.0,15.486,0,53
7,23.0,24.0,73.2,600.0,15.934,0,51
10,23.0,24.0,76.1,623.0,15.783,0,53
1,24.0,25.0,73.2,600.0,15.824,0,51
2,24.0,25.0,76.1,623.0,15.825,0,53
5,24.0,25.0,73.2,600.0,15.254,0,51
3,24.0,25.0,71.8,588.0,16.05,0,50
6,24.0,25.0,74.6,612.0,15.6,0,52
4,24.0,25.0,76.1,623.0,15.307,0,53
8,24.0,25.0,73.2,600.0,15.78,0,51
9,24.0,25.0,73.2,600.0,14.869,0,51
7,24.0,25.0,76.1,623.0,14.927,0,53
10,24.0,25.0,73.2,600.0,14.949,0,51
1,25.0,26.0,84.7,694.0,13.737,0,59
2,25.0,26.0,84.7,694.0,14.497,0,59
3,25.0,26.0,86.1,706.0,13.67,0,60
4,25.0,26.0,86.1,706.0,13.417,0,60
9,25.0,26.0,84.7,694.0,13.638,0,59
5,25.0,26.0,84.7,694.0,13.643,0,59
7,25.0,26.0,84.7,694.0,13.931,0,59
6,25.0,26.0,84.7,694.0,14.004,0,59
10,25.0,26.0,86.1,706.0,13.16,0,60
8,25.0,26.0,86.1,706.0,13.7,0,60
3,26.0,27.0,84.7,694.0,12.183,0,59
1,26.0,27.0,63.2,517.0,16.768,0,44
4,26.0,27.0,84.7,694.0,12.431,0,59
2,26.0,27.0,64.6,529.0,16.825,0,45
5,26.0,27.0,63.2,517.0,16.381,0,44
6,26.0,27.0,64.6,529.0,16.456,0,45
7,26.0,27.0,84.7,694.0,13.098,0,59
8,26.0,27.0,64.6,529.0,16.267,0,45
10,26.0,27.0,90.4,741.0,17.58,0,63
9,26.0,27.0,96.2,788.0,13.076,0,67
3,27.0,28.0,96.2,788.0,11.744,0,67
1,27.0,28.0,86.1,706.0,13.823,0,60
4,27.0,28.0,93.3,764.0,12.039,0,65
2,27.0,28.0,84.7,694.0,13.879,0,59
7,27.0,28.0,94.7,776.0,11.915,0,66
5,27.0,28.0,84.7,694.0,13.642,0,59
6,27.0,28.0,84.7,694.0,14.15,0,59
8,27.0,28.0,84.7,694.0,13.577,0,59
9,27.0,28.0,94.7,776.0,12.022,0,66
10,27.0,28.0,99.1,811.0,12.903,0,69
4,28.0,29.0,84.7,694.0,13.118,0,59
2,28.0,29.0,73.2,600.0,13.994,0,51
6,28.0,29.0,73.2,600.0,15.044,0,51
3,28.0,29.0,94.7,776.0,12.247,0,66
1,28.0,29.0,84.7,694.0,14.455,0,59
9,28.0,29.0,84.7,694.0,12.378,0,59
7,28.0,29.0,96.2,788.0,12.517,0,67
5,28.0,29.0,84.7,694.0,14.664,0,59
10,28.0,29.0,84.7,694.0,12.643,0,59
8,28.0,29.0,84.7,694.0,13.879,0,59
2,29.0,30.0,84.7,694.0,13.159,0,59
6,29.0,30.0,84.7,694.0,13.866,0,59
7,29.0,30.0,73.2,600.0,13.829,0,51
1,29.0,30.0,84.7,694.0,13.584,0,59
3,29.0,30.0,84.7,694.0,13.843,0,59
4,29.0,30.0,96.2,788.0,14.81,0,67
5,29.0,30.0,86.1,706.0,13.386,0,60
9,29.0,30.0,86.1,706.0,13.873,0,60
8,29.0,30.0,84.7,694.0,13.56,0,59
10,29.0,30.0,84.7,694.0,15.952,0,59
3,30.0,31.0,66.0,541.0,22.618,0,46
1,30.0,31.0,74.6,612.0,15.118,0,52
2,30.0,31.0,84.7,694.0,14.861,0,59
5,30.0,31.0,74.6,612.0,15.555,0,52
9,30.0,31.0,74.6,612.0,14.436,0,52
6,30.0,31.0,84.7,694.0,16.084,0,59
4,30.0,31.0,73.2,600.0,15.086,0,51
8,30.0,31.0,76.1,623.0,15.335,0,53
10,30.0,31.0,77.5,635.0,13.73,0,54
7,30.0,31.0,86.1,706.0,14.015,0,60
1,31.0,32.0,76.1,623.0,21.41,0,53
2,31.0,32.0,81.8,670.0,16.629,0,57
3,31.0,32.0,83.3,682.0,13.814,0,58
5,31.0,32.0,74.6,612.0,21.914,0,52
8,31.0,32.0,74.6,612.0,20.763,0,52
4,31.0,32.0,86.1,706.0,13.519,0,60
9,31.0,32.0,84.7,694.0,13.474,0,59
6,31.0,32.0,84.7,694.0,14.677,0,59
7,31.0,32.0,84.7,694.0,13.287,0,59
10,31.0,32.0,84.7,694.0,13.373,0,59
4,32.0,33.0,66.0,541.0,24.47,0,46
1,32.0,33.0,94.7,776.0,13.137,0,66
7,32.0,33.0,63.2,517.0,15.949,0,44
2,32.0,33.0,89.0,729.0,12.57,0,62
