Time_ms,Now_us,Latency_us
0,1755740854615223,70912749
1027,1755740855642037,70912572
2052,1755740856667300,70912830
3077,1755740857692339,70912778
4102,1755740858717119,70912660
5126,1755740859741045,70912577
6151,1755740860766203,70912692
7176,1755740861791237,70912755
8200,1755740862815172,70912649
9224,1755740863839276,70912818
10248,1755740864863149,70912662
11273,1755740865888543,70914028
12299,1755740866913837,70913369
13324,1755740867938590,70912959
14347,1755740868962147,70912688
15371,1755740869986348,70912820
16397,1755740871011915,70913026
17421,1755740872035686,70913203
18444,1755740873059182,70912702
19468,1755740874083151,70912699
20493,1755740875108268,70912800
21517,1755740876132278,70912782
22541,1755740877156439,70912895
23565,1755740878180452,70912990
24590,1755740879205357,70912896
25616,1755740880230690,70913164
26640,1755740881255362,70912891
27666,1755740882281365,70914830
28692,1755740883306626,70913009
29717,1755740884331686,70913202
30740,1755740885355367,70912884
31766,1755740886380915,70913348
32790,1755740887405415,70912949
33815,1755740888429803,70913333
34838,1755740889453406,70912948
35863,1755740890478489,70913036
36887,1755740891502512,70913056
37911,1755740892526475,70913014
38935,1755740893550521,70913048
39959,1755740894574537,70913079
40985,1755740895599731,70913220
42009,1755740896623597,70913105
43033,1755740897647947,70913413
44057,1755740898671784,70913325
45081,1755740899696515,70913062
46106,1755740900720788,70913333
47131,1755740901745839,70913320
48154,1755740902769538,70913073
49179,1755740903794464,70913007
50203,1755740904818560,70913104
51229,1755740905843808,70913282
52254,1755740906868733,70913277
53278,1755740907893515,70913063
54303,1755740908917842,70913347
55327,1755740909941804,70913347
56351,1755740910965768,70913298
57375,1755740911989646,70913186
58401,1755740913015792,70913324
59425,1755740914040160,70913702
60450,1755740915065155,70913692
61474,1755740916088956,70913494
62498,1755740917112940,70913477
63522,1755740918137143,70913683
64546,1755740919160811,70913358
65573,1755740920187940,70913405
66597,1755740921212028,70913510
67621,1755740922236001,70913488
68645,1755740923259840,70913362
69669,1755740924284107,70913531
70693,1755740925307820,70913358
71718,1755740926333238,70914738
72742,1755740927357076,70913570
73767,1755740928381931,70913472
74792,1755740929407073,70913613
75817,1755740930432198,70913696
76841,1755740931455946,70913488
77865,1755740932479991,70913524
78891,1755740933505919,70913461
79915,1755740934530074,70913575
80939,1755740935554168,70913710
81963,1755740936577981,70913508
82989,1755740937603942,70913480
84014,1755740938629107,70913593
85038,1755740939653131,70913600
86062,1755740940677527,70914066
87086,1755740941701142,70913666
88112,1755740942727346,70913870
89136,1755740943751231,70913671
