Time_ms,Now_us,Latency_us
0,1755739803596905,70899809
1027,1755739804623660,70900608
2051,1755739805647575,70900476
3074,1755739806671202,70900073
4099,1755739807695861,70899784
5124,1755739808720699,70899645
6148,1755739809744833,70899764
7173,1755739810769927,70900757
8196,1755739811793144,70900072
9221,1755739812817994,70899915
10245,1755739813841900,70899820
11269,1755739814866139,70900062
12294,1755739815891026,70899891
13319,1755739816915959,70899888
14343,1755739817940043,70899923
15367,1755739818964000,70899903
16392,1755739819989334,70900202
17416,1755739821013329,70900213
18441,1755739822037993,70899924
19465,1755739823062132,70900056
20489,1755739824086125,70900047
21513,1755739825110346,70900189
22537,1755739826134209,70900135
23561,1755739827158108,70900013
24586,1755739828183059,70900708
25611,1755739829208293,70900205
26636,1755739830233179,70900107
27660,1755739831257295,70900108
28686,1755739832283172,70901041
29711,1755739833308180,70900120
30735,1755739834332183,70900108
31759,1755739835356349,70900250
32784,1755739836381258,70900184
33809,1755739837405621,70900460
34834,1755739838430728,70900591
35857,1755739839454244,70900167
36881,1755739840478364,70900282
37906,1755739841503274,70900210
38931,1755739842528001,70900823
39956,1755739843553025,70900560
40980,1755739844576580,70900455
42004,1755739845601327,70900233
43029,1755739846625552,70900467
44054,1755739847650717,70900578
45079,1755739848675498,70900306
46104,1755739849700620,70900482
47130,1755739850726598,70900527
48154,1755739851751400,70900303
49179,1755739852775486,70900326
50205,1755739853801469,70900392
51230,1755739854826509,70900404
52256,1755739855852949,70900841
53280,1755739856877416,70900325
54305,1755739857901683,70900543
55329,1755739858925716,70900556
56353,1755739859949638,70900572
57377,1755739860973780,70900565
58401,1755739861997913,70900802
59426,1755739863022910,70900830
60451,1755739864047880,70900728
61475,1755739865071615,70900546
62501,1755739866098234,70902136
63523,1755739867119780,70900708
64548,1755739868144858,70900788
65572,1755739869168749,70900670
66596,1755739870192815,70900710
67620,1755739871216561,70900500
68644,1755739872240825,70900728
69669,1755739873266157,70901077
70695,1755739874291813,70900684
71719,1755739875315790,70900711
72744,1755739876341221,70901085
73768,1755739877364832,70900738
74792,1755739878388843,70900768
75816,1755739879412819,70900696
76840,1755739880436812,70900716
77867,1755739881463881,70900807
78893,1755739882489791,70900693
79917,1755739883513835,70900717
80943,1755739884540409,70901255
81968,1755739885565176,70901045
82992,1755739886588997,70900920
84017,1755739887613905,70900802
85041,1755739888638025,70900927
86065,1755739889662002,70900829
87090,1755739890686760,70900687
88115,1755739891711897,70900826
89139,1755739892735917,70900807
