Time_ms,Now_us,Latency_us
0,1755739587395771,70900864
1022,1755739588417282,70897125
2047,1755739589442175,70897216
3072,1755739590467351,70897405
4096,1755739591491361,70897390
5120,1755739592515051,70897119
6144,1755739593539264,70897351
7170,1755739594565238,70897255
8194,1755739595589087,70897169
9220,1755739596615460,70897545
10244,1755739597639012,70897095
11268,1755739598663564,70897594
12293,1755739599688148,70897232
13319,1755739600714268,70897318
14343,1755739601738374,70897464
15367,1755739602762277,70897319
16393,1755739603788274,70898084
17418,1755739604813349,70897328
18443,1755739605838588,70897663
19468,1755739606862961,70898005
20493,1755739607888237,70897310
21517,1755739608912343,70897431
22543,1755739609938516,70897604
23569,1755739610964297,70897381
24593,1755739611988361,70897377
25618,1755739613013214,70897300
26642,1755739614037517,70897602
27667,1755739615062311,70897388
28692,1755739616087607,70897591
29720,1755739617115123,70899136
30741,1755739618136474,70897553
31765,1755739619160446,70897529
32790,1755739620185616,70897696
33814,1755739621209582,70897674
34838,1755739622233588,70897662
35862,1755739623257552,70897626
36886,1755739624281429,70897507
37910,1755739625305555,70897644
38935,1755739626330425,70897485
39960,1755739627354843,70898928
40984,1755739628378895,70897956
42008,1755739629403673,70897772
43033,1755739630428033,70897915
44056,1755739631451665,70897756
45080,1755739632475577,70897657
46104,1755739633499618,70897683
47128,1755739634523712,70897704
48153,1755739635548187,70898137
49176,1755739636571760,70897850
50204,1755739637599365,70898416
51228,1755739638623053,70898071
52251,1755739639646651,70897736
53276,1755739640671545,70898449
54300,1755739641695623,70897717
55326,1755739642720996,70898014
56349,1755739643744793,70897891
57375,1755739644770697,70897757
58399,1755739645794690,70897774
59425,1755739646820784,70897877
60450,1755739647845001,70898044
61474,1755739648868991,70898036
62499,1755739649893876,70897913
63524,1755739650919753,70897851
64550,1755739651945146,70898225
65577,1755739652972104,70898157
66601,1755739653996626,70898689
67626,1755739655021009,70898107
68650,1755739656044882,70897956
69674,1755739657069341,70898351
70698,1755739658093072,70898126
71723,1755739659118018,70898098
72747,1755739660142233,70898312
73772,1755739661167026,70898091
74797,1755739662191948,70897991
75822,1755739663216934,70898004
76846,1755739664241174,70898256
77871,1755739665265947,70898041
78896,1755739666290928,70899015
79919,1755739667314191,70898226
80944,1755739668339155,70898165
81968,1755739669363059,70898113
82993,1755739670388226,70898318
84017,1755739671411903,70897972
85041,1755739672436031,70898068
86067,1755739673462161,70898184
87091,1755739674486396,70898261
88115,1755739675510097,70898186
89139,1755739676533941,70898038
