Time_ms,Now_us,Latency_us
0,1755738789183694,70887696
1025,1755738790207882,70887801
2049,1755738791231805,70887787
3072,1755738792255470,70887411
4097,1755738793280415,70887370
5121,1755738794304373,70887383
6145,1755738795328579,70887583
7170,1755738796353283,70888281
8193,1755738797376793,70887665
9218,1755738798400811,70887789
10241,1755738799424784,70887722
11267,1755738800450334,70887339
12293,1755738801476002,70888008
13316,1755738802499794,70887743
14341,1755738803523799,70887800
15365,1755738804548552,70887532
16391,1755738805574751,70889749
17415,1755738806598304,70888191
18439,1755738807621916,70887795
19463,1755738808646600,70887582
20488,1755738809670854,70887769
21511,1755738810694709,70887583
22536,1755738811719466,70888469
23560,1755738812743688,70887688
24586,1755738813768890,70887866
25610,1755738814793038,70887884
26633,1755738815816787,70887697
27659,1755738816842791,70887794
28683,1755738817866778,70887757
29708,1755738818890930,70887878
30732,1755738819914979,70887860
31756,1755738820938855,70887743
32780,1755738821963743,70887749
33805,1755738822988708,70887709
34831,1755738824013841,70887748
35856,1755738825038990,70887997
36880,1755738826062804,70887752
37904,1755738827087791,70888781
38928,1755738828110862,70887867
39954,1755738829137505,70888457
40978,1755738830160990,70887931
42001,1755738831184734,70887717
43026,1755738832209140,70888145
44053,1755738833235827,70887834
45077,1755738834259902,70887900
46101,1755738835284220,70888153
47126,1755738836308931,70887942
48150,1755738837332936,70887943
49175,1755738838358292,70888015
50199,1755738839382133,70888126
51225,1755738840408191,70888148
52249,1755738841432076,70888070
53275,1755738842458079,70888032
54301,1755738843484054,70888050
55327,1755738844510100,70887986
56351,1755738845534149,70888046
57375,1755738846558269,70888181
58399,1755738847582045,70888042
59424,1755738848606877,70889898
60447,1755738849630133,70888089
61473,1755738850656066,70888062
62498,1755738851681023,70888029
63522,1755738852705185,70888191
64546,1755738853729224,70888145
65571,1755738854754035,70889895
66594,1755738855777292,70888296
67619,1755738856802383,70888387
68643,1755738857826515,70888484
69667,1755738858850195,70888199
70692,1755738859875365,70888354
71721,1755738860904336,70888300
72745,1755738861928337,70888318
73773,1755738862956115,70891044
74795,1755738863978279,70888274
75821,1755738865004776,70888770
76845,1755738866028728,70888686
77870,1755738867053520,70888514
78895,1755738868077809,70888815
79918,1755738869101318,70888306
80942,1755738870125321,70888323
81966,1755738871149605,70888515
82991,1755738872174583,70888590
84016,1755738873199512,70888349
85040,1755738874223418,70888406
86064,1755738875247708,70888702
87088,1755738876271604,70888612
88112,1755738877295676,70888649
89136,1755738878319643,70888560
