Time_ms,Now_us,Latency_us
0,1755740638399718,70910440
1024,1755740639424365,70909973
2050,1755740640450211,70912960
3072,1755740641472346,70910093
4096,1755740642496534,70910272
5121,1755740643521239,70909909
6149,1755740644549339,70910065
7173,1755740645573523,70910201
8199,1755740646599399,70910149
9224,1755740647623641,70910397
10248,1755740648648348,70910099
11273,1755740649672881,70910381
12297,1755740650697346,70910083
13321,1755740651721265,70909996
14347,1755740652747425,70910175
15374,1755740653774339,70910089
16399,1755740654799451,70910107
17424,1755740655824501,70910220
18448,1755740656848502,70910250
19473,1755740657873352,70910076
20498,1755740658897734,70910490
21523,1755740659922579,70910321
22548,1755740660948453,70910205
23573,1755740661972884,70910639
24600,1755740662999689,70910410
25624,1755740664023690,70910382
26648,1755740665048326,70911055
27672,1755740666072547,70910307
28698,1755740667097902,70910622
29722,1755740668122499,70910255
30749,1755740669149509,70910262
31773,1755740670173530,70910266
32800,1755740671199677,70910429
33825,1755740672224569,70910320
34850,1755740673249663,70910411
35874,1755740674273605,70910358
36898,1755740675297737,70910490
37922,1755740676321706,70910453
38948,1755740677348397,70912155
39971,1755740678370988,70910697
40997,1755740679396922,70910652
42021,1755740680420709,70910458
43045,1755740681444772,70910522
44069,1755740682468718,70910455
45093,1755740683492750,70910499
46117,1755740684516827,70910581
47142,1755740685541862,70910620
48168,1755740686567816,70910566
49192,1755740687591989,70910637
50221,1755740688621211,70910898
51246,1755740689645884,70910639
52271,1755740690670583,70911308
53295,1755740691695004,70910760
54320,1755740692719977,70910688
55345,1755740693745443,70910841
56371,1755740694770819,70910547
57396,1755740695795990,70912672
58419,1755740696819055,70910783
59444,1755740697844001,70910730
60468,1755740698867945,70910699
61498,1755740699897825,70912453
62520,1755740700920027,70910731
63545,1755740701945404,70911114
64572,1755740702971553,70911296
65595,1755740703995018,70910758
66620,1755740705019979,70910734
67645,1755740706045017,70910710
68670,1755740707070036,70910771
69696,1755740708096137,70910833
70719,1755740709119131,70910841
71744,1755740710144079,70910766
72769,1755740711169058,70910772
73794,1755740712193575,70911324
74818,1755740713218241,70910984
75842,1755740714242238,70910944
76868,1755740715268078,70910832
77892,1755740716292550,70911305
78918,1755740717318044,70910794
79942,1755740718342431,70911157
80966,1755740719366046,70910808
81990,1755740720390524,70911163
83014,1755740721414483,70911180
84038,1755740722438080,70910833
85062,1755740723462296,70910994
86087,1755740724487484,70911230
87111,1755740725511452,70911135
88135,1755740726535121,70910866
89159,1755740727559356,70911106
