Time_ms,UE_ID,Mean_Throughput,Std_Throughput
0,1,1.2880610344827585,1.9990508993508194
100,1,2.6012884615384615,6.5621507998757185
200,1,1.1173788,0.2633385843250725
300,1,1.0420665217391305,0.19612871134697366
400,1,1.0702958333333334,0.22963704755106698
500,1,1.1140652173913044,0.22480041327343048
600,1,1.0130112500000001,0.2264082887235301
700,1,1.1575983333333335,0.20499456202973948
800,1,1.0367827272727272,0.24876430118605997
900,1,1.0005963636363637,0.2241977127123614
1000,1,1.093837727272727,0.2505044207752072
1100,1,0.9639131578947369,0.38492504703372854
1200,1,1.563955,2.2610590741297205
1300,1,1.350767619047619,1.6103260083005078
1400,1,0.9776388461538462,0.29179410574344267
1500,1,1.6477304545454545,2.180146854185302
1600,1,1.04533,0.2066784441758659
1700,1,0.9386536363636363,0.36003464733464924
1800,1,1.1659780952380951,0.3177390031868774
1900,1,1.0498995238095237,0.24925065154330464
2000,1,1.0685785714285714,0.19432147568618643
2100,1,1.0293426315789473,0.24910020230247604
2200,1,1.043245909090909,0.22982226144108858
2300,1,1.0706172222222223,0.19455041387488456
2400,1,1.0874238095238096,0.3233139624958407
2500,1,1.3625775,1.6863338116345299
2600,1,1.049834347826087,0.45701072968134304
2700,1,1.7291594444444445,2.4417947783919165
2800,1,0.950714347826087,0.30118725173471383
2900,1,2.2934111764705882,3.396983080869116
3000,1,1.0951386956521738,0.2177678935410641
3100,1,0.9632305555555555,0.22907095539495084
3200,1,0.9659759090909091,0.3087598095246621
3300,1,1.1750352380952382,0.1852384212742877
3400,1,0.9831300000000001,0.2627459881330255
3500,1,1.1651636842105264,0.2123992936850185
3600,1,1.0183536363636365,0.2678767636796453
3700,1,0.9847675,0.35811679523622336
3800,1,1.6598727272727274,2.3794972487465094
3900,1,1.0944042105263159,0.19971998237298225
4000,1,1.0278319047619047,0.24163101079164173
4100,1,0.9477481818181819,0.3409183692355857
4200,1,1.65218,2.4739303210627583
4300,1,1.1845666666666668,0.4923094215463822
4400,1,1.4836940909090908,2.158338877981462
4500,1,1.098995882352941,0.2792794423614729
4600,1,0.9906271428571429,0.2603334240381526
4700,1,1.073836875,0.36938237712373795
4800,1,1.3458842105263158,1.5487435447603461
4900,1,1.022077619047619,0.39292775622122655
5000,1,1.6343800000000002,2.4826096846389607
5100,1,1.0636227777777778,0.23184693824629865
5200,1,1.3111923809523809,1.0943108743035719
5300,1,1.6895611111111113,2.5875342379658965
5400,1,1.0578915789473684,0.23523080949624203
5500,1,1.0391194736842104,0.24862708269556552
5600,1,1.0666155,0.2330521042594056
5700,1,1.0158294117647058,0.32083873545502944
5800,1,2.715121052631579,7.2291868258961145
5900,1,1.013328888888889,0.4077381567925366
6000,1,2.230182777777778,3.565864251442469
6100,1,1.0455647368421053,0.34757452430887104
6200,1,2.8612205555555557,7.789771312709471
6300,1,1.0500025,0.2975354282210215
6400,1,1.4987517647058823,2.237347419840164
6500,1,1.1923886666666665,0.22135098492364255
6600,1,0.9431426315789475,0.3114839119591199
6700,1,1.812308,2.7833718632961295
6800,1,1.110945294117647,0.22240428809708362
6900,1,0.9709027777777778,0.37001978964255977
7000,1,1.6069655555555555,2.612693951542381
7100,1,1.0567305555555555,0.3495291697744304
7200,1,1.636218,2.3377822653162905
7300,1,0.96042375,0.2595645600070754
7400,1,1.1617766666666667,0.2003096695560328
7500,1,1.02684,0.3473058889029477
7600,1,1.5891026315789474,2.2280027529352684
7700,1,0.9403705,0.38280868974181104
7800,1,1.5558200000000002,2.667545023711877
7900,1,2.4975009090909093,7.084052738077675
8000,1,1.5998840909090908,2.28227964085548
8100,1,1.1019447368421051,0.2593969474755806
8200,1,1.0171013636363637,0.25700854431406145
8300,1,1.6275369999999998,2.3635382504806777
8400,1,1.2982378260869567,1.3526996818784833
8500,1,1.5544042105263158,2.355215474113464
8600,1,1.1413719047619049,0.23640038101955438
8700,1,0.930124705882353,0.33643355980634654
8800,1,2.455537272727273,6.742582013038076
8900,1,1.0450549999999998,0.350394144233381
9000,1,1.1297977272727273,0.5234160968823383
9100,1,1.1945245454545454,0.13347604735101432
9200,1,1.0019705,0.20892036068862016
9300,1,0.9899757142857143,0.300321474416523
9400,1,1.1355386363636364,0.277171184792006
9500,1,0.9267134782608695,0.3277692122183852
9600,1,2.3364588,6.199136097003301
9700,1,1.4493676,2.0874071362204356
9800,1,1.3472320833333333,2.036066048557064
9900,1,2.7318557692307692,7.271449458035819
10000,1,2.0058760869565218,2.96041439845189
10100,1,1.056660476190476,0.2335218425645916
10200,1,1.1098256,0.28407107410353016
10300,1,1.0210955,0.272155524760442
10400,1,1.095764761904762,0.2592127328010537
10500,1,1.1004729411764707,0.2335483697161229
10600,1,1.0598461904761904,0.25533250575428484
10700,1,1.0696177777777778,0.30891496891264536
10800,1,1.0371355,0.25863244294141075
10900,1,1.1570125,0.23652025943880575
11000,1,0.8010960869565217,0.368112417571529
11100,1,4.159026086956522,11.019549590278483
11200,1,1.1461404545454545,0.2755853288561203
11300,1,1.033655,0.2607170743445122
11400,1,1.0719957142857144,0.2710039536532895
