Time_ms,Now_us,Latency_us
0,1755815668644720,71858154
1067,1755815669712325,71858692
2135,1755815670779676,71858113
3204,1755815671849001,71858304
4249,1755815672893741,71858116
5310,1755815673954775,71858154
6364,1755815675009145,71858596
7430,1755815676074954,71858387
8485,1755815677129796,71860205
9547,1755815678192016,71858380
10626,1755815679270686,71858091
11708,1755815680352705,71858152
12773,1755815681418279,71858664
13827,1755815682471670,71860096
14873,1755815683518209,71858638
15921,1755815684566265,71858706
16969,1755815685613892,71858314
18033,1755815686677872,71858311
19086,1755815687730897,71858251
20135,1755815688780270,71858656
21187,1755815689832196,71858588
22233,1755815690878352,71858780
23278,1755815691922981,71858399
24331,1755815692976481,71858932
25376,1755815694021252,71858647
26420,1755815695065165,71858561
27464,1755815696109567,71858949
28509,1755815697154139,71858596
29557,1755815698202357,71858675
30612,1755815699257154,71858584
31680,1755815700325456,71858886
32755,1755815701400360,71858738
33818,1755815702463268,71858747
34899,1755815703544197,71858595
35977,1755815704622323,71860011
37047,1755815705692261,71858625
38098,1755815706743202,71858627
39171,1755815707816002,71859410
40209,1755815708853960,71858412
41247,1755815709892501,71858940
42279,1755815710924310,71858740
43311,1755815711956541,71858709
44349,1755815712994363,71858746
45387,1755815714032108,71858534
46425,1755815715070566,71858949
47465,1755815716110564,71858802
48538,1755815717182659,71859669
49605,1755815718250503,71858866
50685,1755815719329744,71859140
51762,1755815720406903,71859310
52834,1755815721478650,71860028
53917,1755815722561716,71859101
54983,1755815723628021,71859134
56038,1755815724683560,71858976
57089,1755815725734555,71858991
58152,1755815726797218,71858663
59202,1755815727847499,71858942
60243,1755815728887935,71859319
61284,1755815729929523,71858965
62333,1755815730978230,71858668
63386,1755815732031239,71859610
64436,1755815733080674,71859052
65490,1755815734134836,71859258
66542,1755815735187529,71859956
67590,1755815736235474,71858847
68633,1755815737278583,71859032
69704,1755815738348674,71860060
70759,1755815739403769,71860177
71814,1755815740459137,71859538
72880,1755815741524702,71859096
73934,1755815742578602,71858981
74979,1755815743624522,71859918
76032,1755815744677548,71859721
77079,1755815745723784,71859196
78135,1755815746779984,71859420
79194,1755815747839574,71859018
80245,1755815748889795,71859847
81290,1755815749934601,71859040
82335,1755815750980480,71859865
83381,1755815752025701,71859132
84409,1755815753053880,71859271
85434,1755815754079333,71859767
86468,1755815755113126,71859463
87493,1755815756137863,71859220
88524,1755815757169509,71861686
89583,1755815758227910,71859309
