Time_ms,Now_us,Latency_us
0,1755815885253457,71861300
1036,1755815886289974,71860814
2079,1755815887332912,71860810
3137,1755815888390262,71861090
4190,1755815889443502,71861387
5233,1755815890486468,71861389
6308,1755815891561276,71861017
7370,1755815892623079,71860989
8429,1755815893682131,71861050
9469,1755815894722500,71861400
10526,1755815895779851,71861646
11600,1755815896853476,71861297
12628,1755815897881826,71861663
13653,1755815898906790,71861658
14680,1755815899933421,71861368
15706,1755815900959595,71861329
16742,1755815901995278,71861206
17769,1755815903022196,71861094
18804,1755815904057067,71860994
19831,1755815905084567,71861310
20863,1755815906116355,71864039
21932,1755815907185221,71861111
22990,1755815908243376,71861287
24033,1755815909286304,71861175
25071,1755815910324555,71861431
26101,1755815911354310,71861186
27155,1755815912408626,71862986
28192,1755815913445161,71861097
29230,1755815914483620,71861530
30263,1755815915516686,71861542
31297,1755815916550454,71862349
32330,1755815917583466,71862167
33369,1755815918622319,71862172
34410,1755815919663706,71868613
35434,1755815920687711,71861616
36469,1755815921722400,71861345
37542,1755815922795797,71862719
38606,1755815923859600,71861475
39678,1755815924931835,71862437
40731,1755815925984733,71861418
41799,1755815927052752,71861296
42844,1755815928097645,71861519
43894,1755815929147507,71861440
44941,1755815930194842,71861725
45980,1755815931233770,71861624
47021,1755815932274352,71861258
48098,1755815933351353,71861297
49155,1755815934408013,71861903
50183,1755815935436653,71862524
51213,1755815936466557,71862037
52260,1755815937513049,71861917
53322,1755815938575316,71861652
54385,1755815939638725,71862472
55445,1755815940698514,71861457
56531,1755815941784338,71862238
57591,1755815942844586,71861509
58667,1755815943920459,71861394
59746,1755815944999907,71861761
60797,1755815946050874,71861824
61842,1755815947095085,71861984
62895,1755815948148173,71862040
63958,1755815949211861,71861748
65042,1755815950295859,71861780
66105,1755815951358471,71862380
67173,1755815952426680,71862577
68246,1755815953499991,71861837
69283,1755815954536679,71861618
70354,1755815955607871,71861817
71427,1755815956680351,71862302
72489,1755815957742932,71861745
73540,1755815958793212,71862101
74635,1755815959888675,71864556
75721,1755815960974481,71862395
76798,1755815962051149,71863030
77881,1755815963134258,71866183
78947,1755815964200724,71862637
80001,1755815965254516,71862111
81043,1755815966296585,71862481
82079,1755815967332699,71862202
83118,1755815968371611,71862546
84153,1755815969406730,71862672
85184,1755815970437982,71861882
86238,1755815971491023,71861940
87308,1755815972561174,71862040
88380,1755815973633080,71862978
89429,1755815974682188,71862066
