Time_ms,Now_us,Latency_us
0,1755815343668725,71855118
1052,1755815344720443,71854856
2124,1755815345792499,71854865
3199,1755815346867567,71854017
4267,1755815347935858,71854286
5327,1755815348995951,71854352
6380,1755815350048850,71854208
7465,1755815351133843,71855241
8534,1755815352202890,71854305
9592,1755815353260642,71854061
10651,1755815354319651,71854102
11714,1755815355382969,71855669
12757,1755815356425628,71854069
13795,1755815357463493,71855705
14843,1755815358511688,71855079
15885,1755815359553880,71854277
16931,1755815360600134,71854333
17978,1755815361646560,71854477
19042,1755815362710866,71854241
20087,1755815363755870,71855278
21124,1755815364792932,71854356
22166,1755815365834506,71854736
23208,1755815366876692,71854097
24257,1755815367925662,71854740
25312,1755815368980536,71856821
26362,1755815370030449,71854771
27400,1755815371069102,71854550
28434,1755815372102830,71854242
29480,1755815373149041,71854434
30549,1755815374217828,71854992
31600,1755815375268303,71855755
32635,1755815376303452,71854896
33668,1755815377336999,71854420
34705,1755815378373654,71855084
35736,1755815379404534,71854958
36776,1755815380445097,71854493
37822,1755815381490823,71854241
38892,1755815382561008,71855451
39938,1755815383606212,71854624
40979,1755815384647503,71854884
42027,1755815385695892,71854278
43069,1755815386737150,71856501
44099,1755815387767747,71855041
45140,1755815388808899,71855234
46209,1755815389878007,71854468
47256,1755815390924248,71854626
48287,1755815391956132,71854431
49322,1755815392991053,71854500
50357,1755815394025147,71855520
51410,1755815395078193,71854617
52474,1755815396142433,71854809
53557,1755815397226093,71855489
54626,1755815398294432,71854808
55682,1755815399350477,71854914
56752,1755815400420457,71855848
57798,1755815401466469,71855618
58843,1755815402511290,71854743
59885,1755815403553145,71854563
60923,1755815404591340,71854778
61981,1755815405649283,71854711
63045,1755815406713909,71855203
64089,1755815407757348,71854744
65129,1755815408797621,71855013
66194,1755815409862194,71882623
67229,1755815410897996,71855204
68268,1755815411936958,71855188
69317,1755815412985466,71855843
70364,1755815414032452,71854901
71412,1755815415080359,71854789
72465,1755815416133757,71855532
73524,1755815417192831,71855204
74569,1755815418238019,71855414
75612,1755815419280868,71856071
76667,1755815420336037,71857467
77725,1755815421393731,71855168
78773,1755815422441902,71855278
79815,1755815423483909,71856928
80858,1755815424526394,71854849
81907,1755815425575978,71855352
82960,1755815426628351,71855705
84015,1755815427683335,71855725
85058,1755815428726616,71855058
86099,1755815429767927,71855226
87167,1755815430835694,71855131
88221,1755815431890011,71855407
89283,1755815432951524,71855846
