Time_ms,Now_us,Latency_us
0,1755816288945720,71866585
1060,1755816290005471,71866425
2123,1755816291068291,71866245
3176,1755816292121703,71866556
4236,1755816293181148,71866155
5310,1755816294255452,71866475
6389,1755816295334516,71866534
7446,1755816296391897,71866891
8479,1755816297424231,71866194
9508,1755816298453676,71866542
10535,1755816299480348,71866339
11601,1755816300546338,71866290
12679,1755816301624141,71866119
13734,1755816302679001,71867009
14790,1755816303735509,71866528
15852,1755816304797885,71866892
16918,1755816305863882,71866576
17987,1755816306932557,71866329
19056,1755816308001925,71866895
20133,1755816309078091,71867091
21193,1755816310138298,71870270
22258,1755816311203243,71866128
23327,1755816312272034,71866064
24397,1755816313342244,71866151
25443,1755816314388774,71867766
26499,1755816315444932,71867746
27554,1755816316499581,71866603
28621,1755816317566188,71867724
29705,1755816318650658,71867579
30785,1755816319730214,71867238
31850,1755816320795588,71866492
32884,1755816321829439,71866450
33924,1755816322869207,71866222
34967,1755816323912642,71867458
36020,1755816324965278,71867272
37078,1755816326023954,71866916
38152,1755816327097739,71867553
39224,1755816328169074,71867042
40298,1755816329243870,71867848
41359,1755816330304762,71867631
42429,1755816331374710,71866658
43478,1755816332422993,71866618
44526,1755816333471546,71866543
45584,1755816334529179,71867055
46648,1755816335593472,71866969
47733,1755816336678013,71866821
48798,1755816337743686,71866624
49873,1755816338818956,71866883
50942,1755816339887950,71866793
52003,1755816340948777,71866801
53055,1755816342000354,71867367
54093,1755816343038163,71867176
55140,1755816344084987,71866822
56194,1755816345139293,71868279
57249,1755816346194177,71867095
58296,1755816347241422,71867048
59344,1755816348289864,71866874
60406,1755816349351228,71867129
61456,1755816350401119,71867133
62510,1755816351455223,71866966
63558,1755816352503018,71866992
64606,1755816353551712,71866726
65661,1755816354606541,71866565
66718,1755816355663771,71866796
67786,1755816356731086,71867074
68825,1755816357770144,71867150
69858,1755816358803965,71866921
70901,1755816359846973,71866853
71939,1755816360884020,71866954
72976,1755816361921488,71867482
74008,1755816362953814,71866827
75040,1755816363985483,71867495
76078,1755816365023391,71867163
77117,1755816366062479,71867440
78173,1755816367118526,71867539
79244,1755816368189159,71867168
80295,1755816369240318,71867308
81362,1755816370307804,71866827
82422,1755816371367622,71867582
83475,1755816372420479,71867501
84544,1755816373489285,71867174
85603,1755816374548063,71867662
86660,1755816375605515,71867526
87727,1755816376672113,71867030
88776,1755816377721596,71867484
89826,1755816378771656,71867668
