Time_ms,Now_us,Latency_us
0,1755816072144037,71864342
1024,1755816073168325,71863638
2050,1755816074194117,71863458
3078,1755816075221837,71867197
4100,1755816076243741,71863155
5126,1755816077269601,71864015
6157,1755816078301164,71863554
7214,1755816079357907,71863313
8276,1755816080419981,71863347
9330,1755816081474114,71863400
10386,1755816082529536,71865782
11425,1755816083568541,71863839
12470,1755816084613637,71863831
13501,1755816085644627,71863827
14530,1755816086674244,71865281
15584,1755816087728078,71863455
16634,1755816088778112,71863650
17701,1755816089845152,71863366
18769,1755816090913068,71863435
19843,1755816091986892,71863260
20925,1755816093069306,71864630
21994,1755816094137536,71863871
23035,1755816095178599,71863823
24089,1755816096233269,71863644
25148,1755816097292041,71863459
26204,1755816098348294,71863628
27244,1755816099388214,71863567
28275,1755816100418521,71863898
29310,1755816101453949,71864159
30346,1755816102490201,71863616
31386,1755816103529859,71864883
32427,1755816104571248,71864647
33474,1755816105618165,71863584
34537,1755816106680446,71863811
35602,1755816107745890,71864305
36659,1755816108802982,71863391
37706,1755816109850331,71864636
38736,1755816110879470,71863883
39767,1755816111910509,71863868
40799,1755816112942478,71863870
41830,1755816113973518,71863826
42856,1755816114999620,71863903
43889,1755816116032958,71864320
44916,1755816117059428,71863800
45945,1755816118089343,71864730
47011,1755816119154770,71864189
48067,1755816120210508,71863912
49116,1755816121260202,71863618
50169,1755816122313329,71864595
51231,1755816123374607,71863991
52270,1755816124414136,71864378
53315,1755816125458773,71864150
54361,1755816126504628,71864026
55401,1755816127544465,71863834
56457,1755816128600921,71864182
57514,1755816129658157,71864511
58577,1755816130720978,71864155
59630,1755816131773524,71863881
60677,1755816132820644,71865027
61715,1755816133858898,71864304
62763,1755816134906664,71864040
63807,1755816135951339,71864748
64853,1755816136997308,71864672
65891,1755816138034721,71864079
66947,1755816139090809,71864164
67994,1755816140138183,71864550
69043,1755816141186568,71863971
70094,1755816142238067,71865343
71134,1755816143278106,71864452
72187,1755816144330927,71864281
73235,1755816145378951,71864359
74280,1755816146424001,71864330
75324,1755816147467879,71864216
76377,1755816148520984,71864322
77427,1755816149571075,71864466
78489,1755816150633247,71864620
79571,1755816151714709,71864129
80636,1755816152779733,71864102
81710,1755816153853941,71864294
82774,1755816154917900,71865077
83828,1755816155972207,71864620
84900,1755816157044341,71864547
85972,1755816158115624,71865037
87033,1755816159177264,71864669
88110,1755816160253697,71866874
89171,1755816161315045,71864407
