Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,54141,63.50,20.778
0,14002,53.50,17.506
0,55839,56.50,18.487
0,47098,51.50,16.851
0,46443,61.00,19.960
0,40142,58.00,18.978
0,1171,55.00,17.997
0,59499,53.50,17.506
0,8279,53.50,17.506
0,12524,56.50,18.487
2,14608,59.50,19.469
2,54487,63.50,20.778
2,2959,34.00,11.126
2,14350,57.00,18.651
2,9290,7.00,2.549
2,60232,35.50,11.616
2,37624,55.50,18.160
2,18432,63.50,20.778
2,55143,63.50,20.778
2,55862,45.50,14.888
2,62817,52.00,17.015
2,5257,54.00,17.669
1000,54141,63.50,20.778
1000,14002,53.50,17.506
1000,55839,56.50,18.487
1000,47098,51.50,16.851
1000,46443,61.00,19.960
1000,40142,58.00,18.978
1000,1171,55.00,17.997
1000,59499,53.50,17.506
1000,8279,53.50,17.506
1000,12524,56.50,18.487
1004,14608,59.50,19.469
1004,54487,63.50,20.778
1004,2959,34.00,11.126
1004,14350,57.00,18.651
1004,9290,7.00,2.549
1004,60232,35.50,11.616
1004,37624,55.50,18.160
1004,18432,63.50,20.778
1004,55143,63.50,20.778
1004,55862,45.50,14.888
1004,62817,52.00,17.015
1004,5257,54.00,17.669
2000,54141,63.50,20.778
2000,14002,53.50,17.506
2000,55839,56.50,18.487
2000,47098,51.50,16.851
2000,46443,61.00,19.960
2000,40142,58.00,18.978
2000,1171,55.00,17.997
2000,59499,53.50,17.506
2000,8279,53.50,17.506
2000,12524,56.50,18.487
2012,14608,59.50,19.469
2012,54487,63.50,20.778
2012,2959,34.00,11.126
2012,14350,57.00,18.651
2012,9290,7.00,2.549
2012,60232,35.50,11.616
2012,37624,55.50,18.160
2012,18432,63.50,20.778
2012,55143,63.50,20.778
2012,55862,45.50,14.888
2012,62817,52.00,17.015
2012,5257,54.00,17.669
3011,54141,63.50,20.778
3011,14002,53.50,17.506
3011,55839,56.50,18.487
3011,47098,51.50,16.851
3011,46443,61.00,19.960
3011,40142,58.00,18.978
3011,1171,55.00,17.997
3011,59499,53.50,17.506
3011,8279,53.50,17.506
3011,12524,56.50,18.487
3013,14608,59.50,19.469
3013,54487,63.50,20.778
3013,2959,34.00,11.126
3013,14350,57.00,18.651
3013,9290,7.00,2.549
3013,60232,35.50,11.616
3013,37624,55.50,18.160
3013,18432,63.50,20.778
3013,55143,63.50,20.778
3013,55862,45.50,14.888
3013,62817,52.00,17.015
3013,5257,54.00,17.669
4013,14608,59.50,19.469
4013,54487,55.50,18.160
4013,2959,34.00,11.126
4013,14350,54.50,17.833
4013,9290,7.00,2.549
4013,60232,35.50,11.616
4013,37624,54.00,17.669
4013,18432,63.50,20.778
4013,55143,62.00,20.287
4013,55862,43.00,14.070
4013,62817,52.00,17.015
4013,5257,47.00,15.379
4020,54141,63.50,20.778
4020,14002,59.00,19.305
4020,55839,60.00,19.633
4020,47098,51.50,16.851
4020,46443,61.00,19.960
4020,40142,58.00,18.978
4020,1171,55.00,17.997
4020,59499,53.50,17.506
4020,8279,53.50,17.506
4020,12524,56.50,18.487
5013,14608,63.00,20.614
5013,54487,51.50,16.851
5013,2959,34.00,11.126
5013,14350,63.50,20.778
5013,9290,7.00,2.549
5013,60232,35.50,11.616
5013,37624,52.50,17.179
5013,18432,63.50,20.778
5013,55143,63.50,20.778
5013,55862,43.00,14.070
5013,62817,52.00,17.015
5013,5257,47.00,15.379
5030,54141,63.50,20.778
5030,14002,59.00,19.305
5030,55839,60.00,19.633
5030,47098,51.50,16.851
5030,46443,61.00,19.960
5030,40142,58.00,18.978
5030,1171,55.00,17.997
5030,59499,53.50,17.506
5030,8279,53.50,17.506
5030,12524,56.50,18.487
6014,14608,63.00,20.614
6014,54487,51.50,16.851
6014,2959,34.00,11.126
6014,14350,63.50,20.778
6014,9290,7.00,2.549
6014,60232,35.50,11.616
6014,37624,52.50,17.179
6014,18432,63.50,20.778
6014,55143,62.00,20.287
6014,55862,42.50,13.907
6014,62817,47.00,15.379
6014,5257,47.00,15.379
6042,54141,63.50,20.778
