Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,54141,63.50,20.778
0,14002,53.50,17.506
0,55839,56.50,18.487
0,47098,51.50,16.851
0,40142,58.00,18.978
0,1171,55.00,17.997
0,59499,53.50,17.506
0,8279,53.50,17.506
0,12524,56.50,18.487
2,14608,59.50,19.469
2,54487,58.00,18.978
2,2959,34.00,11.126
2,14350,56.50,18.487
2,9290,7.00,2.549
2,60232,35.50,11.616
2,37624,55.50,18.160
2,18432,63.50,20.778
2,55143,63.50,20.778
2,55862,47.00,15.379
2,62817,51.00,16.688
2,5257,53.50,17.506
1001,54141,63.50,20.778
1001,14002,53.50,17.506
1001,55839,56.50,18.487
1001,47098,51.50,16.851
1001,40142,58.00,18.978
1001,1171,55.00,17.997
1001,59499,53.50,17.506
1001,8279,53.50,17.506
1001,12524,56.50,18.487
1002,14608,63.50,20.778
1002,54487,63.50,20.778
1002,2959,34.00,11.126
1002,14350,56.50,18.487
1002,9290,7.00,2.549
1002,60232,35.50,11.616
1002,37624,55.50,18.160
1002,18432,63.50,20.778
1002,55143,63.50,20.778
1002,55862,47.00,15.379
1002,62817,51.00,16.688
1002,5257,53.50,17.506
2009,54141,63.50,20.778
2009,14002,53.50,17.506
2009,55839,56.50,18.487
2009,47098,51.50,16.851
2009,40142,58.00,18.978
2009,1171,55.00,17.997
2009,59499,53.50,17.506
2009,8279,53.50,17.506
2009,12524,56.50,18.487
2011,14608,63.50,20.778
2011,54487,63.50,20.778
2011,2959,34.00,11.126
2011,14350,56.50,18.487
2011,9290,7.00,2.549
2011,60232,35.50,11.616
2011,37624,55.50,18.160
2011,18432,63.50,20.778
2011,55143,63.50,20.778
2011,55862,47.00,15.379
2011,62817,51.00,16.688
2011,5257,53.50,17.506
3010,54141,63.50,20.778
3010,14002,53.50,17.506
3010,55839,56.50,18.487
3010,47098,51.50,16.851
3010,40142,58.00,18.978
3010,1171,55.00,17.997
3010,59499,53.50,17.506
3010,8279,53.50,17.506
3010,12524,56.50,18.487
3013,14608,63.50,20.778
3013,54487,63.50,20.778
3013,2959,34.00,11.126
3013,14350,56.50,18.487
3013,9290,7.00,2.549
3013,60232,35.50,11.616
3013,37624,55.50,18.160
3013,18432,63.50,20.778
3013,55143,63.50,20.778
3013,55862,47.00,15.379
3013,62817,51.00,16.688
3013,5257,53.50,17.506
4020,54141,63.50,20.778
4020,14002,53.50,17.506
4020,55839,56.50,18.487
4020,47098,51.50,16.851
4020,40142,58.00,18.978
4020,1171,55.00,17.997
4020,59499,53.50,17.506
4020,8279,53.50,17.506
4020,12524,56.50,18.487
4021,14608,63.50,20.778
4021,54487,63.50,20.778
4021,2959,34.00,11.126
4021,14350,56.50,18.487
4021,9290,7.00,2.549
4021,60232,35.50,11.616
4021,37624,55.50,18.160
4021,18432,63.50,20.778
4021,55143,63.50,20.778
4021,55862,47.00,15.379
4021,62817,51.00,16.688
4021,5257,53.50,17.506
5022,14608,63.50,20.778
5022,54487,63.50,20.778
5022,2959,34.00,11.126
5022,14350,56.50,18.487
5022,9290,7.00,2.549
5022,60232,35.50,11.616
5022,37624,55.50,18.160
5022,18432,63.50,20.778
5022,55143,63.50,20.778
5022,55862,47.00,15.379
5022,62817,51.00,16.688
5022,5257,53.50,17.506
5031,54141,63.50,20.778
5031,14002,53.50,17.506
5031,55839,56.50,18.487
5031,47098,51.50,16.851
5031,40142,58.00,18.978
5031,1171,55.00,17.997
5031,59499,53.50,17.506
5031,8279,53.50,17.506
5031,12524,56.50,18.487
6031,14608,63.50,20.778
6031,54487,55.50,18.160
6031,2959,34.00,11.126
6031,14350,63.50,20.778
6031,9290,7.00,2.549
6031,60232,35.50,11.616
6031,37624,54.00,17.669
6031,18432,63.50,20.778
6031,55143,63.50,20.778
6031,55862,43.00,14.070
6031,62817,51.00,16.688
6031,5257,47.00,15.379
6040,54141,63.50,20.778
6040,14002,59.00,19.305
6040,55839,60.00,19.633
6040,47098,51.50,16.851
6040,40142,58.00,18.978
6040,1171,55.00,17.997
6040,59499,53.50,17.506
