Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,54141,63.50,20.778
0,14002,53.00,17.342
0,55839,56.00,18.324
0,47098,51.00,16.688
0,59499,53.50,17.506
0,8279,53.50,17.506
0,12524,56.50,18.487
2,14608,63.50,20.778
2,54487,63.50,20.778
2,2959,34.00,11.126
2,14350,63.50,20.778
2,37624,63.50,20.778
2,18432,63.50,20.778
2,55143,63.50,20.778
2,55862,63.50,20.778
2,62817,52.00,17.015
2,5257,63.50,20.778
1001,54141,63.50,20.778
1001,14002,53.00,17.342
1001,55839,56.00,18.324
1001,47098,51.00,16.688
1001,59499,53.50,17.506
1001,8279,53.50,17.506
1001,12524,56.50,18.487
1003,14608,63.50,20.778
1003,54487,63.50,20.778
1003,2959,34.00,11.126
1003,14350,63.50,20.778
1003,37624,63.50,20.778
1003,18432,63.50,20.778
1003,55143,63.50,20.778
1003,55862,63.50,20.778
1003,62817,52.00,17.015
1003,5257,63.50,20.778
2003,14608,63.50,20.778
2003,54487,63.50,20.778
2003,2959,34.00,11.126
2003,14350,63.50,20.778
2003,37624,63.50,20.778
2003,18432,63.50,20.778
2003,55143,63.50,20.778
2003,55862,63.50,20.778
2003,62817,52.00,17.015
2003,5257,63.50,20.778
2010,54141,63.50,20.778
2010,14002,53.00,17.342
2010,55839,56.00,18.324
2010,47098,51.00,16.688
2010,59499,53.50,17.506
2010,8279,53.50,17.506
2010,12524,56.50,18.487
3010,54141,63.50,20.778
3010,14002,53.00,17.342
3010,55839,56.00,18.324
3010,47098,51.00,16.688
3010,59499,53.50,17.506
3010,8279,53.50,17.506
3010,12524,56.50,18.487
3012,14608,63.50,20.778
3012,54487,63.50,20.778
3012,2959,34.00,11.126
3012,14350,63.50,20.778
3012,37624,63.50,20.778
3012,18432,63.50,20.778
3012,55143,63.50,20.778
3012,55862,63.50,20.778
3012,62817,52.00,17.015
3012,5257,63.50,20.778
4012,54141,60.50,19.796
4012,14002,57.50,18.815
4012,55839,56.00,18.324
4012,47098,56.50,18.487
4012,59499,60.50,19.796
4012,8279,53.50,17.506
4012,12524,56.50,18.487
4012,14608,63.50,20.778
4012,54487,63.50,20.778
4012,2959,34.00,11.126
4012,14350,63.50,20.778
4012,37624,63.50,20.778
4012,18432,63.50,20.778
4012,55143,63.50,20.778
4012,55862,63.50,20.778
4012,62817,52.00,17.015
4012,5257,63.50,20.778
5020,54141,60.50,19.796
5020,14002,59.00,19.305
5020,55839,60.00,19.633
5020,47098,56.50,18.487
5020,59499,53.50,17.506
5020,8279,53.50,17.506
5020,12524,56.50,18.487
5022,14608,63.50,20.778
5022,54487,63.50,20.778
5022,2959,34.00,11.126
5022,14350,63.50,20.778
5022,37624,63.50,20.778
5022,18432,63.50,20.778
5022,55143,63.50,20.778
5022,55862,63.50,20.778
5022,62817,52.00,17.015
5022,5257,63.50,20.778
6030,54141,60.50,19.796
6030,14002,53.50,17.506
6030,55839,56.50,18.487
6030,47098,51.50,16.851
6030,59499,53.50,17.506
6030,8279,53.50,17.506
6030,12524,56.50,18.487
6032,14608,63.50,20.778
6032,54487,63.50,20.778
6032,2959,34.00,11.126
6032,14350,63.50,20.778
6032,37624,63.50,20.778
6032,18432,63.50,20.778
6032,55143,63.50,20.778
6032,55862,63.50,20.778
6032,62817,52.00,17.015
6032,5257,63.50,20.778
7032,14608,63.50,20.778
7032,54487,63.50,20.778
7032,2959,34.00,11.126
7032,14350,63.50,20.778
7032,37624,63.50,20.778
7032,18432,63.50,20.778
7032,55143,63.50,20.778
7032,55862,63.50,20.778
7032,62817,52.00,17.015
7032,5257,63.50,20.778
7040,54141,63.50,20.778
7040,14002,53.50,17.506
7040,55839,56.50,18.487
7040,47098,51.50,16.851
7040,59499,53.50,17.506
7040,8279,53.50,17.506
7040,12524,56.50,18.487
8042,14608,63.50,20.778
8042,54487,63.50,20.778
8042,2959,34.00,11.126
8042,14350,63.50,20.778
8042,37624,63.50,20.778
8042,18432,63.50,20.778
8042,55143,63.50,20.778
8042,55862,63.50,20.778
8042,62817,52.00,17.015
8042,5257,63.50,20.778
8050,54141,63.50,20.778
8050,14002,53.50,17.506
8050,55839,56.50,18.487
8050,47098,51.50,16.851
8050,59499,53.50,17.506
8050,8279,53.50,17.506
8050,12524,56.50,18.487
9043,14608,63.50,20.778
9043,54487,63.50,20.778
9043,2959,34.00,11.126
9043,14350,63.50,20.778
9043,37624,63.50,20.778
9043,18432,63.50,20.778
9043,55143,63.50,20.778
9043,55862,63.50,20.778
9043,62817,52.00,17.015
9043,5257,63.50,20.778
9050,54141,63.50,20.778
9050,14002,53.50,17.506
9050,55839,56.50,18.487
9050,47098,51.50,16.851
9050,59499,53.50,17.506
9050,8279,53.50,17.506
9050,12524,56.50,18.487
10043,14608,63.50,20.778
10043,54487,63.50,20.778
10043,2959,34.00,11.126
10043,14350,63.50,20.778
10043,37624,63.50,20.778
10043,18432,63.50,20.778
10043,55143,63.50,20.778
10043,55862,63.50,20.778
10043,62817,52.00,17.015
10043,5257,63.50,20.778
10061,54141,63.50,20.778
10061,14002,53.50,17.506
10061,55839,56.50,18.487
10061,47098,51.50,16.851
10061,59499,53.50,17.506
10061,8279,53.50,17.506
10061,12524,56.50,18.487
11052,14608,63.50,20.778
11052,54487,63.50,20.778
11052,2959,34.00,11.126
11052,14350,63.50,20.778
11052,37624,63.50,20.778
11052,18432,63.50,20.778
11052,55143,63.50,20.778
11052,55862,63.50,20.778
11052,62817,52.00,17.015
11052,5257,63.50,20.778
11063,54141,63.50,20.778
11063,14002,53.50,17.506
11063,55839,56.50,18.487
11063,47098,51.50,16.851
11063,59499,53.50,17.506
11063,8279,53.50,17.506
11063,12524,56.50,18.487
12062,14608,63.50,20.778
12062,54487,63.50,20.778
12062,2959,34.00,11.126
12062,14350,63.50,20.778
12062,37624,63.50,20.778
12062,18432,63.50,20.778
12062,55143,63.50,20.778
12062,55862,63.50,20.778
12062,62817,52.00,17.015
12062,5257,63.50,20.778
12070,54141,63.50,20.778
12070,14002,59.00,19.305
12070,55839,60.00,19.633
12070,47098,51.50,16.851
12070,59499,53.50,17.506
12070,8279,53.50,17.506
12070,12524,56.50,18.487
13062,14608,63.50,20.778
13062,54487,63.50,20.778
13062,2959,34.00,11.126
13062,14350,63.50,20.778
13062,37624,63.50,20.778
13062,18432,63.50,20.778
13062,55143,63.50,20.778
13062,55862,63.50,20.778
13062,62817,52.00,17.015
13062,5257,63.50,20.778
13070,54141,63.50,20.778
13070,14002,59.00,19.305
13070,55839,60.00,19.633
13070,47098,55.50,18.160
13070,59499,53.50,17.506
13070,8279,53.50,17.506
13070,12524,56.50,18.487
14063,14608,63.50,20.778
14063,54487,63.50,20.778
14063,2959,34.00,11.126
14063,14350,63.50,20.778
14063,37624,63.50,20.778
14063,18432,63.50,20.778
14063,55143,63.50,20.778
14063,55862,63.50,20.778
14063,62817,52.00,17.015
14063,5257,63.50,20.778
14071,54141,63.50,20.778
14071,14002,53.50,17.506
14071,55839,56.50,18.487
14071,47098,51.50,16.851
14071,59499,53.50,17.506
14071,8279,53.50,17.506
14071,12524,56.50,18.487
15072,14608,63.50,20.778
15072,54487,63.50,20.778
15072,2959,34.00,11.126
15072,14350,63.50,20.778
15072,37624,63.50,20.778
15072,18432,63.50,20.778
15072,55143,63.50,20.778
15072,55862,63.50,20.778
15072,62817,52.00,17.015
15072,5257,63.50,20.778
15080,54141,63.50,20.778
15080,14002,53.50,17.506
15080,55839,56.50,18.487
15080,47098,51.50,16.851
15080,59499,53.50,17.506
15080,8279,53.50,17.506
15080,12524,56.50,18.487
16072,14608,63.50,20.778
16072,54487,63.50,20.778
16072,2959,34.00,11.126
16072,14350,63.50,20.778
16072,37624,63.50,20.778
16072,18432,63.50,20.778
16072,55143,63.50,20.778
16072,55862,63.50,20.778
16072,62817,52.00,17.015
16072,5257,63.50,20.778
16080,54141,63.50,20.778
16080,14002,53.50,17.506
16080,55839,56.50,18.487
16080,47098,51.50,16.851
16080,59499,53.50,17.506
16080,8279,53.50,17.506
16080,12524,56.50,18.487
17073,14608,63.50,20.778
17073,54487,63.50,20.778
17073,2959,34.00,11.126
17073,14350,63.50,20.778
17073,37624,63.50,20.778
17073,18432,63.50,20.778
17073,55143,63.50,20.778
17073,55862,63.50,20.778
17073,62817,52.00,17.015
17073,5257,63.50,20.778
17080,54141,63.50,20.778
17080,14002,53.50,17.506
17080,55839,56.50,18.487
17080,47098,51.50,16.851
17080,59499,53.50,17.506
17080,8279,53.50,17.506
17080,12524,56.50,18.487
18073,14608,63.50,20.778
18073,54487,63.50,20.778
18073,2959,34.00,11.126
18073,14350,63.50,20.778
18073,37624,63.50,20.778
18073,18432,63.50,20.778
18073,55143,63.50,20.778
18073,55862,63.50,20.778
18073,62817,52.00,17.015
18073,5257,63.50,20.778
18081,54141,63.50,20.778
18081,14002,53.50,17.506
18081,55839,56.50,18.487
18081,47098,51.50,16.851
18081,59499,53.50,17.506
18081,8279,53.50,17.506
18081,12524,56.50,18.487
19083,14608,63.50,20.778
19083,54487,63.50,20.778
19083,2959,34.00,11.126
19083,14350,63.50,20.778
19083,37624,63.50,20.778
19083,18432,63.50,20.778
19083,55143,63.50,20.778
19083,55862,63.50,20.778
19083,62817,52.00,17.015
19083,5257,63.50,20.778
19091,54141,63.50,20.778
19091,14002,59.00,19.305
19091,55839,60.00,19.633
19091,47098,51.50,16.851
19091,59499,53.50,17.506
19091,8279,53.50,17.506
19091,12524,56.50,18.487
20092,14608,63.50,20.778
20092,54487,63.50,20.778
20092,2959,34.00,11.126
20092,14350,63.50,20.778
20092,37624,63.50,20.778
20092,18432,63.50,20.778
20092,55143,63.50,20.778
20092,55862,63.50,20.778
20092,62817,52.00,17.015
20092,5257,63.50,20.778
20100,54141,63.50,20.778
20100,14002,59.00,19.305
20100,55839,60.00,19.633
20100,47098,55.50,18.160
20100,59499,53.50,17.506
20100,8279,53.50,17.506
20100,12524,56.50,18.487
21093,14608,63.50,20.778
21093,54487,63.50,20.778
21093,2959,34.00,11.126
