Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
1,1.0,2.0,86.1,706.0,12.877,0,60
2,1.0,2.0,84.7,694.0,13.097,0,59
4,1.0,2.0,83.3,682.0,13.553,0,58
3,1.0,2.0,86.1,706.0,12.554,0,60
6,1.0,2.0,84.7,694.0,13.68,0,59
5,1.0,2.0,84.7,694.0,12.743,0,59
7,1.0,2.0,84.7,694.0,12.512,0,59
8,1.0,2.0,84.7,694.0,13.16,0,59
9,1.0,2.0,84.7,694.0,13.068,0,59
10,1.0,2.0,84.7,694.0,13.434,0,59
2,2.0,3.0,73.2,600.0,15.503,0,51
4,2.0,3.0,74.6,612.0,22.307,0,52
6,2.0,3.0,73.2,600.0,15.827,0,51
9,2.0,3.0,76.1,623.0,15.783,0,53
3,2.0,3.0,81.8,670.0,15.005,0,57
1,2.0,3.0,84.7,694.0,15.604,0,59
7,2.0,3.0,84.7,694.0,13.541,0,59
8,2.0,3.0,84.7,694.0,14.162,0,59
5,2.0,3.0,83.3,682.0,16.431,0,58
10,2.0,3.0,84.7,694.0,14.361,0,59
3,3.0,4.0,76.1,623.0,14.575,0,53
1,3.0,4.0,63.2,517.0,16.074,0,44
4,3.0,4.0,83.3,682.0,15.223,0,58
2,3.0,4.0,76.1,623.0,15.53,0,53
7,3.0,4.0,74.6,612.0,14.81,0,52
6,3.0,4.0,77.5,635.0,14.585,0,54
5,3.0,4.0,63.2,517.0,15.247,0,44
10,3.0,4.0,77.5,635.0,13.498,0,54
8,3.0,4.0,73.2,600.0,14.602,0,51
9,3.0,4.0,73.2,600.0,15.03,0,51
2,4.0,5.0,73.2,600.0,15.003,0,51
3,4.0,5.0,84.7,694.0,14.707,0,59
5,4.0,5.0,74.6,612.0,16.162,0,52
4,4.0,5.0,84.7,694.0,14.727,0,59
6,4.0,5.0,73.2,600.0,14.837,0,51
7,4.0,5.0,86.1,706.0,13.422,0,60
9,4.0,5.0,74.6,612.0,16.207,0,52
8,4.0,5.0,86.1,706.0,13.578,0,60
1,4.0,5.0,84.7,694.0,16.615,0,59
10,4.0,5.0,84.7,694.0,14.319,0,59
3,5.0,6.0,73.2,600.0,15.025,0,51
4,5.0,6.0,76.1,623.0,14.663,0,53
1,5.0,6.0,76.1,623.0,15.224,0,53
8,5.0,6.0,74.6,612.0,15.417,0,52
7,5.0,6.0,71.8,588.0,14.832,0,50
2,5.0,6.0,84.7,694.0,14.789,0,59
10,5.0,6.0,73.2,600.0,14.61,0,51
5,5.0,6.0,84.7,694.0,16.465,0,59
9,5.0,6.0,84.7,694.0,16.071,0,59
6,5.0,6.0,84.7,694.0,15.639,0,59
4,6.0,7.0,87.6,717.0,20.741,0,61
1,6.0,7.0,73.2,600.0,14.303,0,51
3,6.0,7.0,96.2,788.0,12.275,0,67
2,6.0,7.0,74.6,612.0,14.324,0,52
5,6.0,7.0,73.2,600.0,14.493,0,51
8,6.0,7.0,96.2,788.0,11.103,0,67
6,6.0,7.0,74.6,612.0,14.274,0,52
9,6.0,7.0,73.2,600.0,14.343,0,51
7,6.0,7.0,106.0,870.0,11.717,0,74
10,6.0,7.0,105.0,858.0,12.036,0,73
1,7.0,8.0,97.6,800.0,12.258,0,68
4,7.0,8.0,91.9,753.0,14.171,0,64
8,7.0,8.0,83.3,682.0,13.62,0,58
10,7.0,8.0,79.0,647.0,19.211,0,55
9,7.0,8.0,94.7,776.0,11.896,0,66
6,7.0,8.0,97.6,800.0,10.484,0,68
5,7.0,8.0,105.0,858.0,11.042,0,73
3,7.0,8.0,94.7,776.0,13.593,0,66
2,7.0,8.0,86.1,706.0,11.324,0,60
7,7.0,8.0,86.1,706.0,13.666,0,60
1,8.0,9.0,76.1,623.0,15.127,0,53
5,8.0,9.0,74.6,612.0,14.338,0,52
3,8.0,9.0,76.1,623.0,14.418,0,53
4,8.0,9.0,84.7,694.0,15.387,0,59
6,8.0,9.0,76.1,623.0,13.925,0,53
7,8.0,9.0,74.6,612.0,14.944,0,52
8,8.0,9.0,84.7,694.0,14.594,0,59
9,8.0,9.0,86.1,706.0,13.475,0,60
10,8.0,9.0,83.3,682.0,14.254,0,58
1,9.0,10.0,84.7,694.0,14.3,0,59
3,9.0,10.0,73.2,600.0,14.668,0,51
4,9.0,10.0,76.1,623.0,14.747,0,53
2,9.0,10.0,84.7,694.0,13.672,0,59
7,9.0,10.0,73.2,600.0,14.27,0,51
5,9.0,10.0,83.3,682.0,13.532,0,58
8,9.0,10.0,76.1,623.0,14.901,0,53
6,9.0,10.0,81.8,670.0,14.1,0,57
10,9.0,10.0,73.2,600.0,14.231,0,51
9,9.0,10.0,84.7,694.0,13.44,0,59
4,10.0,11.0,73.2,600.0,13.711,0,51
6,10.0,11.0,66.0,541.0,24.898,0,46
1,10.0,11.0,76.1,623.0,16.389,0,53
8,10.0,11.0,73.2,600.0,13.647,0,51
9,10.0,11.0,63.2,517.0,15.896,0,44
2,10.0,11.0,74.6,612.0,16.95,0,52
3,10.0,11.0,84.7,694.0,13.499,0,59
7,10.0,11.0,84.7,694.0,13.55,0,59
5,10.0,11.0,71.8,588.0,16.409,0,50
10,10.0,11.0,84.7,694.0,13.373,0,59
1,11.0,12.0,73.2,600.0,13.387,0,51
3,11.0,12.0,74.6,612.0,15.583,0,52
2,11.0,12.0,73.2,600.0,14.044,0,51
4,11.0,12.0,86.1,706.0,14.47,0,60
5,11.0,12.0,76.1,623.0,13.579,0,53
7,11.0,12.0,76.1,623.0,15.241,0,53
6,11.0,12.0,83.3,682.0,13.511,0,58
8,11.0,12.0,84.7,694.0,15.737,0,59
10,11.0,12.0,74.6,612.0,15.641,0,52
9,11.0,12.0,84.7,694.0,13.286,0,59
5,12.0,13.0,73.2,600.0,14.057,0,51
6,12.0,13.0,74.6,612.0,15.025,0,52
3,12.0,13.0,73.2,600.0,15.407,0,51
4,12.0,13.0,74.6,612.0,15.024,0,52
1,12.0,13.0,84.7,694.0,14.128,0,59
