Stream_ID,Time_Start,Time_End,KBytes,Kbps,Latency_ms,Lost,Total
1,0.0,1.0,84.7,694.0,12.992,808,867
3,0.0,1.0,84.7,694.0,13.206,814,873
6,0.0,1.0,84.7,694.0,13.288,828,887
5,0.0,1.0,86.1,706.0,12.793,805,865
9,0.0,1.0,84.7,694.0,12.377,809,868
1,1.0,2.0,84.7,694.0,13.731,0,59
3,1.0,2.0,84.7,694.0,13.511,0,59
5,1.0,2.0,84.7,694.0,13.173,0,59
6,1.0,2.0,84.7,694.0,14.136,0,59
2,1.0,2.0,86.1,706.0,21.306,7655,7715
9,1.0,2.0,84.7,694.0,13.292,0,59
7,1.0,2.0,76.1,623.0,20.16,6420,6473
4,1.0,2.0,83.3,682.0,13.996,6397,6455
1,2.0,3.0,86.1,706.0,19.145,3755,3815
3,2.0,3.0,84.7,694.0,14.136,0,59
5,2.0,3.0,84.7,694.0,12.19,741,800
6,2.0,3.0,84.7,694.0,9.469,2724,2783
2,2.0,3.0,84.7,694.0,19.783,7029,7088
9,2.0,3.0,84.7,694.0,11.372,1153,1212
8,2.0,3.0,84.7,694.0,21.412,6834,6893
10,2.0,3.0,84.7,694.0,19.31,6908,6967
2,3.0,4.0,76.1,623.0,17.038,7557,7610
4,3.0,4.0,73.2,600.0,25.866,6790,6841
1,3.0,4.0,84.7,694.0,24.317,7177,7236
8,3.0,4.0,73.2,600.0,17.485,6814,6865
3,3.0,4.0,84.7,694.0,20.647,10446,10505
10,3.0,4.0,74.6,612.0,18.016,7659,7711
5,3.0,4.0,84.7,694.0,17.245,6858,6917
6,3.0,4.0,76.1,623.0,22.724,4707,4760
9,3.0,4.0,84.7,694.0,33.873,11590,11649
7,3.0,4.0,84.7,694.0,21.526,7803,7862
4,4.0,5.0,83.3,682.0,19.211,4398,4456
2,4.0,5.0,79.0,647.0,21.717,6768,6823
3,4.0,5.0,86.1,706.0,16.372,6734,6794
7,4.0,5.0,76.1,623.0,18.92,7081,7134
5,4.0,5.0,84.7,694.0,23.023,11731,11790
8,4.0,5.0,84.7,694.0,28.445,11546,11605
9,4.0,5.0,84.7,694.0,24.703,8581,8640
10,4.0,5.0,86.1,706.0,16.302,6818,6878
6,5.0,6.0,73.2,600.0,21.847,8545,8596
2,5.0,6.0,90.4,741.0,17.677,11485,11548
9,5.0,6.0,73.2,600.0,18.963,4904,4955
7,5.0,6.0,84.7,694.0,15.469,7816,7875
1,5.0,6.0,84.7,694.0,25.899,7527,7586
8,5.0,6.0,84.7,694.0,22.21,6883,6942
10,5.0,6.0,84.7,694.0,16.437,11422,11481
5,5.0,6.0,84.7,694.0,17.389,9003,9062
2,6.0,7.0,73.2,600.0,18.053,8608,8659
