Time_s,Stream_ID,Mean_Kbyte_transfer,Std_Kbyte_transfer,Mean_Kbps,Std_Kbps,Mean_Latency_ms,Std_Latency_ms,Mean_Loss_pct,Std_Loss_pct
0,1,84.7,84.7,694.0,,12.992,,93.19492502883506,
0,3,84.7,84.7,694.0,,13.206,,93.24169530355097,
0,5,86.1,86.1,706.0,,12.793,,93.0635838150289,
0,6,84.7,84.7,694.0,,13.288,,93.34836527621195,
0,9,84.7,84.7,694.0,,12.377,,93.20276497695853,
1,1,83.25,83.25,682.25,39.90300740545754,13.678,1.108363959476609,0.0,0.0
1,2,85.05,85.05,697.0,6.0,15.76175,3.872407121761175,24.80557355800389,49.61114711600778
1,3,85.4,85.4,700.0,6.928203230275509,13.3005,0.9667197111883049,0.0,0.0
1,4,78.975,78.975,646.75,70.5,15.7425,4.089002853182341,24.77536793183579,49.55073586367158
1,5,84.7,84.7,694.0,0.0,13.310500000000001,0.8722146142626439,0.0,0.0
1,6,84.7,84.7,694.0,0.0,14.190999999999999,0.7494878251179269,0.0,0.0
1,7,82.9,82.9,679.25,37.924266637602884,14.75675,3.656403275989489,24.795303568669862,49.590607137339724
1,8,78.0,78.0,639.0,95.26279441628824,13.985666666666667,1.4300966167827032,0.0,0.0
1,9,85.05,85.05,697.0,6.0,13.39875,0.5229387312741972,0.0,0.0
1,10,84.7,84.7,694.0,0.0,13.807,0.6460549512231928,0.0,0.0
1,11,76.1,76.1,623.0,0.0,15.764,0.0,0.0,0.0
2,1,82.525,82.525,676.5,43.37049688440289,16.1405,2.1081885589292053,24.60681520314548,49.21363040629096
2,2,76.425,76.425,626.5,45.35416188179428,16.18125,2.512223235171058,24.791901805869074,49.58380361173815
2,3,83.975,83.975,687.75,22.54440063519098,14.046,1.3999435702913177,0.0,0.0
2,4,77.0,77.0,631.3333333333334,33.486315612998304,19.961666666666666,4.0622364940182045,0.0,0.0
2,5,83.65,83.65,685.0,6.0,14.33275,2.423122830151208,23.15625,46.3125
2,6,77.15,77.15,632.25,44.34993423520115,13.78275,3.000949446980628,24.4699964067553,48.9399928135106
2,7,84.7,84.7,694.0,0.0,13.295666666666667,0.4249297981235648,0.0,0.0
2,8,84.7,84.7,694.0,0.0,16.20625,3.497903979528311,24.786014797620776,49.572029595241546
2,9,78.25,78.25,640.75,35.49999999999999,14.576,2.1450263401646144,23.783003300330034,47.56600660066007
2,10,84.7,84.7,694.0,0.0,15.1885,2.8542306026902113,24.78828764173963,49.57657528347926
2,11,84.7,84.7,694.0,0.0,14.416,0.0,0.0,0.0
3,1,71.075,71.075,582.0,84.29709366283038,18.020500000000002,4.203191208276555,24.7961580983969,49.5923161967938
3,2,75.725,75.725,620.25,5.49999999999999,15.77825,0.8742190324321847,24.82588699080158,49.65177398160316
3,3,77.525,77.525,635.0,40.80032679607685,16.574749999999998,2.8627791130298554,24.859590671108997,49.71918134221799
3,4,78.975,78.975,646.75,41.77219968671349,18.389499999999998,5.074744295692805,24.813623739219413,49.627247478438825
3,5,71.075,71.075,582.0,84.29709366283038,16.0645,0.9894043662729608,24.786757264710136,49.57351452942027
3,6,76.075,76.075,623.25,16.49999999999999,16.66625,4.039451726410406,24.721638655462186,49.44327731092437
3,7,77.125,77.125,632.5,41.00000000000001,16.899250000000002,3.1800248819781265,24.81238870516408,49.62477741032816
3,8,73.55,73.55,603.0,6.0,15.1195,1.6229020303148312,24.814275309541152,49.628550619082304
3,9,78.225,78.225,641.0,48.3459753581757,20.173,9.169629109184294,24.873379689243713,49.746759378487425
3,10,76.05,76.05,623.5,13.279056191361411,15.58875,2.4297741150156305,24.83140967449099,49.66281934898198
3,11,64.6,64.6,529.0,0.0,17.339,0.0,0.0,0.0
4,1,80.86666666666667,80.86666666666667,662.6666666666666,54.270925303824825,15.858666666666664,1.3100077607912597,0.0,0.0
4,2,75.375,75.375,617.5,22.45736701693531,16.7515,3.312963778854215,24.79847574380771,49.59695148761543
4,3,82.175,82.175,673.5,49.3254498205541,15.676,1.140891756478238,24.779216956137766,49.558433912275525
4,4,80.75,80.75,661.5,57.280013966478755,16.3525,2.129912283013866,24.674596050269297,49.349192100538595
4,5,77.125,77.125,632.5,41.00000000000001,17.99175,3.3611081877856894,24.874893977947412,49.749787955894824
4,6,73.66666666666667,73.66666666666667,604.0,6.928203230275509,15.083666666666666,0.42723919920032394,0.0,0.0
4,7,80.375,80.375,658.75,55.36168952142507,15.53625,2.652261472152899,24.814269694421082,49.628539388842164
4,8,82.875,82.875,679.5,45.35416188179428,17.749,7.181926714561584,24.872899612236104,49.74579922447221
4,9,77.5,77.5,635.25,39.50843791731921,18.501,4.14707414932504,24.82928240740741,49.65856481481482
4,10,81.825,81.825,670.5,55.29014378711635,15.4785,1.3666934550220087,24.78191334690317,49.56382669380634
4,11,73.2,73.2,600.0,0.0,13.952,0.0,0.0,0.0
5,1,80.4,80.4,658.5,40.99186911246345,17.838250000000002,5.374815865063039,24.805562878987608,49.611125757975216
5,2,86.125,86.125,705.75,23.49999999999999,15.57125,1.4084228472538598,24.863612746795983,49.727225493591966
5,3,74.16666666666667,74.16666666666667,607.6666666666666,13.279056191361384,15.260333333333334,0.40760929004787555,0.0,0.0
5,4,78.96666666666665,78.96666666666665,646.6666666666666,40.99186911246342,14.949333333333334,0.49594388123388905,0.0,0.0
5,5,81.825,81.825,670.5,47.00000000000001,16.44375,0.7895253320825114,24.83723239902891,49.67446479805782
5,6,79.675,79.675,652.75,48.54808612774212,18.64,3.469335959517324,24.851675197766404,49.70335039553281
5,7,74.3,74.3,608.5,58.11196090307055,16.586750000000002,3.0994140709710485,24.812698412698413,49.625396825396834
5,8,79.65,79.65,653.0,47.3427220735493,16.82075,3.635495232197853,24.78752520887352,49.57505041774704
5,9,78.95,78.95,647.0,54.270925303824804,16.60725,1.609494408191591,24.74268415741675,49.4853683148335
5,10,73.925,73.925,605.75,67.68739419813214,15.245750000000001,0.8629161314983055,24.871526870481667,49.74305374096333
5,11,74.6,74.6,612.0,0.0,14.463,0.0,0.0,0.0
6,1,76.8,76.8,629.25,44.50749000636485,16.09375,2.704802072241145,24.843650625397498,49.687301250794995
6,2,73.9,73.9,606.0,6.928203230275509,15.4585,1.7712106029492936,24.852754359625823,49.70550871925165
6,3,87.575,87.575,717.5,89.99814812909578,14.537,3.7152823131851855,24.823353293413174,49.64670658682635
6,4,84.0,84.0,687.75,44.50749000636485,18.666249999999998,2.4722366897204635,24.800486947112134,49.60097389422427
6,5,76.775,76.775,629.5,51.31276644267001,14.63025,0.6368963154758129,24.81606376456162,49.63212752912324
6,6,78.925,78.925,647.0,41.5852537966685,15.234749999999998,1.259553194589256,24.823056621880998,49.646113243761995
6,7,97.0,97.0,795.6666666666666,128.74911002928656,12.541666666666666,1.4283645659751345,0.0,0.0
6,8,83.625,83.625,685.0,123.55565547557913,16.0035,7.640077202925809,24.757690686894225,49.51538137378845
6,9,74.16666666666667,74.16666666666667,607.6666666666666,13.279056191361384,14.003,0.588897274573418,0.0,0.0
6,10,91.975,91.975,752.5,127.72235513018069,13.99,2.8309089235320393,24.854833200500966,49.70966640100193
6,11,73.2,73.2,600.0,0.0,15.825,0.0,0.0,0.0
7,1,89.35,89.35,732.25,85.25403216270772,14.3565,3.343759211825317,24.839316032015525,49.67863206403105
7,2,85.63333333333333,85.63333333333333,702.0,6.928203230275509,12.187666666666667,1.495914547470319,0.0,0.0
7,3,87.175,87.175,714.5,78.50902283601972,15.70175,2.4358617058445637,24.840592240354482,49.681184480708964
7,4,85.775,85.775,703.0,66.73829485385431,15.9695,3.2007804777376827,24.834056676027572,49.66811335205514
7,5,87.675,87.675,717.25,163.65283376709368,15.38525,5.393512854964439,24.85086939967001,49.70173879934002
7,6,91.5,91.5,750.0,57.942500233708685,13.152750000000001,3.6106484528405707,24.849719816607234,49.69943963321446
7,7,83.6,83.6,685.25,33.97425495871836,16.333750000000002,3.7949343758050236,24.810945911304792,49.621891822609584
7,8,83.76666666666667,83.76666666666667,686.0,6.928203230275509,13.667,0.08140638795573789,0.0,0.0
