Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,32893,63.50,20.778
2,16233,63.50,20.778
11,32893,63.50,20.778
13,16233,63.50,20.778
20,32893,63.50,20.778
23,16233,63.50,20.778
31,32893,63.50,20.778
33,16233,63.50,20.778
41,32893,63.50,20.778
43,16233,63.50,20.778
51,32893,63.50,20.778
53,16233,63.50,20.778
60,32893,63.50,20.778
63,16233,63.50,20.778
71,32893,63.50,20.778
73,16233,63.50,20.778
80,32893,63.50,20.778
83,16233,63.50,20.778
90,32893,63.50,20.778
93,16233,63.50,20.778
101,32893,63.50,20.778
103,16233,63.50,20.778
110,32893,63.50,20.778
113,16233,63.50,20.778
121,32893,63.50,20.778
123,16233,63.50,20.778
130,32893,63.50,20.778
132,16233,63.50,20.778
140,32893,63.50,20.778
143,16233,63.50,20.778
150,32893,63.50,20.778
153,16233,63.50,20.778
160,32893,63.50,20.778
162,16233,63.50,20.778
170,32893,63.50,20.778
173,16233,63.50,20.778
181,32893,63.50,20.778
183,16233,63.50,20.778
191,32893,63.50,20.778
193,16233,63.50,20.778
200,32893,63.50,20.778
203,16233,63.50,20.778
211,32893,63.50,20.778
213,16233,63.50,20.778
221,32893,63.50,20.778
222,16233,63.50,20.778
232,32893,63.50,20.778
233,16233,63.50,20.778
240,32893,63.50,20.778
242,16233,63.50,20.778
250,32893,63.50,20.778
253,16233,63.50,20.778
261,32893,63.50,20.778
263,16233,63.50,20.778
271,32893,63.50,20.778
273,16233,63.50,20.778
280,32893,63.50,20.778
283,16233,63.50,20.778
290,32893,63.50,20.778
293,16233,63.50,20.778
301,32893,59.00,19.305
303,16233,63.50,20.778
310,32893,59.00,19.305
313,16233,63.50,20.778
321,32893,59.00,19.305
323,16233,63.50,20.778
330,32893,59.00,19.305
333,16233,63.50,20.778
340,32893,59.00,19.305
343,16233,63.50,20.778
351,32893,59.00,19.305
353,16233,63.50,20.778
361,32893,59.00,19.305
363,16233,63.50,20.778
371,32893,59.00,19.305
372,16233,63.50,20.778
380,32893,59.00,19.305
383,16233,63.50,20.778
390,32893,59.00,19.305
393,16233,63.50,20.778
401,32893,59.00,19.305
403,16233,63.50,20.778
410,32893,59.00,19.305
413,16233,63.50,20.778
421,32893,59.00,19.305
422,16233,63.50,20.778
430,32893,59.00,19.305
433,16233,63.50,20.778
440,32893,59.00,19.305
443,16233,63.50,20.778
451,32893,59.00,19.305
452,16233,63.50,20.778
460,32893,59.00,19.305
462,16233,63.50,20.778
470,32893,59.00,19.305
472,16233,63.50,20.778
480,32893,59.00,19.305
482,16233,63.50,20.778
491,32893,59.00,19.305
492,16233,63.50,20.778
501,32893,59.00,19.305
503,16233,63.50,20.778
511,32893,59.00,19.305
513,16233,63.50,20.778
521,32893,59.00,19.305
522,16233,63.50,20.778
530,32893,59.00,19.305
533,16233,63.50,20.778
540,32893,59.00,19.305
543,16233,63.50,20.778
550,32893,59.00,19.305
552,16233,63.50,20.778
561,32893,59.00,19.305
562,16233,63.50,20.778
570,32893,59.00,19.305
573,16233,63.50,20.778
581,32893,59.00,19.305
583,16233,63.50,20.778
591,32893,59.00,19.305
592,16233,63.50,20.778
601,32893,59.00,19.305
603,16233,63.50,20.778
611,32893,59.00,19.305
613,16233,63.50,20.778
621,32893,59.00,19.305
623,16233,63.50,20.778
631,32893,59.00,19.305
633,16233,63.50,20.778
641,32893,59.00,19.305
642,16233,63.50,20.778
651,32893,59.00,19.305
652,16233,63.50,20.778
661,32893,59.00,19.305
663,16233,63.50,20.778
671,32893,59.00,19.305
673,16233,63.50,20.778
681,32893,59.00,19.305
683,16233,63.50,20.778
691,32893,59.00,19.305
693,16233,63.50,20.778
701,32893,59.00,19.305
703,16233,63.50,20.778
711,32893,59.00,19.305
712,16233,63.50,20.778
721,32893,59.00,19.305
723,16233,63.50,20.778
730,32893,59.00,19.305
733,16233,63.50,20.778
741,32893,59.00,19.305
742,16233,63.50,20.778
750,32893,59.00,19.305
753,16233,63.50,20.778
761,32893,59.00,19.305
763,16233,63.50,20.778
770,32893,59.00,19.305
772,16233,63.50,20.778
780,32893,59.00,19.305
782,16233,63.50,20.778
790,32893,59.00,19.305
792,16233,63.50,20.778
800,32893,59.00,19.305
803,16233,63.50,20.778
811,32893,59.00,19.305
812,16233,63.50,20.778
821,32893,59.00,19.305
823,16233,63.50,20.778
831,32893,59.00,19.305
833,16233,63.50,20.778
840,32893,59.00,19.305
843,16233,63.50,20.778
851,32893,59.00,19.305
852,16233,63.50,20.778
861,32893,59.00,19.305
863,16233,63.50,20.778
871,32893,59.00,19.305
873,16233,63.50,20.778
881,32893,59.00,19.305
883,16233,63.50,20.778
890,32893,59.00,19.305
892,16233,63.50,20.778
900,32893,59.00,19.305
902,16233,63.50,20.778
911,32893,59.00,19.305
913,16233,63.50,20.778
920,32893,59.00,19.305
923,16233,63.50,20.778
931,32893,59.00,19.305
933,16233,63.50,20.778
941,32893,59.00,19.305
943,16233,63.50,20.778
951,32893,59.00,19.305
952,16233,63.50,20.778
961,32893,59.00,19.305
962,16233,63.50,20.778
971,32893,59.00,19.305
973,16233,63.50,20.778
980,32893,59.00,19.305
983,16233,63.50,20.778
991,32893,59.00,19.305
992,16233,63.50,20.778
1001,32893,59.00,19.305
1003,16233,63.50,20.778
1011,32893,59.00,19.305
1013,16233,63.50,20.778
1021,32893,59.00,19.305
1023,16233,63.50,20.778
1030,32893,59.00,19.305
1033,16233,63.50,20.778
1041,32893,59.00,19.305
1043,16233,63.50,20.778
1050,32893,59.00,19.305
1053,16233,63.50,20.778
1061,32893,59.00,19.305
1063,16233,63.50,20.778
1071,32893,59.00,19.305
1073,16233,63.50,20.778
1081,32893,59.00,19.305
1083,16233,63.50,20.778
1090,32893,59.00,19.305
1093,16233,63.50,20.778
1100,32893,59.00,19.305
1103,16233,63.50,20.778
1111,32893,59.00,19.305
1113,16233,63.50,20.778
1120,32893,59.00,19.305
1122,16233,63.50,20.778
1131,32893,59.00,19.305
1133,16233,63.50,20.778
1140,32893,59.00,19.305
1143,16233,63.50,20.778
1150,32893,59.00,19.305
1153,16233,63.50,20.778
1160,32893,59.00,19.305
1162,16233,63.50,20.778
1171,32893,59.00,19.305
1173,16233,63.50,20.778
1181,32893,59.00,19.305
1182,16233,63.50,20.778
1191,32893,59.00,19.305
1193,16233,63.50,20.778
1200,32893,59.00,19.305
1203,16233,63.50,20.778
1211,32893,59.00,19.305
1213,16233,63.50,20.778
1220,32893,59.00,19.305
1222,16233,63.50,20.778
1230,32893,59.00,19.305
1233,16233,63.50,20.778
1240,32893,59.00,19.305
1243,16233,63.50,20.778
1251,32893,59.00,19.305
1253,16233,63.50,20.778
1261,32893,59.00,19.305
1263,16233,63.50,20.778
1271,32893,59.00,19.305
1273,16233,63.50,20.778
1281,32893,59.00,19.305
1283,16233,63.50,20.778
1291,32893,59.00,19.305
1293,16233,63.50,20.778
1301,32893,59.00,19.305
1303,16233,63.50,20.778
1311,32893,59.00,19.305
1313,16233,63.50,20.778
1320,32893,59.00,19.305
1323,16233,63.50,20.778
1331,32893,59.00,19.305
1333,16233,63.50,20.778
1341,32893,59.00,19.305
1343,16233,63.50,20.778
1350,32893,59.00,19.305
1353,16233,63.50,20.778
1360,32893,59.00,19.305
1363,16233,63.50,20.778
1371,32893,59.00,19.305
1373,16233,63.50,20.778
1381,32893,59.00,19.305
1383,16233,63.50,20.778
1390,32893,59.00,19.305
1393,16233,63.50,20.778
1401,32893,59.00,19.305
1402,16233,63.50,20.778
1411,32893,59.00,19.305
1413,16233,63.50,20.778
1421,32893,59.00,19.305
1423,16233,63.50,20.778
1431,32893,59.00,19.305
1432,16233,63.50,20.778
1441,32893,59.00,19.305
1443,16233,63.50,20.778
1450,32893,59.00,19.305
1452,16233,63.50,20.778
1460,32893,59.00,19.305
1463,16233,63.50,20.778
1470,32893,59.00,19.305
1473,16233,63.50,20.778
1481,32893,59.00,19.305
1483,16233,63.50,20.778
1491,32893,59.00,19.305
1492,16233,63.50,20.778
1501,32893,59.00,19.305
1503,16233,63.50,20.778
1511,32893,59.00,19.305
1513,16233,63.50,20.778
1521,32893,59.00,19.305
1523,16233,63.50,20.778
1530,32893,59.00,19.305
1533,16233,63.50,20.778
1540,32893,59.00,19.305
1543,16233,63.50,20.778
1550,32893,59.00,19.305
1553,16233,63.50,20.778
1561,32893,59.00,19.305
1563,16233,63.50,20.778
1571,32893,59.00,19.305
1573,16233,63.50,20.778
1581,32893,59.00,19.305
1583,16233,63.50,20.778
1590,32893,59.00,19.305
1592,16233,63.50,20.778
1601,32893,59.00,19.305
1603,16233,63.50,20.778
1611,32893,59.00,19.305
1613,16233,63.50,20.778
1621,32893,59.00,19.305
1623,16233,63.50,20.778
1630,32893,59.00,19.305
1633,16233,63.50,20.778
1641,32893,59.00,19.305
1642,16233,63.50,20.778
1650,32893,59.00,19.305
1652,16233,63.50,20.778
1661,32893,59.00,19.305
1663,16233,63.50,20.778
1671,32893,59.00,19.305
1672,16233,63.50,20.778
1681,32893,59.00,19.305
1683,16233,63.50,20.778
1690,32893,59.00,19.305
1693,16233,63.50,20.778
1701,32893,59.00,19.305
1702,16233,63.50,20.778
1711,32893,59.00,19.305
1713,16233,63.50,20.778
1720,32893,59.00,19.305
1723,16233,63.50,20.778
1730,32893,59.00,19.305
1732,16233,63.50,20.778
1740,32893,59.00,19.305
1744,16233,63.50,20.778
1751,32893,59.00,19.305
1753,16233,63.50,20.778
1761,32893,59.00,19.305
1762,16233,63.50,20.778
1771,32893,59.00,19.305
1775,16233,63.50,20.778
1781,32893,59.00,19.305
1783,16233,63.50,20.778
1791,32893,59.00,19.305
1792,16233,63.50,20.778
1801,32893,59.00,19.305
1803,16233,63.50,20.778
1811,32893,59.00,19.305
1813,16233,63.50,20.778
1821,32893,59.00,19.305
1823,16233,63.50,20.778
1832,32893,59.00,19.305
1833,16233,63.50,20.778
1841,32893,59.00,19.305
1843,16233,63.50,20.778
1851,32893,59.00,19.305
1853,16233,63.50,20.778
1860,32893,59.00,19.305
1863,16233,63.50,20.778
1871,32893,59.00,19.305
1873,16233,63.50,20.778
1881,32893,59.00,19.305
1883,16233,63.50,20.778
1891,32893,59.00,19.305
1893,16233,63.50,20.778
1900,32893,59.00,19.305
1903,16233,63.50,20.778
1910,32893,59.00,19.305
1914,16233,63.50,20.778
1921,32893,59.00,19.305
1923,16233,63.50,20.778
1930,32893,59.00,19.305
1933,16233,63.50,20.778
1941,32893,59.00,19.305
1943,16233,63.50,20.778
1951,32893,59.00,19.305
1953,16233,63.50,20.778
1961,32893,59.00,19.305
1963,16233,63.50,20.778
1971,32893,59.00,19.305
1973,16233,63.50,20.778
1981,32893,59.00,19.305
1983,16233,63.50,20.778
1991,32893,59.00,19.305
1993,16233,63.50,20.778
2001,32893,59.00,19.305
2003,16233,63.50,20.778
2012,32893,59.00,19.305
2013,16233,63.50,20.778
2021,32893,59.00,19.305
2023,16233,63.50,20.778
2030,32893,59.00,19.305
2033,16233,63.50,20.778
2041,32893,59.00,19.305
2042,16233,63.50,20.778
2050,32893,59.00,19.305
2053,16233,63.50,20.778
2061,32893,59.00,19.305
2062,16233,63.50,20.778
2071,32893,59.00,19.305
2073,16233,63.50,20.778
2081,32893,59.00,19.305
2083,16233,63.50,20.778
2090,32893,59.00,19.305
2092,16233,63.50,20.778
2101,32893,59.00,19.305
2102,16233,63.50,20.778
2111,32893,59.00,19.305
2112,16233,63.50,20.778
2121,32893,59.00,19.305
2123,16233,63.50,20.778
2131,32893,59.00,19.305
2133,16233,63.50,20.778
2140,32893,59.00,19.305
2143,16233,63.50,20.778
2151,32893,59.00,19.305
2153,16233,63.50,20.778
2160,32893,59.00,19.305
2163,16233,63.50,20.778
2171,32893,59.00,19.305
2173,16233,63.50,20.778
2181,32893,59.00,19.305
2183,16233,63.50,20.778
2191,32893,59.00,19.305
2193,16233,63.50,20.778
2201,32893,59.00,19.305
2203,16233,63.50,20.778
2211,32893,59.00,19.305
2213,16233,63.50,20.778
2221,32893,59.00,19.305
2223,16233,63.50,20.778
2230,32893,59.00,19.305
2233,16233,63.50,20.778
2241,32893,59.00,19.305
2242,16233,63.50,20.778
2251,32893,59.00,19.305
2253,16233,63.50,20.778
2261,32893,59.00,19.305
2263,16233,63.50,20.778
2270,32893,59.00,19.305
2273,16233,63.50,20.778
2282,32893,59.00,19.305
2283,16233,63.50,20.778
2291,32893,59.00,19.305
2293,16233,63.50,20.778
2301,32893,59.00,19.305
2303,16233,63.50,20.778
2311,32893,59.00,19.305
2313,16233,63.50,20.778
2321,32893,59.00,19.305
2323,16233,63.50,20.778
2331,32893,59.00,19.305
2333,16233,63.50,20.778
2341,32893,59.00,19.305
2343,16233,63.50,20.778
2351,32893,59.00,19.305
2353,16233,63.50,20.778
2360,32893,59.00,19.305
2363,16233,63.50,20.778
2371,32893,59.00,19.305
2373,16233,63.50,20.778
2382,32893,59.00,19.305
2383,16233,63.50,20.778
2391,32893,59.00,19.305
2393,16233,63.50,20.778
2400,32893,59.00,19.305
2403,16233,63.50,20.778
2411,32893,59.00,19.305
2413,16233,63.50,20.778
2421,32893,59.00,19.305
2422,16233,63.50,20.778
2431,32893,59.00,19.305
2433,16233,63.50,20.778
2441,32893,59.00,19.305
2443,16233,63.50,20.778
2451,32893,59.00,19.305
2453,16233,63.50,20.778
2461,32893,59.00,19.305
2463,16233,63.50,20.778
2470,32893,59.00,19.305
2473,16233,63.50,20.778
2481,32893,59.00,19.305
2483,16233,63.50,20.778
2491,32893,59.00,19.305
2493,16233,63.50,20.778
2501,32893,59.00,19.305
2503,16233,63.50,20.778
2510,32893,59.00,19.305
2513,16233,63.50,20.778
2521,32893,59.00,19.305
2523,16233,63.50,20.778
2530,32893,59.00,19.305
2532,16233,63.50,20.778
2540,32893,59.00,19.305
2542,16233,63.50,20.778
2550,32893,59.00,19.305
2552,16233,63.50,20.778
2560,32893,59.00,19.305
2563,16233,63.50,20.778
2571,32893,59.00,19.305
2573,16233,63.50,20.778
2581,32893,59.00,19.305
2583,16233,63.50,20.778
2590,32893,59.00,19.305
2593,16233,63.50,20.778
2601,32893,59.00,19.305
2603,16233,63.50,20.778
2611,32893,59.00,19.305
2612,16233,63.50,20.778
2620,32893,59.00,19.305
2623,16233,63.50,20.778
2630,32893,59.00,19.305
2633,16233,63.50,20.778
2642,32893,59.00,19.305
2643,16233,63.50,20.778
2650,32893,59.00,19.305
2653,16233,63.50,20.778
2661,32893,59.00,19.305
2663,16233,63.50,20.778
2670,32893,59.00,19.305
2673,16233,63.50,20.778
2680,32893,59.00,19.305
2683,16233,63.50,20.778
2690,32893,59.00,19.305
2693,16233,63.50,20.778
2700,32893,59.00,19.305
2702,16233,63.50,20.778
2711,32893,59.00,19.305
2713,16233,63.50,20.778
2721,32893,59.00,19.305
2723,16233,63.50,20.778
2730,32893,59.00,19.305
2733,16233,63.50,20.778
2740,32893,59.00,19.305
2743,16233,63.50,20.778
2750,32893,59.00,19.305
2752,16233,63.50,20.778
2761,32893,59.00,19.305
2763,16233,63.50,20.778
2771,32893,59.00,19.305
2773,16233,63.50,20.778
2781,32893,59.00,19.305
2783,16233,63.50,20.778
2790,32893,59.00,19.305
2793,16233,63.50,20.778
2801,32893,59.00,19.305
2803,16233,63.50,20.778
2810,32893,59.00,19.305
2813,16233,63.50,20.778
2820,32893,59.00,19.305
2823,16233,63.50,20.778
2830,32893,59.00,19.305
2833,16233,63.50,20.778
2840,32893,59.00,19.305
2843,16233,63.50,20.778
2850,32893,59.00,19.305
2853,16233,63.50,20.778
2861,32893,59.00,19.305
2863,16233,63.50,20.778
2871,32893,59.00,19.305
2873,16233,63.50,20.778
2880,32893,59.00,19.305
2883,16233,63.50,20.778
2891,32893,59.00,19.305
2893,16233,63.50,20.778
2901,32893,59.00,19.305
2902,16233,63.50,20.778
2911,32893,59.00,19.305
2913,16233,63.50,20.778
2921,32893,59.00,19.305
2923,16233,63.50,20.778
2930,32893,59.00,19.305
2933,16233,63.50,20.778
2940,32893,59.00,19.305
2943,16233,63.50,20.778
2951,32893,59.00,19.305
2953,16233,63.50,20.778
2960,32893,59.00,19.305
2962,16233,63.50,20.778
2971,32893,59.00,19.305
2972,16233,63.50,20.778
2980,32893,59.00,19.305
2983,16233,63.50,20.778
2991,32893,59.00,19.305
2993,16233,63.50,20.778
3001,32893,59.00,19.305
3003,16233,63.50,20.778
3010,32893,59.00,19.305
3013,16233,63.50,20.778
3020,32893,59.00,19.305
3023,16233,63.50,20.778
3030,32893,59.00,19.305
3033,16233,63.50,20.778
3041,32893,59.00,19.305
3043,16233,63.50,20.778
3051,32893,59.00,19.305
3053,16233,63.50,20.778
3061,32893,59.00,19.305
3063,16233,63.50,20.778
3071,32893,59.00,19.305
3073,16233,63.50,20.778
3081,32893,59.00,19.305
3082,16233,63.50,20.778
3090,32893,59.00,19.305
3093,16233,63.50,20.778
3100,32893,59.00,19.305
3103,16233,63.50,20.778
3110,32893,59.00,19.305
3113,16233,63.50,20.778
3121,32893,59.00,19.305
3123,16233,63.50,20.778
3130,32893,59.00,19.305
3133,16233,63.50,20.778
3141,32893,59.00,19.305
3143,16233,63.50,20.778
3151,32893,59.00,19.305
3153,16233,63.50,20.778
3161,32893,59.00,19.305
3163,16233,63.50,20.778
3171,32893,59.00,19.305
3173,16233,63.50,20.778
3181,32893,59.00,19.305
3183,16233,63.50,20.778
3191,32893,59.00,19.305
3193,16233,63.50,20.778
3201,32893,59.00,19.305
3203,16233,63.50,20.778
3211,32893,59.00,19.305
3213,16233,63.50,20.778
3221,32893,59.00,19.305
3223,16233,63.50,20.778
3231,32893,59.00,19.305
3233,16233,63.50,20.778
3241,32893,59.00,19.305
3243,16233,63.50,20.778
3251,32893,59.00,19.305
