Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,3,1,0.00000,0.00000
0,5,1,0.95768,0.02510
0,6,1,0.00000,0.00000
0,7,1,1.07739,0.02823
0,10,1,0.71826,0.01882
12,1,1,0.87283,0.02287
12,2,1,0.00000,0.00000
12,4,1,0.87283,0.02287
12,8,1,0.65462,0.01715
12,9,1,1.41835,0.03717
101,3,1,0.95223,0.02495
101,5,1,0.83320,0.02183
101,6,1,0.83320,0.02183
101,7,1,0.00000,0.00000
101,10,1,0.00000,0.00000
122,1,1,0.00000,0.00000
122,2,1,0.75919,0.01989
122,4,1,0.65073,0.01705
122,8,1,0.21691,0.00568
122,9,1,0.97610,0.02558
210,3,1,0.65809,0.01725
210,5,1,0.00000,0.00000
210,6,1,0.87745,0.02299
210,7,1,0.65809,0.01725
210,10,1,0.98713,0.02587
231,1,1,0.65725,0.01722
231,2,1,0.87633,0.02296
231,4,1,0.10954,0.00287
231,8,1,0.76679,0.02009
231,9,1,0.65725,0.01722
310,3,1,0.11930,0.00313
310,5,1,0.59649,0.01563
310,6,1,0.47719,0.01251
310,7,1,0.95439,0.02501
310,10,1,0.71579,0.01876
341,1,1,0.98099,0.02571
341,2,1,0.43600,0.01143
341,4,1,0.87199,0.02285
341,8,1,0.65399,0.01714
341,9,1,0.00000,0.00000
420,3,1,0.87341,0.02289
420,5,1,0.98259,0.02575
420,6,1,0.32753,0.00858
420,7,1,0.76424,0.02003
420,10,1,0.98259,0.02575
441,1,1,0.71876,0.01884
441,2,1,0.35938,0.00942
441,4,1,0.71876,0.01884
441,8,1,1.07814,0.02825
441,9,1,1.07814,0.02825
520,3,1,0.83670,0.02193
520,5,1,0.95622,0.02506
520,6,1,0.95622,0.02506
520,7,1,0.00000,0.00000
520,10,1,0.71717,0.01879
542,1,1,0.00000,0.00000
542,2,1,0.95835,0.02511
542,4,1,0.95835,0.02511
542,8,1,0.00000,0.00000
542,9,1,0.71876,0.01884
631,3,1,0.86898,0.02277
631,5,1,0.76036,0.01993
631,6,1,0.65174,0.01708
631,7,1,0.86898,0.02277
631,10,1,0.00000,0.00000
642,1,1,1.07775,0.02824
642,2,1,0.71850,0.01883
642,4,1,0.00000,0.00000
642,8,1,0.35925,0.00941
642,9,1,0.00000,0.00000
740,3,1,0.76819,0.02013
740,5,1,0.87793,0.02301
740,6,1,0.87793,0.02301
740,7,1,0.10974,0.00288
740,10,1,0.00000,0.00000
742,1,1,0.00000,0.00000
742,2,1,0.00000,0.00000
742,4,1,0.83780,0.02195
742,8,1,1.43623,0.03764
742,9,1,0.95748,0.02509
840,3,1,0.83776,0.02195
840,5,1,0.00000,0.00000
840,6,1,0.95744,0.02509
840,7,1,1.43616,0.03764
840,10,1,2.03455,0.05332
843,1,1,0.47508,0.01245
843,2,1,0.95016,0.02490
843,4,1,0.00000,0.00000
843,8,1,0.00000,0.00000
843,9,1,0.83139,0.02179
941,3,1,0.11906,0.00312
941,5,1,0.83343,0.02184
941,6,1,0.00000,0.00000
941,7,1,0.95249,0.02496
941,10,1,0.83343,0.02184
952,1,1,1.20915,0.03169
952,2,1,0.76946,0.02016
952,4,1,0.87938,0.02304
952,8,1,0.54961,0.01440
952,9,1,0.00000,0.00000
1050,3,1,0.54700,0.01433
1050,5,1,0.65640,0.01720
1050,6,1,0.76580,0.02007
1050,7,1,0.76580,0.02007
1050,10,1,0.87520,0.02294
1052,1,1,0.71801,0.01882
1052,2,1,0.00000,0.00000
1052,4,1,0.71801,0.01882
1052,8,1,0.71801,0.01882
1052,9,1,1.07702,0.02822
1153,3,1,1.04747,0.02745
1153,5,1,1.04747,0.02745
1153,6,1,0.46554,0.01220
1153,7,1,0.93109,0.02440
1153,10,1,0.00000,0.00000
1162,1,1,0.00000,0.00000
1162,2,1,0.87122,0.02283
1162,4,1,0.21781,0.00571
1162,8,1,0.00000,0.00000
1162,9,1,0.65342,0.01712
1261,3,1,0.77569,0.02033
1261,5,1,0.11081,0.00290
1261,6,1,1.21894,0.03194
1261,7,1,0.00000,0.00000
1261,10,1,0.66488,0.01742
1272,1,1,0.97943,0.02567
1272,2,1,0.65295,0.01711
1272,4,1,0.76178,0.01996
1272,8,1,0.97943,0.02567
1272,9,1,0.10883,0.00285
1370,3,1,0.22123,0.00580
1370,5,1,0.77430,0.02029
1370,6,1,0.77430,0.02029
1370,7,1,0.88492,0.02319
1370,10,1,0.66369,0.01739
1382,1,1,0.65581,0.01719
1382,2,1,0.98372,0.02578
1382,4,1,0.76512,0.02005
1382,8,1,0.98372,0.02578
1382,9,1,0.76512,0.02005
1470,3,1,0.71831,0.01882
1470,5,1,0.71831,0.01882
1470,6,1,0.00000,0.00000
1470,7,1,0.35915,0.00941
1470,10,1,1.07746,0.02824
1492,1,1,0.87158,0.02284
1492,2,1,0.76263,0.01999
1492,4,1,0.76263,0.01999
1492,8,1,0.65368,0.01713
1492,9,1,0.76263,0.01999
1571,3,1,0.83135,0.02179
1571,5,1,0.00000,0.00000
1571,6,1,0.95011,0.02490
1571,7,1,0.00000,0.00000
1571,10,1,0.00000,0.00000
1602,1,1,0.00000,0.00000
1602,2,1,0.00000,0.00000
1602,4,1,0.75767,0.01985
1602,8,1,0.97414,0.02553
1602,9,1,0.75767,0.01985
1680,3,1,0.00000,0.00000
1680,5,1,0.87897,0.02303
1680,6,1,0.65923,0.01728
1680,7,1,1.31846,0.03455
