Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,1,1,1.19575,0.03134
110,1,1,0.98037,0.02569
219,1,1,1.42063,0.03723
320,1,1,0.95654,0.02507
429,1,1,1.09108,0.02859
540,1,1,0.87074,0.02282
649,1,1,1.41859,0.03717
750,1,1,0.71741,0.01880
850,1,1,1.31507,0.03446
960,1,1,1.19905,0.03142
1060,1,1,0.71899,0.01884
1169,1,1,1.09303,0.02864
1270,1,1,1.31305,0.03441
1380,1,1,0.65510,0.01717
1489,1,1,1.30980,0.03432
1589,1,1,0.71877,0.01884
1690,1,1,1.55565,0.04077
1800,1,1,0.65363,0.01713
1900,1,1,1.43791,0.03768
2000,1,1,0.71622,0.01877
2110,1,1,1.19866,0.03141
2220,1,1,1.31008,0.03433
2330,1,1,0.87309,0.02288
2440,1,1,1.30349,0.03416
2550,1,1,0.87421,0.02291
2650,1,1,0.71897,0.01884
2760,1,1,1.41349,0.03704
2860,1,1,0.71516,0.01874
2970,1,1,1.52657,0.04000
3080,1,1,0.76501,0.02005
3180,1,1,1.31591,0.03448
3290,1,1,1.20333,0.03153
3400,1,1,0.76231,0.01998
3500,1,1,1.43504,0.03761
3610,1,1,0.65564,0.01718
3719,1,1,1.30904,0.03430
3820,1,1,1.31100,0.03436
3930,1,1,0.65600,0.01719
4040,1,1,1.30194,0.03412
4141,1,1,0.71457,0.01873
4250,1,1,1.20844,0.03167
4350,1,1,0.71900,0.01884
4460,1,1,1.74279,0.04567
4560,1,1,0.59918,0.01570
4660,1,1,1.43348,0.03756
4769,1,1,0.76655,0.02009
4870,1,1,1.43584,0.03763
4970,1,1,0.71797,0.01881
5080,1,1,0.75948,0.01990
5189,1,1,1.42629,0.03738
5290,1,1,0.95226,0.02495
5400,1,1,1.20044,0.03146
5510,1,1,1.31258,0.03440
5610,1,1,0.71880,0.01884
5721,1,1,1.29314,0.03389
5830,1,1,1.21202,0.03176
5930,1,1,0.83832,0.02197
6030,1,1,1.19606,0.03134
6140,1,1,0.76299,0.01999
6240,1,1,0.95632,0.02506
6350,1,1,1.63868,0.04294
6460,1,1,0.65332,0.01712
6560,1,1,1.31570,0.03448
6670,1,1,0.98108,0.02571
6780,1,1,0.65278,0.01711
6890,1,1,1.53163,0.04014
6990,1,1,0.95612,0.02506
7090,1,1,0.95712,0.02508
7200,1,1,1.31143,0.03437
7300,1,1,0.71683,0.01878
7409,1,1,1.42276,0.03728
7510,1,1,0.71853,0.01883
7610,1,1,1.31599,0.03449
7720,1,1,1.19708,0.03137
7830,1,1,0.54539,0.01429
7940,1,1,1.52460,0.03995
8040,1,1,0.71664,0.01878
8150,1,1,1.30815,0.03428
8260,1,1,0.98074,0.02570
8370,1,1,1.30839,0.03429
8470,1,1,0.95860,0.02512
8580,1,1,0.76286,0.01999
8680,1,1,1.31573,0.03448
8790,1,1,1.31094,0.03435
8891,1,1,0.71122,0.01864
9000,1,1,1.31953,0.03458
9100,1,1,0.83799,0.02196
9210,1,1,0.87318,0.02288
9310,1,1,1.55635,0.04078
9420,1,1,0.65400,0.01714
9520,1,1,1.31759,0.03453
9630,1,1,1.20139,0.03148
9740,1,1,0.65387,0.01713
9840,1,1,1.43451,0.03759
9949,1,1,0.76476,0.02004
10050,1,1,1.43706,0.03766
10150,1,1,0.83635,0.02192
10260,1,1,1.09007,0.02857
10360,1,1,0.95538,0.02504
10470,1,1,1.31189,0.03438
10570,1,1,0.83684,0.02193
10680,1,1,1.19701,0.03137
10790,1,1,0.76308,0.02000
10900,1,1,1.31288,0.03440
11000,1,1,1.43355,0.03757
11109,1,1,1.09393,0.02867
11210,1,1,0.83776,0.02195
11310,1,1,0.95711,0.02508
11410,1,1,1.19696,0.03137
11510,1,1,1.19786,0.03139
11610,1,1,0.83810,0.02196
11710,1,1,0.83679,0.02193
11820,1,1,1.31298,0.03441
11930,1,1,1.19850,0.03141
12030,1,1,0.71831,0.01882
12130,1,1,1.19683,0.03136
12240,1,1,1.20057,0.03146
12340,1,1,0.71894,0.01884
12440,1,1,1.43799,0.03768
12550,1,1,1.20030,0.03145
12660,1,1,0.65078,0.01705
12770,1,1,1.19904,0.03142
12880,1,1,1.30630,0.03423
12990,1,1,0.54447,0.01427
13100,1,1,1.42450,0.03733
13209,1,1,1.09094,0.02859
13320,1,1,1.08456,0.02842
13420,1,1,1.19821,0.03140
13520,1,1,0.95708,0.02508
13630,1,1,0.76590,0.02007
13730,1,1,1.43660,0.03765
13830,1,1,0.83836,0.02197
13940,1,1,1.30829,0.03428
14040,1,1,1.19730,0.03138
14140,1,1,0.83882,0.02198
14240,1,1,1.07777,0.02824
14350,1,1,0.76371,0.02001
14460,1,1,1.41567,0.03710
14560,1,1,1.07584,0.02819
14670,1,1,1.09370,0.02866
14770,1,1,0.95665,0.02507
14870,1,1,1.07740,0.02823
14970,1,1,1.07733,0.02823
15080,1,1,1.09167,0.02861
15190,1,1,1.19835,0.03140
15290,1,1,0.95707,0.02508
15400,1,1,1.19948,0.03143
15510,1,1,0.65526,0.01717
15610,1,1,1.43746,0.03767
15720,1,1,0.86941,0.02278
15830,1,1,1.42250,0.03728
15930,1,1,0.71500,0.01874
16040,1,1,0.76308,0.02000
16150,1,1,1.52715,0.04002
16260,1,1,1.19793,0.03139
16370,1,1,0.87212,0.02285
16480,1,1,0.65480,0.01716
16580,1,1,1.30893,0.03430
16690,1,1,1.20397,0.03155
16800,1,1,1.31059,0.03434
16900,1,1,0.71698,0.01879
17010,1,1,1.19781,0.03139
17120,1,1,1.20060,0.03146
17220,1,1,0.71879,0.01884
17320,1,1,1.43304,0.03755
17430,1,1,0.65452,0.01715
17540,1,1,1.31225,0.03439
17640,1,1,0.83442,0.02187
17740,1,1,1.43725,0.03766
17840,1,1,0.71861,0.01883
17950,1,1,1.42368,0.03731
18050,1,1,0.83665,0.02192
18150,1,1,1.31752,0.03453
18250,1,1,0.83752,0.02195
18360,1,1,1.30955,0.03432
18470,1,1,0.87012,0.02280
18580,1,1,0.76399,0.02002
18680,1,1,1.31579,0.03448
18790,1,1,0.87511,0.02293
18890,1,1,1.30927,0.03431
18991,1,1,1.31222,0.03439
19100,1,1,0.76682,0.02009
19210,1,1,1.20413,0.03155
19310,1,1,0.71788,0.01881
19420,1,1,1.19993,0.03144
19520,1,1,1.43477,0.03760
19630,1,1,1.09211,0.02862
19730,1,1,0.71682,0.01878
19840,1,1,1.19965,0.03144
19940,1,1,0.71877,0.01884
20050,1,1,1.41540,0.03709
20150,1,1,1.07754,0.02824
20250,1,1,1.31686,0.03451
20360,1,1,0.65570,0.01718
20470,1,1,1.30714,0.03425
20580,1,1,1.19971,0.03144
20680,1,1,0.71671,0.01878
20790,1,1,1.31316,0.03441
20890,1,1,0.71870,0.01883
20990,1,1,1.31704,0.03451
21100,1,1,1.19842,0.03141
21200,1,1,0.83776,0.02195
21300,1,1,1.31485,0.03446
21410,1,1,0.65575,0.01718
21510,1,1,1.43208,0.03753
21621,1,1,0.54139,0.01419
21730,1,1,1.64878,0.04321
21830,1,1,0.71897,0.01884
21940,1,1,1.30564,0.03421
22040,1,1,0.71820,0.01882
22140,1,1,1.31749,0.03453
22251,1,1,1.19184,0.03123
22360,1,1,0.76615,0.02008
22470,1,1,0.98178,0.02573
22580,1,1,1.30707,0.03425
22690,1,1,0.87394,0.02290
22790,1,1,1.43639,0.03764
22900,1,1,0.76207,0.01997
