Time_ms,UE_ID,Mean_Throughput,Std_Throughput
0,1,1.0793820689655171,0.0202437054377952
0,2,1.0677286206896552,0.03691968152278464
0,3,1.0677144827586207,0.03786190722180949
0,5,1.0711744827586207,0.03865411136756041
0,6,1.0673424137931036,0.038805922748906395
0,7,1.0797162068965518,0.007075188242721906
0,8,1.06358,0.04159200816090927
0,11,1.0755993103448276,0.02419453257763508
0,12,1.060196896551724,0.04332825571836532
0,13,1.0756155172413793,0.026850324763426584
100,1,1.0799965517241379,0.009694624900966684
100,2,1.0752275862068965,0.026656628853301383
100,3,1.0649341379310344,0.034456353915107624
100,5,1.0642313793103448,0.04016735212334742
100,6,1.0752468965517241,0.027383569252831703
100,7,1.074895172413793,0.031133989077245922
100,8,1.0673796551724137,0.03908490039852427
100,11,1.075256551724138,0.027749828863804626
100,12,1.055988275862069,0.04865397950755088
100,13,1.0687041379310345,0.03110267863030923
200,1,1.058533103448276,0.054360706732466256
200,2,1.0757696551724139,0.028852367256525336
200,3,1.063293448275862,0.04491130038164606
200,5,1.0557513793103448,0.04834162955496595
200,6,1.0599689655172413,0.04624082714788082
200,7,1.0679020689655172,0.04023871912716747
200,8,1.0719934482758622,0.0330873907009757
200,11,1.06411,0.042265313877254664
200,12,1.0670796551724138,0.042949908488407275
200,13,1.0629075862068966,0.046446102608689865
300,1,1.0668272413793103,0.039720469614594744
300,2,1.0675255172413793,0.04079346600220316
300,3,1.0699137931034484,0.0426452385060909
300,5,1.0661275862068966,0.04489625299789759
300,6,1.0712879310344827,0.037534699601008255
300,7,1.0556010344827587,0.052916564605101794
300,8,1.0592955172413794,0.05002023844592496
300,11,1.0672448275862068,0.04499236662405631
300,12,1.0702827586206896,0.040448761935543025
300,13,1.0616675862068965,0.051600203740957945
400,1,1.0685413793103449,0.04104939565625592
400,2,1.0616427586206896,0.04798701609338509
400,3,1.0643855172413794,0.04523535387173929
400,5,1.068454827586207,0.03879870391987428
400,6,1.0626644827586207,0.03999366240741922
400,7,1.0657786206896551,0.043878821992598314
