Time_ms,UE_ID,Mean_Throughput,Std_Throughput
0,2,1.0160537931034483,0.20189476479828708
100,2,1.033954827586207,0.20239708560544137
200,2,1.0335689655172415,0.20254480510220854
300,2,1.018264827586207,0.2018105476611434
400,2,1.0359279310344829,0.202415163540879
500,2,1.0339582142857142,0.20635933566284723
600,2,1.034453,0.19825442479994898
700,2,1.01803,0.23119097205969089
800,2,1.027876551724138,0.20204216752725979
900,2,1.02414,0.25571266395288744
1000,2,1.0231803448275862,0.20188740533282334
1100,2,1.057743181818182,0.04590947888289197
1200,2,1.0381155172413794,0.20235499091212045
1300,2,1.0212516,0.21700951812228575
1400,2,1.0397462068965517,0.20184300036368075
1500,2,1.0385496551724138,0.20159404029390277
1600,2,1.034213448275862,0.20144686715778115
1700,2,1.0328279310344828,0.20145472051305985
1800,2,1.0317624137931034,0.20214623597526007
1900,2,1.0115344827586206,0.20173254813146976
2000,2,1.0333413793103448,0.20226293989550437
2100,2,1.035841379310345,0.2023286861542048
2200,2,1.0382844827586206,0.20208146240327024
2300,2,1.0239011538461538,0.21246073132373283
2400,2,1.0411460000000001,0.19853419567523825
2500,2,1.0271656,0.21712385470970247
2600,2,1.025184,0.19935543152871463
2700,2,1.008022608695652,0.22481452212106262
2800,2,1.0360210344827585,0.20236853034474417
2900,2,1.014937142857143,0.23548733310186465
3000,2,1.0750093548387099,0.0348907574137224
3100,2,1.0231966666666665,0.22160166346233814
3200,2,1.0395851724137932,0.2023260726193645
3300,2,1.0182444,0.21665944900311485
3400,2,1.0271444827586207,0.2024107816260609
3500,2,1.0255059259259258,0.2088923975539571
3600,2,1.032187142857143,0.20587068693644206
3700,2,1.0321041379310345,0.20185292946169006
3800,2,1.037175,0.20506015732516697
3900,2,1.0321075862068965,0.20225955747601665
4000,2,1.027424827586207,0.20216275362794572
4100,2,1.030414814814815,0.2094671955107928
4200,2,1.0329,0.20189052470159594
4300,2,1.0289773076923079,0.21305672188518607
4400,2,1.0229213793103449,0.2014021986283051
4500,2,1.0352485185185185,0.20932771286822935
4600,2,1.0361114285714286,0.20532380731355893
4700,2,1.023176153846154,0.21297952620995148
4800,2,1.0301588888888888,0.20897721747989906
4900,2,1.0224522222222223,0.20920108376563915
5000,2,1.031596551724138,0.20207172409949362
5100,2,1.0662665384615384,0.04169551984972078
5200,2,1.0331675,0.20564833340987537
5300,2,1.0422292592592592,0.20927923618799407
5400,2,1.0254372413793105,0.2019754986360006
5500,2,1.0219042307692308,0.2135129514605253
5600,2,1.0290332258064516,0.1956300101107036
5700,2,1.0320268,0.21748496372776369
5800,2,1.0299713333333333,0.200310899108384
5900,2,1.0210816666666667,0.221624972314997
6000,2,1.0307562068965517,0.20276893924954145
6100,2,1.0363707407407408,0.2091061390579863
6200,2,1.0359500000000001,0.19871195177771855
6300,2,1.0296111538461539,0.21269912314491424
6400,2,1.0287677777777777,0.21012321457317398
6500,2,1.0158419230769231,0.21323358339659787
6600,2,1.0317692857142857,0.20663728789262373
6700,2,1.0327834615384615,0.21302654422287015
6800,2,1.025929,0.19919567633706134
6900,2,1.0375757692307692,0.21277206785051606
7000,2,1.0721203703703703,0.03012172350282474
7100,2,1.019455769230769,0.21329578677832486
7200,2,1.0325746666666666,0.19872230808139135
7300,2,1.0191737037037039,0.20924687818915924
7400,2,1.0440123333333333,0.19869487037932676
7500,2,1.0326003703703703,0.2086840188949917
7600,2,1.0221089655172413,0.2020852771435301
7700,2,1.0369451851851852,0.20926631908371926
7800,2,1.026806551724138,0.2017999913329296
7900,2,1.0217895833333335,0.22166556610234037
8000,2,1.0347082142857142,0.2054922815177246
8100,2,1.02603,0.20167354649815342
8200,2,1.0353042857142858,0.20555633760383196
8300,2,1.0314262962962963,0.20986002133561737
8400,2,1.0299464285714286,0.20578447083933307
8500,2,1.0150616,0.2161744248224876
8600,2,1.0403633333333333,0.20904123500106203
8700,2,1.0075642307692307,0.212150414794279
8800,2,1.0410061290322579,0.19594810744475896
8900,2,1.0702983333333334,0.03800516448505694
9000,2,1.039989655172414,0.201786727467442
9100,2,1.028787142857143,0.20549463669413104
9200,2,1.035093448275862,0.2020808882649976
9300,2,1.0132281481481482,0.20851960070268688
9400,2,1.0321170370370372,0.20936619563697145
9500,2,1.0363707407407408,0.20950727484938278
9600,2,1.0325496551724138,0.20228140087304758
9700,2,1.0231954166666666,0.22166495508506145
9800,2,1.0402023333333335,0.1988263330003544
9900,2,1.0285289285714285,0.20590503922995906
10000,2,1.028191724137931,0.2021103605542026
10100,2,1.0225175862068967,0.20215436829058508
10200,2,1.0212881481481482,0.20877093345130943
10300,2,1.0379373076923077,0.21331926115674965
10400,2,1.0305267857142857,0.20531653192541097
10500,2,1.0276769230769232,0.21359046566303902
10600,2,1.0322696153846154,0.21350025400417247
10700,2,1.0377340740740741,0.20938159828885228
10800,2,1.0465896428571428,0.0556607687815144
10900,2,1.0377039285714287,0.20529230497998388
11000,2,1.0294706666666666,0.19939892345597632
11100,2,1.02347625,0.2212091414066061
11200,2,1.0336432142857144,0.2061522127521775
11300,2,1.030626,0.21656991634727724
11400,2,1.025555172413793,0.20234085735321353
11500,2,1.0288485714285716,0.20529558784951077
11600,2,1.0292060714285713,0.2054985193843982
11700,2,1.0401179310344828,0.2019561303030811
