Time_ms,Now_us,Latency_us
0,1755744684717103,70960549
1031,1755744685747452,70959907
2065,1755744686781535,70960062
3100,1755744687816649,70960042
4152,1755744688868704,70960065
5177,1755744689893607,70960099
6200,1755744690917144,70959669
7235,1755744691951665,70960172
8274,1755744692990651,70960140
9302,1755744694018504,70959973
10326,1755744695042377,70959818
11361,1755744696077519,70960049
12398,1755744697114458,70959885
13432,1755744698148526,70959996
14493,1755744699209853,70960208
15527,1755744700243667,70960135
16551,1755744701267647,70960174
17578,1755744702294608,70960061
18607,1755744703323591,70960115
19652,1755744704368611,70960139
20696,1755744705412419,70959879
21736,1755744706452815,70960207
22777,1755744707493491,70960002
23830,1755744708546322,70960780
24878,1755744709594471,70960966
25922,1755744710638865,70960379
26958,1755744711674732,70960199
27997,1755744712713470,70959957
29040,1755744713756815,70960317
30075,1755744714791840,70960321
31119,1755744715835884,70960264
32178,1755744716894664,70960133
33230,1755744717946676,70960194
34264,1755744718980854,70960267
35310,1755744720026635,70960148
36354,1755744721070738,70960267
37398,1755744722114766,70960247
38481,1755744723197265,70960711
39523,1755744724239664,70961187
40558,1755744725274939,70960465
41596,1755744726312714,70960206
42630,1755744727346834,70960345
43655,1755744728371857,70960379
44682,1755744729399157,70960608
45726,1755744730442495,70961022
46759,1755744731475822,70960331
47801,1755744732517972,70960438
48837,1755744733553812,70960341
49862,1755744734578727,70960257
50907,1755744735624123,70960569
51956,1755744736672261,70960738
52997,1755744737713819,70960321
54037,1755744738753813,70960329
55075,1755744739791912,70960442
56107,1755744740823869,70960359
57142,1755744741859137,70960622
58198,1755744742915051,70960562
59231,1755744743948043,70960548
60266,1755744744982962,70960483
61304,1755744746020262,70960720
62345,1755744747061363,70960865
63393,1755744748109321,70960837
64423,1755744749139511,70960960
65451,1755744750167279,70960749
66478,1755744751195077,70960571
67520,1755744752236311,70961815
68568,1755744753284771,70961129
69611,1755744754327831,70961295
70674,1755744755390524,70961006
71703,1755744756419234,70960684
72743,1755744757459821,70961294
73773,1755744758489273,70960753
74820,1755744759536265,70960789
75858,1755744760574288,70960771
76891,1755744761607564,70961022
77931,1755744762647237,70960751
78968,1755744763684234,70960732
79991,1755744764708203,70960725
81018,1755744765734848,70961249
82043,1755744766759890,70961378
83070,1755744767786309,70961564
84096,1755744768812430,70960912
85120,1755744769836255,70960790
86146,1755744770862778,70961295
87170,1755744771886343,70960841
88195,1755744772911475,70960886
89223,1755744773939601,70960974
