Time_ms,Now_us,Latency_us
0,1755743524878444,70946292
1034,1755743525912713,70945616
2068,1755743526946927,70946740
3112,1755743527990196,70945828
4146,1755743529024839,70945761
5173,1755743530051601,70946519
6203,1755743531081827,70945711
7254,1755743532132946,70945716
8298,1755743533176546,70945439
9343,1755743534221686,70945534
10387,1755743535266020,70945935
11426,1755743536304822,70945800
12464,1755743537343078,70945874
13515,1755743538393160,70945996
14557,1755743539436005,70945828
15591,1755743540469656,70946357
16640,1755743541518905,70945793
17678,1755743542556970,70945903
18721,1755743543599810,70945754
19750,1755743544628780,70945626
20778,1755743545657001,70945933
21803,1755743546681887,70945792
22828,1755743547706980,70945849
23856,1755743548735019,70945905
24882,1755743549760270,70946148
25909,1755743550787609,70946361
26932,1755743551810805,70945714
27959,1755743552837851,70946708
28997,1755743553875143,70945916
30037,1755743554915791,70946684
31073,1755743555951919,70945863
32109,1755743556988096,70946014
33134,1755743558012930,70945861
34163,1755743559041361,70946264
35194,1755743560072295,70946220
36219,1755743561097153,70946090
37262,1755743562140883,70945810
38288,1755743563166946,70945867
39316,1755743564194288,70946137
40341,1755743565219242,70946148
41368,1755743566247019,70945943
42407,1755743567285899,70946810
43431,1755743568309930,70945880
44457,1755743569335568,70946431
45483,1755743570361948,70945897
46508,1755743571386945,70946807
47534,1755743572413035,70945962
48559,1755743573437253,70946143
49587,1755743574465240,70946145
50632,1755743575510130,70946029
51667,1755743576545212,70946120
52696,1755743577575040,70945986
53728,1755743578606195,70946087
54766,1755743579644955,70946822
55816,1755743580694346,70946285
56853,1755743581731230,70946175
57893,1755743582771325,70946255
58928,1755743583806269,70946150
59990,1755743584868535,70946391
61018,1755743585896328,70946198
62045,1755743586923290,70946234
63070,1755743587948892,70946780
64095,1755743588974016,70946683
65127,1755743590005238,70947151
66181,1755743591059727,70946620
67212,1755743592090494,70946383
68250,1755743593128634,70947195
69288,1755743594166632,70946572
70314,1755743595192558,70946447
71339,1755743596217449,70946364
72363,1755743597241178,70946122
73389,1755743598267271,70946210
74421,1755743599299680,70947110
75444,1755743600322462,70946250
76474,1755743601352517,70946411
77499,1755743602377703,70946578
78525,1755743603403675,70946556
79550,1755743604428727,70946610
80585,1755743605463577,70946527
81630,1755743606508752,70946619
82671,1755743607549798,70946656
83710,1755743608588484,70946406
84751,1755743609629996,70946832
85791,1755743610669610,70946524
86832,1755743611710660,70946544
87877,1755743612755907,70947743
88936,1755743613814865,70946712
89980,1755743614858701,70946806
