Time_ms,Now_us,Latency_us
0,1755743849638051,70950080
1034,1755743850672540,70949698
2064,1755743851702262,70949411
3112,1755743852750678,70949760
4149,1755743853787349,70950464
5186,1755743854824207,70949360
6224,1755743855862555,70949636
7259,1755743856897542,70949706
8301,1755743857939354,70950450
9339,1755743858977296,70949450
10377,1755743860015364,70949515
11415,1755743861053682,70949729
12456,1755743862094119,70950202
13493,1755743863131629,70949763
14534,1755743864172362,70949526
15575,1755743865213616,70949771
16624,1755743866262653,70949804
17655,1755743867293295,70949458
18714,1755743868352556,70949714
19758,1755743869396881,70949947
20799,1755743870437847,70949981
21847,1755743871485565,70949963
22876,1755743872514537,70949660
23909,1755743873547838,70949939
24935,1755743874573791,70949918
25974,1755743875612581,70949708
27011,1755743876649714,70949876
28060,1755743877698505,70949668
29114,1755743878752708,70949787
30167,1755743879805892,70971041
31189,1755743880827879,70950039
32241,1755743881879290,70950390
33289,1755743882927143,70950275
34323,1755743883960982,70950123
35357,1755743884995788,70949932
36419,1755743886057614,70950701
37458,1755743887096353,70950459
38482,1755743888120091,70950205
39510,1755743889147959,70950069
40534,1755743890172736,70949857
41570,1755743891208933,70949993
42600,1755743892238908,70950065
43627,1755743893265791,70949956
44652,1755743894290505,70950638
45678,1755743895316721,70949875
46724,1755743896362160,70949945
47757,1755743897395018,70950178
48804,1755743898442045,70950144
49848,1755743899486873,70950033
50876,1755743900513961,70950078
51940,1755743901578118,70950259
52987,1755743902625043,70950275
54050,1755743903688084,70950237
55076,1755743904714569,70950717
56108,1755743905746650,70950667
57157,1755743906795361,70952510
58180,1755743907818604,70950751
59204,1755743908842878,70950039
60232,1755743909870575,70950678
61261,1755743910899069,70950192
62305,1755743911943926,70950091
63356,1755743912994310,70950398
64382,1755743914020096,70950191
65424,1755743915061980,70950142
66454,1755743916092174,70950341
67478,1755743917116448,70950603
68504,1755743918142755,70950605
69530,1755743919168855,70951967
70558,1755743920196484,70950566
71589,1755743921227290,70950423
72616,1755743922254530,70950618
73646,1755743923284290,70950444
74697,1755743924335261,70950367
75729,1755743925367106,70950274
76769,1755743926407315,70950463
77815,1755743927453677,70950821
78852,1755743928490548,70950702
79899,1755743929537903,70951006
80946,1755743930584757,70950878
81982,1755743931620144,70950299
83013,1755743932651709,70950846
84050,1755743933688619,70950588
85090,1755743934728869,70950928
86125,1755743935763329,70950423
87161,1755743936799714,70951851
88197,1755743937835572,70950675
89266,1755743938904281,70950395
